,model_type,model,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,accuracy_test,accuracy_per_class,ocurrences_per_class,total_ocurrences,elapsed_time
2,clf,svc-poly,all,ALL_NO_1_1_1,60_180,included,basic,0.43,{},0.45,"[0.0, 69.71153846153847, 41.47727272727273]","[316, 624, 352]",1292,0.30
3,clf,dtree,all,ALL_NO_1_1_1,60_180,included,basic,0.65,"{'max_depth': 3, 'min_samples_leaf': 150}",0.64,"[48.10126582278481, 83.97435897435898, 42.32954545454545]","[316, 624, 352]",1292,0.40
4,clf,rforest,all,ALL_NO_1_1_1,60_180,included,basic,0.64,"{'max_depth': 6, 'min_samples_leaf': 20, 'n_estimators': 200}",0.64,"[48.10126582278481, 81.08974358974359, 46.875]","[316, 624, 352]",1292,13.57
5,clf,xgb,all,ALL_NO_1_1_1,60_180,included,basic,0.65,{'n_estimators': 200},0.64,"[50.31645569620253, 79.00641025641026, 50.85227272727273]","[316, 624, 352]",1292,1.97
6,clf,gboosting,all,ALL_NO_1_1_1,60_180,included,basic,0.65,{'n_estimators': 50},0.64,"[50.31645569620253, 79.00641025641026, 51.13636363636363]","[316, 624, 352]",1292,2.62
7,clf,ada,all,ALL_NO_1_1_1,60_180,included,basic,0.64,{'n_estimators': 10},0.64,"[48.10126582278481, 79.6474358974359, 51.70454545454545]","[316, 624, 352]",1292,0.88
0,clf,kn,basic,ALL_NO_3_2_1,60_180,included,basic,0.61,{'n_neighbors': 31},0.61,"[38.29113924050633, 84.93589743589743, 37.5]","[316, 624, 352]",1292,2.31
1,clf,svc-rbf,basic,ALL_NO_3_2_1,60_180,included,basic,0.50,"{'C': 1, 'gamma': 1}",0.48,"[0.0, 100.0, 0.0]","[316, 624, 352]",1292,6.78
2,clf,svc-poly,basic,ALL_NO_3_2_1,60_180,included,basic,0.44,{},0.43,"[39.55696202531646, 70.03205128205128, 0.0]","[316, 624, 352]",1292,0.22
3,clf,dtree,basic,ALL_NO_3_2_1,60_180,included,basic,0.65,"{'max_depth': 3, 'min_samples_leaf': 150}",0.64,"[48.10126582278481, 83.97435897435898, 42.32954545454545]","[316, 624, 352]",1292,0.38
4,clf,rforest,basic,ALL_NO_3_2_1,60_180,included,basic,0.65,"{'max_depth': 6, 'min_samples_leaf': 50, 'n_estimators': 10}",0.64,"[49.36708860759494, 80.60897435897436, 47.44318181818182]","[316, 624, 352]",1292,13.26
5,clf,xgb,basic,ALL_NO_3_2_1,60_180,included,basic,0.65,{'n_estimators': 10},0.64,"[49.68354430379747, 79.6474358974359, 50.0]","[316, 624, 352]",1292,1.49
6,clf,gboosting,basic,ALL_NO_3_2_1,60_180,included,basic,0.65,{'n_estimators': 10},0.65,"[49.36708860759494, 82.37179487179488, 48.29545454545455]","[316, 624, 352]",1292,2.17
7,clf,ada,basic,ALL_NO_3_2_1,60_180,included,basic,0.65,{'n_estimators': 50},0.64,"[52.21518987341772, 75.80128205128206, 52.27272727272727]","[316, 624, 352]",1292,0.69
0,clf,kn,all,ALL_NO_3_2_1,60_180,included,basic,0.60,{'n_neighbors': 31},0.61,"[38.924050632911396, 84.77564102564102, 38.06818181818182]","[316, 624, 352]",1292,2.58
1,clf,svc-rbf,all,ALL_NO_3_2_1,60_180,included,basic,0.50,"{'C': 1, 'gamma': 1}",0.48,"[0.0, 100.0, 0.0]","[316, 624, 352]",1292,7.20
2,clf,svc-poly,all,ALL_NO_3_2_1,60_180,included,basic,0.43,{},0.45,"[0.0, 69.71153846153847, 41.47727272727273]","[316, 624, 352]",1292,0.26
3,clf,dtree,all,ALL_NO_3_2_1,60_180,included,basic,0.65,"{'max_depth': 3, 'min_samples_leaf': 150}",0.64,"[48.10126582278481, 83.97435897435898, 42.32954545454545]","[316, 624, 352]",1292,0.40
4,clf,rforest,all,ALL_NO_3_2_1,60_180,included,basic,0.64,"{'max_depth': 6, 'min_samples_leaf': 10, 'n_estimators': 200}",0.64,"[47.78481012658228, 80.76923076923077, 47.72727272727273]","[316, 624, 352]",1292,12.76
5,clf,xgb,all,ALL_NO_3_2_1,60_180,included,basic,0.65,{'n_estimators': 10},0.64,"[49.68354430379747, 79.6474358974359, 50.0]","[316, 624, 352]",1292,1.63
6,clf,gboosting,all,ALL_NO_3_2_1,60_180,included,basic,0.65,{'n_estimators': 10},0.65,"[49.68354430379747, 82.21153846153847, 48.29545454545455]","[316, 624, 352]",1292,2.04
7,clf,ada,all,ALL_NO_3_2_1,60_180,included,basic,0.64,{'n_estimators': 50},0.63,"[50.0, 74.19871794871794, 53.97727272727273]","[316, 624, 352]",1292,0.66
