,actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week
29,54.4,CNY,2010-12-29 21:30:00,,,Medium,Caixin Manufacturing PMI,55.3,,52
30,52.9,EUR,2010-12-30 04:00:00,,,Low,Retail PMI,51.3,,52
31,4.80|1.3,EUR,2010-12-30 05:32:00,,,Medium,Italian 10-y Bond Auction,4.43|1.3,,52
32,388K,USD,2010-12-30 08:30:00,416K,better,High,Unemployment Claims,422K,,52
33,68.6,USD,2010-12-30 09:45:00,61.2,better,Medium,Chicago PMI,62.5,,52
34,3.5%,USD,2010-12-30 10:00:00,1.8%,better,High,Pending Home Sales m/m,10.1%,worse,52
35,-136B,USD,2010-12-30 10:30:00,-171B,,Low,Natural Gas Storage,-184B,,52
36,-1.3M,USD,2010-12-30 11:00:00,-2.8M,,Medium,Crude Oil Inventories,-5.3M,,52
37,,JPY,2010-12-30 00:00:00,,,Non-Economic,Bank Holiday,,,52
38,0.3%,AUD,2010-12-30 19:30:00,0.2%,better,Medium,Private Sector Credit m/m,0.1%,,52
39,,EUR,2010-12-31 00:00:00,,,Non-Economic,German Bank Holiday,,,52
40,0.4%,GBP,2010-12-31 02:00:00,-0.2%,better,High,Nationwide HPI m/m,-0.3%,,52
41,53.9,CNY,2010-12-31 20:00:00,55.7,worse,High,Manufacturing PMI,55.2,,52
42,0.2%,EUR,2010-12-20 02:00:00,0.4%,worse,Medium,German PPI m/m,0.4%,,52
43,-9.8B,EUR,2010-12-20 04:00:00,-6.2B,worse,Medium,Current Account,-9.7B,better,52
44,45K,GBP,2010-12-20 04:34:00,47K,worse,Medium,Prelim Mortgage Approvals,44K,,52
45,,EUR,2010-12-20 06:00:00,,,Low,German Buba Monthly Report,,,52
46,0.0%,CAD,2010-12-20 08:30:00,0.8%,worse,Medium,Wholesale Sales m/m,0.7%,better,52
47,-11,EUR,2010-12-20 10:00:00,-9,worse,Low,Consumer Confidence,-10,,52
48,0.5%,NZD,2010-12-20 16:45:00,,,Low,Visitor Arrivals m/m,-1.7%,better,52
49,0.6%,AUD,2010-12-20 18:00:00,,,Medium,CB Leading Index m/m,-0.2%,worse,52
50,-21,GBP,2010-12-20 19:00:00,-21,,Medium,GfK Consumer Confidence,-21,,52
51,,AUD,2010-12-20 19:30:00,,,High,Monetary Policy Meeting Minutes,,,52
52,3.8%,NZD,2010-12-20 21:00:00,,,Low,Credit Card Spending y/y,4.6%,,52
53,,JPY,2010-12-20 22:55:00,,,High,Monetary Policy Statement,,,52
54,<0.10%,JPY,2010-12-20 22:55:00,<0.10%,,High,Overnight Call Rate,<0.10%,,52
55,-0.2%,JPY,2010-12-20 23:30:00,-0.1%,,Low,All Industries Activity m/m,-0.8%,,52
56,5.4,EUR,2010-12-21 02:00:00,5.8,worse,Medium,German GfK Consumer Climate,5.5,,52
57,,JPY,2010-12-21 02:10:00,,,High,BOJ Press Conference,,,52
58,1.93B,CHF,2010-12-21 02:15:00,1.98B,worse,Medium,Trade Balance,2.05B,worse,52
59,22.8B,GBP,2010-12-21 04:30:00,16.8B,worse,High,Public Sector Net Borrowing,8.6B,better,52
60,8.3%,EUR,2010-12-21 05:00:00,8.3%,,Low,Italian Quarterly Unemployment Rate,8.4%,better,52
61,0.0%,CAD,2010-12-21 07:00:00,0.2%,worse,High,Core CPI m/m,0.4%,,52
62,0.1%,CAD,2010-12-21 07:00:00,0.3%,worse,Medium,CPI m/m,0.4%,,52
63,0.9%,CAD,2010-12-21 08:30:00,0.8%,better,High,Core Retail Sales m/m,0.2%,worse,52
64,0.8%,CAD,2010-12-21 08:30:00,0.6%,better,Medium,Retail Sales m/m,0.4%,worse,52
65,,USD,2010-12-21 09:00:00,,,Medium,Fed Announcement,,,52
66,-1.77B,NZD,2010-12-21 16:45:00,-2.27B,better,High,Current Account,-0.99B,,52
67,0.3%,AUD,2010-12-21 18:30:00,,,Medium,MI Leading Index m/m,0.0%,,52
68,0.43T,JPY,2010-12-21 18:50:00,0.63T,worse,Medium,Trade Balance,0.58T,,52
69,,JPY,2010-12-22 00:00:00,,,Medium,BOJ Monthly Report,,,52
70,1.2%,EUR,2010-12-22 02:00:00,0.5%,better,Low,German Import Prices m/m,-0.2%,,52
71,0.3%,EUR,2010-12-22 04:00:00,0.2%,better,Low,Italian Retail Sales m/m,-0.3%,worse,52
72,-9.6B,GBP,2010-12-22 04:30:00,-8.1B,worse,High,Current Account,-5.2B,better,52
73,1-0-8,GBP,2010-12-22 04:30:00,1-0-8,,High,MPC Asset Purchase Facility Votes,1-0-8,,52
74,1-0-8,GBP,2010-12-22 04:30:00,1-0-8,,High,MPC Official Bank Rate Votes,1-0-8,,52
75,0.7%,GBP,2010-12-22 04:30:00,0.8%,worse,Medium,Final GDP q/q,0.8%,,52
76,3.1%,GBP,2010-12-22 04:30:00,-0.1%,better,Low,Revised Business Investment q/q,-0.2%,,52
77,2.6%,USD,2010-12-22 08:30:00,2.8%,worse,Medium,Final GDP q/q,2.5%,,52
78,2.1%,USD,2010-12-22 08:30:00,2.3%,worse,Low,Final GDP Price Index q/q,2.3%,,52
79,3.1,EUR,2010-12-22 09:00:00,1.2,better,Medium,Belgian NBB Business Climate,0.8,,52
80,4.68M,USD,2010-12-22 10:00:00,4.72M,worse,High,Existing Home Sales,4.43M,,52
81,0.7%,USD,2010-12-22 10:00:00,-0.1%,better,Low,HPI m/m,-1.2%,worse,52
82,-5.3M,USD,2010-12-22 10:30:00,-1.1M,,Medium,Crude Oil Inventories,-9.9M,,52
83,-0.2%,NZD,2010-12-22 16:45:00,0.1%,worse,High,GDP q/q,0.1%,worse,52
84,,JPY,2010-12-22 00:00:00,,,Non-Economic,Bank Holiday,,,52
85,2.8%,EUR,2010-12-23 02:45:00,0.5%,better,Medium,French Consumer Spending m/m,-0.6%,better,52
86,30.0K,GBP,2010-12-23 04:30:00,31.3K,worse,Medium,High Street Lending,30.7K,,52
87,0.6%,GBP,2010-12-23 04:30:00,0.4%,better,Low,Index of Services 3m/3m,0.5%,worse,52
88,0.2%,CAD,2010-12-23 08:30:00,0.3%,worse,High,GDP m/m,-0.1%,,52
89,2.4%,USD,2010-12-23 08:30:00,1.7%,better,High,Core Durable Goods Orders m/m,-1.9%,better,52
90,420K,USD,2010-12-23 08:30:00,421K,,High,Unemployment Claims,423K,,52
91,0.1%,USD,2010-12-23 08:30:00,0.1%,,Medium,Core PCE Price Index m/m,0.0%,,52
92,-1.3%,USD,2010-12-23 08:30:00,-0.5%,worse,Medium,Durable Goods Orders m/m,-3.1%,better,52
93,0.4%,USD,2010-12-23 08:30:00,0.5%,worse,Medium,Personal Spending m/m,0.7%,better,52
94,0.3%,USD,2010-12-23 08:30:00,0.3%,,Low,Personal Income m/m,0.4%,worse,52
95,74.5,USD,2010-12-23 09:55:00,74.7,,Medium,Revised UoM Consumer Sentiment,74.2,,52
96,3.0%,USD,2010-12-23 09:55:00,,,Low,Revised UoM Inflation Expectations,2.9%,,52
97,290K,USD,2010-12-23 10:00:00,301K,worse,High,New Home Sales,275K,worse,52
98,-184B,USD,2010-12-23 10:30:00,-170B,,Low,Natural Gas Storage,-164B,,52
99,,EUR,2010-12-24 00:00:00,,,Non-Economic,German Bank Holiday,,,52
100,,CHF,2010-12-24 05:00:00,,,Low,SNB Quarterly Bulletin,,,52
101,,AUD,2010-12-12 16:45:00,,,High,RBA Gov Stevens Speaks,,,51
102,-0.6%,NZD,2010-12-12 16:49:00,,,Low,FPI m/m,2.2%,,51
103,-3.0%,GBP,2010-12-12 18:15:00,,,Medium,Rightmove HPI m/m,-3.2%,,51
104,,GBP,2010-12-12 19:01:00,,,Low,BOE Quarterly Bulletin,,,51
105,-0.2%,CHF,2010-12-13 03:15:00,0.1%,worse,Medium,PPI m/m,-0.4%,,51
106,0.9%,GBP,2010-12-13 04:30:00,0.7%,better,High,PPI Input m/m,2.2%,,51
107,,GBP,2010-12-13 06:30:00,,,Medium,MPC Member Bean Speaks,,,51
108,78.1%,CAD,2010-12-13 08:30:00,76.6%,better,Low,Capacity Utilization Rate,76.9%,better,51
109,,CAD,2010-12-13 12:10:00,,,Medium,BOC Gov Carney Speaks,,,51
110,,EUR,2010-12-13 13:30:00,,,Medium,ECB President Trichet Speaks,,,51
111,1.9%,NZD,2010-12-13 16:00:00,,,Medium,REINZ HPI m/m,-0.9%,,51
112,-1.6%,NZD,2010-12-13 16:45:00,-1.0%,worse,High,Core Retail Sales m/m,1.7%,better,51
113,-2.5%,NZD,2010-12-13 16:45:00,-0.8%,worse,Medium,Retail Sales m/m,1.7%,better,51
114,-44%,GBP,2010-12-13 19:01:00,-49%,better,Medium,RICS House Price Balance,-49%,,51
115,6,AUD,2010-12-13 19:30:00,,,Medium,NAB Business Confidence,8,,51
116,-13.2%,AUD,2010-12-13 19:30:00,-5.0%,worse,Low,Housing Starts q/q,2.1%,better,51
117,-2.0%,JPY,2010-12-13 23:30:00,-1.8%,worse,Low,Revised Industrial Production m/m,-1.8%,,51
118,0.1%,EUR,2010-12-14 01:30:00,0.2%,worse,Low,French Final CPI m/m,0.1%,,51
119,,CHF,2010-12-14 01:45:00,,,Medium,SECO Economic Forecasts,,,51
120,3.3%,GBP,2010-12-14 04:30:00,3.1%,better,High,CPI y/y,3.2%,,51
121,2.7%,GBP,2010-12-14 04:30:00,2.6%,better,Medium,Core CPI y/y,2.7%,,51
122,5.5%,GBP,2010-12-14 04:30:00,5.8%,worse,Low,ONS HPI y/y,6.1%,,51
123,4.7%,GBP,2010-12-14 04:30:00,4.4%,better,Low,RPI y/y,4.5%,,51
124,4.3,EUR,2010-12-14 05:00:00,3.8,better,High,German ZEW Economic Sentiment,1.8,,51
125,0.7%,EUR,2010-12-14 05:00:00,1.4%,worse,Medium,Industrial Production m/m,-0.7%,better,51
126,15.5,EUR,2010-12-14 05:00:00,10.3,better,Medium,ZEW Economic Sentiment,13.8,,51
127,93.2,USD,2010-12-14 07:30:00,92.3,,Low,NFIB Small Business Index,91.7,,51
128,0.1%,CAD,2010-12-14 08:30:00,0.3%,better,Medium,Labor Productivity q/q,-0.6%,worse,51
129,0.3%,CAD,2010-12-14 08:30:00,0.4%,worse,Medium,Leading Index m/m,0.3%,better,51
130,1.2%,USD,2010-12-14 08:30:00,0.7%,better,High,Core Retail Sales m/m,0.8%,better,51
131,0.8%,USD,2010-12-14 08:30:00,0.6%,better,High,PPI m/m,0.4%,,51
132,0.8%,USD,2010-12-14 08:30:00,0.6%,better,High,Retail Sales m/m,1.7%,better,51
133,0.3%,USD,2010-12-14 08:30:00,0.2%,better,Medium,Core PPI m/m,-0.6%,,51
134,-0.3%,CAD,2010-12-14 08:34:00,3.3%,worse,Low,New Motor Vehicle Sales m/m,4.2%,,51
135,0.7%,USD,2010-12-14 10:00:00,0.9%,better,Medium,Business Inventories m/m,1.3%,worse,51
136,,USD,2010-12-14 14:15:00,,,High,FOMC Statement,,,51
137,<0.25%,USD,2010-12-14 14:15:00,<0.25%,,High,Federal Funds Rate,<0.25%,,51
138,0.2%,AUD,2010-12-14 18:30:00,,,Medium,Westpac Consumer Sentiment,-5.3%,,51
139,5,JPY,2010-12-14 18:50:00,4,better,High,Tankan Manufacturing Index,8,,51
140,1,JPY,2010-12-14 18:50:00,0,better,Medium,Tankan Non-Manufacturing Index,2,,51
141,0.5%,JPY,2010-12-14 18:50:00,0.4%,,Medium,Tertiary Industry Activity m/m,-0.8%,,51
142,,AUD,2010-12-14 19:00:00,,,Medium,RBA Assist Gov Debelle Speaks,,,51
143,0.2%,AUD,2010-12-14 19:30:00,,,Medium,New Motor Vehicle Sales m/m,-0.5%,,51
144,0.9%,CNY,2010-12-14 21:00:00,,,Low,CB Leading Index m/m,0.6%,,51
145,17.7%,CNY,2010-12-14 21:03:00,,,Low,Foreign Direct Investment ytd/y,15.7%,,51
146,-2.01B,EUR,2010-12-15 04:00:00,-1.97B,,Low,Italian Trade Balance,-3.16B,,51
147,-1.2K,GBP,2010-12-15 04:30:00,-2.9K,worse,High,Claimant Count Change,-5.2K,better,51
148,2.2%,GBP,2010-12-15 04:30:00,2.2%,,Medium,Average Earnings Index 3m/y,2.1%,better,51
149,7.9%,GBP,2010-12-15 04:30:00,7.7%,worse,Low,Unemployment Rate,7.7%,,51
150,-12.5,CHF,2010-12-15 05:00:00,,,Medium,Credit Suisse Economic Expectations,-30.9,,51
151,0.0%,EUR,2010-12-15 05:00:00,0.2%,worse,Low,Employment Change q/q,0.1%,better,51
152,56,GBP,2010-12-15 06:00:00,38,better,Medium,CBI Realized Sales,43,,51
153,1.7%,CAD,2010-12-15 08:30:00,0.9%,better,Medium,Manufacturing Sales m/m,-0.5%,,51
154,2.3%,NZD,2010-12-15 08:30:00,,,Low,GDT Price Index,1.9%,,51
155,0.1%,USD,2010-12-15 08:30:00,0.1%,,High,Core CPI m/m,0.0%,,51
156,0.1%,USD,2010-12-15 08:30:00,0.2%,worse,Medium,CPI m/m,0.2%,,51
157,10.6,USD,2010-12-15 08:30:00,4.7,better,Medium,Empire State Manufacturing Index,-11.1,,51
158,27.6B,USD,2010-12-15 09:00:00,82.3B,worse,High,TIC Long-Term Purchases,77.2B,worse,51
159,75.2%,USD,2010-12-15 09:15:00,75.1%,,Medium,Capacity Utilization Rate,74.9%,,51
160,0.4%,USD,2010-12-15 09:15:00,0.4%,,Medium,Industrial Production m/m,-0.2%,worse,51
161,16,USD,2010-12-15 10:00:00,16,,Low,NAHB Housing Market Index,16,,51
162,-9.9M,USD,2010-12-15 10:30:00,-2.7M,,Medium,Crude Oil Inventories,-3.8M,,51
163,108.3,NZD,2010-12-15 16:00:00,,,Low,Westpac Consumer Sentiment,114.1,,51
164,52.7,NZD,2010-12-15 16:29:00,,,Low,Business NZ Manufacturing Index,50.0,,51
165,2.8%,AUD,2010-12-15 19:00:00,,,Medium,MI Inflation Expectations,3.1%,,51
166,,AUD,2010-12-15 19:30:00,,,Low,RBA Bulletin,,,51
167,29.5,NZD,2010-12-15 21:00:00,,,High,ANZ Business Confidence,33.2,,51
168,56.3,EUR,2010-12-16 03:00:00,57.8,worse,Medium,French Flash Manufacturing PMI,57.9,better,51
169,54.1,EUR,2010-12-16 03:00:00,55.4,worse,Medium,French Flash Services PMI,55.0,worse,51
170,1.8%,CHF,2010-12-16 03:19:00,1.1%,better,Medium,Industrial Production q/q,5.8%,,51
171,,GBP,2010-12-16 03:20:00,,,High,MPC Member Posen Speaks,,,51
172,0.25%,CHF,2010-12-16 03:30:00,0.25%,,High,Libor Rate,0.25%,,51
173,,CHF,2010-12-16 03:30:00,,,High,SNB Monetary Policy Assessment,,,51
174,,CHF,2010-12-16 03:30:00,,,High,SNB Press Conference,,,51
175,60.9,EUR,2010-12-16 03:30:00,58.2,better,Medium,German Flash Manufacturing PMI,58.1,worse,51
176,58.3,EUR,2010-12-16 03:30:00,59.1,worse,Medium,German Flash Services PMI,59.2,better,51
177,56.8,EUR,2010-12-16 04:00:00,55.3,better,Medium,Flash Manufacturing PMI,55.3,,51
178,53.7,EUR,2010-12-16 04:00:00,55.3,worse,Medium,Flash Services PMI,55.4,,51
179,,EUR,2010-12-16 00:00:00,,,High,EU Economic Summit,,,51
180,,EUR,2010-12-16 00:00:00,,,Medium,ECOFIN Meetings,,,51
181,0.3%,GBP,2010-12-16 04:30:00,0.5%,worse,High,Retail Sales m/m,0.7%,better,51
182,3.9%,GBP,2010-12-16 04:30:00,,,Medium,Consumer Inflation Expectations,3.4%,,51
183,5.45|1.7,EUR,2010-12-16 04:40:00,,,Medium,Spanish 10-y Bond Auction,4.62|1.8,,51
184,1.9%,EUR,2010-12-16 05:00:00,1.9%,,Medium,Final CPI y/y,1.9%,,51
185,1.1%,EUR,2010-12-16 05:00:00,1.2%,worse,Medium,Final Core CPI y/y,1.1%,,51
186,9.51B,CAD,2010-12-16 08:30:00,10.97B,worse,Medium,Foreign Securities Purchases,13.36B,better,51
187,0.53M,USD,2010-12-16 08:30:00,0.57M,worse,High,Building Permits,0.55M,,51
188,420K,USD,2010-12-16 08:30:00,421K,,High,Unemployment Claims,423K,,51
189,-127B,USD,2010-12-16 08:30:00,-126B,,Medium,Current Account,-123B,,51
190,0.56M,USD,2010-12-16 08:30:00,0.55M,,Medium,Housing Starts,0.53M,,51
191,24.3,USD,2010-12-16 10:00:00,14.8,better,High,Philly Fed Manufacturing Index,22.5,,51
192,-164B,USD,2010-12-16 10:30:00,-166B,,Low,Natural Gas Storage,-89B,,51
193,45,GBP,2010-12-16 19:01:00,53,worse,Medium,Nationwide Consumer Confidence,52,,51
194,,GBP,2010-12-16 19:01:00,,,Low,BOE Financial Stability Report,,,51
195,,EUR,2010-12-17 03:15:00,,,Medium,German Buba President Weber Speaks,,,51
196,109.9,EUR,2010-12-17 04:00:00,109.2,better,High,German Ifo Business Climate,109.3,,51
197,,EUR,2010-12-17 00:00:00,,,High,EU Economic Summit,,,51
198,3.6B,EUR,2010-12-17 05:00:00,2.9B,better,Low,Trade Balance,2.0B,worse,51
199,1.1%,USD,2010-12-17 10:00:00,1.2%,worse,Low,CB Leading Index m/m,0.4%,worse,51
200,0.4%,AUD,2010-12-05 18:30:00,,,Low,MI Inflation Gauge m/m,0.3%,,50
201,,USD,2010-12-05 19:00:00,,,High,Fed Chairman Bernanke Speaks,,,50
202,2.9%,AUD,2010-12-05 19:30:00,,,High,ANZ Job Advertisements m/m,0.7%,,50
203,212B,CHF,2010-12-06 03:00:00,,,High,Foreign Currency Reserves,212B,,50
204,,EUR,2010-12-06 00:00:00,,,Medium,Eurogroup Meetings,,,50
205,9.7,EUR,2010-12-06 04:30:00,13.2,worse,Low,Sentix Investor Confidence,14.0,,50
206,-6.5%,CAD,2010-12-06 08:30:00,-2.9%,worse,High,Building Permits m/m,14.9%,worse,50
207,57.5,CAD,2010-12-06 10:00:00,56.4,better,High,Ivey PMI,56.7,,50
208,42.2,AUD,2010-12-06 17:29:00,,,Low,AIG Construction Index,44.0,,50
209,0.7%,GBP,2010-12-06 19:00:00,,,Medium,BRC Retail Sales Monitor y/y,0.8%,,50
210,4.75%,AUD,2010-12-06 22:30:00,4.75%,,High,Cash Rate,4.75%,,50
211,,AUD,2010-12-06 22:30:00,,,High,RBA Rate Statement,,,50
212,2.19|3.0,JPY,2010-12-06 22:45:00,,,Low,30-y Bond Auction,1.98|5.4,,50
213,97.2%,JPY,2010-12-07 00:00:00,97.6%,,Low,Leading Indicators,98.6%,,50
214,3.6%,CHF,2010-12-07 01:45:00,3.6%,,Low,Unemployment Rate,3.6%,,50
215,,EUR,2010-12-07 00:00:00,,,Medium,ECOFIN Meetings,,,50
216,0.6%,GBP,2010-12-07 04:30:00,0.4%,better,High,Manufacturing Production m/m,0.2%,better,50
217,-0.2%,GBP,2010-12-07 04:30:00,0.3%,worse,Low,Industrial Production m/m,0.4%,,50
218,1.6%,EUR,2010-12-07 06:00:00,1.9%,worse,Medium,German Factory Orders m/m,-4.0%,,50
219,,CAD,2010-12-07 09:00:00,,,High,BOC Rate Statement,,,50
220,1.00%,CAD,2010-12-07 09:00:00,1.00%,,High,Overnight Rate,1.00%,,50
221,0.6%,GBP,2010-12-07 10:00:00,,,Medium,NIESR GDP Estimate,0.5%,,50
222,45.8,USD,2010-12-07 10:00:00,48.3,worse,Low,IBD/TIPP Economic Optimism,46.7,,50
223,3.36M,USD,2010-12-07 10:00:00,,,Low,JOLTS Job Openings,3.01M,better,50
224,3.4B,USD,2010-12-07 15:00:00,-0.9B,better,Low,Consumer Credit m/m,1.2B,worse,50
225,1.3%,NZD,2010-12-07 16:45:00,,,Low,Manufacturing Sales q/q,3.1%,,50
226,-1.4%,JPY,2010-12-07 18:50:00,0.0%,worse,Medium,Core Machinery Orders m/m,-10.3%,,50
227,-2.0%,JPY,2010-12-07 18:50:00,,,Low,Bank Lending y/y,-1.9%,,50
228,1.46T,JPY,2010-12-07 18:50:00,1.55T,worse,Low,Current Account,1.66T,,50
229,2.6%,JPY,2010-12-07 18:50:00,2.7%,worse,Low,M2 Money Stock y/y,2.8%,better,50
230,2.0%,GBP,2010-12-07 19:00:00,,,Low,BRC Shop Price Index y/y,2.2%,,50
231,1.9%,AUD,2010-12-07 19:30:00,0.1%,better,High,Home Loans m/m,-0.5%,worse,50
232,43.6,JPY,2010-12-08 00:00:00,42.1,better,Low,Economy Watchers Sentiment,40.2,,50
233,,EUR,2010-12-08 00:00:00,,,Non-Economic,Italian Bank Holiday,,,50
234,14.3B,EUR,2010-12-08 02:00:00,15.1B,worse,Low,German Trade Balance,15.4B,,50
235,-133.1B,EUR,2010-12-08 02:45:00,,,Low,French Gov Budget Balance,-124.2B,,50
236,-3.4B,EUR,2010-12-08 02:45:00,-4.2B,better,Low,French Trade Balance,-4.4B,better,50
237,,AUD,2010-12-08 04:20:00,,,Medium,RBA Deputy Gov Lowe Speaks,,,50
238,2.9%,EUR,2010-12-08 06:00:00,1.1%,better,Medium,German Industrial Production m/m,-1.0%,worse,50
239,-3,GBP,2010-12-08 06:00:00,-12,better,Medium,CBI Industrial Order Expectations,-15,,50
240,187K,CAD,2010-12-08 08:15:00,174K,better,High,Housing Starts,168K,,50
241,-3.8M,USD,2010-12-08 10:30:00,-1.3M,,Medium,Crude Oil Inventories,1.1M,,50
242,,EUR,2010-12-08 11:00:00,,,Medium,German Buba President Weber Speaks,,,50
243,3.34|2.9,USD,2010-12-08 13:00:00,,,Medium,10-y Bond Auction,2.64|2.8,,50
244,3.00%,NZD,2010-12-08 15:00:00,3.00%,,High,Official Cash Rate,3.00%,,50
245,,NZD,2010-12-08 15:00:00,,,High,RBNZ Press Conference,,,50
246,,NZD,2010-12-08 15:00:00,,,High,RBNZ Rate Statement,,,50
247,,NZD,2010-12-08 15:00:00,,,Medium,RBNZ Monetary Policy Statement,,,50
248,1.1%,JPY,2010-12-08 18:50:00,1.0%,better,Medium,Final GDP q/q,0.9%,,50
249,-2.4%,JPY,2010-12-08 18:52:00,-2.0%,worse,Low,Final GDP Price Index y/y,-2.0%,,50
250,54.6K,AUD,2010-12-08 19:30:00,21.3K,better,High,Employment Change,36.9K,better,50
251,5.2%,AUD,2010-12-08 19:30:00,5.2%,,High,Unemployment Rate,5.4%,,50
252,104.2%,JPY,2010-12-09 01:00:00,,,Low,Prelim Machine Tool Orders y/y,71.0%,,50
253,0.1%,EUR,2010-12-09 01:30:00,0.3%,worse,Low,French Final Private Payrolls q/q,0.3%,,50
254,0.1%,EUR,2010-12-09 02:00:00,0.1%,,Low,German Final CPI m/m,0.1%,,50
255,-0.1%,GBP,2010-12-09 03:00:00,0.3%,worse,High,Halifax HPI m/m,1.8%,,50
256,,EUR,2010-12-09 04:00:00,,,Medium,ECB Monthly Bulletin,,,50
257,-8.5B,GBP,2010-12-09 04:30:00,-8.1B,worse,Medium,Goods Trade Balance,-8.4B,worse,50
258,0.4%,GBP,2010-12-09 05:00:00,,,Low,CB Leading Index m/m,0.5%,better,50
259,,EUR,2010-12-09 06:00:00,,,Low,ECB Financial Stability Review,,,50
260,200B,GBP,2010-12-09 07:00:00,200B,,High,Asset Purchase Facility,200B,,50
261,0.50%,GBP,2010-12-09 07:00:00,0.50%,,High,Official Bank Rate,0.50%,,50
262,0.1%,CAD,2010-12-09 08:30:00,0.2%,worse,Medium,NHPI m/m,0.2%,,50
263,421K,USD,2010-12-09 08:30:00,426K,better,High,Unemployment Claims,438K,,50
264,1.9%,USD,2010-12-09 10:00:00,0.9%,worse,Low,Final Wholesale Inventories m/m,2.1%,worse,50
265,,CAD,2010-12-09 10:30:00,,,Low,BOC Financial System Review,,,50
266,-89B,USD,2010-12-09 10:30:00,-83B,,Low,Natural Gas Storage,-23B,,50
267,4.41|2.7,USD,2010-12-09 13:00:00,,,Low,30-y Bond Auction,4.32|2.3,,50
268,3.0%,NZD,2010-12-09 16:45:00,1.7%,better,Low,Overseas Trade Index q/q,2.0%,,50
269,-8.0,JPY,2010-12-09 18:50:00,14.3,worse,Medium,BSI Manufacturing Index,13.3,,50
270,0.9%,JPY,2010-12-09 18:50:00,1.1%,worse,Low,PPI y/y,0.8%,,50
271,22.9B,CNY,2010-12-09 21:03:00,21.2B,better,High,USD-Denominated Trade Balance,27.2B,,50
272,40.4,JPY,2010-12-10 00:00:00,42.3,worse,Low,Consumer Confidence,40.9,,50
273,0.7%,EUR,2010-12-10 02:00:00,0.5%,better,Low,German WPI m/m,-0.3%,,50
274,564B,CNY,2010-12-10 02:07:00,503B,better,Medium,New Loans,588B,,50
275,19.5%,CNY,2010-12-10 02:07:00,19.1%,better,Low,M2 Money Supply y/y,19.3%,,50
276,-0.8%,EUR,2010-12-10 02:45:00,0.4%,worse,Medium,French Industrial Production m/m,0.1%,,50
277,-0.1%,EUR,2010-12-10 04:00:00,0.8%,worse,Low,Italian Industrial Production m/m,-2.1%,,50
