,actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week
104,0.89T,JPY,2007-12-19 18:50:00,0.96T,worse,Low,Trade Balance,1.04T,,51
105,,AUD,2007-12-19 19:30:00,,,Low,RBA Bulletin,,,51
106,0.50%,JPY,2007-12-19 22:51:00,0.50%,,Medium,Overnight Call Rate,0.50%,,51
107,,JPY,2007-12-20 01:00:00,,,Low,BOJ Monthly Report,,,51
108,,CHF,2007-12-20 01:45:00,,,Medium,SECO Economic Forecasts,,,51
109,4.5,EUR,2007-12-20 02:00:00,4.1,better,Low,German GfK Consumer Climate,4.4,,51
110,1.89B,CHF,2007-12-20 02:15:00,1.44B,better,Low,Trade Balance,1.40B,worse,51
111,,JPY,2007-12-20 02:17:00,,,High,BOJ Press Conference,,,51
112,0.3%,CHF,2007-12-20 03:15:00,0.2%,better,Medium,PPI m/m,0.2%,,51
113,0.4%,EUR,2007-12-20 04:00:00,0.2%,better,Low,Italian Retail Sales m/m,-0.1%,better,51
114,-20.0B,GBP,2007-12-20 04:30:00,-11.3B,worse,High,Current Account,-13.7B,worse,51
115,0.7%,GBP,2007-12-20 04:30:00,0.7%,,Low,Final GDP q/q,0.7%,,51
116,0.1%,GBP,2007-12-20 04:30:00,0.3%,worse,Low,M4 Money Supply m/m,0.2%,,51
117,11.2B,GBP,2007-12-20 04:30:00,9.0B,worse,Low,Public Sector Net Borrowing,-0.4B,worse,51
118,5.9%,EUR,2007-12-20 05:00:00,5.9%,,Low,Italian Quarterly Unemployment Rate,6.0%,,51
119,4.9%,USD,2007-12-20 08:30:00,4.9%,,Medium,Final GDP q/q,4.9%,,51
120,346K,USD,2007-12-20 08:30:00,335K,worse,Medium,Unemployment Claims,334K,,51
121,1.0%,USD,2007-12-20 08:30:00,0.9%,,Low,Final GDP Price Index q/q,0.9%,,51
122,-1.9,EUR,2007-12-20 09:00:00,0.7,worse,Medium,Belgian NBB Business Climate,1.4,,51
123,-0.4%,USD,2007-12-20 10:00:00,-0.3%,worse,Low,CB Leading Index m/m,-0.5%,,51
124,-121B,USD,2007-12-20 10:30:00,-133B,,Low,Natural Gas Storage,-146B,,51
125,-5.7,USD,2007-12-20 12:00:00,6.2,worse,Medium,Philly Fed Manufacturing Index,8.2,,51
126,0.5%,NZD,2007-12-20 16:45:00,0.4%,better,High,GDP q/q,0.8%,better,51
127,0.9%,AUD,2007-12-20 18:00:00,,,Low,CB Leading Index m/m,0.4%,worse,51
128,1.1%,AUD,2007-12-20 19:30:00,,,Low,New Motor Vehicle Sales m/m,1.0%,,51
129,9.5%,NZD,2007-12-20 21:00:00,,,Low,Credit Card Spending y/y,7.8%,,51
130,0.7%,EUR,2007-12-21 02:00:00,0.6%,better,Low,German Import Prices m/m,0.7%,,51
131,-0.1%,EUR,2007-12-21 02:50:00,0.5%,worse,Low,French Consumer Spending m/m,-1.0%,better,51
132,1.3B,EUR,2007-12-21 04:00:00,1.6B,worse,Low,Current Account,1.9B,better,51
133,0.4%,GBP,2007-12-21 04:30:00,0.2%,better,High,Retail Sales m/m,0.0%,better,51
134,0.7%,GBP,2007-12-21 04:30:00,0.7%,,Low,Index of Services 3m/3m,0.8%,worse,51
135,2.5%,EUR,2007-12-21 05:00:00,2.0%,better,Medium,Industrial New Orders m/m,-1.0%,better,51
136,-14,GBP,2007-12-21 05:30:00,-12,worse,Low,GfK Consumer Confidence,-10,,51
137,0.0%,CAD,2007-12-21 08:30:00,0.0%,,High,Core Retail Sales m/m,0.2%,better,51
138,0.2%,CAD,2007-12-21 08:30:00,0.1%,better,High,GDP m/m,0.1%,,51
139,0.1%,CAD,2007-12-21 08:30:00,-0.3%,better,Medium,Retail Sales m/m,-0.2%,,51
140,0.2%,USD,2007-12-21 08:30:00,0.2%,,Medium,Core PCE Price Index m/m,0.2%,,51
141,1.1%,USD,2007-12-21 08:30:00,0.7%,better,Medium,Personal Spending m/m,0.4%,better,51
142,0.4%,USD,2007-12-21 08:30:00,0.5%,worse,Low,Personal Income m/m,0.2%,,51
143,75.5,USD,2007-12-21 10:00:00,75.0,,Medium,Revised UoM Consumer Sentiment,74.5,,51
144,3.4%,USD,2007-12-21 10:00:00,,,Low,Revised UoM Inflation Expectations,3.5%,,51
145,,CAD,2007-12-21 10:30:00,,,Low,BOC Financial System Review,,,51
146,12.7%,JPY,2007-12-09 18:50:00,6.1%,better,Medium,Core Machinery Orders m/m,-7.6%,,50
147,0.6%,JPY,2007-12-09 18:50:00,,,Low,Bank Lending y/y,0.7%,,50
148,2.0%,JPY,2007-12-09 18:50:00,1.9%,better,Low,M2 Money Stock y/y,1.9%,,50
149,0.7%,AUD,2007-12-09 19:30:00,,,Medium,ANZ Job Advertisements m/m,2.7%,,50
150,-0.7%,AUD,2007-12-09 19:30:00,1.0%,worse,Medium,Home Loans m/m,-2.0%,better,50
151,87B,CNY,2007-12-09 21:00:00,,,Medium,New Loans,136B,,50
152,4.6%,CNY,2007-12-09 21:00:00,3.5%,better,Medium,PPI y/y,3.2%,,50
153,18.5%,CNY,2007-12-09 21:00:00,18.8%,worse,Low,M2 Money Supply y/y,18.5%,,50
154,38.8,JPY,2007-12-10 00:00:00,41.1,worse,Low,Economy Watchers Sentiment,41.5,,50
155,18.2B,EUR,2007-12-10 02:00:00,17.0B,better,Low,German Trade Balance,17.8B,,50
156,2.1%,EUR,2007-12-10 02:45:00,0.4%,better,Medium,French Industrial Production m/m,-1.2%,worse,50
157,-0.3%,EUR,2007-12-10 04:00:00,0.4%,worse,Low,Italian Industrial Production m/m,-1.2%,worse,50
158,11.9,EUR,2007-12-10 04:30:00,12.5,worse,Low,Sentix Investor Confidence,14.0,,50
159,1.7%,GBP,2007-12-10 04:30:00,1.4%,better,High,PPI Input m/m,1.8%,,50
160,11.3%,GBP,2007-12-10 04:30:00,10.8%,better,Low,ONS HPI y/y,10.8%,,50
161,0.5%,GBP,2007-12-10 04:30:00,0.3%,better,Low,PPI Output m/m,0.6%,,50
162,228K,CAD,2007-12-10 08:15:00,220K,better,High,Housing Starts,228K,better,50
163,0.6%,USD,2007-12-10 10:00:00,-1.0%,better,High,Pending Home Sales m/m,1.4%,better,50
164,0.2%,GBP,2007-12-10 10:30:00,,,Low,CB Leading Index m/m,-0.1%,,50
165,3.6%,NZD,2007-12-10 16:45:00,3.0%,better,Low,Overseas Trade Index q/q,0.5%,,50
166,6,AUD,2007-12-10 19:30:00,,,Low,NAB Business Confidence,9,,50
167,6.9%,CNY,2007-12-10 21:00:00,6.5%,better,Medium,CPI y/y,6.5%,,50
168,26.3B,CNY,2007-12-10 21:50:00,26.6B,,High,USD-Denominated Trade Balance,27.1B,,50
169,39.8,JPY,2007-12-11 00:00:00,42.8,worse,Low,Consumer Confidence,42.8,,50
170,,AUD,2007-12-11 02:00:00,,,High,RBA Gov Stevens Speaks,,,50
171,1.0%,EUR,2007-12-11 02:00:00,0.5%,better,Low,German WPI m/m,0.5%,,50
172,-7.1B,GBP,2007-12-11 04:30:00,-7.4B,better,Medium,Goods Trade Balance,-8.0B,worse,50
173,-37.2,EUR,2007-12-11 05:00:00,-34.5,worse,Medium,German ZEW Economic Sentiment,-32.5,,50
174,-35.7,EUR,2007-12-11 05:00:00,-34.0,worse,Low,ZEW Economic Sentiment,-30.0,,50
175,94.4,USD,2007-12-11 07:30:00,,,Low,NFIB Small Business Index,96.2,,50
176,0.0%,USD,2007-12-11 10:00:00,0.5%,better,Low,Final Wholesale Inventories m/m,0.6%,better,50
177,44.4,USD,2007-12-11 10:00:00,43.0,better,Low,IBD/TIPP Economic Optimism,43.8,,50
178,4.12M,USD,2007-12-11 10:00:00,,,Low,JOLTS Job Openings,4.12M,,50
179,,USD,2007-12-11 14:15:00,,,High,FOMC Statement,,,50
180,4.25%,USD,2007-12-11 14:15:00,4.25%,,High,Federal Funds Rate,4.50%,,50
181,1.8%,AUD,2007-12-11 18:30:00,,,Low,Westpac Consumer Sentiment,-4.2%,,50
182,2.56T,JPY,2007-12-11 18:50:00,2.28T,better,Low,Current Account,2.24T,,50
183,2.3%,JPY,2007-12-11 18:50:00,2.1%,better,Low,PPI y/y,2.0%,worse,50
184,,AUD,2007-12-11 19:45:00,,,Low,RBA Deputy Gov Battellino Speaks,,,50
185,18.8%,CNY,2007-12-11 21:00:00,18.0%,better,Low,Retail Sales y/y,18.1%,,50
186,4.0%,GBP,2007-12-12 04:30:00,4.2%,worse,High,Average Earnings Index 3m/y,4.1%,,50
187,-11.1K,GBP,2007-12-12 04:30:00,-5.0K,better,Medium,Claimant Count Change,-10.6K,better,50
188,5.3%,GBP,2007-12-12 04:30:00,5.4%,better,Low,Unemployment Rate,5.4%,,50
189,-29.7,CHF,2007-12-12 05:00:00,,,Medium,Credit Suisse Economic Expectations,-28.9,,50
190,0.4%,EUR,2007-12-12 05:00:00,0.2%,better,Medium,Industrial Production m/m,-0.8%,worse,50
191,0.3%,EUR,2007-12-12 05:00:00,,,Low,Employment Change q/q,0.6%,better,50
192,,EUR,2007-12-12 06:00:00,,,Low,ECB Financial Stability Review,,,50
193,3.3B,CAD,2007-12-12 08:30:00,2.3B,better,High,Trade Balance,2.8B,better,50
194,,USD,2007-12-12 08:30:00,,,High,Fed Announcement,,,50
195,-57.8B,USD,2007-12-12 08:30:00,-57.3B,,High,Trade Balance,-57.1B,,50
196,2.7%,USD,2007-12-12 08:30:00,2.0%,better,Medium,Import Prices m/m,1.4%,worse,50
197,-0.7M,USD,2007-12-12 10:30:00,-0.9M,,Low,Crude Oil Inventories,-7.9M,,50
198,-98.2B,USD,2007-12-12 14:00:00,-85.0B,worse,Medium,Federal Budget Balance,-55.6B,,50
199,-1.1%,NZD,2007-12-12 16:45:00,0.0%,worse,High,Core Retail Sales m/m,0.4%,worse,50
200,-0.7%,NZD,2007-12-12 16:45:00,0.0%,worse,High,Retail Sales m/m,1.0%,,50
201,4.1%,AUD,2007-12-12 17:00:00,,,Low,MI Inflation Expectations,4.4%,,50
202,57.2,NZD,2007-12-12 17:54:00,,,Low,Business NZ Manufacturing Index,57.1,,50
203,-41%,GBP,2007-12-12 19:01:00,-29%,worse,Medium,RICS House Price Balance,-24%,worse,50
204,52.6K,AUD,2007-12-12 19:30:00,20.0K,better,High,Employment Change,-6.9K,worse,50
205,4.5%,AUD,2007-12-12 19:30:00,4.3%,worse,Medium,Unemployment Rate,4.4%,worse,50
206,17.3%,CNY,2007-12-12 21:00:00,18.2%,worse,High,Industrial Production y/y,17.9%,,50
207,13.7%,CNY,2007-12-12 21:00:00,,,Low,Foreign Direct Investment ytd/y,11.2%,,50
208,1.7%,JPY,2007-12-12 23:30:00,1.6%,better,Low,Revised Industrial Production m/m,1.6%,,50
209,0.5%,EUR,2007-12-13 02:45:00,0.4%,better,Low,French Final CPI m/m,0.2%,,50
210,0.4%,EUR,2007-12-13 02:45:00,0.2%,better,Low,French Final Private Payrolls q/q,0.2%,,50
211,2.75%,CHF,2007-12-13 03:30:00,2.75%,,High,Libor Rate,2.75%,,50
212,,CHF,2007-12-13 03:30:00,,,High,SNB Monetary Policy Assessment,,,50
213,,CHF,2007-12-13 03:30:00,,,High,SNB Press Conference,,,50
214,,EUR,2007-12-13 04:00:00,,,Medium,ECB Monthly Bulletin,,,50
215,3.0%,GBP,2007-12-13 04:30:00,,,Medium,Consumer Inflation Expectations,2.7%,,50
216,2,GBP,2007-12-13 06:00:00,4,worse,Medium,CBI Industrial Order Expectations,8,,50
217,0.2%,CAD,2007-12-13 08:30:00,0.1%,worse,Medium,Labor Productivity q/q,0.2%,,50
218,0.1%,CAD,2007-12-13 08:30:00,-0.9%,better,Medium,Manufacturing Sales m/m,-1.1%,worse,50
219,0.1%,CAD,2007-12-13 08:30:00,0.3%,worse,Low,NHPI m/m,0.3%,,50
220,1.8%,USD,2007-12-13 08:30:00,0.6%,better,High,Core Retail Sales m/m,0.4%,better,50
221,3.2%,USD,2007-12-13 08:30:00,1.6%,better,High,PPI m/m,0.1%,,50
222,1.2%,USD,2007-12-13 08:30:00,0.5%,better,High,Retail Sales m/m,0.2%,,50
223,0.4%,USD,2007-12-13 08:30:00,0.2%,better,Medium,Core PPI m/m,0.0%,,50
224,333K,USD,2007-12-13 08:30:00,335K,,Low,Unemployment Claims,340K,,50
225,,USD,2007-12-13 09:00:00,,,Low,FOMC Member Geithner Speaks,,,50
226,,GBP,2007-12-13 09:20:00,,,Medium,MPC Member Tucker Speaks,,,50
227,0.1%,USD,2007-12-13 10:00:00,0.4%,better,Medium,Business Inventories m/m,0.4%,,50
228,-146B,USD,2007-12-13 10:30:00,-127B,,Low,Natural Gas Storage,-88B,,50
229,4.16|2.2,USD,2007-12-13 13:00:00,,,Medium,10-y Bond Auction,4.35|2.3,,50
230,-2.1%,NZD,2007-12-13 16:45:00,,,Low,Manufacturing Sales q/q,1.7%,,50
231,19,JPY,2007-12-13 18:50:00,21,worse,High,Tankan Manufacturing Index,23,,50
232,16,JPY,2007-12-13 18:50:00,18,worse,Medium,Tankan Non-Manufacturing Index,20,,50
233,26.8%,CNY,2007-12-13 21:00:00,26.6%,,Medium,Fixed Asset Investment ytd/y,26.9%,,50
234,0.5%,EUR,2007-12-14 01:45:00,0.4%,better,Low,German Final CPI m/m,0.4%,,50
235,0.39B,EUR,2007-12-14 04:00:00,0.06B,better,Low,Italian Trade Balance,-1.50B,,50
236,3.1%,EUR,2007-12-14 05:00:00,3.0%,better,Medium,Final CPI y/y,3.0%,,50
237,1.9%,EUR,2007-12-14 05:00:00,1.9%,,Low,Final Core CPI y/y,1.9%,,50
238,82.7%,CAD,2007-12-14 08:30:00,82.5%,better,Low,Capacity Utilization Rate,83.5%,better,50
239,0.3%,USD,2007-12-14 08:30:00,0.2%,better,High,Core CPI m/m,0.2%,,50
240,0.8%,USD,2007-12-14 08:30:00,0.6%,better,Medium,CPI m/m,0.3%,,50
241,81.5%,USD,2007-12-14 09:15:00,81.7%,worse,Medium,Capacity Utilization Rate,81.4%,worse,50
242,0.3%,USD,2007-12-14 09:15:00,0.1%,better,Medium,Industrial Production m/m,-0.7%,worse,50
243,53.8,AUD,2007-12-02 17:30:00,,,Low,AIG Manufacturing Index,53.3,,49
244,0.3%,AUD,2007-12-02 18:30:00,,,Low,MI Inflation Gauge m/m,0.3%,,49
245,-1.2%,JPY,2007-12-02 18:50:00,-2.5%,better,Medium,Capital Spending q/y,-4.9%,,49
246,-2.98B,AUD,2007-12-02 19:30:00,-1.88B,worse,High,Trade Balance,-1.92B,,49
247,-2.1%,AUD,2007-12-02 19:30:00,1.9%,worse,Low,Company Operating Profits q/q,1.7%,better,49
248,54.1,CNY,2007-12-02 20:00:00,,,Low,Non-Manufacturing PMI,65.0,,49
249,0.0%,JPY,2007-12-02 20:30:00,0.0%,,Low,Average Cash Earnings y/y,-0.6%,worse,49
250,52.8,CNY,2007-12-02 21:30:00,,,Medium,Caixin Manufacturing PMI,55.2,,49
251,2.0%,AUD,2007-12-03 00:30:00,,,Medium,Commodity Prices y/y,5.4%,worse,49
252,50.7,EUR,2007-12-03 03:15:00,,,Low,Spanish Manufacturing PMI,49.6,,49
253,63.4,CHF,2007-12-03 03:30:00,59.5,better,Medium,Manufacturing PMI,60.7,,49
254,51.3,EUR,2007-12-03 03:45:00,51.7,worse,Low,Italian Manufacturing PMI,51.3,,49
255,52.8,EUR,2007-12-03 04:00:00,52.6,,Low,Final Manufacturing PMI,52.6,,49
256,,EUR,2007-12-03 00:00:00,,,Low,Eurogroup Meetings,,,49
257,,EUR,2007-12-03 04:30:00,,,Medium,ECB President Trichet Speaks,,,49
258,54.4,GBP,2007-12-03 04:30:00,52.5,better,Medium,Manufacturing PMI,52.8,,49
259,7.2%,EUR,2007-12-03 05:00:00,7.3%,better,Low,Unemployment Rate,7.3%,,49
260,50.8,USD,2007-12-03 10:00:00,50.5,,High,ISM Manufacturing PMI,50.9,,49
261,67.5,USD,2007-12-03 10:00:00,65.5,better,Low,ISM Manufacturing Prices,63.0,,49
262,,USD,2007-12-03 10:30:00,,,Low,Treasury Sec Paulson Speaks,,,49
263,16.2M,USD,2007-12-03 00:00:00,16.1M,,Low,Total Vehicle Sales,16.1M,,49
264,,CHF,2007-12-03 11:30:00,,,Low,Gov Board Member Hildebrand Speaks,,,49
265,1.0%,JPY,2007-12-03 18:50:00,0.7%,,Low,Monetary Base y/y,0.5%,,49
266,1.2%,GBP,2007-12-03 19:01:00,,,Medium,BRC Retail Sales Monitor y/y,1.0%,,49
267,-2.8%,AUD,2007-12-03 19:30:00,-1.9%,worse,High,Building Approvals m/m,8.6%,better,49
268,0.2%,AUD,2007-12-03 19:30:00,0.6%,worse,High,Retail Sales m/m,0.7%,worse,49
269,1.48|3.2,JPY,2007-12-03 22:45:00,,,Low,10-y Bond Auction,1.66|3.1,,49
270,45.9K,EUR,2007-12-04 03:00:00,,,Low,Spanish Unemployment Change,31.2K,,49
271,,EUR,2007-12-04 00:00:00,,,Low,ECOFIN Meetings,,,49
272,54.3,GBP,2007-12-04 04:30:00,57.1,worse,Low,Construction PMI,57.4,,49
273,0.6%,EUR,2007-12-04 05:00:00,0.4%,better,Low,PPI m/m,0.4%,,49
274,,CAD,2007-12-04 09:00:00,,,High,BOC Rate Statement,,,49
275,4.25%,CAD,2007-12-04 09:00:00,4.50%,worse,High,Overnight Rate,4.50%,,49
276,,USD,2007-12-04 10:45:00,,,Low,FOMC Member Evans Speaks,,,49
277,6.75%,AUD,2007-12-04 17:30:00,6.75%,,High,Cash Rate,6.75%,,49
278,,AUD,2007-12-04 17:30:00,,,High,Monetary Policy Meeting Minutes,,,49
279,,AUD,2007-12-04 17:30:00,,,High,RBA Rate Statement,,,49
