,actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week
107,3.2%,USD,2017-12-21 08:30:00,3.3%,worse,High,Final GDP q/q,3.3%,,51
108,26.2,USD,2017-12-21 08:30:00,21.5,better,Medium,Philly Fed Manufacturing Index,22.7,,51
109,245K,USD,2017-12-21 08:30:00,232K,worse,Medium,Unemployment Claims,225K,,51
110,2.1%,USD,2017-12-21 08:30:00,2.1%,,Low,Final GDP Price Index q/q,2.1%,,51
111,-0.1%,CAD,2017-12-21 08:32:00,,,Low,Core CPI m/m,0.3%,,51
112,59.2K,CAD,2017-12-21 08:36:00,,,Low,ADP Non-Farm Employment Change,5.4K,better,51
113,0.5%,USD,2017-12-21 09:00:00,0.4%,better,Low,HPI m/m,0.5%,better,51
114,1,EUR,2017-12-21 10:00:00,0,better,Low,Consumer Confidence,0,,51
115,0.4%,USD,2017-12-21 10:00:00,0.4%,,Low,CB Leading Index m/m,1.2%,,51
116,-182B,USD,2017-12-21 10:30:00,-160B,,Low,Natural Gas Storage,-69B,,51
117,10.8,EUR,2017-12-22 02:00:00,10.7,,Low,German GfK Consumer Climate,10.7,,51
118,0.8%,EUR,2017-12-22 02:00:00,0.7%,better,Low,German Import Prices m/m,0.6%,,51
119,2.2%,EUR,2017-12-22 02:45:00,1.4%,better,Low,French Consumer Spending m/m,-2.1%,worse,51
120,111.3,CHF,2017-12-22 03:00:00,110.3,better,Medium,KOF Economic Barometer,110.4,,51
121,-22.8B,GBP,2017-12-22 04:30:00,-21.5B,worse,High,Current Account,-25.8B,worse,51
122,0.4%,GBP,2017-12-22 04:30:00,0.4%,,Medium,Final GDP q/q,0.4%,,51
123,0.3%,GBP,2017-12-22 04:30:00,0.3%,,Low,Index of Services 3m/3m,0.4%,,51
124,0.5%,GBP,2017-12-22 04:30:00,0.2%,better,Low,Revised Business Investment q/q,0.2%,,51
125,0.0%,CAD,2017-12-22 08:30:00,0.2%,worse,High,GDP m/m,0.2%,,51
126,-0.1%,USD,2017-12-22 08:30:00,0.5%,worse,High,Core Durable Goods Orders m/m,0.9%,better,51
127,0.1%,USD,2017-12-22 08:30:00,0.1%,,Medium,Core PCE Price Index m/m,0.2%,,51
128,1.3%,USD,2017-12-22 08:30:00,2.1%,worse,Medium,Durable Goods Orders m/m,-0.8%,better,51
129,0.6%,USD,2017-12-22 08:30:00,0.5%,better,Medium,Personal Spending m/m,0.2%,worse,51
130,0.3%,USD,2017-12-22 08:30:00,0.4%,worse,Low,Personal Income m/m,0.4%,,51
131,733K,USD,2017-12-22 10:00:00,654K,better,Medium,New Home Sales,624K,worse,51
132,95.9,USD,2017-12-22 10:00:00,97.1,worse,Medium,Revised UoM Consumer Sentiment,96.8,,51
133,2.7%,USD,2017-12-22 10:00:00,,,Low,Revised UoM Inflation Expectations,2.8%,,51
134,9.7,JPY,2017-12-10 18:50:00,10.1,worse,Low,BSI Manufacturing Index,9.4,,50
135,4.0%,JPY,2017-12-10 18:50:00,4.1%,worse,Low,M2 Money Stock y/y,4.1%,,50
136,-2.6%,GBP,2017-12-10 19:01:00,,,Low,Rightmove HPI m/m,-0.8%,,50
137,46.9%,JPY,2017-12-11 01:04:00,,,Low,Prelim Machine Tool Orders y/y,49.8%,,50
138,9.1%,CNY,2017-12-11 04:00:00,8.9%,,Low,M2 Money Supply y/y,8.8%,,50
139,1120B,CNY,2017-12-11 04:00:00,800B,better,Low,New Loans,663B,,50
140,-1.0%,EUR,2017-12-11 04:00:00,-0.1%,worse,Low,Italian Retail Sales m/m,0.8%,worse,50
141,6.00M,USD,2017-12-11 10:00:00,6.03M,,Low,JOLTS Job Openings,6.18M,better,50
142,2.38|2.4,USD,2017-12-11 13:01:00,,,Low,10-y Bond Auction,2.31|2.5,,50
143,3.5%,JPY,2017-12-11 18:50:00,3.3%,better,Low,PPI y/y,3.4%,,50
144,-0.2%,AUD,2017-12-11 19:30:00,0.6%,worse,Medium,HPI q/q,1.9%,,50
145,6,AUD,2017-12-11 19:30:00,,,Medium,NAB Business Confidence,9,better,50
146,0.3%,JPY,2017-12-11 23:30:00,0.2%,,Low,Tertiary Industry Activity m/m,-0.2%,,50
147,0.3%,EUR,2017-12-12 01:30:00,0.2%,better,Low,French Final Private Payrolls q/q,0.2%,,50
148,3.1%,GBP,2017-12-12 04:30:00,3.0%,better,High,CPI y/y,3.0%,,50
149,1.8%,GBP,2017-12-12 04:30:00,1.6%,better,Medium,PPI Input m/m,1.0%,,50
150,3.9%,GBP,2017-12-12 04:30:00,4.1%,worse,Medium,RPI y/y,4.0%,,50
151,2.7%,GBP,2017-12-12 04:30:00,2.7%,,Low,Core CPI y/y,2.7%,,50
152,4.5%,GBP,2017-12-12 04:30:00,5.2%,worse,Low,HPI y/y,4.8%,worse,50
153,0.3%,GBP,2017-12-12 04:30:00,0.2%,,Low,PPI Output m/m,0.2%,,50
154,17.4,EUR,2017-12-12 05:00:00,17.9,worse,Medium,German ZEW Economic Sentiment,18.7,,50
155,29.0,EUR,2017-12-12 05:00:00,30.2,worse,Low,ZEW Economic Sentiment,30.9,,50
156,107.5,USD,2017-12-12 06:00:00,104.6,better,Low,NFIB Small Business Index,103.8,,50
157,0.4%,USD,2017-12-12 08:30:00,0.4%,,High,PPI m/m,0.4%,,50
158,0.3%,USD,2017-12-12 08:30:00,0.2%,better,Medium,Core PPI m/m,0.4%,,50
159,2.80|2.5,USD,2017-12-12 13:01:00,,,Low,30-y Bond Auction,2.80|2.2,,50
160,,EUR,2017-12-12 14:00:00,,,High,ECB President Draghi Speaks,,,50
161,-138.5B,USD,2017-12-12 14:00:00,-135.2B,worse,Low,Federal Budget Balance,-63.2B,,50
162,-0.4%,NZD,2017-12-12 16:45:00,,,Low,FPI m/m,-1.1%,,50
163,,AUD,2017-12-12 17:15:00,,,High,RBA Gov Lowe Speaks,,,50
164,3.6%,AUD,2017-12-12 18:30:00,,,Low,Westpac Consumer Sentiment,-1.7%,,50
165,5.0%,JPY,2017-12-12 18:50:00,3.1%,better,Low,Core Machinery Orders m/m,-8.1%,,50
166,,AUD,2017-12-12 19:00:00,,,Medium,RBA Assist Gov Kent Speaks,,,50
167,1.6%,AUD,2017-12-13 01:04:00,,,Low,HIA New Home Sales m/m,-6.1%,,50
168,0.3%,EUR,2017-12-13 02:00:00,0.3%,,Low,German Final CPI m/m,0.3%,,50
169,0.5%,EUR,2017-12-13 02:00:00,0.2%,better,Low,German WPI m/m,0.0%,,50
170,0.5%,EUR,2017-12-13 04:00:00,0.7%,worse,Low,Italian Industrial Production m/m,-1.3%,,50
171,2.5%,GBP,2017-12-13 04:30:00,2.5%,,High,Average Earnings Index 3m/y,2.3%,better,50
172,5.9K,GBP,2017-12-13 04:30:00,3.3K,worse,Medium,Claimant Count Change,6.5K,worse,50
173,4.3%,GBP,2017-12-13 04:30:00,4.2%,worse,Medium,Unemployment Rate,4.3%,,50
174,0.4%,EUR,2017-12-13 05:00:00,0.4%,,Low,Employment Change q/q,0.4%,,50
175,0.2%,EUR,2017-12-13 05:00:00,0.0%,better,Low,Industrial Production m/m,-0.5%,better,50
176,0.4%,USD,2017-12-13 08:30:00,0.4%,,High,CPI m/m,0.1%,,50
177,0.1%,USD,2017-12-13 08:30:00,0.2%,worse,High,Core CPI m/m,0.2%,,50
178,-5.1M,USD,2017-12-13 10:30:00,-3.6M,,High,Crude Oil Inventories,-5.6M,,50
179,,USD,2017-12-13 14:00:00,,,High,FOMC Economic Projections,,,50
180,,USD,2017-12-13 14:00:00,,,High,FOMC Statement,,,50
181,<1.50%,USD,2017-12-13 14:00:00,<1.50%,,High,Federal Funds Rate,<1.25%,,50
182,,USD,2017-12-13 14:30:00,,,High,FOMC Press Conference,,,50
183,,USD,2017-12-13 15:00:00,,,High,President Trump Speaks,,,50
184,,USD,2017-12-13 18:00:00,,,Medium,FOMC Member Brainard Speaks,,,50
185,3.7%,AUD,2017-12-13 19:00:00,,,Low,MI Inflation Expectations,3.7%,,50
186,0%,GBP,2017-12-13 19:01:00,0%,,Low,RICS House Price Balance,1%,,50
187,61.6K,AUD,2017-12-13 19:30:00,18.1K,better,High,Employment Change,7.8K,better,50
188,5.4%,AUD,2017-12-13 19:30:00,5.4%,,High,Unemployment Rate,5.4%,,50
189,54.2,JPY,2017-12-13 19:30:00,54.0,,Low,Flash Manufacturing PMI,53.6,,50
190,6.1%,CNY,2017-12-13 21:00:00,6.1%,,High,Industrial Production y/y,6.2%,,50
191,7.2%,CNY,2017-12-13 21:00:00,7.2%,,Medium,Fixed Asset Investment ytd/y,7.3%,,50
192,9.8%,CNY,2017-12-13 21:00:00,,,Low,Foreign Direct Investment ytd/y,1.9%,,50
193,10.2%,CNY,2017-12-13 21:00:00,10.3%,,Low,Retail Sales y/y,10.0%,,50
194,0.5%,JPY,2017-12-13 23:32:00,0.5%,,Low,Revised Industrial Production m/m,0.5%,,50
195,0.1%,EUR,2017-12-14 02:45:00,0.1%,,Low,French Final CPI m/m,0.1%,,50
196,59.3,EUR,2017-12-14 03:00:00,57.2,better,Medium,French Flash Manufacturing PMI,57.7,,50
197,59.4,EUR,2017-12-14 03:00:00,59.8,worse,Medium,French Flash Services PMI,60.4,,50
198,0.6%,CHF,2017-12-14 03:15:00,0.3%,better,Medium,PPI m/m,0.5%,,50
199,-0.75%,CHF,2017-12-14 03:30:00,-0.75%,,High,Libor Rate,-0.75%,,50
200,,CHF,2017-12-14 03:30:00,,,High,SNB Monetary Policy Assessment,,,50
201,63.3,EUR,2017-12-14 03:30:00,62.1,better,Medium,German Flash Manufacturing PMI,62.5,,50
202,55.8,EUR,2017-12-14 03:30:00,54.6,better,Medium,German Flash Services PMI,54.3,worse,50
203,60.6,EUR,2017-12-14 04:00:00,59.8,better,Medium,Flash Manufacturing PMI,60.1,,50
204,56.5,EUR,2017-12-14 04:00:00,56.0,better,Medium,Flash Services PMI,56.2,,50
205,,CHF,2017-12-14 04:30:00,,,High,SNB Press Conference,,,50
206,1.1%,GBP,2017-12-14 04:30:00,0.4%,better,High,Retail Sales m/m,0.5%,better,50
207,1.49|2.0,EUR,2017-12-14 04:47:00,,,Low,Spanish 10-y Bond Auction,1.41|1.5,,50
208,0-0-9,GBP,2017-12-14 07:00:00,0-0-9,,High,MPC Official Bank Rate Votes,7-0-2,,50
209,,GBP,2017-12-14 07:00:00,,,High,Monetary Policy Summary,,,50
210,0.50%,GBP,2017-12-14 07:00:00,0.50%,,High,Official Bank Rate,0.50%,,50
211,0-0-9,GBP,2017-12-14 07:00:00,0-0-9,,Medium,MPC Asset Purchase Facility Votes,0-0-9,,50
212,435B,GBP,2017-12-14 07:00:00,435B,,Low,Asset Purchase Facility,435B,,50
213,0.00%,EUR,2017-12-14 07:45:00,0.00%,,High,Main Refinancing Rate,0.00%,,50
214,0.1%,CAD,2017-12-14 08:30:00,0.2%,worse,Medium,NHPI m/m,0.2%,,50
215,,EUR,2017-12-14 08:30:00,,,High,ECB Press Conference,,,50
216,1.0%,USD,2017-12-14 08:30:00,0.6%,better,High,Core Retail Sales m/m,0.4%,better,50
217,0.8%,USD,2017-12-14 08:30:00,0.3%,better,High,Retail Sales m/m,0.5%,better,50
218,0.7%,USD,2017-12-14 08:30:00,0.7%,,Medium,Import Prices m/m,0.1%,,50
219,225K,USD,2017-12-14 08:30:00,237K,better,Medium,Unemployment Claims,236K,,50
220,-0.2%,GBP,2017-12-14 09:30:00,,,Low,CB Leading Index m/m,-0.2%,,50
221,55.0,USD,2017-12-14 09:45:00,54.0,better,Low,Flash Manufacturing PMI,53.9,,50
222,52.4,USD,2017-12-14 09:45:00,54.8,worse,Low,Flash Services PMI,54.5,,50
223,-0.1%,USD,2017-12-14 10:00:00,-0.1%,,Low,Business Inventories m/m,0.0%,,50
224,-69B,USD,2017-12-14 10:30:00,-55B,,Low,Natural Gas Storage,2B,,50
225,,CAD,2017-12-14 12:25:00,,,High,BOC Gov Poloz Speaks,,,50
226,57.7,NZD,2017-12-14 16:30:00,,,Low,Business NZ Manufacturing Index,57.3,,50
227,25,JPY,2017-12-14 18:50:00,24,better,Medium,Tankan Manufacturing Index,22,,50
228,23,JPY,2017-12-14 18:50:00,24,worse,Medium,Tankan Non-Manufacturing Index,23,,50
229,19.0B,EUR,2017-12-15 05:00:00,24.4B,worse,Low,Trade Balance,24.5B,worse,50
230,,GBP,2017-12-15 07:00:00,,,Low,BOE Quarterly Bulletin,,,50
231,,GBP,2017-12-15 08:15:00,,,Medium,MPC Member Haldane Speaks,,,50
232,-0.4%,CAD,2017-12-15 08:30:00,0.9%,worse,Medium,Manufacturing Sales m/m,0.4%,,50
233,18.0,USD,2017-12-15 08:30:00,18.8,worse,Medium,Empire State Manufacturing Index,19.4,,50
234,77.1%,USD,2017-12-15 09:15:00,77.2%,,Medium,Capacity Utilization Rate,77.0%,,50
235,0.2%,USD,2017-12-15 09:15:00,0.3%,worse,Medium,Industrial Production m/m,1.2%,better,50
236,23.2B,USD,2017-12-15 16:00:00,57.6B,worse,Low,TIC Long-Term Purchases,80.9B,,50
237,13.2%,JPY,2017-12-03 18:50:00,13.2%,,Low,Monetary Base y/y,14.5%,,49
238,0.2%,AUD,2017-12-03 19:00:00,,,Low,MI Inflation Gauge m/m,0.3%,,49
239,-0.2%,AUD,2017-12-03 19:30:00,0.3%,worse,Medium,Company Operating Profits q/q,-3.3%,better,49
240,1.5%,AUD,2017-12-03 19:30:00,,,Low,ANZ Job Advertisements m/m,1.5%,,49
241,44.9,JPY,2017-12-04 00:00:00,44.8,,Low,Consumer Confidence,44.5,,49
242,7.3K,EUR,2017-12-04 03:00:00,54.3K,better,Medium,Spanish Unemployment Change,56.8K,,49
243,31.1,EUR,2017-12-04 04:30:00,32.3,worse,Low,Sentix Investor Confidence,34.0,,49
244,53.1,GBP,2017-12-04 04:30:00,51.2,better,High,Construction PMI,50.8,,49
245,0.4%,EUR,2017-12-04 05:00:00,0.4%,,Low,PPI m/m,0.5%,worse,49
246,,EUR,2017-12-04 00:00:00,,,Medium,Eurogroup Meetings,,,49
247,-0.1%,USD,2017-12-04 10:00:00,-0.3%,better,Medium,Factory Orders m/m,1.7%,better,49
248,51.7,AUD,2017-12-04 17:30:00,,,Low,AIG Services Index,51.4,,49
249,-0.9%,NZD,2017-12-04 19:00:00,,,Low,ANZ Commodity Prices m/m,-0.3%,,49
250,0.6%,GBP,2017-12-04 19:01:00,,,Low,BRC Retail Sales Monitor y/y,-1.0%,,49
251,,NZD,2017-12-04 19:15:00,,,High,RBNZ Gov Spencer Speaks,,,49
252,-9.1B,AUD,2017-12-04 19:30:00,-8.8B,worse,High,Current Account,-9.7B,,49
253,0.5%,AUD,2017-12-04 19:30:00,0.3%,better,High,Retail Sales m/m,0.1%,better,49
254,51.9,CNY,2017-12-04 20:45:00,51.5,better,Medium,Caixin Services PMI,51.2,,49
255,,AUD,2017-12-04 22:30:00,,,High,RBA Rate Statement,,,49
256,1.50%,AUD,2017-12-04 22:30:00,1.50%,,Medium,Cash Rate,1.50%,,49
257,0.06|3.7,JPY,2017-12-04 22:45:00,,,Low,10-y Bond Auction,0.06|4.6,,49
258,0.5%,JPY,2017-12-05 00:00:00,0.5%,,Low,BOJ Core CPI y/y,0.5%,,49
259,54.4,EUR,2017-12-05 03:15:00,55.2,worse,Low,Spanish Services PMI,54.6,,49
260,54.7,EUR,2017-12-05 03:45:00,53.4,better,Low,Italian Services PMI,52.1,,49
261,60.4,EUR,2017-12-05 03:50:00,60.2,,Low,French Final Services PMI,60.2,,49
262,54.3,EUR,2017-12-05 03:55:00,54.9,worse,Low,German Final Services PMI,54.9,,49
263,56.2,EUR,2017-12-05 04:00:00,56.2,,Low,Final Services PMI,56.2,,49
264,53.8,GBP,2017-12-05 04:30:00,55.2,worse,High,Services PMI,55.6,,49
265,,GBP,2017-12-05 04:30:00,,,Low,FPC Meeting Minutes,,,49
266,-1.1%,EUR,2017-12-05 05:00:00,-0.6%,worse,Low,Retail Sales m/m,0.8%,better,49
267,,EUR,2017-12-05 00:00:00,,,Low,ECOFIN Meetings,,,49
268,-1.5B,CAD,2017-12-05 08:30:00,-2.3B,better,High,Trade Balance,-3.4B,worse,49
269,-48.7B,USD,2017-12-05 08:30:00,-46.2B,worse,Medium,Trade Balance,-44.9B,worse,49
270,0.4%,NZD,2017-12-05 09:40:00,,,Medium,GDT Price Index,-3.4%,,49
271,54.5,USD,2017-12-05 09:45:00,55.4,worse,Low,Final Services PMI,54.7,,49
272,57.4,USD,2017-12-05 10:00:00,59.2,worse,High,ISM Non-Manufacturing PMI,60.1,,49
273,0.6%,AUD,2017-12-05 19:30:00,0.7%,worse,High,GDP q/q,0.9%,better,49
274,0.5%,EUR,2017-12-06 02:00:00,-0.2%,better,Low,German Factory Orders m/m,1.2%,better,49
275,-0.1%,CHF,2017-12-06 03:15:00,0.0%,worse,Low,CPI m/m,0.1%,,49
276,52.4,EUR,2017-12-06 04:10:00,,,Low,Retail PMI,51.1,,49
277,0.30|1.1,EUR,2017-12-06 05:42:00,,,Low,German 10-y Bond Auction,0.36|1.2,,49
278,190K,USD,2017-12-06 08:15:00,189K,,High,ADP Non-Farm Employment Change,235K,,49
279,-0.6%,CAD,2017-12-06 08:30:00,-0.4%,better,Medium,Labor Productivity q/q,-0.2%,better,49
280,3.0%,USD,2017-12-06 08:30:00,3.3%,better,Low,Revised Nonfarm Productivity q/q,3.0%,,49
281,-0.2%,USD,2017-12-06 08:30:00,0.2%,worse,Low,Revised Unit Labor Costs q/q,0.5%,,49
