,actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week
19,,EUR,2015-12-31 00:00:00,,,Non-Economic,German Bank Holiday,,,52
20,-8.8B,GBP,2015-12-31 04:37:00,-10.5B,better,Low,Housing Equity Withdrawal q/q,-12.2B,worse,52
21,287K,USD,2015-12-31 08:30:00,274K,worse,High,Unemployment Claims,267K,,52
22,42.9,USD,2015-12-31 09:45:00,50.4,worse,Medium,Chicago PMI,48.7,,52
23,-58B,USD,2015-12-31 10:30:00,-54B,,Low,Natural Gas Storage,-32B,,52
24,,NZD,2015-12-31 00:00:00,,,Non-Economic,Bank Holiday,,,52
25,,AUD,2015-12-31 00:00:00,,,Non-Economic,Bank Holiday,,,52
26,,CNY,2015-12-31 00:00:00,,,Non-Economic,Bank Holiday,,,52
27,,JPY,2015-12-31 00:00:00,,,Non-Economic,Bank Holiday,,,52
28,49.7,CNY,2015-12-31 20:00:00,49.9,,High,Manufacturing PMI,49.6,,52
29,54.4,CNY,2015-12-31 20:00:00,,,Medium,Non-Manufacturing PMI,53.6,,52
30,,EUR,2015-12-20 00:00:00,,,Medium,Spanish Parliamentary Election,,,52
31,110.7,NZD,2015-12-20 16:00:00,,,Low,Westpac Consumer Sentiment,106.0,,52
32,3.9%,NZD,2015-12-20 16:45:00,,,Low,Visitor Arrivals m/m,0.4%,better,52
33,8.5%,NZD,2015-12-20 21:00:00,,,Low,Credit Card Spending y/y,7.8%,,52
34,1.0%,JPY,2015-12-20 23:30:00,0.9%,,Low,All Industries Activity m/m,-0.2%,,52
35,,JPY,2015-12-21 00:00:00,,,Low,BOJ Monthly Report,,,52
36,-0.2%,EUR,2015-12-21 02:00:00,-0.2%,,Low,German PPI m/m,-0.4%,,52
37,,EUR,2015-12-21 06:00:00,,,Low,German Buba Monthly Report,,,52
38,19,GBP,2015-12-21 06:00:00,22,worse,Low,CBI Realized Sales,7,,52
39,-6,EUR,2015-12-21 10:00:00,-6,,Low,Consumer Confidence,-6,,52
40,2,GBP,2015-12-21 19:05:00,1,better,Low,GfK Consumer Confidence,1,,52
41,0.6%,CNY,2015-12-21 21:00:00,,,Low,CB Leading Index m/m,0.3%,worse,52
42,3.14B,CHF,2015-12-22 02:00:00,3.82B,worse,Low,Trade Balance,4.09B,worse,52
43,9.4,EUR,2015-12-22 02:00:00,9.3,,Low,German GfK Consumer Climate,9.3,,52
44,-0.2%,EUR,2015-12-22 02:00:00,0.2%,worse,Low,German Import Prices m/m,-0.3%,,52
45,13.6B,GBP,2015-12-22 04:30:00,11.9B,worse,Medium,Public Sector Net Borrowing,6.7B,better,52
46,2.0%,USD,2015-12-22 08:30:00,1.9%,better,High,Final GDP q/q,2.1%,,52
47,1.3%,USD,2015-12-22 08:30:00,1.3%,,Low,Final GDP Price Index q/q,1.3%,,52
48,-1.4,EUR,2015-12-22 08:55:00,-4.0,better,Low,Belgian NBB Business Climate,-3.9,,52
49,0.5%,USD,2015-12-22 09:00:00,0.4%,better,Low,HPI m/m,0.7%,worse,52
50,4.76M,USD,2015-12-22 10:00:00,5.32M,worse,Medium,Existing Home Sales,5.32M,worse,52
51,6,USD,2015-12-22 10:00:00,-1,better,Low,Richmond Manufacturing Index,-3,,52
52,-779M,NZD,2015-12-22 16:45:00,-812M,better,High,Trade Balance,-905M,better,52
53,,JPY,2015-12-22 00:00:00,,,Non-Economic,Bank Holiday,,,52
54,0.3%,USD,2015-12-22 19:50:00,0.3%,,Medium,Personal Spending m/m,0.0%,worse,52
55,-1.1%,EUR,2015-12-23 02:45:00,0.2%,worse,Low,French Consumer Spending m/m,-0.2%,better,52
56,96.6,CHF,2015-12-23 03:00:00,98.9,worse,Medium,KOF Economic Barometer,97.3,worse,52
57,-17.5B,GBP,2015-12-23 04:30:00,-21.3B,better,High,Current Account,-17.5B,worse,52
58,0.4%,GBP,2015-12-23 04:30:00,0.5%,worse,Medium,Final GDP q/q,0.5%,,52
59,0.5%,GBP,2015-12-23 04:30:00,0.6%,worse,Low,Index of Services 3m/3m,0.6%,worse,52
60,2.2%,GBP,2015-12-23 04:30:00,2.2%,,Low,Revised Business Investment q/q,2.2%,,52
61,-0.3%,EUR,2015-12-23 05:00:00,0.3%,worse,Low,Italian Retail Sales m/m,-0.1%,,52
62,0.0%,CAD,2015-12-23 08:30:00,0.4%,worse,High,Core Retail Sales m/m,-0.4%,better,52
63,0.0%,CAD,2015-12-23 08:30:00,0.2%,worse,High,GDP m/m,-0.5%,,52
64,0.1%,CAD,2015-12-23 08:30:00,0.4%,worse,Medium,Retail Sales m/m,-0.4%,better,52
65,-0.1%,USD,2015-12-23 08:30:00,0.1%,worse,High,Core Durable Goods Orders m/m,0.6%,,52
66,0.1%,USD,2015-12-23 08:30:00,0.1%,,Medium,Core PCE Price Index m/m,0.0%,,52
67,0.0%,USD,2015-12-23 08:30:00,-0.6%,better,Medium,Durable Goods Orders m/m,2.9%,,52
68,0.3%,USD,2015-12-23 08:30:00,0.2%,better,Low,Personal Income m/m,0.4%,,52
69,490K,USD,2015-12-23 10:00:00,507K,worse,Medium,New Home Sales,470K,worse,52
70,92.6,USD,2015-12-23 10:00:00,92.1,,Medium,Revised UoM Consumer Sentiment,91.8,,52
71,2.6%,USD,2015-12-23 10:00:00,,,Low,Revised UoM Inflation Expectations,2.6%,,52
72,-5.9M,USD,2015-12-23 10:30:00,1.4M,,Medium,Crude Oil Inventories,4.8M,,52
73,-0.1%,AUD,2015-12-23 18:00:00,,,Low,CB Leading Index m/m,-0.1%,,52
74,,JPY,2015-12-23 18:50:00,,,Medium,Monetary Policy Meeting Minutes,,,52
75,,EUR,2015-12-24 00:00:00,,,Non-Economic,German Bank Holiday,,,52
76,45.0K,GBP,2015-12-24 04:30:00,46.2K,worse,Low,High Street Lending,45.5K,,52
77,267K,USD,2015-12-24 08:30:00,270K,,High,Unemployment Claims,272K,,52
78,-32B,USD,2015-12-24 10:30:00,-26B,,Low,Natural Gas Storage,-34B,,52
79,,NZD,2015-12-24 00:00:00,,,Non-Economic,Bank Holiday,,,52
80,,AUD,2015-12-24 00:00:00,,,Non-Economic,Bank Holiday,,,52
81,-2.9%,JPY,2015-12-24 18:30:00,-2.1%,worse,Medium,Household Spending y/y,-2.4%,,52
82,0.1%,JPY,2015-12-24 18:30:00,0.1%,,Medium,Tokyo Core CPI y/y,0.0%,,52
83,0.1%,JPY,2015-12-24 18:30:00,0.0%,better,Low,National Core CPI y/y,-0.1%,,52
84,3.3%,JPY,2015-12-24 18:30:00,3.2%,worse,Low,Unemployment Rate,3.1%,,52
85,0.2%,JPY,2015-12-24 18:50:00,0.4%,worse,Low,SPPI y/y,0.4%,worse,52
86,1.2%,JPY,2015-12-25 00:00:00,1.2%,,Low,BOJ Core CPI y/y,1.2%,,52
87,1.7%,JPY,2015-12-25 00:00:00,0.9%,better,Low,Housing Starts y/y,-2.5%,,52
88,,CHF,2015-12-25 00:00:00,,,Non-Economic,Bank Holiday,,,52
89,,EUR,2015-12-25 00:00:00,,,Non-Economic,Italian Bank Holiday,,,52
90,,EUR,2015-12-25 00:00:00,,,Non-Economic,German Bank Holiday,,,52
91,,EUR,2015-12-25 00:00:00,,,Non-Economic,French Bank Holiday,,,52
92,,GBP,2015-12-25 00:00:00,,,Non-Economic,Bank Holiday,,,52
93,,CAD,2015-12-25 00:00:00,,,Non-Economic,Bank Holiday,,,52
94,,USD,2015-12-25 00:00:00,,,Non-Economic,Bank Holiday,,,52
95,12,JPY,2015-12-13 18:50:00,11,better,Medium,Tankan Manufacturing Index,12,,51
96,25,JPY,2015-12-13 18:50:00,23,better,Medium,Tankan Non-Manufacturing Index,25,,51
97,-1.1%,GBP,2015-12-13 19:01:00,,,Low,Rightmove HPI m/m,-1.3%,,51
98,1.4%,JPY,2015-12-13 23:30:00,1.4%,,Low,Revised Industrial Production m/m,1.4%,,51
99,0.9%,JPY,2015-12-13 23:33:00,0.5%,better,Low,Tertiary Industry Activity m/m,-0.4%,,51
100,0.6%,EUR,2015-12-14 05:00:00,0.3%,better,Low,Industrial Production m/m,-0.3%,,51
101,,EUR,2015-12-14 06:00:00,,,High,ECB President Draghi Speaks,,,51
102,,GBP,2015-12-14 07:00:00,,,Medium,MPC Member Shafik Speaks,,,51
103,,AUD,2015-12-14 19:30:00,,,High,Monetary Policy Meeting Minutes,,,51
104,2.0%,AUD,2015-12-14 19:30:00,2.1%,,Medium,HPI q/q,4.7%,,51
105,,AUD,2015-12-14 19:30:00,,,Medium,Mid-Year Economic and Fiscal Outlook,,,51
106,1.0%,AUD,2015-12-14 19:30:00,,,Low,New Motor Vehicle Sales m/m,-3.7%,,51
107,0.4%,CHF,2015-12-15 03:15:00,0.1%,better,Medium,PPI m/m,0.2%,,51
108,0.1%,GBP,2015-12-15 04:30:00,0.1%,,High,CPI y/y,-0.1%,,51
109,,GBP,2015-12-15 04:30:00,,,Medium,MPC Member Haldane Speaks,,,51
110,-1.6%,GBP,2015-12-15 04:30:00,-1.0%,worse,Medium,PPI Input m/m,0.0%,worse,51
111,1.1%,GBP,2015-12-15 04:30:00,0.9%,better,Medium,RPI y/y,0.7%,,51
112,1.2%,GBP,2015-12-15 04:30:00,1.2%,,Low,Core CPI y/y,1.1%,,51
113,7.0%,GBP,2015-12-15 04:30:00,6.4%,better,Low,ONS HPI y/y,6.1%,,51
114,-0.2%,GBP,2015-12-15 04:30:00,0.0%,worse,Low,PPI Output m/m,-0.1%,,51
115,16.1,EUR,2015-12-15 05:00:00,15.2,better,High,German ZEW Economic Sentiment,10.4,,51
116,33.9,EUR,2015-12-15 05:00:00,34.4,worse,Medium,ZEW Economic Sentiment,28.3,,51
117,0.3%,EUR,2015-12-15 05:00:00,0.2%,better,Low,Employment Change q/q,0.4%,better,51
118,,GBP,2015-12-15 07:00:00,,,Low,BOE Quarterly Bulletin,,,51
119,-1.1%,CAD,2015-12-15 08:30:00,-0.4%,worse,High,Manufacturing Sales m/m,-1.5%,,51
120,0.0%,USD,2015-12-15 08:30:00,0.0%,,High,CPI m/m,0.2%,,51
121,0.2%,USD,2015-12-15 08:30:00,0.2%,,High,Core CPI m/m,0.2%,,51
122,-4.6,USD,2015-12-15 08:30:00,-5.7,better,Medium,Empire State Manufacturing Index,-10.7,,51
123,1.9%,NZD,2015-12-15 08:52:00,,,High,GDT Price Index,3.6%,,51
124,-0.1%,GBP,2015-12-15 09:30:00,,,Low,CB Leading Index m/m,-0.3%,,51
125,61,USD,2015-12-15 10:00:00,63,worse,Low,NAHB Housing Market Index,62,,51
126,,CAD,2015-12-15 11:00:00,,,Low,BOC Financial System Review,,,51
127,,CAD,2015-12-15 11:45:00,,,High,BOC Gov Poloz Speaks,,,51
128,-16.6B,USD,2015-12-15 16:00:00,32.4B,worse,Low,TIC Long-Term Purchases,33.6B,,51
129,-4.75B,NZD,2015-12-15 16:45:00,-4.85B,,Medium,Current Account,-1.17B,,51
130,,AUD,2015-12-15 18:30:00,,,Medium,RBA Assist Gov Debelle Speaks,,,51
131,-0.2%,AUD,2015-12-15 18:30:00,,,Low,MI Leading Index m/m,0.1%,,51
132,52.5,JPY,2015-12-15 20:35:00,52.2,,Low,Flash Manufacturing PMI,52.6,,51
133,51.6,EUR,2015-12-16 03:00:00,50.6,better,High,French Flash Manufacturing PMI,50.6,,51
134,50.0,EUR,2015-12-16 03:00:00,50.7,worse,Medium,French Flash Services PMI,51.0,,51
135,53.0,EUR,2015-12-16 03:30:00,52.7,,High,German Flash Manufacturing PMI,52.9,,51
136,55.4,EUR,2015-12-16 03:30:00,55.5,,Medium,German Flash Services PMI,55.6,,51
137,53.1,EUR,2015-12-16 04:00:00,52.8,,Medium,Flash Manufacturing PMI,52.8,,51
138,53.9,EUR,2015-12-16 04:00:00,54.0,,Medium,Flash Services PMI,54.2,worse,51
139,2.4%,GBP,2015-12-16 04:30:00,2.5%,worse,High,Average Earnings Index 3m/y,3.0%,,51
140,3.9K,GBP,2015-12-16 04:30:00,0.9K,worse,High,Claimant Count Change,0.2K,better,51
141,5.2%,GBP,2015-12-16 04:30:00,5.3%,better,Medium,Unemployment Rate,5.3%,,51
142,16.6,CHF,2015-12-16 05:00:00,,,Low,Credit Suisse Economic Expectations,0.0,,51
143,0.2%,EUR,2015-12-16 05:00:00,0.1%,better,Medium,Final CPI y/y,0.1%,,51
144,0.9%,EUR,2015-12-16 05:00:00,0.9%,,Low,Final Core CPI y/y,0.9%,,51
145,19.9B,EUR,2015-12-16 05:00:00,22.3B,worse,Low,Trade Balance,19.9B,,51
146,22.08B,CAD,2015-12-16 08:30:00,6.13B,better,Medium,Foreign Securities Purchases,3.35B,,51
147,1.29M,USD,2015-12-16 08:30:00,1.16M,better,High,Building Permits,1.16M,,51
148,1.17M,USD,2015-12-16 08:30:00,1.14M,better,Medium,Housing Starts,1.06M,,51
149,,CHF,2015-12-16 09:00:00,,,Low,SNB Quarterly Bulletin,,,51
150,77.0%,USD,2015-12-16 09:15:00,77.3%,worse,Medium,Capacity Utilization Rate,77.5%,,51
151,-0.6%,USD,2015-12-16 09:15:00,0.0%,worse,Medium,Industrial Production m/m,-0.4%,worse,51
152,51.3,USD,2015-12-16 09:45:00,52.7,worse,Low,Flash Manufacturing PMI,52.8,,51
153,4.8M,USD,2015-12-16 10:30:00,-0.3M,,Medium,Crude Oil Inventories,-3.6M,,51
154,,USD,2015-12-16 14:00:00,,,High,FOMC Economic Projections,,,51
155,,USD,2015-12-16 14:00:00,,,High,FOMC Statement,,,51
156,<0.50%,USD,2015-12-16 14:00:00,<0.50%,,High,Federal Funds Rate,<0.25%,,51
157,,USD,2015-12-16 14:30:00,,,High,FOMC Press Conference,,,51
158,0.9%,NZD,2015-12-16 16:45:00,0.8%,better,High,GDP q/q,0.3%,worse,51
159,0.00T,JPY,2015-12-16 18:50:00,-0.21T,better,Low,Trade Balance,-0.17T,,51
160,,AUD,2015-12-16 19:30:00,,,Low,RBA Bulletin,,,51
161,,CHF,2015-12-17 01:45:00,,,Low,SECO Economic Forecasts,,,51
162,108.7,EUR,2015-12-17 04:00:00,109.2,worse,High,German Ifo Business Climate,109.0,,51
163,,EUR,2015-12-17 04:00:00,,,Low,ECB Economic Bulletin,,,51
164,4.81B,EUR,2015-12-17 04:04:00,2.87B,better,Low,Italian Trade Balance,2.19B,,51
165,1.7%,GBP,2015-12-17 04:30:00,0.6%,better,High,Retail Sales m/m,-0.5%,better,51
166,-7,GBP,2015-12-17 06:00:00,-9,better,Low,CBI Industrial Order Expectations,-11,,51
167,-5.9,USD,2015-12-17 08:30:00,2.1,worse,High,Philly Fed Manufacturing Index,1.9,,51
168,271K,USD,2015-12-17 08:30:00,271K,,High,Unemployment Claims,282K,,51
169,-124B,USD,2015-12-17 08:30:00,-123B,,Medium,Current Account,-111B,,51
170,0.4%,USD,2015-12-17 10:00:00,0.2%,better,Low,CB Leading Index m/m,0.6%,,51
171,-34B,USD,2015-12-17 10:30:00,-58B,,Low,Natural Gas Storage,-76B,,51
172,23.0,NZD,2015-12-17 19:00:00,,,High,ANZ Business Confidence,14.6,,51
173,,JPY,2015-12-17 22:50:00,,,High,Monetary Policy Statement,,,51
174,,JPY,2015-12-18 01:30:00,,,High,BOJ Press Conference,,,51
175,20.4B,EUR,2015-12-18 04:00:00,32.2B,worse,Low,Current Account,30.1B,better,51
176,-0.3%,CAD,2015-12-18 08:30:00,0.0%,worse,High,Core CPI m/m,0.3%,,51
177,-0.1%,CAD,2015-12-18 08:30:00,0.1%,worse,Medium,CPI m/m,0.1%,,51
178,-0.6%,CAD,2015-12-18 08:30:00,0.1%,worse,Medium,Wholesale Sales m/m,-0.3%,worse,51
179,53.7,USD,2015-12-18 09:45:00,55.9,worse,Low,Flash Services PMI,56.1,worse,51
180,,USD,2015-12-18 13:00:00,,,Medium,FOMC Member Lacker Speaks,,,51
181,50.7,AUD,2015-12-06 17:30:00,,,Low,AIG Construction Index,52.1,,50
182,1.3%,AUD,2015-12-06 19:30:00,,,Medium,ANZ Job Advertisements m/m,0.3%,,50
183,102.9%,JPY,2015-12-07 00:00:00,102.9%,,Low,Leading Indicators,101.6%,,50
184,0.2%,EUR,2015-12-07 02:00:00,0.8%,worse,Low,German Industrial Production m/m,-1.1%,,50
185,563B,CHF,2015-12-07 03:00:00,,,Medium,Foreign Currency Reserves,552B,,50
186,15.7,EUR,2015-12-07 04:30:00,17.2,worse,Low,Sentix Investor Confidence,15.1,,50
187,,EUR,2015-12-07 00:00:00,,,Medium,Eurogroup Meetings,,,50
188,,JPY,2015-12-07 06:45:00,,,High,BOJ Gov Kuroda Speaks,,,50
189,,GBP,2015-12-07 10:00:00,,,High,BOE Gov Carney Speaks,,,50
190,0.5,USD,2015-12-07 10:00:00,,,Low,Labor Market Conditions Index m/m,2.2,better,50
191,16.0B,USD,2015-12-07 15:00:00,18.3B,worse,Low,Consumer Credit m/m,28.6B,worse,50
192,4.2%,NZD,2015-12-07 16:45:00,,,Low,Manufacturing Sales q/q,1.0%,better,50
193,1.49T,JPY,2015-12-07 18:50:00,1.53T,worse,Medium,Current Account,0.78T,,50
194,0.3%,JPY,2015-12-07 18:50:00,0.1%,better,Medium,Final GDP q/q,-0.2%,,50
195,2.3%,JPY,2015-12-07 18:50:00,,,Low,Bank Lending y/y,2.5%,,50
196,1.8%,JPY,2015-12-07 18:50:00,2.0%,worse,Low,Final GDP Price Index y/y,2.0%,,50
197,-0.4%,GBP,2015-12-07 19:01:00,,,Low,BRC Retail Sales Monitor y/y,-0.2%,,50
198,5,AUD,2015-12-07 19:30:00,,,High,NAB Business Confidence,3,better,50
199,343B,CNY,2015-12-07 20:56:00,395B,worse,High,Trade Balance,393B,,50
200,54.1B,CNY,2015-12-07 21:52:00,64.2B,worse,Low,USD-Denominated Trade Balance,61.6B,,50
201,1.40|3.9,JPY,2015-12-07 22:45:00,,,Low,30-y Bond Auction,1.39|3.2,,50
202,46.1,JPY,2015-12-08 00:00:00,48.6,worse,Low,Economy Watchers Sentiment,48.2,,50
203,,EUR,2015-12-08 00:00:00,,,Non-Economic,Italian Bank Holiday,,,50
204,-76.2B,EUR,2015-12-08 02:45:00,,,Low,French Gov Budget Balance,-74.5B,,50
205,-4.6B,EUR,2015-12-08 02:45:00,-3.3B,worse,Low,French Trade Balance,-3.6B,worse,50
206,-0.2%,GBP,2015-12-08 03:00:00,0.3%,worse,Medium,Halifax HPI m/m,1.1%,,50
207,-0.4%,GBP,2015-12-08 04:30:00,-0.1%,worse,High,Manufacturing Production m/m,0.9%,better,50
208,0.1%,GBP,2015-12-08 04:30:00,0.0%,better,Low,Industrial Production m/m,0.0%,better,50
209,0.3%,EUR,2015-12-08 05:00:00,0.3%,,Low,Revised GDP q/q,0.3%,,50
210,,EUR,2015-12-08 00:00:00,,,Medium,ECOFIN Meetings,,,50
211,2.49|1.4,GBP,2015-12-08 05:34:00,,,Low,30-y Bond Auction,2.45|1.4,,50
212,94.8,USD,2015-12-08 06:00:00,96.6,worse,Low,NFIB Small Business Index,96.1,,50
213,212K,CAD,2015-12-08 08:13:00,200K,better,Low,Housing Starts,198K,,50
214,9.1%,CAD,2015-12-08 08:30:00,3.0%,better,High,Building Permits m/m,-6.6%,,50
215,0.6%,GBP,2015-12-08 09:58:00,,,Medium,NIESR GDP Estimate,0.5%,worse,50
216,47.2,USD,2015-12-08 10:00:00,45.2,better,Low,IBD/TIPP Economic Optimism,45.5,,50
217,5.38M,USD,2015-12-08 10:02:00,5.59M,worse,Medium,JOLTS Job Openings,5.53M,,50
218,,CAD,2015-12-08 12:50:00,,,High,BOC Gov Poloz Speaks,,,50
219,-0.8%,AUD,2015-12-08 18:30:00,,,Medium,Westpac Consumer Sentiment,3.9%,,50
220,10.7%,JPY,2015-12-08 18:50:00,-1.5%,better,Medium,Core Machinery Orders m/m,7.5%,,50
221,3.3%,JPY,2015-12-08 18:50:00,3.5%,worse,Low,M2 Money Stock y/y,3.7%,better,50
222,-0.5%,AUD,2015-12-08 19:30:00,-1.0%,better,Medium,Home Loans m/m,2.1%,,50
223,1.5%,CNY,2015-12-08 20:30:00,1.4%,better,High,CPI y/y,1.3%,,50
224,-5.9%,CNY,2015-12-08 20:30:00,-5.9%,,Medium,PPI y/y,-5.9%,,50
225,-17.9%,JPY,2015-12-09 01:00:00,,,Low,Prelim Machine Tool Orders y/y,-22.9%,,50
226,3.4%,CHF,2015-12-09 01:45:00,3.4%,,Low,Unemployment Rate,3.4%,,50
227,20.8B,EUR,2015-12-09 02:00:00,19.2B,better,Low,German Trade Balance,19.2B,,50
228,,GBP,2015-12-09 04:30:00,,,Low,FPC Meeting Minutes,,,50
229,-0.1%,USD,2015-12-09 10:00:00,0.2%,better,Low,Final Wholesale Inventories m/m,0.2%,better,50
230,-3.6M,USD,2015-12-09 10:30:00,0.7M,,Medium,Crude Oil Inventories,1.2M,,50
231,2.23|2.6,USD,2015-12-09 13:01:00,,,Low,10-y Bond Auction,2.30|2.6,,50
232,2.50%,NZD,2015-12-09 15:00:00,2.50%,,High,Official Cash Rate,2.75%,,50
233,,NZD,2015-12-09 15:00:00,,,High,RBNZ Rate Statement,,,50
234,,NZD,2015-12-09 15:00:00,,,Medium,RBNZ Monetary Policy Statement,,,50
235,,NZD,2015-12-09 15:05:00,,,High,RBNZ Press Conference,,,50
236,3.8,JPY,2015-12-09 18:50:00,12.1,worse,Medium,BSI Manufacturing Index,11.0,,50
237,-3.6%,JPY,2015-12-09 18:50:00,-3.8%,better,Low,PPI y/y,-3.8%,,50
238,4.0%,AUD,2015-12-09 19:00:00,,,Medium,MI Inflation Expectations,3.5%,,50
239,49%,GBP,2015-12-09 19:01:00,47%,better,Low,RICS House Price Balance,50%,better,50
240,,NZD,2015-12-09 19:10:00,,,High,RBNZ Gov Wheeler Speaks,,,50
241,71.4K,AUD,2015-12-09 19:30:00,-10.0K,better,High,Employment Change,56.1K,worse,50
242,5.8%,AUD,2015-12-09 19:30:00,6.0%,better,High,Unemployment Rate,5.9%,,50
243,0.0%,EUR,2015-12-10 01:30:00,0.1%,worse,Low,French Final Private Payrolls q/q,0.1%,,50
244,-0.2%,EUR,2015-12-10 02:45:00,0.0%,worse,Low,French Final CPI m/m,0.1%,,50
245,0.5%,EUR,2015-12-10 02:45:00,-0.1%,better,Low,French Industrial Production m/m,0.0%,worse,50
246,-0.75%,CHF,2015-12-10 03:30:00,-0.75%,,High,Libor Rate,-0.75%,,50
247,,CHF,2015-12-10 03:30:00,,,High,SNB Monetary Policy Assessment,,,50
248,,CHF,2015-12-10 04:00:00,,,High,SNB Press Conference,,,50
249,-11.8B,GBP,2015-12-10 04:30:00,-9.8B,worse,Medium,Goods Trade Balance,-8.8B,better,50
250,1-0-8,GBP,2015-12-10 07:00:00,1-0-8,,High,MPC Official Bank Rate Votes,1-0-8,,50
251,,GBP,2015-12-10 07:00:00,,,High,Monetary Policy Summary,,,50
252,0.50%,GBP,2015-12-10 07:00:00,0.50%,,High,Official Bank Rate,0.50%,,50
253,375B,GBP,2015-12-10 07:00:00,375B,,Medium,Asset Purchase Facility,375B,,50
254,0-0-9,GBP,2015-12-10 07:00:00,0-0-9,,Medium,MPC Asset Purchase Facility Votes,0-0-9,,50
255,0.3%,CAD,2015-12-10 08:30:00,0.1%,better,Medium,NHPI m/m,0.1%,,50
256,82.0%,CAD,2015-12-10 08:30:00,82.1%,,Low,Capacity Utilization Rate,81.4%,,50
257,282K,USD,2015-12-10 08:30:00,266K,worse,High,Unemployment Claims,269K,,50
258,-0.4%,USD,2015-12-10 08:30:00,-0.8%,better,Medium,Import Prices m/m,-0.3%,better,50
259,-76B,USD,2015-12-10 10:30:00,-64B,,Low,Natural Gas Storage,-53B,,50
260,,EUR,2015-12-10 13:00:00,,,Medium,German Buba President Weidmann Speaks,,,50
261,2.98|2.4,USD,2015-12-10 13:01:00,,,Low,30-y Bond Auction,3.07|2.4,,50
262,,GBP,2015-12-10 13:30:00,,,Medium,BOE Gov Carney Speaks,,,50
263,-64.6B,USD,2015-12-10 14:00:00,-68.2B,better,Low,Federal Budget Balance,-136.5B,,50
264,54.7,NZD,2015-12-10 16:30:00,,,Low,Business NZ Manufacturing Index,53.2,,50
265,-0.2%,NZD,2015-12-10 16:45:00,,,Low,FPI m/m,-1.2%,,50
266,0.1%,EUR,2015-12-11 02:00:00,0.1%,,Low,German Final CPI m/m,0.1%,,50
267,-0.2%,EUR,2015-12-11 02:00:00,0.2%,worse,Low,German WPI m/m,-0.4%,,50
268,13.7%,CNY,2015-12-11 03:00:00,13.4%,better,Low,M2 Money Supply y/y,13.5%,,50
269,709B,CNY,2015-12-11 03:00:00,720B,worse,Low,New Loans,514B,,50
270,7.9%,CNY,2015-12-11 03:43:00,,,Low,Foreign Direct Investment ytd/y,8.6%,,50
271,0.5%,EUR,2015-12-11 04:00:00,0.3%,better,Low,Italian Industrial Production m/m,0.2%,,50
272,0.2%,GBP,2015-12-11 04:30:00,1.1%,worse,Low,Construction Output m/m,0.0%,,50
273,2.0%,GBP,2015-12-11 04:30:00,,,Low,Consumer Inflation Expectations,2.0%,,50
274,18.3B,EUR,2015-12-11 05:30:00,7.5B,,Medium,Long Term Refinancing Operation,15.5B,,50
275,11.7%,EUR,2015-12-11 06:00:00,11.9%,better,Low,Italian Quarterly Unemployment Rate,12.3%,better,50
276,0.4%,USD,2015-12-11 08:30:00,0.3%,better,High,Core Retail Sales m/m,0.1%,worse,50
277,0.3%,USD,2015-12-11 08:30:00,0.0%,better,High,PPI m/m,-0.4%,,50
278,0.2%,USD,2015-12-11 08:30:00,0.2%,,High,Retail Sales m/m,0.1%,,50
279,0.3%,USD,2015-12-11 08:30:00,0.2%,better,Medium,Core PPI m/m,-0.3%,,50
