,actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week
21,-0.3%,JPY,2011-12-27 18:30:00,-0.4%,better,Medium,Tokyo Core CPI y/y,-0.5%,,52
22,-0.2%,JPY,2011-12-27 18:30:00,-0.2%,,Low,National Core CPI y/y,-0.1%,,52
23,4.5%,JPY,2011-12-27 18:30:00,4.5%,,Low,Unemployment Rate,4.5%,,52
24,-2.6%,JPY,2011-12-27 18:50:00,-0.7%,worse,Medium,Prelim Industrial Production m/m,2.2%,worse,52
25,-2.3%,JPY,2011-12-27 18:50:00,0.1%,worse,Medium,Retail Sales y/y,1.9%,,52
26,-1.0%,JPY,2011-12-27 20:30:00,0.1%,worse,Medium,Average Cash Earnings y/y,0.0%,worse,52
27,0.01,CHF,2011-12-28 05:30:00,0.25,worse,High,KOF Economic Barometer,0.34,,52
28,0.7%,EUR,2011-12-29 00:00:00,0.8%,worse,Medium,German Prelim CPI m/m,0.0%,,52
29,2.0%,EUR,2011-12-29 04:00:00,2.5%,worse,Medium,M3 Money Supply y/y,2.6%,,52
30,1.7%,EUR,2011-12-29 04:00:00,2.7%,worse,Low,Private Loans y/y,2.7%,,52
31,6.98|1.4,EUR,2011-12-29 05:32:00,,,Medium,Italian 10-y Bond Auction,7.56|1.3,,52
32,381K,USD,2011-12-29 08:30:00,372K,worse,High,Unemployment Claims,366K,,52
33,62.5,USD,2011-12-29 09:45:00,60.4,better,Medium,Chicago PMI,62.6,,52
34,7.3%,USD,2011-12-29 10:00:00,1.7%,better,High,Pending Home Sales m/m,10.4%,,52
35,-81B,USD,2011-12-29 10:30:00,-88B,,Low,Natural Gas Storage,-100B,,52
36,3.9M,USD,2011-12-29 11:00:00,-2.9M,,Medium,Crude Oil Inventories,-10.6M,,52
37,50.2,JPY,2011-12-29 18:15:00,,,Low,Final Manufacturing PMI,49.1,,52
38,0.3%,AUD,2011-12-29 19:30:00,0.3%,,Medium,Private Sector Credit m/m,0.2%,,52
39,48.7,CNY,2011-12-29 21:30:00,,,Medium,Caixin Manufacturing PMI,49.0,,52
40,-0.2%,GBP,2011-12-30 02:00:00,0.2%,worse,Medium,Nationwide HPI m/m,0.4%,,52
41,2.4%,EUR,2011-12-30 03:00:00,2.5%,worse,Low,Spanish Flash CPI y/y,2.9%,,52
42,43.9,EUR,2011-12-30 04:00:00,,,Low,Retail PMI,46.0,,52
43,-8.6B,GBP,2011-12-30 04:30:00,-7.3B,worse,Low,Housing Equity Withdrawal q/q,-9.6B,worse,52
44,,EUR,2011-12-30 06:00:00,,,Low,German Buba Monthly Report,,,52
45,50.3,CNY,2011-12-31 20:00:00,49.3,better,High,Manufacturing PMI,49.0,,52
46,101.3,NZD,2011-12-18 16:00:00,,,Low,Westpac Consumer Sentiment,112.0,,51
47,-2.7%,GBP,2011-12-18 18:47:00,,,Medium,Rightmove HPI m/m,-3.1%,,51
48,16.9,NZD,2011-12-18 19:00:00,,,High,ANZ Business Confidence,18.3,,51
49,,GBP,2011-12-18 19:01:00,,,Low,BOE Quarterly Bulletin,,,51
50,-7.5B,EUR,2011-12-19 04:00:00,-2.1B,worse,Medium,Current Account,2.2B,better,51
51,-1.08B,EUR,2011-12-19 04:00:00,-0.97B,worse,Low,Italian Trade Balance,-1.88B,,51
52,,EUR,2011-12-19 06:00:00,,,Low,ECB Financial Stability Review,,,51
53,0.9%,CAD,2011-12-19 08:30:00,0.3%,better,Medium,Wholesale Sales m/m,0.5%,better,51
54,21,USD,2011-12-19 10:00:00,21,,Low,NAHB Housing Market Index,19,worse,51
55,,EUR,2011-12-19 10:30:00,,,High,ECB President Draghi Speaks,,,51
56,0.6%,AUD,2011-12-19 18:00:00,,,Medium,CB Leading Index m/m,0.6%,better,51
57,40,GBP,2011-12-19 19:01:00,34,better,Medium,Nationwide Consumer Confidence,36,,51
58,,AUD,2011-12-19 19:30:00,,,High,Monetary Policy Meeting Minutes,,,51
59,0.8%,JPY,2011-12-19 23:30:00,1.2%,worse,Low,All Industries Activity m/m,-0.7%,better,51
60,3.00B,CHF,2011-12-20 02:00:00,2.47B,better,Medium,Trade Balance,2.16B,,51
61,5.6,EUR,2011-12-20 02:00:00,5.5,,Medium,German GfK Consumer Climate,5.6,,51
62,0.1%,EUR,2011-12-20 02:00:00,0.1%,,Medium,German PPI m/m,0.2%,,51
63,107.2,EUR,2011-12-20 04:00:00,106.2,better,High,German Ifo Business Climate,106.6,,51
64,9,GBP,2011-12-20 06:00:00,-14,better,Medium,CBI Realized Sales,-19,,51
65,0.1%,CAD,2011-12-20 07:00:00,0.2%,worse,High,Core CPI m/m,0.3%,,51
66,0.1%,CAD,2011-12-20 07:00:00,0.2%,worse,Medium,CPI m/m,0.2%,,51
67,-1.4%,NZD,2011-12-20 08:30:00,,,Low,GDT Price Index,3.5%,,51
68,0.68M,USD,2011-12-20 08:30:00,0.63M,better,High,Building Permits,0.64M,,51
69,0.69M,USD,2011-12-20 08:30:00,0.64M,better,Medium,Housing Starts,0.63M,,51
70,-4.60B,NZD,2011-12-20 16:45:00,-3.62B,worse,High,Current Account,-0.84B,,51
71,-11.6%,NZD,2011-12-20 16:49:00,,,Low,Visitor Arrivals m/m,-8.2%,worse,51
72,0.1%,AUD,2011-12-20 18:30:00,,,Medium,MI Leading Index m/m,-0.3%,,51
73,-0.54T,JPY,2011-12-20 18:50:00,-0.28T,worse,Medium,Trade Balance,-0.50T,,51
74,-33,GBP,2011-12-20 19:01:00,-31,worse,Medium,GfK Consumer Confidence,-31,,51
75,3.2%,NZD,2011-12-20 21:00:00,,,Low,Credit Card Spending y/y,7.8%,,51
76,,JPY,2011-12-20 22:16:00,,,High,Monetary Policy Statement,,,51
77,<0.10%,JPY,2011-12-20 22:16:00,<0.10%,,High,Overnight Call Rate,<0.10%,,51
78,,JPY,2011-12-21 02:11:00,,,High,BOJ Press Conference,,,51
79,0.4%,EUR,2011-12-21 02:19:00,0.6%,worse,Low,German Import Prices m/m,-0.3%,,51
80,-0.2%,EUR,2011-12-21 04:00:00,0.0%,worse,Low,Italian Prelim GDP q/q,0.3%,,51
81,0-0-9,GBP,2011-12-21 04:30:00,0-0-9,,High,MPC Asset Purchase Facility Votes,0-0-9,,51
82,0-0-9,GBP,2011-12-21 04:30:00,0-0-9,,High,MPC Official Bank Rate Votes,0-0-9,,51
83,15.2B,GBP,2011-12-21 04:30:00,15.5B,,High,Public Sector Net Borrowing,3.0B,better,51
84,489B,EUR,2011-12-21 05:15:00,,,High,Long Term Refinancing Operation,,,51
85,0.7%,CAD,2011-12-21 08:30:00,0.3%,better,High,Core Retail Sales m/m,0.4%,worse,51
86,1.0%,CAD,2011-12-21 08:30:00,0.4%,better,Medium,Retail Sales m/m,1.0%,,51
87,-10.6,EUR,2011-12-21 09:00:00,-11.8,better,Medium,Belgian NBB Business Climate,-12.2,,51
88,-21,EUR,2011-12-21 10:00:00,-21,,Low,Consumer Confidence,-20,,51
89,4.42M,USD,2011-12-21 10:00:00,5.04M,worse,High,Existing Home Sales,4.25M,worse,51
90,-10.6M,USD,2011-12-21 10:30:00,-2.8M,,Medium,Crude Oil Inventories,-1.9M,,51
91,0.8%,NZD,2011-12-21 16:45:00,0.6%,better,High,GDP q/q,0.1%,,51
92,,JPY,2011-12-21 23:30:00,,,Medium,BOJ Gov Shirakawa Speaks,,,51
93,,JPY,2011-12-22 00:00:00,,,Medium,BOJ Monthly Report,,,51
94,0.1%,EUR,2011-12-22 04:00:00,-0.2%,better,Low,Italian Retail Sales m/m,-0.3%,better,51
95,-15.2B,GBP,2011-12-22 04:30:00,-5.6B,worse,High,Current Account,-7.4B,worse,51
96,0.6%,GBP,2011-12-22 04:30:00,0.5%,better,Medium,Final GDP q/q,0.5%,,51
97,0.3%,GBP,2011-12-22 04:30:00,-1.3%,better,Low,Revised Business Investment q/q,-1.4%,,51
98,364K,USD,2011-12-22 08:30:00,376K,better,High,Unemployment Claims,368K,,51
99,1.8%,USD,2011-12-22 08:30:00,2.0%,worse,Medium,Final GDP q/q,2.0%,,51
100,2.6%,USD,2011-12-22 08:30:00,2.5%,,Low,Final GDP Price Index q/q,2.5%,,51
101,69.9,USD,2011-12-22 09:55:00,68.1,better,Medium,Revised UoM Consumer Sentiment,67.7,,51
102,3.1%,USD,2011-12-22 09:55:00,,,Low,Revised UoM Inflation Expectations,3.1%,,51
103,0.5%,USD,2011-12-22 10:00:00,0.3%,better,Low,CB Leading Index m/m,0.9%,,51
104,-0.2%,USD,2011-12-22 10:00:00,0.3%,worse,Low,HPI m/m,0.4%,worse,51
105,-100B,USD,2011-12-22 10:30:00,-103B,,Low,Natural Gas Storage,-102B,,51
106,,EUR,2011-12-22 11:00:00,,,High,ECB President Draghi Speaks,,,51
107,,USD,2011-12-22 13:00:00,,,Low,President Obama Speaks,,,51
108,,JPY,2011-12-22 00:00:00,,,Non-Economic,Bank Holiday,,,51
109,,CHF,2011-12-23 03:30:00,,,Low,SNB Quarterly Bulletin,,,51
110,34.7K,GBP,2011-12-23 04:30:00,36.3K,worse,Medium,High Street Lending,35.2K,,51
111,0.2%,GBP,2011-12-23 04:30:00,0.3%,worse,Low,Index of Services 3m/3m,0.7%,better,51
112,0.0%,CAD,2011-12-23 08:30:00,0.1%,worse,High,GDP m/m,0.2%,,51
113,0.3%,USD,2011-12-23 08:30:00,0.5%,worse,High,Core Durable Goods Orders m/m,1.5%,better,51
114,0.1%,USD,2011-12-23 08:30:00,0.1%,,Medium,Core PCE Price Index m/m,0.1%,,51
115,3.8%,USD,2011-12-23 08:30:00,2.2%,better,Medium,Durable Goods Orders m/m,0.0%,better,51
116,0.1%,USD,2011-12-23 08:30:00,0.3%,worse,Medium,Personal Spending m/m,0.1%,,51
117,0.1%,USD,2011-12-23 08:30:00,0.3%,worse,Low,Personal Income m/m,0.4%,,51
118,315K,USD,2011-12-23 10:00:00,314K,,High,New Home Sales,310K,better,51
119,,USD,2011-12-23 12:15:00,,,Low,President Obama Speaks,,,51
120,1.7%,JPY,2011-12-11 18:50:00,1.5%,better,Low,PPI y/y,1.6%,,50
121,0.7%,AUD,2011-12-11 19:30:00,0.1%,better,High,Home Loans m/m,1.9%,worse,50
122,1.60B,AUD,2011-12-11 19:30:00,2.03B,worse,High,Trade Balance,2.25B,worse,50
123,38.1,JPY,2011-12-12 00:00:00,38.5,worse,Low,Consumer Confidence,38.6,,50
124,15.9%,JPY,2011-12-12 01:00:00,,,Low,Prelim Machine Tool Orders y/y,26.0%,,50
125,0.7%,EUR,2011-12-12 02:00:00,0.2%,better,Low,German WPI m/m,-1.0%,,50
126,4.02M,CHF,2011-12-12 00:00:00,4.11M,worse,Low,Employment Level,4.11M,,50
127,4.05M,CHF,2011-12-12 03:15:00,4.03M,,Medium,Employment Level,4.02M,,50
128,,GBP,2011-12-12 08:00:00,,,High,BOE Gov King Speaks,,,50
129,,CAD,2011-12-12 13:10:00,,,Medium,BOC Gov Carney Speaks,,,50
130,-137.3B,USD,2011-12-12 14:00:00,-138.5B,,Medium,Federal Budget Balance,-98.5B,,50
131,0.2%,NZD,2011-12-12 16:45:00,,,Low,FPI m/m,-1.3%,,50
132,0.6%,JPY,2011-12-12 18:50:00,0.5%,,Medium,Tertiary Industry Activity m/m,-0.7%,,50
133,-17%,GBP,2011-12-12 19:01:00,-25%,better,Medium,RICS House Price Balance,-24%,,50
134,2,AUD,2011-12-12 19:30:00,,,Medium,NAB Business Confidence,2,,50
135,-6.8%,AUD,2011-12-12 19:30:00,-1.0%,worse,Low,Housing Starts q/q,-4.1%,better,50
136,0.3%,EUR,2011-12-13 01:30:00,0.3%,,Low,French Final CPI m/m,0.2%,,50
137,,CHF,2011-12-13 01:45:00,,,Medium,SECO Economic Forecasts,,,50
138,4.8%,GBP,2011-12-13 04:30:00,4.8%,,High,CPI y/y,5.0%,,50
139,5.2%,GBP,2011-12-13 04:30:00,5.1%,better,Medium,RPI y/y,5.4%,,50
140,3.2%,GBP,2011-12-13 04:30:00,3.3%,worse,Low,Core CPI y/y,3.4%,,50
141,-0.4%,GBP,2011-12-13 04:30:00,-0.9%,better,Low,ONS HPI y/y,-1.4%,,50
142,-53.8,EUR,2011-12-13 05:00:00,-56.1,better,High,German ZEW Economic Sentiment,-55.2,,50
143,-54.1,EUR,2011-12-13 05:00:00,-60.3,better,Medium,ZEW Economic Sentiment,-59.1,,50
144,92.0,USD,2011-12-13 07:30:00,91.6,,Low,NFIB Small Business Index,90.2,,50
145,0.2%,USD,2011-12-13 08:30:00,0.5%,worse,High,Core Retail Sales m/m,0.6%,,50
146,0.2%,USD,2011-12-13 08:30:00,0.6%,worse,High,Retail Sales m/m,0.6%,better,50
147,0.8%,USD,2011-12-13 10:00:00,0.7%,worse,Medium,Business Inventories m/m,0.0%,,50
148,42.8,USD,2011-12-13 10:00:00,42.5,,Low,IBD/TIPP Economic Optimism,40.6,,50
149,3.27M,USD,2011-12-13 10:00:00,,,Low,JOLTS Job Openings,3.38M,,50
150,2.02|3.5,USD,2011-12-13 13:00:00,,,Medium,10-y Bond Auction,2.03|2.6,,50
151,,USD,2011-12-13 14:13:00,,,High,FOMC Statement,,,50
152,<0.25%,USD,2011-12-13 14:13:00,<0.25%,,Medium,Federal Funds Rate,<0.25%,,50
153,-8.3%,AUD,2011-12-13 18:30:00,,,Medium,Westpac Consumer Sentiment,6.3%,,50
154,,AUD,2011-12-13 20:30:00,,,Medium,RBA Deputy Gov Battellino Speaks,,,50
155,-0.1%,CNY,2011-12-13 21:00:00,,,Low,CB Leading Index m/m,0.4%,,50
156,2.2%,JPY,2011-12-13 23:30:00,2.4%,worse,Low,Revised Industrial Production m/m,2.4%,,50
157,562B,CNY,2011-12-14 02:05:00,552B,better,Medium,New Loans,587B,,50
158,12.7%,CNY,2011-12-14 02:05:00,12.7%,,Low,M2 Money Supply y/y,12.9%,,50
159,-0.8%,CHF,2011-12-14 03:15:00,-0.2%,worse,Medium,PPI m/m,-0.2%,,50
160,,All,2011-12-14 00:00:00,,,Low,OPEC Meetings,,,50
161,3.0K,GBP,2011-12-14 04:30:00,16.1K,better,High,Claimant Count Change,2.5K,better,50
162,8.3%,GBP,2011-12-14 04:30:00,8.4%,better,Medium,Unemployment Rate,8.3%,,50
163,2.0%,GBP,2011-12-14 04:30:00,2.0%,,Low,Average Earnings Index 3m/y,2.3%,,50
164,-72.0,CHF,2011-12-14 05:00:00,,,Medium,Credit Suisse Economic Expectations,-64.3,,50
165,-0.1%,EUR,2011-12-14 05:00:00,0.1%,worse,Medium,Industrial Production m/m,-2.0%,,50
166,2.21|1.8,GBP,2011-12-14 05:36:00,,,Medium,10-y Bond Auction,2.38|1.6,,50
167,0.8%,CAD,2011-12-14 08:30:00,0.3%,better,Medium,Leading Index m/m,0.3%,better,50
168,-0.8%,CAD,2011-12-14 08:30:00,0.0%,worse,Medium,Manufacturing Sales m/m,2.6%,,50
169,3.3%,CAD,2011-12-14 08:30:00,1.8%,better,Low,New Motor Vehicle Sales m/m,1.5%,,50
170,0.7%,USD,2011-12-14 08:30:00,1.0%,worse,Medium,Import Prices m/m,-0.5%,,50
171,-1.9M,USD,2011-12-14 10:30:00,-2.2M,,Medium,Crude Oil Inventories,1.3M,,50
172,2.93|3.0,USD,2011-12-14 13:00:00,,,Low,30-y Bond Auction,3.20|2.4,,50
173,45.7,NZD,2011-12-14 16:20:00,,,Low,Business NZ Manufacturing Index,46.6,,50
174,-4,JPY,2011-12-14 18:50:00,-2,worse,Medium,Tankan Manufacturing Index,2,,50
175,4,JPY,2011-12-14 18:50:00,1,better,Medium,Tankan Non-Manufacturing Index,1,,50
176,2.4%,AUD,2011-12-14 18:58:00,,,Medium,MI Inflation Expectations,2.5%,,50
177,-0.7%,AUD,2011-12-14 19:30:00,,,Medium,New Motor Vehicle Sales m/m,1.0%,,50
178,,AUD,2011-12-14 19:30:00,,,Low,RBA Bulletin,,,50
179,13.2%,CNY,2011-12-14 21:00:00,,,Low,Foreign Direct Investment ytd/y,15.9%,,50
180,49.0,CNY,2011-12-14 21:30:00,,,High,Caixin Flash Manufacturing PMI,47.7,,50
181,48.7,EUR,2011-12-15 03:00:00,47.1,better,Medium,French Flash Manufacturing PMI,47.3,,50
182,50.2,EUR,2011-12-15 03:00:00,49.1,better,Medium,French Flash Services PMI,49.6,,50
183,-1.4%,CHF,2011-12-15 03:15:00,-0.7%,worse,Medium,Industrial Production q/q,2.9%,worse,50
184,<0.25%,CHF,2011-12-15 03:30:00,<0.25%,,High,Libor Rate,<0.25%,,50
185,,CHF,2011-12-15 03:30:00,,,High,SNB Monetary Policy Assessment,,,50
186,,CHF,2011-12-15 03:30:00,,,High,SNB Press Conference,,,50
187,48.1,EUR,2011-12-15 03:30:00,47.6,better,Medium,German Flash Manufacturing PMI,47.9,,50
188,52.7,EUR,2011-12-15 03:30:00,50.1,better,Medium,German Flash Services PMI,50.3,worse,50
189,,EUR,2011-12-15 04:00:00,,,Medium,ECB Monthly Bulletin,,,50
190,46.9,EUR,2011-12-15 04:00:00,46.1,better,Medium,Flash Manufacturing PMI,46.4,,50
191,48.3,EUR,2011-12-15 04:00:00,47.1,better,Medium,Flash Services PMI,47.5,,50
192,-0.4%,GBP,2011-12-15 04:30:00,-0.3%,worse,High,Retail Sales m/m,1.0%,better,50
193,4.1%,GBP,2011-12-15 04:30:00,,,Medium,Consumer Inflation Expectations,4.2%,,50
194,5.55|2.2,EUR,2011-12-15 05:00:00,,,Medium,Spanish 10-y Bond Auction,6.98|1.5,,50
195,3.0%,EUR,2011-12-15 05:00:00,3.0%,,Medium,Final CPI y/y,3.0%,,50
196,1.6%,EUR,2011-12-15 05:00:00,1.7%,worse,Medium,Final Core CPI y/y,1.6%,,50
197,-0.1%,EUR,2011-12-15 05:00:00,0.2%,worse,Low,Employment Change q/q,0.2%,worse,50
198,-23,GBP,2011-12-15 06:00:00,-20,worse,Medium,CBI Industrial Order Expectations,-19,,50
199,,EUR,2011-12-15 06:25:00,,,High,ECB President Draghi Speaks,,,50
200,81.3%,CAD,2011-12-15 08:30:00,79.2%,better,Medium,Capacity Utilization Rate,79.9%,better,50
201,0.3%,USD,2011-12-15 08:30:00,0.3%,,High,PPI m/m,-0.3%,,50
202,366K,USD,2011-12-15 08:30:00,389K,better,High,Unemployment Claims,385K,,50
203,0.1%,USD,2011-12-15 08:30:00,0.2%,worse,Medium,Core PPI m/m,0.0%,,50
204,-110B,USD,2011-12-15 08:30:00,-108B,,Medium,Current Account,-125B,worse,50
205,9.5,USD,2011-12-15 08:30:00,3.1,better,Medium,Empire State Manufacturing Index,0.6,,50
206,4.8B,USD,2011-12-15 09:00:00,53.4B,worse,High,TIC Long-Term Purchases,68.3B,,50
207,77.8%,USD,2011-12-15 09:15:00,77.9%,,Medium,Capacity Utilization Rate,78.0%,better,50
208,-0.2%,USD,2011-12-15 09:15:00,0.3%,worse,Medium,Industrial Production m/m,0.7%,,50
209,10.3,USD,2011-12-15 10:00:00,5.1,better,High,Philly Fed Manufacturing Index,3.6,,50
210,-102B,USD,2011-12-15 10:30:00,-89B,,Low,Natural Gas Storage,-20B,,50
211,,EUR,2011-12-16 03:30:00,,,Medium,ECB President Draghi Speaks,,,50
212,0.3B,EUR,2011-12-16 05:00:00,1.3B,worse,Low,Trade Balance,2.2B,,50
213,2.03B,CAD,2011-12-16 08:30:00,8.23B,worse,Medium,Foreign Securities Purchases,7.35B,,50
214,0.2%,USD,2011-12-16 08:30:00,0.1%,better,High,Core CPI m/m,0.1%,,50
215,0.0%,USD,2011-12-16 08:30:00,0.1%,worse,Medium,CPI m/m,-0.1%,,50
216,,USD,2011-12-16 11:15:00,,,Medium,FOMC Member Evans Speaks,,,50
217,,USD,2011-12-16 12:00:00,,,Medium,FOMC Member Fisher Speaks,,,50
218,47.7,AUD,2011-12-04 17:22:00,,,Medium,AIG Services Index,48.8,,49
219,-0.1%,AUD,2011-12-04 18:30:00,,,Low,MI Inflation Gauge m/m,0.1%,,49
220,0.0%,AUD,2011-12-04 19:30:00,,,High,ANZ Job Advertisements m/m,-0.6%,,49
221,4.8%,AUD,2011-12-04 19:30:00,3.1%,better,Medium,Company Operating Profits q/q,7.3%,better,49
222,52.5,CNY,2011-12-04 21:30:00,,,Low,Caixin Services PMI,54.1,,49
223,36.8,EUR,2011-12-05 03:15:00,,,Low,Spanish Services PMI,41.8,,49
224,45.8,EUR,2011-12-05 03:45:00,44.1,better,Low,Italian Services PMI,43.9,,49
225,49.6,EUR,2011-12-05 03:50:00,49.3,,Low,French Final Services PMI,49.3,,49
226,50.3,EUR,2011-12-05 03:55:00,51.4,worse,Low,German Final Services PMI,51.4,,49
227,47.5,EUR,2011-12-05 04:00:00,47.8,,Low,Final Services PMI,47.8,,49
228,-24.0,EUR,2011-12-05 04:30:00,-21.4,worse,Medium,Sentix Investor Confidence,-21.2,,49
229,52.1,GBP,2011-12-05 04:30:00,50.6,better,High,Services PMI,51.3,,49
230,0.4%,EUR,2011-12-05 05:00:00,0.2%,better,Medium,Retail Sales m/m,-0.6%,better,49
231,52.0,USD,2011-12-05 10:00:00,53.6,worse,High,ISM Non-Manufacturing PMI,52.9,,49
232,-0.4%,USD,2011-12-05 10:00:00,-0.2%,worse,Medium,Factory Orders m/m,-0.1%,worse,49
233,,USD,2011-12-05 12:10:00,,,Medium,FOMC Member Evans Speaks,,,49
234,-1.6%,GBP,2011-12-05 19:00:00,,,Medium,BRC Retail Sales Monitor y/y,-0.6%,,49
235,-5.6B,AUD,2011-12-05 19:30:00,-5.5B,,Medium,Current Account,-6.7B,better,49
236,4.25%,AUD,2011-12-05 22:30:00,4.25%,,High,Cash Rate,4.50%,,49
237,,AUD,2011-12-05 22:30:00,,,High,RBA Rate Statement,,,49
238,229B,CHF,2011-12-06 03:00:00,,,High,Foreign Currency Reserves,245B,,49
239,-0.9%,GBP,2011-12-06 03:00:00,-0.6%,worse,High,Halifax HPI m/m,1.2%,,49
240,-0.2%,CHF,2011-12-06 03:15:00,0.1%,worse,High,CPI m/m,-0.1%,,49
241,,GBP,2011-12-06 04:30:00,,,Low,FPC Meeting Minutes,,,49
242,0.2%,EUR,2011-12-06 05:00:00,0.2%,,Low,Revised GDP q/q,0.2%,,49
243,3.29|2.0,GBP,2011-12-06 05:39:00,,,Low,30-y Bond Auction,4.18|2.0,,49
244,5.2%,EUR,2011-12-06 06:00:00,0.9%,better,Medium,German Factory Orders m/m,-4.6%,worse,49
245,11.9%,CAD,2011-12-06 08:30:00,2.3%,better,High,Building Permits m/m,-4.1%,better,49
246,3.5%,NZD,2011-12-06 08:30:00,,,Low,GDT Price Index,3.2%,,49
247,,CAD,2011-12-06 09:00:00,,,High,BOC Rate Statement,,,49
248,1.00%,CAD,2011-12-06 09:00:00,1.00%,,High,Overnight Rate,1.00%,,49
249,59.9,CAD,2011-12-06 10:00:00,55.2,better,High,Ivey PMI,54.4,,49
250,,USD,2011-12-06 10:00:00,,,Low,FOMC Member Tarullo Speaks,,,49
251,39.6,AUD,2011-12-06 17:21:00,,,Low,AIG Construction Index,34.7,,49
252,2.0%,GBP,2011-12-06 19:00:00,,,Low,BRC Shop Price Index y/y,2.1%,,49
253,1.0%,AUD,2011-12-06 19:30:00,1.0%,,High,GDP q/q,1.4%,better,49
254,91.5%,JPY,2011-12-07 00:00:00,91.8%,,Low,Leading Indicators,91.6%,,49
255,3.0%,CHF,2011-12-07 01:45:00,3.1%,better,Low,Unemployment Rate,3.0%,,49
256,-6.2B,EUR,2011-12-07 02:45:00,-5.9B,worse,Low,French Trade Balance,-6.6B,worse,49
257,-0.9%,EUR,2011-12-07 04:00:00,-0.3%,worse,Low,Italian Industrial Production m/m,-4.6%,better,49
258,-0.7%,GBP,2011-12-07 04:30:00,-0.1%,worse,High,Manufacturing Production m/m,0.1%,worse,49
259,-0.7%,GBP,2011-12-07 04:30:00,-0.3%,worse,Low,Industrial Production m/m,0.0%,,49
260,0.8%,EUR,2011-12-07 06:00:00,0.3%,better,Medium,German Industrial Production m/m,-2.8%,,49
261,,USD,2011-12-07 08:30:00,,,Low,FOMC Member Raskin Speaks,,,49
262,0.3%,GBP,2011-12-07 10:00:00,,,Medium,NIESR GDP Estimate,0.4%,worse,49
263,1.3M,USD,2011-12-07 10:30:00,-0.8M,,Medium,Crude Oil Inventories,3.9M,,49
264,2.50%,NZD,2011-12-07 15:00:00,2.50%,,High,Official Cash Rate,2.50%,,49
265,,NZD,2011-12-07 15:00:00,,,High,RBNZ Press Conference,,,49
266,,NZD,2011-12-07 15:00:00,,,High,RBNZ Rate Statement,,,49
267,,NZD,2011-12-07 15:00:00,,,Medium,RBNZ Monetary Policy Statement,,,49
268,7.6B,USD,2011-12-07 15:00:00,7.0B,better,Low,Consumer Credit m/m,6.9B,worse,49
269,0.0%,NZD,2011-12-07 16:45:00,,,Low,Manufacturing Sales q/q,1.6%,worse,49
270,-6.9%,JPY,2011-12-07 18:50:00,0.2%,worse,Medium,Core Machinery Orders m/m,-8.2%,,49
271,0.2%,JPY,2011-12-07 18:50:00,,,Low,Bank Lending y/y,0.0%,,49
272,0.52T,JPY,2011-12-07 18:50:00,0.54T,,Low,Current Account,1.19T,,49
273,-6.3K,AUD,2011-12-07 19:30:00,10.3K,worse,High,Employment Change,16.8K,better,49
274,5.3%,AUD,2011-12-07 19:30:00,5.2%,worse,High,Unemployment Rate,5.2%,,49
275,1.96|3.0,JPY,2011-12-07 22:45:00,,,Low,30-y Bond Auction,1.94|3.3,,49
276,45.0,JPY,2011-12-08 00:00:00,47.1,worse,Low,Economy Watchers Sentiment,45.9,,49
277,0.0%,EUR,2011-12-08 01:30:00,0.2%,worse,Low,French Final Private Payrolls q/q,0.0%,,49
278,,EUR,2011-12-08 00:00:00,,,Non-Economic,Italian Bank Holiday,,,49
