,actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week
64,1.1%,CAD,2016-12-20 08:30:00,0.3%,better,Medium,Wholesale Sales m/m,-1.5%,worse,51
65,1.0%,CNY,2016-12-20 09:00:00,,,Low,CB Leading Index m/m,0.8%,,51
66,-0.5%,NZD,2016-12-20 09:05:00,,,High,GDT Price Index,3.5%,,51
67,-705M,NZD,2016-12-20 16:45:00,-500M,worse,Medium,Trade Balance,-815M,better,51
68,0.5%,NZD,2016-12-20 16:45:00,,,Low,Visitor Arrivals m/m,2.3%,,51
69,0.0%,AUD,2016-12-20 18:30:00,,,Low,MI Leading Index m/m,0.1%,,51
70,4.1%,NZD,2016-12-20 21:00:00,,,Low,Credit Card Spending y/y,10.1%,,51
71,0.2%,JPY,2016-12-20 23:30:00,0.1%,,Low,All Industries Activity m/m,0.0%,worse,51
72,12.2B,GBP,2016-12-21 04:30:00,11.5B,worse,Medium,Public Sector Net Borrowing,4.3B,,51
73,-0.2,EUR,2016-12-21 08:56:00,-1.1,better,Low,Belgian NBB Business Climate,-1.8,,51
74,,CHF,2016-12-21 09:00:00,,,Low,SNB Quarterly Bulletin,,,51
75,-5,EUR,2016-12-21 09:58:00,-6,better,Low,Consumer Confidence,-6,,51
76,5.61M,USD,2016-12-21 10:00:00,5.52M,better,Medium,Existing Home Sales,5.57M,worse,51
77,2.3M,USD,2016-12-21 10:30:00,-2.4M,,High,Crude Oil Inventories,-2.6M,,51
78,1.1%,NZD,2016-12-21 16:45:00,0.8%,better,High,GDP q/q,0.7%,worse,51
79,-4.89B,NZD,2016-12-21 16:45:00,-4.89B,,Medium,Current Account,-0.93B,,51
80,-7,GBP,2016-12-21 18:06:00,-8,better,Low,GfK Consumer Confidence,-8,,51
81,0.7%,EUR,2016-12-22 02:00:00,0.2%,better,Low,German Import Prices m/m,0.9%,,51
82,,EUR,2016-12-22 04:00:00,,,Low,ECB Economic Bulletin,,,51
83,1.2%,EUR,2016-12-22 05:00:00,0.4%,better,Low,Italian Retail Sales m/m,-0.5%,better,51
84,-0.4%,CAD,2016-12-22 08:30:00,-0.1%,worse,High,CPI m/m,0.2%,,51
85,-0.5%,CAD,2016-12-22 08:30:00,-0.1%,worse,High,Core CPI m/m,0.2%,,51
86,1.4%,CAD,2016-12-22 08:30:00,0.7%,better,High,Core Retail Sales m/m,0.3%,better,51
87,1.3%,CAD,2016-12-22 08:30:00,,,Medium,Common CPI y/y,,,51
88,1.9%,CAD,2016-12-22 08:30:00,,,Medium,Median CPI y/y,,,51
89,1.1%,CAD,2016-12-22 08:30:00,0.2%,better,Medium,Retail Sales m/m,0.8%,better,51
90,1.6%,CAD,2016-12-22 08:30:00,,,Medium,Trimmed CPI y/y,,,51
91,0.5%,USD,2016-12-22 08:30:00,0.2%,better,High,Core Durable Goods Orders m/m,0.8%,worse,51
92,3.5%,USD,2016-12-22 08:30:00,3.3%,better,High,Final GDP q/q,3.2%,,51
93,275K,USD,2016-12-22 08:30:00,255K,worse,High,Unemployment Claims,254K,,51
94,-4.6%,USD,2016-12-22 08:30:00,-4.9%,better,Medium,Durable Goods Orders m/m,4.6%,worse,51
95,1.4%,USD,2016-12-22 08:30:00,1.4%,,Low,Final GDP Price Index q/q,1.4%,,51
96,0.4%,USD,2016-12-22 09:00:00,0.4%,,Low,HPI m/m,0.6%,,51
97,0.0%,USD,2016-12-22 10:00:00,0.1%,worse,Medium,Core PCE Price Index m/m,0.1%,,51
98,0.2%,USD,2016-12-22 10:00:00,0.4%,worse,Medium,Personal Spending m/m,0.4%,better,51
99,0.0%,USD,2016-12-22 10:00:00,0.2%,worse,Low,CB Leading Index m/m,0.1%,,51
100,0.0%,USD,2016-12-22 10:00:00,0.3%,worse,Low,Personal Income m/m,0.5%,worse,51
101,-209B,USD,2016-12-22 10:30:00,-201B,,Low,Natural Gas Storage,-147B,,51
102,,JPY,2016-12-22 00:00:00,,,Non-Economic,Bank Holiday,,,51
103,9.9,EUR,2016-12-23 02:00:00,9.8,,Low,German GfK Consumer Climate,9.8,,51
104,0.4%,EUR,2016-12-23 02:45:00,0.1%,better,Low,French Consumer Spending m/m,0.8%,worse,51
105,102.2,CHF,2016-12-23 03:00:00,103.1,worse,Medium,KOF Economic Barometer,102.2,,51
106,-25.5B,GBP,2016-12-23 04:30:00,-28.3B,better,High,Current Account,-22.1B,better,51
107,0.6%,GBP,2016-12-23 04:30:00,0.5%,better,Medium,Final GDP q/q,0.5%,,51
108,1.0%,GBP,2016-12-23 04:30:00,0.9%,better,Low,Index of Services 3m/3m,1.0%,better,51
109,0.4%,GBP,2016-12-23 04:30:00,0.9%,worse,Low,Revised Business Investment q/q,0.9%,,51
110,-0.3%,CAD,2016-12-23 08:30:00,0.1%,worse,High,GDP m/m,0.4%,better,51
111,592K,USD,2016-12-23 10:00:00,575K,better,Medium,New Home Sales,563K,,51
112,98.2,USD,2016-12-23 10:00:00,98.2,,Medium,Revised UoM Consumer Sentiment,98.0,,51
113,2.2%,USD,2016-12-23 10:00:00,,,Low,Revised UoM Inflation Expectations,2.3%,,51
114,2.2%,NZD,2016-12-11 16:45:00,,,Low,Visitor Arrivals m/m,3.9%,better,50
115,4.1%,JPY,2016-12-11 18:50:00,1.3%,better,Low,Core Machinery Orders m/m,-3.3%,,50
116,-2.2%,JPY,2016-12-11 18:50:00,-2.2%,,Low,PPI y/y,-2.7%,,50
117,-2.1%,GBP,2016-12-11 19:01:00,,,Low,Rightmove HPI m/m,-1.1%,,50
118,0.2%,JPY,2016-12-11 23:30:00,0.3%,,Low,Tertiary Industry Activity m/m,-0.3%,worse,50
119,-5.6%,JPY,2016-12-12 00:58:00,,,Low,Prelim Machine Tool Orders y/y,-8.9%,,50
120,0.1%,GBP,2016-12-12 09:30:00,,,Low,CB Leading Index m/m,0.0%,worse,50
121,2.49|2.4,USD,2016-12-12 13:01:00,,,Low,10-y Bond Auction,2.02|2.2,,50
122,-136.7B,USD,2016-12-12 14:00:00,-99.5B,worse,Low,Federal Budget Balance,-44.2B,,50
123,0.4%,NZD,2016-12-12 16:45:00,,,Low,Manufacturing Sales q/q,1.8%,worse,50
124,1.5%,AUD,2016-12-12 19:30:00,2.6%,worse,Medium,HPI q/q,2.0%,,50
125,5,AUD,2016-12-12 19:30:00,,,Low,NAB Business Confidence,4,,50
126,6.2%,CNY,2016-12-12 21:00:00,6.1%,,High,Industrial Production y/y,6.1%,,50
127,8.3%,CNY,2016-12-12 21:00:00,8.3%,,Medium,Fixed Asset Investment ytd/y,8.3%,,50
128,10.8%,CNY,2016-12-12 21:00:00,10.2%,better,Low,Retail Sales y/y,10.0%,,50
129,0.1%,EUR,2016-12-13 02:00:00,0.1%,,Low,German Final CPI m/m,0.1%,,50
130,0.1%,EUR,2016-12-13 02:00:00,0.3%,worse,Low,German WPI m/m,0.4%,,50
131,0.0%,EUR,2016-12-13 04:00:00,0.3%,worse,Low,Italian Industrial Production m/m,-0.8%,,50
132,1.2%,GBP,2016-12-13 04:30:00,1.1%,better,High,CPI y/y,0.9%,,50
133,-1.1%,GBP,2016-12-13 04:30:00,-0.4%,worse,Medium,PPI Input m/m,4.5%,,50
134,2.2%,GBP,2016-12-13 04:30:00,2.1%,better,Medium,RPI y/y,2.0%,,50
135,1.4%,GBP,2016-12-13 04:30:00,1.3%,better,Low,Core CPI y/y,1.2%,,50
136,6.9%,GBP,2016-12-13 04:30:00,7.3%,worse,Low,HPI y/y,7.0%,worse,50
137,0.0%,GBP,2016-12-13 04:30:00,0.2%,worse,Low,PPI Output m/m,0.7%,,50
138,13.8,EUR,2016-12-13 05:00:00,14.2,worse,Medium,German ZEW Economic Sentiment,13.8,,50
139,0.2%,EUR,2016-12-13 05:00:00,0.3%,worse,Low,Employment Change q/q,0.4%,,50
140,18.1,EUR,2016-12-13 05:00:00,16.5,better,Low,ZEW Economic Sentiment,15.8,,50
141,98.4,USD,2016-12-13 06:00:00,96.7,better,Low,NFIB Small Business Index,94.9,,50
142,-0.3%,USD,2016-12-13 08:30:00,-0.3%,,Medium,Import Prices m/m,0.4%,,50
143,3.15|2.4,USD,2016-12-13 13:01:00,,,Low,30-y Bond Auction,2.90|2.1,,50
144,-3.9%,AUD,2016-12-13 18:30:00,,,Low,Westpac Consumer Sentiment,-1.1%,,50
145,10,JPY,2016-12-13 18:50:00,10,,Medium,Tankan Manufacturing Index,6,,50
146,18,JPY,2016-12-13 18:50:00,19,worse,Medium,Tankan Non-Manufacturing Index,18,,50
147,-0.6%,AUD,2016-12-13 19:30:00,,,Low,New Motor Vehicle Sales m/m,-2.4%,,50
148,0.0%,JPY,2016-12-13 23:30:00,0.1%,worse,Low,Revised Industrial Production m/m,0.1%,,50
149,11.4%,CNY,2016-12-14 02:01:00,11.5%,,Low,M2 Money Supply y/y,11.6%,,50
150,795B,CNY,2016-12-14 02:01:00,720B,better,Low,New Loans,651B,,50
151,0.0%,EUR,2016-12-14 02:45:00,0.0%,,Low,French Final CPI m/m,0.0%,,50
152,0.1%,CHF,2016-12-14 03:15:00,-0.1%,better,Medium,PPI m/m,0.1%,,50
153,2.5%,GBP,2016-12-14 04:30:00,2.3%,better,High,Average Earnings Index 3m/y,2.4%,better,50
154,2.4K,GBP,2016-12-14 04:30:00,6.2K,better,High,Claimant Count Change,13.3K,worse,50
155,4.8%,GBP,2016-12-14 04:30:00,4.8%,,Medium,Unemployment Rate,4.8%,,50
156,12.9,CHF,2016-12-14 05:00:00,,,Low,Credit Suisse Economic Expectations,8.9,,50
157,-0.1%,EUR,2016-12-14 05:00:00,0.2%,worse,Low,Industrial Production m/m,-0.9%,worse,50
158,,GBP,2016-12-14 07:15:00,,,High,BOE Gov Carney Speaks,,,50
159,0.2%,USD,2016-12-14 08:30:00,0.4%,worse,High,Core Retail Sales m/m,0.6%,worse,50
160,0.4%,USD,2016-12-14 08:30:00,0.1%,better,High,PPI m/m,0.0%,,50
161,0.1%,USD,2016-12-14 08:30:00,0.3%,worse,High,Retail Sales m/m,0.6%,worse,50
162,0.4%,USD,2016-12-14 08:30:00,0.2%,better,Medium,Core PPI m/m,-0.2%,,50
163,75.0%,USD,2016-12-14 09:15:00,75.1%,,Medium,Capacity Utilization Rate,75.4%,,50
164,-0.4%,USD,2016-12-14 09:15:00,-0.2%,worse,Medium,Industrial Production m/m,0.1%,better,50
165,-0.2%,USD,2016-12-14 10:00:00,-0.1%,better,Low,Business Inventories m/m,0.1%,,50
166,-2.6M,USD,2016-12-14 10:30:00,-1.4M,,High,Crude Oil Inventories,-2.4M,,50
167,,USD,2016-12-14 14:00:00,,,High,FOMC Economic Projections,,,50
168,,USD,2016-12-14 14:00:00,,,High,FOMC Statement,,,50
169,<0.75%,USD,2016-12-14 14:00:00,<0.75%,,High,Federal Funds Rate,<0.50%,,50
170,,USD,2016-12-14 14:30:00,,,High,FOMC Press Conference,,,50
171,54.4,NZD,2016-12-14 16:30:00,,,Low,Business NZ Manufacturing Index,55.1,,50
172,3.4%,AUD,2016-12-14 19:00:00,,,Low,MI Inflation Expectations,3.2%,,50
173,39.1K,AUD,2016-12-14 19:30:00,17.6K,better,High,Employment Change,15.2K,better,50
174,5.7%,AUD,2016-12-14 19:30:00,5.6%,worse,High,Unemployment Rate,5.6%,,50
175,,AUD,2016-12-14 19:30:00,,,Low,RBA Bulletin,,,50
176,51.9,JPY,2016-12-14 19:30:00,51.5,better,Low,Flash Manufacturing PMI,51.3,,50
177,3.9%,CNY,2016-12-14 21:27:00,,,Low,Foreign Direct Investment ytd/y,4.2%,,50
178,,CHF,2016-12-15 01:45:00,,,Low,SECO Economic Forecasts,,,50
179,53.5,EUR,2016-12-15 03:00:00,51.9,better,Medium,French Flash Manufacturing PMI,51.7,,50
180,52.6,EUR,2016-12-15 03:00:00,51.8,better,Medium,French Flash Services PMI,51.6,worse,50
181,-0.75%,CHF,2016-12-15 03:30:00,-0.75%,,High,Libor Rate,-0.75%,,50
182,,CHF,2016-12-15 03:30:00,,,High,SNB Monetary Policy Assessment,,,50
183,,CHF,2016-12-15 03:30:00,,,High,SNB Press Conference,,,50
184,55.5,EUR,2016-12-15 03:30:00,54.6,better,Medium,German Flash Manufacturing PMI,54.3,,50
185,53.8,EUR,2016-12-15 03:30:00,55.0,worse,Medium,German Flash Services PMI,55.1,,50
186,54.9,EUR,2016-12-15 04:00:00,53.9,better,Medium,Flash Manufacturing PMI,53.7,,50
187,53.1,EUR,2016-12-15 04:00:00,53.9,worse,Medium,Flash Services PMI,53.8,,50
188,0.2%,GBP,2016-12-15 04:30:00,0.2%,,High,Retail Sales m/m,1.8%,worse,50
189,62.2B,EUR,2016-12-15 05:30:00,,,Medium,Long Term Refinancing Operation,45.3B,,50
190,0-0-9,GBP,2016-12-15 07:00:00,0-0-9,,High,MPC Official Bank Rate Votes,0-0-9,,50
191,,GBP,2016-12-15 07:00:00,,,High,Monetary Policy Summary,,,50
192,0.25%,GBP,2016-12-15 07:00:00,0.25%,,High,Official Bank Rate,0.25%,,50
193,435B,GBP,2016-12-15 07:00:00,435B,,Medium,Asset Purchase Facility,435B,,50
194,0-0-9,GBP,2016-12-15 07:00:00,0-0-9,,Medium,MPC Asset Purchase Facility Votes,0-0-9,,50
195,-0.8%,CAD,2016-12-15 08:30:00,0.7%,worse,High,Manufacturing Sales m/m,0.3%,,50
196,0.2%,USD,2016-12-15 08:30:00,0.2%,,High,CPI m/m,0.4%,,50
197,0.2%,USD,2016-12-15 08:30:00,0.2%,,High,Core CPI m/m,0.1%,,50
198,21.5,USD,2016-12-15 08:30:00,9.1,better,High,Philly Fed Manufacturing Index,7.6,,50
199,254K,USD,2016-12-15 08:30:00,255K,,High,Unemployment Claims,258K,,50
200,-113B,USD,2016-12-15 08:30:00,-111B,,Medium,Current Account,-118B,,50
201,9.0,USD,2016-12-15 08:30:00,3.2,better,Medium,Empire State Manufacturing Index,1.5,,50
202,54.2,USD,2016-12-15 09:45:00,54.2,,Low,Flash Manufacturing PMI,54.1,,50
203,70,USD,2016-12-15 10:00:00,63,better,Low,NAHB Housing Market Index,63,,50
204,,CAD,2016-12-15 10:30:00,,,Low,BOC Financial System Review,,,50
205,-147B,USD,2016-12-15 10:30:00,-126B,,Low,Natural Gas Storage,-42B,,50
206,,CAD,2016-12-15 11:15:00,,,High,BOC Gov Poloz Speaks,,,50
207,9.4B,USD,2016-12-15 16:00:00,-32.3B,better,Low,TIC Long-Term Purchases,-26.2B,,50
208,4.30B,EUR,2016-12-16 04:03:00,4.21B,better,Low,Italian Trade Balance,3.67B,,50
209,0.6%,EUR,2016-12-16 05:00:00,0.6%,,Medium,Final CPI y/y,0.6%,,50
210,0.8%,EUR,2016-12-16 05:00:00,0.8%,,Low,Final Core CPI y/y,0.8%,,50
211,19.7B,EUR,2016-12-16 05:00:00,25.2B,worse,Low,Trade Balance,24.4B,worse,50
212,0,GBP,2016-12-16 06:00:00,-5,better,Low,CBI Industrial Order Expectations,-3,,50
213,,GBP,2016-12-16 07:00:00,,,Low,BOE Quarterly Bulletin,,,50
214,15.75B,CAD,2016-12-16 08:30:00,12.35B,better,Medium,Foreign Securities Purchases,11.79B,,50
215,1.20M,USD,2016-12-16 08:30:00,1.24M,worse,High,Building Permits,1.26M,better,50
216,1.09M,USD,2016-12-16 08:30:00,1.23M,worse,Medium,Housing Starts,1.34M,,50
217,No,EUR,2016-12-04 00:00:00,,,High,Italian Constitution Amendment Vote,,,49
218,51.1,AUD,2016-12-04 17:30:00,,,Low,AIG Services Index,50.5,,49
219,0.1%,AUD,2016-12-04 19:00:00,,,Low,MI Inflation Gauge m/m,0.2%,,49
220,2.7%,NZD,2016-12-04 19:00:00,,,Low,ANZ Commodity Prices m/m,0.7%,,49
221,-1.7%,GBP,2016-12-04 19:01:00,,,Low,BRC Shop Price Index y/y,-1.7%,,49
222,1.0%,AUD,2016-12-04 19:30:00,3.1%,worse,Medium,Company Operating Profits q/q,6.5%,worse,49
223,1.7%,AUD,2016-12-04 19:30:00,,,Low,ANZ Job Advertisements m/m,1.0%,,49
224,53.1,CNY,2016-12-04 20:45:00,52.7,better,Medium,Caixin Services PMI,52.4,,49
225,40.9,JPY,2016-12-05 00:00:00,43.8,worse,Low,Consumer Confidence,42.3,,49
226,55.1,EUR,2016-12-05 03:15:00,55.1,,Low,Spanish Services PMI,54.6,,49
227,53.3,EUR,2016-12-05 03:45:00,51.4,better,Low,Italian Services PMI,51.0,,49
228,51.6,EUR,2016-12-05 03:50:00,52.6,worse,Low,French Final Services PMI,52.6,,49
229,55.1,EUR,2016-12-05 03:55:00,55.0,,Low,German Final Services PMI,55.0,,49
230,53.8,EUR,2016-12-05 04:00:00,54.1,,Low,Final Services PMI,54.1,,49
231,10.0,EUR,2016-12-05 04:30:00,14.7,worse,Low,Sentix Investor Confidence,13.1,,49
232,55.2,GBP,2016-12-05 04:30:00,54.2,better,High,Services PMI,54.5,,49
233,1.1%,EUR,2016-12-05 05:00:00,0.9%,better,Low,Retail Sales m/m,-0.4%,worse,49
234,,EUR,2016-12-05 00:00:00,,,Medium,Eurogroup Meetings,,,49
235,,USD,2016-12-05 08:30:00,,,Medium,FOMC Member Dudley Speaks,,,49
236,,EUR,2016-12-05 09:00:00,,,High,ECB President Draghi Speaks,,,49
237,54.6,USD,2016-12-05 09:45:00,54.9,,Low,Final Services PMI,54.7,,49
238,57.2,USD,2016-12-05 10:00:00,55.3,better,High,ISM Non-Manufacturing PMI,54.8,,49
239,1.5,USD,2016-12-05 10:00:00,,,Low,Labor Market Conditions Index m/m,1.4,better,49
240,,GBP,2016-12-05 12:00:00,,,High,BOE Gov Carney Speaks,,,49
241,,USD,2016-12-05 14:05:00,,,Medium,FOMC Member Bullard Speaks,,,49
242,0.1%,JPY,2016-12-05 19:00:00,0.2%,worse,Low,Average Cash Earnings y/y,0.0%,worse,49
243,0.6%,GBP,2016-12-05 19:01:00,,,Low,BRC Retail Sales Monitor y/y,1.7%,,49
244,-11.4B,AUD,2016-12-05 19:30:00,-13.6B,better,Medium,Current Account,-15.9B,worse,49
245,1.50%,AUD,2016-12-05 22:30:00,1.50%,,High,Cash Rate,1.50%,,49
246,,AUD,2016-12-05 22:30:00,,,High,RBA Rate Statement,,,49
247,4.9%,EUR,2016-12-06 02:00:00,0.6%,better,Medium,German Factory Orders m/m,-0.3%,better,49
248,-0.2%,CHF,2016-12-06 03:15:00,-0.1%,worse,Low,CPI m/m,0.1%,,49
249,48.6,EUR,2016-12-06 04:10:00,,,Low,Retail PMI,48.6,,49
250,,GBP,2016-12-06 04:30:00,,,Low,FPC Meeting Minutes,,,49
251,0.3%,EUR,2016-12-06 05:00:00,0.3%,,Low,Revised GDP q/q,0.3%,,49
252,,EUR,2016-12-06 00:00:00,,,Medium,ECOFIN Meetings,,,49
253,1.39|2.0,GBP,2016-12-06 05:40:00,,,Low,10-y Bond Auction,1.38|2.0,,49
254,-1.1B,CAD,2016-12-06 08:30:00,-2.1B,better,High,Trade Balance,-4.4B,worse,49
255,3.1%,USD,2016-12-06 08:30:00,3.2%,,Medium,Revised Nonfarm Productivity q/q,3.1%,,49
256,-42.6B,USD,2016-12-06 08:30:00,-41.5B,worse,Medium,Trade Balance,-36.2B,,49
257,0.7%,USD,2016-12-06 08:30:00,0.4%,better,Low,Revised Unit Labor Costs q/q,0.3%,,49
258,3.5%,NZD,2016-12-06 09:11:00,,,High,GDT Price Index,4.5%,,49
259,56.8,CAD,2016-12-06 10:00:00,59.9,worse,Medium,Ivey PMI,59.7,,49
260,2.7%,USD,2016-12-06 10:00:00,2.5%,better,Medium,Factory Orders m/m,0.6%,better,49
261,54.8,USD,2016-12-06 10:00:00,52.3,better,Low,IBD/TIPP Economic Optimism,51.4,,49
262,,NZD,2016-12-06 17:00:00,,,High,RBNZ Gov Wheeler Speaks,,,49
263,46.6,AUD,2016-12-06 17:30:00,,,Low,AIG Construction Index,45.9,,49
264,-0.5%,AUD,2016-12-06 19:30:00,0.2%,worse,High,GDP q/q,0.6%,better,49
265,101.0%,JPY,2016-12-07 00:00:00,101.6%,worse,Low,Leading Indicators,100.3%,,49
266,0.3%,EUR,2016-12-07 02:00:00,0.9%,worse,Low,German Industrial Production m/m,-1.6%,better,49
267,-5.2B,EUR,2016-12-07 02:45:00,-4.2B,worse,Low,French Trade Balance,-4.8B,,49
268,648B,CHF,2016-12-07 03:00:00,,,Low,Foreign Currency Reserves,630B,,49
269,0.2%,GBP,2016-12-07 03:30:00,0.2%,,Medium,Halifax HPI m/m,1.5%,,49
270,11.6%,EUR,2016-12-07 04:00:00,11.6%,,Low,Italian Quarterly Unemployment Rate,11.6%,worse,49
271,-0.9%,GBP,2016-12-07 04:30:00,0.2%,worse,High,Manufacturing Production m/m,0.6%,,49
272,-1.3%,GBP,2016-12-07 04:30:00,0.2%,worse,Low,Industrial Production m/m,-0.4%,,49
273,1.96|1.7,GBP,2016-12-07 05:33:00,,,Low,30-y Bond Auction,1.49|2.2,,49
274,0.4%,GBP,2016-12-07 09:38:00,,,Low,NIESR GDP Estimate,0.4%,,49
275,,CAD,2016-12-07 10:00:00,,,High,BOC Rate Statement,,,49
276,0.50%,CAD,2016-12-07 10:00:00,0.50%,,High,Overnight Rate,0.50%,,49
277,5.53M,USD,2016-12-07 10:00:00,5.53M,,Medium,JOLTS Job Openings,5.63M,better,49
278,-2.4M,USD,2016-12-07 10:30:00,-1.4M,,High,Crude Oil Inventories,-0.9M,,49
279,,NZD,2016-12-07 15:00:00,,,High,RBNZ Gov Wheeler Speaks,,,49
