,actual,country,date,forecast,forecast_error,impact,new,previous,previous_error,time
39,48.7,CNY,2011-12-29 00:00:00,,,Medium,Caixin Manufacturing PMI,49.0,,10:30pm
40,-0.2%,GBP,2011-12-30 00:00:00,0.2%,worse,Medium,Nationwide HPI m/m,0.4%,,3:00am
41,2.4%,EUR,2011-12-30 00:00:00,2.5%,worse,Low,Spanish Flash CPI y/y,2.9%,,4:00am
42,43.9,EUR,2011-12-30 00:00:00,,,Low,Retail PMI,46.0,,5:00am
43,-8.6B,GBP,2011-12-30 00:00:00,-7.3B,worse,Low,Housing Equity Withdrawal q/q,-9.6B,worse,5:30am
44,,EUR,2011-12-30 00:00:00,,,Low,German Buba Monthly Report,,,7:00am
45,50.3,CNY,2011-12-31 00:00:00,49.3,better,High,Manufacturing PMI,49.0,,9:00pm
46,101.3,NZD,2011-12-18 00:00:00,,,Low,Westpac Consumer Sentiment,112.0,,5:00pm
47,-2.7%,GBP,2011-12-18 00:00:00,,,Medium,Rightmove HPI m/m,-3.1%,,7:47pm
48,16.9,NZD,2011-12-18 00:00:00,,,High,ANZ Business Confidence,18.3,,8:00pm
49,,GBP,2011-12-18 00:00:00,,,Low,BOE Quarterly Bulletin,,,8:01pm
50,-7.5B,EUR,2011-12-19 00:00:00,-2.1B,worse,Medium,Current Account,2.2B,better,5:00am
51,-1.08B,EUR,2011-12-19 00:00:00,-0.97B,worse,Low,Italian Trade Balance,-1.88B,,5:00am
52,,EUR,2011-12-19 00:00:00,,,Low,ECB Financial Stability Review,,,7:00am
53,0.9%,CAD,2011-12-19 00:00:00,0.3%,better,Medium,Wholesale Sales m/m,0.5%,better,9:30am
54,21,USD,2011-12-19 00:00:00,21,,Low,NAHB Housing Market Index,19,worse,11:00am
55,,EUR,2011-12-19 00:00:00,,,High,ECB President Draghi Speaks,,,11:30am
56,0.6%,AUD,2011-12-19 00:00:00,,,Medium,CB Leading Index m/m,0.6%,better,7:00pm
57,40,GBP,2011-12-19 00:00:00,34,better,Medium,Nationwide Consumer Confidence,36,,8:01pm
58,,AUD,2011-12-19 00:00:00,,,High,Monetary Policy Meeting Minutes,,,8:30pm
59,0.8%,JPY,2011-12-20 00:00:00,1.2%,worse,Low,All Industries Activity m/m,-0.7%,better,12:30am
60,3.00B,CHF,2011-12-20 00:00:00,2.47B,better,Medium,Trade Balance,2.16B,,3:00am
61,5.6,EUR,2011-12-20 00:00:00,5.5,,Medium,German GfK Consumer Climate,5.6,,3:00am
62,0.1%,EUR,2011-12-20 00:00:00,0.1%,,Medium,German PPI m/m,0.2%,,3:00am
63,107.2,EUR,2011-12-20 00:00:00,106.2,better,High,German Ifo Business Climate,106.6,,5:00am
64,9,GBP,2011-12-20 00:00:00,-14,better,Medium,CBI Realized Sales,-19,,7:00am
65,0.1%,CAD,2011-12-20 00:00:00,0.2%,worse,High,Core CPI m/m,0.3%,,8:00am
66,0.1%,CAD,2011-12-20 00:00:00,0.2%,worse,Medium,CPI m/m,0.2%,,8:00am
67,-1.4%,NZD,2011-12-20 00:00:00,,,Low,GDT Price Index,3.5%,,9:30am
68,0.68M,USD,2011-12-20 00:00:00,0.63M,better,High,Building Permits,0.64M,,9:30am
69,0.69M,USD,2011-12-20 00:00:00,0.64M,better,Medium,Housing Starts,0.63M,,9:30am
70,-4.60B,NZD,2011-12-20 00:00:00,-3.62B,worse,High,Current Account,-0.84B,,5:45pm
71,-11.6%,NZD,2011-12-20 00:00:00,,,Low,Visitor Arrivals m/m,-8.2%,worse,5:49pm
72,0.1%,AUD,2011-12-20 00:00:00,,,Medium,MI Leading Index m/m,-0.3%,,7:30pm
73,-0.54T,JPY,2011-12-20 00:00:00,-0.28T,worse,Medium,Trade Balance,-0.50T,,7:50pm
74,-33,GBP,2011-12-20 00:00:00,-31,worse,Medium,GfK Consumer Confidence,-31,,8:01pm
75,3.2%,NZD,2011-12-20 00:00:00,,,Low,Credit Card Spending y/y,7.8%,,10:00pm
76,,JPY,2011-12-20 00:00:00,,,High,Monetary Policy Statement,,,11:16pm
77,<0.10%,JPY,2011-12-20 00:00:00,<0.10%,,High,Overnight Call Rate,<0.10%,,11:16pm
78,,JPY,2011-12-21 00:00:00,,,High,BOJ Press Conference,,,3:11am
79,0.4%,EUR,2011-12-21 00:00:00,0.6%,worse,Low,German Import Prices m/m,-0.3%,,3:19am
80,-0.2%,EUR,2011-12-21 00:00:00,0.0%,worse,Low,Italian Prelim GDP q/q,0.3%,,5:00am
81,0-0-9,GBP,2011-12-21 00:00:00,0-0-9,,High,MPC Asset Purchase Facility Votes,0-0-9,,5:30am
82,0-0-9,GBP,2011-12-21 00:00:00,0-0-9,,High,MPC Official Bank Rate Votes,0-0-9,,5:30am
83,15.2B,GBP,2011-12-21 00:00:00,15.5B,,High,Public Sector Net Borrowing,3.0B,better,5:30am
84,489B,EUR,2011-12-21 00:00:00,,,High,Long Term Refinancing Operation,,,6:15am
85,0.7%,CAD,2011-12-21 00:00:00,0.3%,better,High,Core Retail Sales m/m,0.4%,worse,9:30am
86,1.0%,CAD,2011-12-21 00:00:00,0.4%,better,Medium,Retail Sales m/m,1.0%,,9:30am
87,-10.6,EUR,2011-12-21 00:00:00,-11.8,better,Medium,Belgian NBB Business Climate,-12.2,,10:00am
88,-21,EUR,2011-12-21 00:00:00,-21,,Low,Consumer Confidence,-20,,11:00am
89,4.42M,USD,2011-12-21 00:00:00,5.04M,worse,High,Existing Home Sales,4.25M,worse,11:00am
90,-10.6M,USD,2011-12-21 00:00:00,-2.8M,,Medium,Crude Oil Inventories,-1.9M,,11:30am
91,0.8%,NZD,2011-12-21 00:00:00,0.6%,better,High,GDP q/q,0.1%,,5:45pm
92,,JPY,2011-12-22 00:00:00,,,Medium,BOJ Gov Shirakawa Speaks,,,12:30am
93,,JPY,2011-12-22 00:00:00,,,Medium,BOJ Monthly Report,,,1:00am
94,0.1%,EUR,2011-12-22 00:00:00,-0.2%,better,Low,Italian Retail Sales m/m,-0.3%,better,5:00am
95,-15.2B,GBP,2011-12-22 00:00:00,-5.6B,worse,High,Current Account,-7.4B,worse,5:30am
96,0.6%,GBP,2011-12-22 00:00:00,0.5%,better,Medium,Final GDP q/q,0.5%,,5:30am
97,0.3%,GBP,2011-12-22 00:00:00,-1.3%,better,Low,Revised Business Investment q/q,-1.4%,,5:30am
98,364K,USD,2011-12-22 00:00:00,376K,better,High,Unemployment Claims,368K,,9:30am
99,1.8%,USD,2011-12-22 00:00:00,2.0%,worse,Medium,Final GDP q/q,2.0%,,9:30am
100,2.6%,USD,2011-12-22 00:00:00,2.5%,,Low,Final GDP Price Index q/q,2.5%,,9:30am
101,69.9,USD,2011-12-22 00:00:00,68.1,better,Medium,Revised UoM Consumer Sentiment,67.7,,10:55am
102,3.1%,USD,2011-12-22 00:00:00,,,Low,Revised UoM Inflation Expectations,3.1%,,10:55am
103,0.5%,USD,2011-12-22 00:00:00,0.3%,better,Low,CB Leading Index m/m,0.9%,,11:00am
104,-0.2%,USD,2011-12-22 00:00:00,0.3%,worse,Low,HPI m/m,0.4%,worse,11:00am
105,-100B,USD,2011-12-22 00:00:00,-103B,,Low,Natural Gas Storage,-102B,,11:30am
106,,EUR,2011-12-22 00:00:00,,,High,ECB President Draghi Speaks,,,12:00pm
107,,USD,2011-12-22 00:00:00,,,Low,President Obama Speaks,,,2:00pm
108,,JPY,2011-12-22 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
109,,CHF,2011-12-23 00:00:00,,,Low,SNB Quarterly Bulletin,,,4:30am
110,34.7K,GBP,2011-12-23 00:00:00,36.3K,worse,Medium,High Street Lending,35.2K,,5:30am
111,0.2%,GBP,2011-12-23 00:00:00,0.3%,worse,Low,Index of Services 3m/3m,0.7%,better,5:30am
112,0.0%,CAD,2011-12-23 00:00:00,0.1%,worse,High,GDP m/m,0.2%,,9:30am
113,0.3%,USD,2011-12-23 00:00:00,0.5%,worse,High,Core Durable Goods Orders m/m,1.5%,better,9:30am
114,0.1%,USD,2011-12-23 00:00:00,0.1%,,Medium,Core PCE Price Index m/m,0.1%,,9:30am
115,3.8%,USD,2011-12-23 00:00:00,2.2%,better,Medium,Durable Goods Orders m/m,0.0%,better,9:30am
116,0.1%,USD,2011-12-23 00:00:00,0.3%,worse,Medium,Personal Spending m/m,0.1%,,9:30am
117,0.1%,USD,2011-12-23 00:00:00,0.3%,worse,Low,Personal Income m/m,0.4%,,9:30am
118,315K,USD,2011-12-23 00:00:00,314K,,High,New Home Sales,310K,better,11:00am
119,,USD,2011-12-23 00:00:00,,,Low,President Obama Speaks,,,1:15pm
120,1.7%,JPY,2011-12-11 00:00:00,1.5%,better,Low,PPI y/y,1.6%,,7:50pm
121,0.7%,AUD,2011-12-11 00:00:00,0.1%,better,High,Home Loans m/m,1.9%,worse,8:30pm
122,1.60B,AUD,2011-12-11 00:00:00,2.03B,worse,High,Trade Balance,2.25B,worse,8:30pm
123,38.1,JPY,2011-12-12 00:00:00,38.5,worse,Low,Consumer Confidence,38.6,,1:00am
124,15.9%,JPY,2011-12-12 00:00:00,,,Low,Prelim Machine Tool Orders y/y,26.0%,,2:00am
125,0.7%,EUR,2011-12-12 00:00:00,0.2%,better,Low,German WPI m/m,-1.0%,,3:00am
126,4.02M,CHF,2011-12-12 00:00:00,4.11M,worse,Low,Employment Level,4.11M,,Q2 Data
127,4.05M,CHF,2011-12-12 00:00:00,4.03M,,Medium,Employment Level,4.02M,,4:15am
128,,GBP,2011-12-12 00:00:00,,,High,BOE Gov King Speaks,,,9:00am
129,,CAD,2011-12-12 00:00:00,,,Medium,BOC Gov Carney Speaks,,,2:10pm
130,-137.3B,USD,2011-12-12 00:00:00,-138.5B,,Medium,Federal Budget Balance,-98.5B,,3:00pm
131,0.2%,NZD,2011-12-12 00:00:00,,,Low,FPI m/m,-1.3%,,5:45pm
132,0.6%,JPY,2011-12-12 00:00:00,0.5%,,Medium,Tertiary Industry Activity m/m,-0.7%,,7:50pm
133,-17%,GBP,2011-12-12 00:00:00,-25%,better,Medium,RICS House Price Balance,-24%,,8:01pm
134,2,AUD,2011-12-12 00:00:00,,,Medium,NAB Business Confidence,2,,8:30pm
135,-6.8%,AUD,2011-12-12 00:00:00,-1.0%,worse,Low,Housing Starts q/q,-4.1%,better,8:30pm
136,0.3%,EUR,2011-12-13 00:00:00,0.3%,,Low,French Final CPI m/m,0.2%,,2:30am
137,,CHF,2011-12-13 00:00:00,,,Medium,SECO Economic Forecasts,,,2:45am
138,4.8%,GBP,2011-12-13 00:00:00,4.8%,,High,CPI y/y,5.0%,,5:30am
139,5.2%,GBP,2011-12-13 00:00:00,5.1%,better,Medium,RPI y/y,5.4%,,5:30am
140,3.2%,GBP,2011-12-13 00:00:00,3.3%,worse,Low,Core CPI y/y,3.4%,,5:30am
141,-0.4%,GBP,2011-12-13 00:00:00,-0.9%,better,Low,ONS HPI y/y,-1.4%,,5:30am
142,-53.8,EUR,2011-12-13 00:00:00,-56.1,better,High,German ZEW Economic Sentiment,-55.2,,6:00am
143,-54.1,EUR,2011-12-13 00:00:00,-60.3,better,Medium,ZEW Economic Sentiment,-59.1,,6:00am
144,92.0,USD,2011-12-13 00:00:00,91.6,,Low,NFIB Small Business Index,90.2,,8:30am
145,0.2%,USD,2011-12-13 00:00:00,0.5%,worse,High,Core Retail Sales m/m,0.6%,,9:30am
146,0.2%,USD,2011-12-13 00:00:00,0.6%,worse,High,Retail Sales m/m,0.6%,better,9:30am
147,0.8%,USD,2011-12-13 00:00:00,0.7%,worse,Medium,Business Inventories m/m,0.0%,,11:00am
148,42.8,USD,2011-12-13 00:00:00,42.5,,Low,IBD/TIPP Economic Optimism,40.6,,11:00am
149,3.27M,USD,2011-12-13 00:00:00,,,Low,JOLTS Job Openings,3.38M,,11:00am
150,2.02|3.5,USD,2011-12-13 00:00:00,,,Medium,10-y Bond Auction,2.03|2.6,,2:00pm
151,,USD,2011-12-13 00:00:00,,,High,FOMC Statement,,,3:13pm
152,<0.25%,USD,2011-12-13 00:00:00,<0.25%,,Medium,Federal Funds Rate,<0.25%,,3:13pm
153,-8.3%,AUD,2011-12-13 00:00:00,,,Medium,Westpac Consumer Sentiment,6.3%,,7:30pm
154,,AUD,2011-12-13 00:00:00,,,Medium,RBA Deputy Gov Battellino Speaks,,,9:30pm
155,-0.1%,CNY,2011-12-13 00:00:00,,,Low,CB Leading Index m/m,0.4%,,10:00pm
156,2.2%,JPY,2011-12-14 00:00:00,2.4%,worse,Low,Revised Industrial Production m/m,2.4%,,12:30am
157,562B,CNY,2011-12-14 00:00:00,552B,better,Medium,New Loans,587B,,3:05am
158,12.7%,CNY,2011-12-14 00:00:00,12.7%,,Low,M2 Money Supply y/y,12.9%,,3:05am
159,-0.8%,CHF,2011-12-14 00:00:00,-0.2%,worse,Medium,PPI m/m,-0.2%,,4:15am
160,,All,2011-12-14 00:00:00,,,Low,OPEC Meetings,,,12:00am
161,3.0K,GBP,2011-12-14 00:00:00,16.1K,better,High,Claimant Count Change,2.5K,better,5:30am
162,8.3%,GBP,2011-12-14 00:00:00,8.4%,better,Medium,Unemployment Rate,8.3%,,5:30am
163,2.0%,GBP,2011-12-14 00:00:00,2.0%,,Low,Average Earnings Index 3m/y,2.3%,,5:30am
164,-72.0,CHF,2011-12-14 00:00:00,,,Medium,Credit Suisse Economic Expectations,-64.3,,6:00am
165,-0.1%,EUR,2011-12-14 00:00:00,0.1%,worse,Medium,Industrial Production m/m,-2.0%,,6:00am
166,2.21|1.8,GBP,2011-12-14 00:00:00,,,Medium,10-y Bond Auction,2.38|1.6,,6:36am
167,0.8%,CAD,2011-12-14 00:00:00,0.3%,better,Medium,Leading Index m/m,0.3%,better,9:30am
168,-0.8%,CAD,2011-12-14 00:00:00,0.0%,worse,Medium,Manufacturing Sales m/m,2.6%,,9:30am
169,3.3%,CAD,2011-12-14 00:00:00,1.8%,better,Low,New Motor Vehicle Sales m/m,1.5%,,9:30am
170,0.7%,USD,2011-12-14 00:00:00,1.0%,worse,Medium,Import Prices m/m,-0.5%,,9:30am
171,-1.9M,USD,2011-12-14 00:00:00,-2.2M,,Medium,Crude Oil Inventories,1.3M,,11:30am
172,2.93|3.0,USD,2011-12-14 00:00:00,,,Low,30-y Bond Auction,3.20|2.4,,2:00pm
173,45.7,NZD,2011-12-14 00:00:00,,,Low,Business NZ Manufacturing Index,46.6,,5:20pm
174,-4,JPY,2011-12-14 00:00:00,-2,worse,Medium,Tankan Manufacturing Index,2,,7:50pm
175,4,JPY,2011-12-14 00:00:00,1,better,Medium,Tankan Non-Manufacturing Index,1,,7:50pm
176,2.4%,AUD,2011-12-14 00:00:00,,,Medium,MI Inflation Expectations,2.5%,,7:58pm
177,-0.7%,AUD,2011-12-14 00:00:00,,,Medium,New Motor Vehicle Sales m/m,1.0%,,8:30pm
178,,AUD,2011-12-14 00:00:00,,,Low,RBA Bulletin,,,8:30pm
179,13.2%,CNY,2011-12-14 00:00:00,,,Low,Foreign Direct Investment ytd/y,15.9%,,10:00pm
180,49.0,CNY,2011-12-14 00:00:00,,,High,Caixin Flash Manufacturing PMI,47.7,,10:30pm
181,48.7,EUR,2011-12-15 00:00:00,47.1,better,Medium,French Flash Manufacturing PMI,47.3,,4:00am
182,50.2,EUR,2011-12-15 00:00:00,49.1,better,Medium,French Flash Services PMI,49.6,,4:00am
183,-1.4%,CHF,2011-12-15 00:00:00,-0.7%,worse,Medium,Industrial Production q/q,2.9%,worse,4:15am
184,<0.25%,CHF,2011-12-15 00:00:00,<0.25%,,High,Libor Rate,<0.25%,,4:30am
185,,CHF,2011-12-15 00:00:00,,,High,SNB Monetary Policy Assessment,,,4:30am
186,,CHF,2011-12-15 00:00:00,,,High,SNB Press Conference,,,4:30am
187,48.1,EUR,2011-12-15 00:00:00,47.6,better,Medium,German Flash Manufacturing PMI,47.9,,4:30am
188,52.7,EUR,2011-12-15 00:00:00,50.1,better,Medium,German Flash Services PMI,50.3,worse,4:30am
189,,EUR,2011-12-15 00:00:00,,,Medium,ECB Monthly Bulletin,,,5:00am
190,46.9,EUR,2011-12-15 00:00:00,46.1,better,Medium,Flash Manufacturing PMI,46.4,,5:00am
191,48.3,EUR,2011-12-15 00:00:00,47.1,better,Medium,Flash Services PMI,47.5,,5:00am
192,-0.4%,GBP,2011-12-15 00:00:00,-0.3%,worse,High,Retail Sales m/m,1.0%,better,5:30am
193,4.1%,GBP,2011-12-15 00:00:00,,,Medium,Consumer Inflation Expectations,4.2%,,5:30am
194,5.55|2.2,EUR,2011-12-15 00:00:00,,,Medium,Spanish 10-y Bond Auction,6.98|1.5,,6:00am
195,3.0%,EUR,2011-12-15 00:00:00,3.0%,,Medium,Final CPI y/y,3.0%,,6:00am
196,1.6%,EUR,2011-12-15 00:00:00,1.7%,worse,Medium,Final Core CPI y/y,1.6%,,6:00am
197,-0.1%,EUR,2011-12-15 00:00:00,0.2%,worse,Low,Employment Change q/q,0.2%,worse,6:00am
198,-23,GBP,2011-12-15 00:00:00,-20,worse,Medium,CBI Industrial Order Expectations,-19,,7:00am
199,,EUR,2011-12-15 00:00:00,,,High,ECB President Draghi Speaks,,,7:25am
200,81.3%,CAD,2011-12-15 00:00:00,79.2%,better,Medium,Capacity Utilization Rate,79.9%,better,9:30am
201,0.3%,USD,2011-12-15 00:00:00,0.3%,,High,PPI m/m,-0.3%,,9:30am
202,366K,USD,2011-12-15 00:00:00,389K,better,High,Unemployment Claims,385K,,9:30am
203,0.1%,USD,2011-12-15 00:00:00,0.2%,worse,Medium,Core PPI m/m,0.0%,,9:30am
204,-110B,USD,2011-12-15 00:00:00,-108B,,Medium,Current Account,-125B,worse,9:30am
205,9.5,USD,2011-12-15 00:00:00,3.1,better,Medium,Empire State Manufacturing Index,0.6,,9:30am
206,4.8B,USD,2011-12-15 00:00:00,53.4B,worse,High,TIC Long-Term Purchases,68.3B,,10:00am
207,77.8%,USD,2011-12-15 00:00:00,77.9%,,Medium,Capacity Utilization Rate,78.0%,better,10:15am
208,-0.2%,USD,2011-12-15 00:00:00,0.3%,worse,Medium,Industrial Production m/m,0.7%,,10:15am
209,10.3,USD,2011-12-15 00:00:00,5.1,better,High,Philly Fed Manufacturing Index,3.6,,11:00am
210,-102B,USD,2011-12-15 00:00:00,-89B,,Low,Natural Gas Storage,-20B,,11:30am
211,,EUR,2011-12-16 00:00:00,,,Medium,ECB President Draghi Speaks,,,4:30am
212,0.3B,EUR,2011-12-16 00:00:00,1.3B,worse,Low,Trade Balance,2.2B,,6:00am
213,2.03B,CAD,2011-12-16 00:00:00,8.23B,worse,Medium,Foreign Securities Purchases,7.35B,,9:30am
214,0.2%,USD,2011-12-16 00:00:00,0.1%,better,High,Core CPI m/m,0.1%,,9:30am
215,0.0%,USD,2011-12-16 00:00:00,0.1%,worse,Medium,CPI m/m,-0.1%,,9:30am
216,,USD,2011-12-16 00:00:00,,,Medium,FOMC Member Evans Speaks,,,12:15pm
217,,USD,2011-12-16 00:00:00,,,Medium,FOMC Member Fisher Speaks,,,1:00pm
218,47.7,AUD,2011-12-04 00:00:00,,,Medium,AIG Services Index,48.8,,6:22pm
219,-0.1%,AUD,2011-12-04 00:00:00,,,Low,MI Inflation Gauge m/m,0.1%,,7:30pm
220,0.0%,AUD,2011-12-04 00:00:00,,,High,ANZ Job Advertisements m/m,-0.6%,,8:30pm
221,4.8%,AUD,2011-12-04 00:00:00,3.1%,better,Medium,Company Operating Profits q/q,7.3%,better,8:30pm
222,52.5,CNY,2011-12-04 00:00:00,,,Low,Caixin Services PMI,54.1,,10:30pm
223,36.8,EUR,2011-12-05 00:00:00,,,Low,Spanish Services PMI,41.8,,4:15am
224,45.8,EUR,2011-12-05 00:00:00,44.1,better,Low,Italian Services PMI,43.9,,4:45am
225,49.6,EUR,2011-12-05 00:00:00,49.3,,Low,French Final Services PMI,49.3,,4:50am
226,50.3,EUR,2011-12-05 00:00:00,51.4,worse,Low,German Final Services PMI,51.4,,4:55am
227,47.5,EUR,2011-12-05 00:00:00,47.8,,Low,Final Services PMI,47.8,,5:00am
228,-24.0,EUR,2011-12-05 00:00:00,-21.4,worse,Medium,Sentix Investor Confidence,-21.2,,5:30am
229,52.1,GBP,2011-12-05 00:00:00,50.6,better,High,Services PMI,51.3,,5:30am
230,0.4%,EUR,2011-12-05 00:00:00,0.2%,better,Medium,Retail Sales m/m,-0.6%,better,6:00am
231,52.0,USD,2011-12-05 00:00:00,53.6,worse,High,ISM Non-Manufacturing PMI,52.9,,11:00am
232,-0.4%,USD,2011-12-05 00:00:00,-0.2%,worse,Medium,Factory Orders m/m,-0.1%,worse,11:00am
233,,USD,2011-12-05 00:00:00,,,Medium,FOMC Member Evans Speaks,,,1:10pm
234,-1.6%,GBP,2011-12-05 00:00:00,,,Medium,BRC Retail Sales Monitor y/y,-0.6%,,8:00pm
235,-5.6B,AUD,2011-12-05 00:00:00,-5.5B,,Medium,Current Account,-6.7B,better,8:30pm
236,4.25%,AUD,2011-12-05 00:00:00,4.25%,,High,Cash Rate,4.50%,,11:30pm
237,,AUD,2011-12-05 00:00:00,,,High,RBA Rate Statement,,,11:30pm
238,229B,CHF,2011-12-06 00:00:00,,,High,Foreign Currency Reserves,245B,,4:00am
239,-0.9%,GBP,2011-12-06 00:00:00,-0.6%,worse,High,Halifax HPI m/m,1.2%,,4:00am
240,-0.2%,CHF,2011-12-06 00:00:00,0.1%,worse,High,CPI m/m,-0.1%,,4:15am
241,,GBP,2011-12-06 00:00:00,,,Low,FPC Meeting Minutes,,,5:30am
242,0.2%,EUR,2011-12-06 00:00:00,0.2%,,Low,Revised GDP q/q,0.2%,,6:00am
243,3.29|2.0,GBP,2011-12-06 00:00:00,,,Low,30-y Bond Auction,4.18|2.0,,6:39am
244,5.2%,EUR,2011-12-06 00:00:00,0.9%,better,Medium,German Factory Orders m/m,-4.6%,worse,7:00am
245,11.9%,CAD,2011-12-06 00:00:00,2.3%,better,High,Building Permits m/m,-4.1%,better,9:30am
246,3.5%,NZD,2011-12-06 00:00:00,,,Low,GDT Price Index,3.2%,,9:30am
247,,CAD,2011-12-06 00:00:00,,,High,BOC Rate Statement,,,10:00am
248,1.00%,CAD,2011-12-06 00:00:00,1.00%,,High,Overnight Rate,1.00%,,10:00am
249,59.9,CAD,2011-12-06 00:00:00,55.2,better,High,Ivey PMI,54.4,,11:00am
250,,USD,2011-12-06 00:00:00,,,Low,FOMC Member Tarullo Speaks,,,11:00am
251,39.6,AUD,2011-12-06 00:00:00,,,Low,AIG Construction Index,34.7,,6:21pm
252,2.0%,GBP,2011-12-06 00:00:00,,,Low,BRC Shop Price Index y/y,2.1%,,8:00pm
253,1.0%,AUD,2011-12-06 00:00:00,1.0%,,High,GDP q/q,1.4%,better,8:30pm
254,91.5%,JPY,2011-12-07 00:00:00,91.8%,,Low,Leading Indicators,91.6%,,1:00am
255,3.0%,CHF,2011-12-07 00:00:00,3.1%,better,Low,Unemployment Rate,3.0%,,2:45am
256,-6.2B,EUR,2011-12-07 00:00:00,-5.9B,worse,Low,French Trade Balance,-6.6B,worse,3:45am
257,-0.9%,EUR,2011-12-07 00:00:00,-0.3%,worse,Low,Italian Industrial Production m/m,-4.6%,better,5:00am
258,-0.7%,GBP,2011-12-07 00:00:00,-0.1%,worse,High,Manufacturing Production m/m,0.1%,worse,5:30am
259,-0.7%,GBP,2011-12-07 00:00:00,-0.3%,worse,Low,Industrial Production m/m,0.0%,,5:30am
260,0.8%,EUR,2011-12-07 00:00:00,0.3%,better,Medium,German Industrial Production m/m,-2.8%,,7:00am
261,,USD,2011-12-07 00:00:00,,,Low,FOMC Member Raskin Speaks,,,9:30am
