,actual,country,date,forecast,forecast_error,impact,new,previous,previous_error,time
20,53.3,CNY,2007-01-01 00:00:00,,,Medium,Caixin Manufacturing PMI,52.8,,10:30pm
21,1.8%,AUD,2007-01-02 00:00:00,,,Medium,Commodity Prices y/y,1.6%,,1:30am
22,,CHF,2007-01-02 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
23,49.5,EUR,2007-01-02 00:00:00,,,Low,Spanish Manufacturing PMI,50.7,,4:15am
24,50.7,EUR,2007-01-02 00:00:00,51.2,worse,Low,Italian Manufacturing PMI,51.3,,4:45am
25,52.6,EUR,2007-01-02 00:00:00,52.5,,Low,Final Manufacturing PMI,52.5,,5:00am
26,52.9,GBP,2007-01-02 00:00:00,53.9,worse,Medium,Manufacturing PMI,54.3,,5:30am
27,4.35|1.2,EUR,2007-01-02 00:00:00,,,Low,German 10-y Bond Auction,4.19|2.0,,6:07am
28,47.7,USD,2007-01-02 00:00:00,50.7,worse,High,ISM Manufacturing PMI,50.8,,11:00am
29,0.1%,USD,2007-01-02 00:00:00,-0.4%,better,Low,Construction Spending m/m,-0.4%,better,11:00am
30,68.0,USD,2007-01-02 00:00:00,65.0,better,Low,ISM Manufacturing Prices,67.5,,11:00am
31,,USD,2007-01-02 00:00:00,,,High,FOMC Meeting Minutes,,,3:00pm
32,,JPY,2007-01-02 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
33,58.8,CNY,2007-01-02 00:00:00,,,Low,Non-Manufacturing PMI,54.1,,9:00pm
34,35.1K,EUR,2007-01-03 00:00:00,,,Low,Spanish Unemployment Change,45.9K,,4:00am
35,61.3,CHF,2007-01-03 00:00:00,61.5,,Medium,Manufacturing PMI,63.4,,4:30am
36,-70K,EUR,2007-01-03 00:00:00,-69K,,Medium,German Unemployment Change,-52K,,4:55am
37,12.3%,EUR,2007-01-03 00:00:00,12.3%,,Low,M3 Money Supply y/y,12.3%,,5:00am
38,11.0%,EUR,2007-01-03 00:00:00,11.2%,worse,Low,Private Loans y/y,11.2%,,5:00am
39,,GBP,2007-01-03 00:00:00,,,Medium,BOE Credit Conditions Survey,,,5:30am
40,56.0,GBP,2007-01-03 00:00:00,53.8,better,Low,Construction PMI,54.3,,5:30am
41,4.31|2.5,EUR,2007-01-03 00:00:00,,,Low,French 10-y Bond Auction,4.25|2.9,,6:02am
42,-4.7%,USD,2007-01-03 00:00:00,,,Low,Challenger Job Cuts y/y,-8.8%,,8:30am
43,40K,USD,2007-01-03 00:00:00,45K,,High,ADP Non-Farm Employment Change,173K,worse,9:15am
44,336K,USD,2007-01-03 00:00:00,345K,better,Medium,Unemployment Claims,357K,worse,9:30am
45,1.5%,USD,2007-01-03 00:00:00,0.5%,better,Medium,Factory Orders m/m,0.7%,better,11:00am
46,-4.0M,USD,2007-01-03 00:00:00,-2.3M,,Low,Crude Oil Inventories,-3.3M,,11:30am
47,16.2M,USD,2007-01-03 00:00:00,16.0M,better,Low,Total Vehicle Sales,16.2M,,12:00am
48,56.9,AUD,2007-01-03 00:00:00,,,Low,AIG Services Index,56.4,,6:30pm
49,0.2%,CHF,2007-01-04 00:00:00,0.1%,better,High,CPI m/m,0.5%,,2:45am
50,51.0,EUR,2007-01-04 00:00:00,,,Low,Spanish Services PMI,50.7,,4:15am
51,49.7,EUR,2007-01-04 00:00:00,50.7,worse,Low,Italian Services PMI,50.8,,4:45am
52,53.1,EUR,2007-01-04 00:00:00,53.2,,Low,Final Services PMI,53.2,,5:00am
53,52.4,GBP,2007-01-04 00:00:00,51.6,better,Medium,Services PMI,51.9,,5:30am
54,83K,GBP,2007-01-04 00:00:00,84K,,Low,Mortgage Approvals,89K,,5:30am
55,8.9B,GBP,2007-01-04 00:00:00,8.2B,better,Low,Net Lending to Individuals m/m,9.0B,better,5:30am
56,3.1%,EUR,2007-01-04 00:00:00,3.1%,,Medium,CPI Flash Estimate y/y,3.1%,better,6:00am
57,0.3%,EUR,2007-01-04 00:00:00,0.3%,,Low,Italian Prelim CPI m/m,0.4%,,6:00am
58,3.4%,CAD,2007-01-04 00:00:00,0.8%,better,Medium,RMPI m/m,0.7%,better,9:30am
59,0.6%,CAD,2007-01-04 00:00:00,0.3%,better,Low,IPPI m/m,-1.2%,worse,9:30am
60,18K,USD,2007-01-04 00:00:00,70K,worse,High,Non-Farm Employment Change,115K,better,9:30am
61,5.0%,USD,2007-01-04 00:00:00,4.8%,worse,High,Unemployment Rate,4.7%,,9:30am
62,0.4%,USD,2007-01-04 00:00:00,0.3%,better,Medium,Average Hourly Earnings m/m,0.4%,worse,9:30am
63,45.9,CAD,2007-01-04 00:00:00,51.5,worse,High,Ivey PMI,58.7,,11:00am
64,53.9,USD,2007-01-04 00:00:00,53.5,better,High,ISM Non-Manufacturing PMI,54.1,,11:00am
65,-87B,USD,2007-01-04 00:00:00,-110B,,Low,Natural Gas Storage,-165B,,11:30am
66,,USD,2007-01-04 00:00:00,,,Medium,FOMC Member Kohn Speaks,,,12:15pm
67,,USD,2007-01-05 00:00:00,,,Medium,FOMC Member Kohn Speaks,,,12:15pm
68,,JPY,2007-12-23 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
69,,EUR,2007-12-24 00:00:00,,,Non-Economic,German Bank Holiday,,,12:00am
70,,NZD,2007-12-24 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
71,,AUD,2007-12-24 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
72,5.2,JPY,2007-12-24 00:00:00,5.4,,Medium,BSI Manufacturing Index,7.7,,7:50pm
73,1.4%,JPY,2007-12-24 00:00:00,1.4%,,Low,SPPI y/y,1.4%,,7:50pm
74,,CHF,2007-12-25 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
75,,EUR,2007-12-25 00:00:00,,,Non-Economic,German Bank Holiday,,,12:00am
76,,EUR,2007-12-25 00:00:00,,,Non-Economic,French Bank Holiday,,,12:00am
77,,EUR,2007-12-25 00:00:00,,,Non-Economic,Italian Bank Holiday,,,12:00am
78,,GBP,2007-12-25 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
79,,CAD,2007-12-25 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
80,,USD,2007-12-25 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
81,,NZD,2007-12-25 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
82,,AUD,2007-12-25 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
83,,JPY,2007-12-25 00:00:00,,,Medium,Monetary Policy Meeting Minutes,,,7:50pm
84,,CHF,2007-12-26 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
85,,EUR,2007-12-26 00:00:00,,,Non-Economic,German Bank Holiday,,,12:00am
86,,EUR,2007-12-26 00:00:00,,,Non-Economic,Italian Bank Holiday,,,12:00am
87,,GBP,2007-12-26 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
88,,CAD,2007-12-26 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
89,-6.1%,USD,2007-12-26 00:00:00,-5.6%,worse,Low,S&P/CS Composite-20 HPI y/y,-4.9%,,10:00am
90,-4,USD,2007-12-26 00:00:00,0,worse,Low,Richmond Manufacturing Index,0,,11:00am
91,-27.0%,JPY,2007-12-27 00:00:00,-28.5%,better,Low,Housing Starts y/y,-35.0%,,1:00am
92,44.8K,GBP,2007-12-27 00:00:00,,,Medium,High Street Lending,44.3K,,5:30am
93,10.5B,GBP,2007-12-27 00:00:00,9.4B,better,Low,Housing Equity Withdrawal q/q,10.1B,,5:30am
94,-0.7%,USD,2007-12-27 00:00:00,0.5%,worse,High,Core Durable Goods Orders m/m,-0.9%,worse,9:30am
95,0.1%,USD,2007-12-27 00:00:00,2.0%,worse,Medium,Durable Goods Orders m/m,-0.4%,,9:30am
96,349K,USD,2007-12-27 00:00:00,340K,worse,Low,Unemployment Claims,348K,,9:30am
97,88.6,USD,2007-12-27 00:00:00,86.5,better,High,CB Consumer Confidence,87.8,better,11:00am
98,-3.3M,USD,2007-12-27 00:00:00,-1.4M,,Low,Crude Oil Inventories,-7.6M,,11:30am
99,52.3,JPY,2007-12-27 00:00:00,,,Low,Final Manufacturing PMI,50.8,,7:15pm
100,0.3%,JPY,2007-12-27 00:00:00,0.3%,,Medium,Tokyo Core CPI y/y,0.1%,,7:30pm
101,-0.6%,JPY,2007-12-27 00:00:00,0.4%,worse,Low,Household Spending y/y,0.6%,,7:30pm
102,0.4%,JPY,2007-12-27 00:00:00,0.3%,better,Low,National Core CPI y/y,0.1%,,7:30pm
103,3.8%,JPY,2007-12-27 00:00:00,4.0%,better,Low,Unemployment Rate,4.0%,,7:30pm
104,-1.6%,JPY,2007-12-27 00:00:00,-1.6%,,Medium,Prelim Industrial Production m/m,1.7%,better,7:50pm
105,1.6%,JPY,2007-12-27 00:00:00,0.9%,better,Medium,Retail Sales y/y,0.8%,,7:50pm
106,-0.2%,JPY,2007-12-27 00:00:00,-0.3%,better,Low,Average Cash Earnings y/y,-0.1%,worse,9:30pm
107,-0.5%,GBP,2007-12-28 00:00:00,-0.4%,,Medium,Nationwide HPI m/m,-0.8%,,3:00am
108,0.5%,EUR,2007-12-28 00:00:00,0.8%,worse,Medium,German Prelim CPI m/m,0.5%,better,12:00am
109,46.0,EUR,2007-12-28 00:00:00,,,Low,Retail PMI,45.9,,5:00am
110,,CHF,2007-12-28 00:00:00,,,Low,SNB Quarterly Bulletin,,,6:00am
111,1.99,CHF,2007-12-28 00:00:00,1.98,,Medium,KOF Economic Barometer,2.02,,6:30am
112,2.13,CHF,2007-12-28 00:00:00,,,Medium,UBS Consumption Indicator,2.21,worse,6:30am
113,4.62|1.3,EUR,2007-12-28 00:00:00,,,Low,Italian 10-y Bond Auction,4.47|1.5,,6:30am
114,56.6,USD,2007-12-28 00:00:00,52.0,better,Medium,Chicago PMI,52.9,,10:45am
115,647K,USD,2007-12-28 00:00:00,718K,worse,High,New Home Sales,711K,worse,11:00am
116,-165B,USD,2007-12-28 00:00:00,-155B,,Low,Natural Gas Storage,-121B,,11:30am
117,1.1%,JPY,2007-12-16 00:00:00,1.2%,,Medium,Tertiary Industry Activity m/m,-1.8%,worse,7:50pm
118,,GBP,2007-12-16 00:00:00,,,Low,BOE Quarterly Bulletin,,,8:01pm
119,-3.2%,GBP,2007-12-16 00:00:00,,,Low,Rightmove HPI m/m,-0.7%,,8:01pm
120,1.3%,AUD,2007-12-16 00:00:00,0.5%,better,Low,Housing Starts q/q,-2.5%,better,8:30pm
121,0.0%,CHF,2007-12-17 00:00:00,-2.0%,better,Medium,Industrial Production q/q,7.0%,better,4:15am
122,52.5,EUR,2007-12-17 00:00:00,52.3,,Medium,Flash Manufacturing PMI,52.8,,5:00am
123,53.2,EUR,2007-12-17 00:00:00,54.0,worse,Low,Flash Services PMI,54.1,better,5:00am
124,,EUR,2007-12-17 00:00:00,,,Medium,German Buba Monthly Report,,,7:00am
125,-24.32B,CAD,2007-12-17 00:00:00,-1.03B,worse,Medium,Foreign Securities Purchases,-5.21B,,9:30am
126,-1.4%,CAD,2007-12-17 00:00:00,-2.0%,better,Low,New Motor Vehicle Sales m/m,-2.7%,worse,9:30am
127,-179B,USD,2007-12-17 00:00:00,-183B,better,Medium,Current Account,-189B,,9:30am
128,10.3,USD,2007-12-17 00:00:00,20.0,worse,Medium,Empire State Manufacturing Index,27.4,,9:30am
129,114.0B,USD,2007-12-17 00:00:00,49.0B,better,High,TIC Long-Term Purchases,15.4B,worse,10:00am
130,19,USD,2007-12-17 00:00:00,19,,Low,NAHB Housing Market Index,19,,2:00pm
131,,AUD,2007-12-17 00:00:00,,,High,Monetary Policy Meeting Minutes,,,8:30pm
132,-2.6%,AUD,2007-12-17 00:00:00,,,Medium,HIA New Home Sales m/m,0.8%,,9:45pm
133,-24.9,NZD,2007-12-17 00:00:00,,,Medium,ANZ Business Confidence,-19.6,,10:00pm
134,6.1%,CHF,2007-12-18 00:00:00,5.1%,better,High,Retail Sales y/y,3.0%,,4:15am
135,2.1%,GBP,2007-12-18 00:00:00,2.2%,worse,High,CPI y/y,2.1%,,5:30am
136,1.4%,GBP,2007-12-18 00:00:00,1.6%,worse,Medium,Core CPI y/y,1.5%,,5:30am
137,4.3%,GBP,2007-12-18 00:00:00,4.2%,better,Low,RPI y/y,4.3%,,5:30am
138,4.0B,EUR,2007-12-18 00:00:00,3.1B,better,Low,Trade Balance,3.6B,worse,6:00am
139,,GBP,2007-12-18 00:00:00,,,High,BOE Gov King Speaks,,,6:35am
140,0.0%,CAD,2007-12-18 00:00:00,0.2%,worse,High,Core CPI m/m,-0.2%,,8:00am
141,0.3%,CAD,2007-12-18 00:00:00,0.2%,better,Medium,CPI m/m,-0.3%,,8:00am
142,0.0%,CAD,2007-12-18 00:00:00,0.1%,worse,Low,Leading Index m/m,0.0%,worse,9:30am
143,1.15M,USD,2007-12-18 00:00:00,1.15M,,High,Building Permits,1.17M,,9:30am
144,1.19M,USD,2007-12-18 00:00:00,1.18M,,Medium,Housing Starts,1.23M,,9:30am
145,2.0%,GBP,2007-12-18 00:00:00,0.0%,better,Low,Revised Business Investment q/q,0.0%,,10:00am
146,,CHF,2007-12-18 00:00:00,,,Medium,Gov Board Member Jordan Speaks,,,12:00pm
147,,CHF,2007-12-18 00:00:00,,,Low,Gov Board Member Hildebrand Speaks,,,1:30pm
148,0.4%,NZD,2007-12-18 00:00:00,,,Low,FPI m/m,0.6%,,5:45pm
149,2.8%,NZD,2007-12-18 00:00:00,,,Low,Visitor Arrivals m/m,-2.5%,,5:45pm
150,0.5%,AUD,2007-12-18 00:00:00,,,Low,MI Leading Index m/m,0.6%,worse,7:30pm
151,1.2%,JPY,2007-12-18 00:00:00,1.0%,better,Low,All Industries Activity m/m,-1.7%,,7:50pm
152,0.8%,EUR,2007-12-19 00:00:00,0.4%,better,Low,German PPI m/m,0.4%,,3:00am
153,,EUR,2007-12-19 00:00:00,,,High,ECB President Trichet Speaks,,,5:00am
154,103.0,EUR,2007-12-19 00:00:00,103.8,worse,High,German Ifo Business Climate,104.2,,5:00am
155,0-9-0,GBP,2007-12-19 00:00:00,0-7-2,worse,High,MPC Official Bank Rate Votes,0-2-7,,5:30am
156,8,GBP,2007-12-19 00:00:00,10,worse,Medium,CBI Realized Sales,13,,7:00am
157,110.0,NZD,2007-12-19 00:00:00,,,Low,Westpac Consumer Sentiment,113.5,,8:00am
158,0.5%,CAD,2007-12-19 00:00:00,0.2%,better,Medium,Wholesale Sales m/m,0.2%,worse,9:30am
159,-7.6M,USD,2007-12-19 00:00:00,-1.5M,,Low,Crude Oil Inventories,-0.7M,,11:30am
160,,CHF,2007-12-19 00:00:00,,,Medium,SNB Chairman Roth Speaks,,,1:15pm
161,,USD,2007-12-19 00:00:00,,,Medium,Treasury Currency Report,,,5:00pm
162,-5.17B,NZD,2007-12-19 00:00:00,-4.92B,worse,High,Current Account,-2.99B,,5:45pm
163,0.89T,JPY,2007-12-19 00:00:00,0.96T,worse,Low,Trade Balance,1.04T,,7:50pm
164,,AUD,2007-12-19 00:00:00,,,Low,RBA Bulletin,,,8:30pm
165,0.50%,JPY,2007-12-19 00:00:00,0.50%,,Medium,Overnight Call Rate,0.50%,,11:51pm
166,,JPY,2007-12-20 00:00:00,,,Low,BOJ Monthly Report,,,2:00am
167,,CHF,2007-12-20 00:00:00,,,Medium,SECO Economic Forecasts,,,2:45am
168,4.5,EUR,2007-12-20 00:00:00,4.1,better,Low,German GfK Consumer Climate,4.4,,3:00am
169,1.89B,CHF,2007-12-20 00:00:00,1.44B,better,Low,Trade Balance,1.40B,worse,3:15am
170,,JPY,2007-12-20 00:00:00,,,High,BOJ Press Conference,,,3:17am
171,0.3%,CHF,2007-12-20 00:00:00,0.2%,better,Medium,PPI m/m,0.2%,,4:15am
172,0.4%,EUR,2007-12-20 00:00:00,0.2%,better,Low,Italian Retail Sales m/m,-0.1%,better,5:00am
173,-20.0B,GBP,2007-12-20 00:00:00,-11.3B,worse,High,Current Account,-13.7B,worse,5:30am
174,0.7%,GBP,2007-12-20 00:00:00,0.7%,,Low,Final GDP q/q,0.7%,,5:30am
175,0.1%,GBP,2007-12-20 00:00:00,0.3%,worse,Low,M4 Money Supply m/m,0.2%,,5:30am
176,11.2B,GBP,2007-12-20 00:00:00,9.0B,worse,Low,Public Sector Net Borrowing,-0.4B,worse,5:30am
177,5.9%,EUR,2007-12-20 00:00:00,5.9%,,Low,Italian Quarterly Unemployment Rate,6.0%,,6:00am
178,4.9%,USD,2007-12-20 00:00:00,4.9%,,Medium,Final GDP q/q,4.9%,,9:30am
179,346K,USD,2007-12-20 00:00:00,335K,worse,Medium,Unemployment Claims,334K,,9:30am
180,1.0%,USD,2007-12-20 00:00:00,0.9%,,Low,Final GDP Price Index q/q,0.9%,,9:30am
181,-1.9,EUR,2007-12-20 00:00:00,0.7,worse,Medium,Belgian NBB Business Climate,1.4,,10:00am
182,-0.4%,USD,2007-12-20 00:00:00,-0.3%,worse,Low,CB Leading Index m/m,-0.5%,,11:00am
183,-121B,USD,2007-12-20 00:00:00,-133B,,Low,Natural Gas Storage,-146B,,11:30am
184,-5.7,USD,2007-12-20 00:00:00,6.2,worse,Medium,Philly Fed Manufacturing Index,8.2,,1:00pm
185,0.5%,NZD,2007-12-20 00:00:00,0.4%,better,High,GDP q/q,0.8%,better,5:45pm
186,0.9%,AUD,2007-12-20 00:00:00,,,Low,CB Leading Index m/m,0.4%,worse,7:00pm
187,1.1%,AUD,2007-12-20 00:00:00,,,Low,New Motor Vehicle Sales m/m,1.0%,,8:30pm
188,9.5%,NZD,2007-12-20 00:00:00,,,Low,Credit Card Spending y/y,7.8%,,10:00pm
189,0.7%,EUR,2007-12-21 00:00:00,0.6%,better,Low,German Import Prices m/m,0.7%,,3:00am
190,-0.1%,EUR,2007-12-21 00:00:00,0.5%,worse,Low,French Consumer Spending m/m,-1.0%,better,3:50am
191,1.3B,EUR,2007-12-21 00:00:00,1.6B,worse,Low,Current Account,1.9B,better,5:00am
192,0.4%,GBP,2007-12-21 00:00:00,0.2%,better,High,Retail Sales m/m,0.0%,better,5:30am
193,0.7%,GBP,2007-12-21 00:00:00,0.7%,,Low,Index of Services 3m/3m,0.8%,worse,5:30am
194,2.5%,EUR,2007-12-21 00:00:00,2.0%,better,Medium,Industrial New Orders m/m,-1.0%,better,6:00am
195,-14,GBP,2007-12-21 00:00:00,-12,worse,Low,GfK Consumer Confidence,-10,,6:30am
196,0.0%,CAD,2007-12-21 00:00:00,0.0%,,High,Core Retail Sales m/m,0.2%,better,9:30am
197,0.2%,CAD,2007-12-21 00:00:00,0.1%,better,High,GDP m/m,0.1%,,9:30am
198,0.1%,CAD,2007-12-21 00:00:00,-0.3%,better,Medium,Retail Sales m/m,-0.2%,,9:30am
199,0.2%,USD,2007-12-21 00:00:00,0.2%,,Medium,Core PCE Price Index m/m,0.2%,,9:30am
200,1.1%,USD,2007-12-21 00:00:00,0.7%,better,Medium,Personal Spending m/m,0.4%,better,9:30am
201,0.4%,USD,2007-12-21 00:00:00,0.5%,worse,Low,Personal Income m/m,0.2%,,9:30am
202,75.5,USD,2007-12-21 00:00:00,75.0,,Medium,Revised UoM Consumer Sentiment,74.5,,11:00am
203,3.4%,USD,2007-12-21 00:00:00,,,Low,Revised UoM Inflation Expectations,3.5%,,11:00am
204,,CAD,2007-12-21 00:00:00,,,Low,BOC Financial System Review,,,11:30am
205,12.7%,JPY,2007-12-09 00:00:00,6.1%,better,Medium,Core Machinery Orders m/m,-7.6%,,7:50pm
206,0.6%,JPY,2007-12-09 00:00:00,,,Low,Bank Lending y/y,0.7%,,7:50pm
207,2.0%,JPY,2007-12-09 00:00:00,1.9%,better,Low,M2 Money Stock y/y,1.9%,,7:50pm
208,0.7%,AUD,2007-12-09 00:00:00,,,Medium,ANZ Job Advertisements m/m,2.7%,,8:30pm
209,-0.7%,AUD,2007-12-09 00:00:00,1.0%,worse,Medium,Home Loans m/m,-2.0%,better,8:30pm
210,87B,CNY,2007-12-09 00:00:00,,,Medium,New Loans,136B,,10:00pm
211,4.6%,CNY,2007-12-09 00:00:00,3.5%,better,Medium,PPI y/y,3.2%,,10:00pm
212,18.5%,CNY,2007-12-09 00:00:00,18.8%,worse,Low,M2 Money Supply y/y,18.5%,,10:00pm
213,38.8,JPY,2007-12-10 00:00:00,41.1,worse,Low,Economy Watchers Sentiment,41.5,,1:00am
214,18.2B,EUR,2007-12-10 00:00:00,17.0B,better,Low,German Trade Balance,17.8B,,3:00am
215,2.1%,EUR,2007-12-10 00:00:00,0.4%,better,Medium,French Industrial Production m/m,-1.2%,worse,3:45am
216,-0.3%,EUR,2007-12-10 00:00:00,0.4%,worse,Low,Italian Industrial Production m/m,-1.2%,worse,5:00am
217,11.9,EUR,2007-12-10 00:00:00,12.5,worse,Low,Sentix Investor Confidence,14.0,,5:30am
218,1.7%,GBP,2007-12-10 00:00:00,1.4%,better,High,PPI Input m/m,1.8%,,5:30am
219,11.3%,GBP,2007-12-10 00:00:00,10.8%,better,Low,ONS HPI y/y,10.8%,,5:30am
220,0.5%,GBP,2007-12-10 00:00:00,0.3%,better,Low,PPI Output m/m,0.6%,,5:30am
221,228K,CAD,2007-12-10 00:00:00,220K,better,High,Housing Starts,228K,better,9:15am
222,0.6%,USD,2007-12-10 00:00:00,-1.0%,better,High,Pending Home Sales m/m,1.4%,better,11:00am
223,0.2%,GBP,2007-12-10 00:00:00,,,Low,CB Leading Index m/m,-0.1%,,11:30am
224,3.6%,NZD,2007-12-10 00:00:00,3.0%,better,Low,Overseas Trade Index q/q,0.5%,,5:45pm
225,6,AUD,2007-12-10 00:00:00,,,Low,NAB Business Confidence,9,,8:30pm
226,6.9%,CNY,2007-12-10 00:00:00,6.5%,better,Medium,CPI y/y,6.5%,,10:00pm
227,26.3B,CNY,2007-12-10 00:00:00,26.6B,,High,USD-Denominated Trade Balance,27.1B,,10:50pm
228,39.8,JPY,2007-12-11 00:00:00,42.8,worse,Low,Consumer Confidence,42.8,,1:00am
229,,AUD,2007-12-11 00:00:00,,,High,RBA Gov Stevens Speaks,,,3:00am
230,1.0%,EUR,2007-12-11 00:00:00,0.5%,better,Low,German WPI m/m,0.5%,,3:00am
231,-7.1B,GBP,2007-12-11 00:00:00,-7.4B,better,Medium,Goods Trade Balance,-8.0B,worse,5:30am
232,-37.2,EUR,2007-12-11 00:00:00,-34.5,worse,Medium,German ZEW Economic Sentiment,-32.5,,6:00am
233,-35.7,EUR,2007-12-11 00:00:00,-34.0,worse,Low,ZEW Economic Sentiment,-30.0,,6:00am
234,94.4,USD,2007-12-11 00:00:00,,,Low,NFIB Small Business Index,96.2,,8:30am
235,0.0%,USD,2007-12-11 00:00:00,0.5%,better,Low,Final Wholesale Inventories m/m,0.6%,better,11:00am
236,44.4,USD,2007-12-11 00:00:00,43.0,better,Low,IBD/TIPP Economic Optimism,43.8,,11:00am
237,4.12M,USD,2007-12-11 00:00:00,,,Low,JOLTS Job Openings,4.12M,,11:00am
238,,USD,2007-12-11 00:00:00,,,High,FOMC Statement,,,3:15pm
239,4.25%,USD,2007-12-11 00:00:00,4.25%,,High,Federal Funds Rate,4.50%,,3:15pm
240,1.8%,AUD,2007-12-11 00:00:00,,,Low,Westpac Consumer Sentiment,-4.2%,,7:30pm
241,2.56T,JPY,2007-12-11 00:00:00,2.28T,better,Low,Current Account,2.24T,,7:50pm
242,2.3%,JPY,2007-12-11 00:00:00,2.1%,better,Low,PPI y/y,2.0%,worse,7:50pm
243,,AUD,2007-12-11 00:00:00,,,Low,RBA Deputy Gov Battellino Speaks,,,8:45pm
244,18.8%,CNY,2007-12-11 00:00:00,18.0%,better,Low,Retail Sales y/y,18.1%,,10:00pm
245,4.0%,GBP,2007-12-12 00:00:00,4.2%,worse,High,Average Earnings Index 3m/y,4.1%,,5:30am
246,-11.1K,GBP,2007-12-12 00:00:00,-5.0K,better,Medium,Claimant Count Change,-10.6K,better,5:30am
247,5.3%,GBP,2007-12-12 00:00:00,5.4%,better,Low,Unemployment Rate,5.4%,,5:30am
248,-29.7,CHF,2007-12-12 00:00:00,,,Medium,Credit Suisse Economic Expectations,-28.9,,6:00am
249,0.4%,EUR,2007-12-12 00:00:00,0.2%,better,Medium,Industrial Production m/m,-0.8%,worse,6:00am
250,0.3%,EUR,2007-12-12 00:00:00,,,Low,Employment Change q/q,0.6%,better,6:00am
251,,EUR,2007-12-12 00:00:00,,,Low,ECB Financial Stability Review,,,7:00am
252,3.3B,CAD,2007-12-12 00:00:00,2.3B,better,High,Trade Balance,2.8B,better,9:30am
253,,USD,2007-12-12 00:00:00,,,High,Fed Announcement,,,9:30am
254,-57.8B,USD,2007-12-12 00:00:00,-57.3B,,High,Trade Balance,-57.1B,,9:30am
255,2.7%,USD,2007-12-12 00:00:00,2.0%,better,Medium,Import Prices m/m,1.4%,worse,9:30am
256,-0.7M,USD,2007-12-12 00:00:00,-0.9M,,Low,Crude Oil Inventories,-7.9M,,11:30am
257,-98.2B,USD,2007-12-12 00:00:00,-85.0B,worse,Medium,Federal Budget Balance,-55.6B,,3:00pm
258,-1.1%,NZD,2007-12-12 00:00:00,0.0%,worse,High,Core Retail Sales m/m,0.4%,worse,5:45pm
259,-0.7%,NZD,2007-12-12 00:00:00,0.0%,worse,High,Retail Sales m/m,1.0%,,5:45pm
260,4.1%,AUD,2007-12-12 00:00:00,,,Low,MI Inflation Expectations,4.4%,,6:00pm
261,57.2,NZD,2007-12-12 00:00:00,,,Low,Business NZ Manufacturing Index,57.1,,6:54pm
262,-41%,GBP,2007-12-12 00:00:00,-29%,worse,Medium,RICS House Price Balance,-24%,worse,8:01pm
263,52.6K,AUD,2007-12-12 00:00:00,20.0K,better,High,Employment Change,-6.9K,worse,8:30pm
