,actual,country,date,forecast,forecast_error,impact,new,previous,previous_error,time
51,,AUD,2010-12-20 00:00:00,,,High,Monetary Policy Meeting Minutes,,,8:30pm
52,3.8%,NZD,2010-12-20 00:00:00,,,Low,Credit Card Spending y/y,4.6%,,10:00pm
53,,JPY,2010-12-20 00:00:00,,,High,Monetary Policy Statement,,,11:55pm
54,<0.10%,JPY,2010-12-20 00:00:00,<0.10%,,High,Overnight Call Rate,<0.10%,,11:55pm
55,-0.2%,JPY,2010-12-21 00:00:00,-0.1%,,Low,All Industries Activity m/m,-0.8%,,12:30am
56,5.4,EUR,2010-12-21 00:00:00,5.8,worse,Medium,German GfK Consumer Climate,5.5,,3:00am
57,,JPY,2010-12-21 00:00:00,,,High,BOJ Press Conference,,,3:10am
58,1.93B,CHF,2010-12-21 00:00:00,1.98B,worse,Medium,Trade Balance,2.05B,worse,3:15am
59,22.8B,GBP,2010-12-21 00:00:00,16.8B,worse,High,Public Sector Net Borrowing,8.6B,better,5:30am
60,8.3%,EUR,2010-12-21 00:00:00,8.3%,,Low,Italian Quarterly Unemployment Rate,8.4%,better,6:00am
61,0.0%,CAD,2010-12-21 00:00:00,0.2%,worse,High,Core CPI m/m,0.4%,,8:00am
62,0.1%,CAD,2010-12-21 00:00:00,0.3%,worse,Medium,CPI m/m,0.4%,,8:00am
63,0.9%,CAD,2010-12-21 00:00:00,0.8%,better,High,Core Retail Sales m/m,0.2%,worse,9:30am
64,0.8%,CAD,2010-12-21 00:00:00,0.6%,better,Medium,Retail Sales m/m,0.4%,worse,9:30am
65,,USD,2010-12-21 00:00:00,,,Medium,Fed Announcement,,,10:00am
66,-1.77B,NZD,2010-12-21 00:00:00,-2.27B,better,High,Current Account,-0.99B,,5:45pm
67,0.3%,AUD,2010-12-21 00:00:00,,,Medium,MI Leading Index m/m,0.0%,,7:30pm
68,0.43T,JPY,2010-12-21 00:00:00,0.63T,worse,Medium,Trade Balance,0.58T,,7:50pm
69,,JPY,2010-12-22 00:00:00,,,Medium,BOJ Monthly Report,,,1:00am
70,1.2%,EUR,2010-12-22 00:00:00,0.5%,better,Low,German Import Prices m/m,-0.2%,,3:00am
71,0.3%,EUR,2010-12-22 00:00:00,0.2%,better,Low,Italian Retail Sales m/m,-0.3%,worse,5:00am
72,-9.6B,GBP,2010-12-22 00:00:00,-8.1B,worse,High,Current Account,-5.2B,better,5:30am
73,1-0-8,GBP,2010-12-22 00:00:00,1-0-8,,High,MPC Asset Purchase Facility Votes,1-0-8,,5:30am
74,1-0-8,GBP,2010-12-22 00:00:00,1-0-8,,High,MPC Official Bank Rate Votes,1-0-8,,5:30am
75,0.7%,GBP,2010-12-22 00:00:00,0.8%,worse,Medium,Final GDP q/q,0.8%,,5:30am
76,3.1%,GBP,2010-12-22 00:00:00,-0.1%,better,Low,Revised Business Investment q/q,-0.2%,,5:30am
77,2.6%,USD,2010-12-22 00:00:00,2.8%,worse,Medium,Final GDP q/q,2.5%,,9:30am
78,2.1%,USD,2010-12-22 00:00:00,2.3%,worse,Low,Final GDP Price Index q/q,2.3%,,9:30am
79,3.1,EUR,2010-12-22 00:00:00,1.2,better,Medium,Belgian NBB Business Climate,0.8,,10:00am
80,4.68M,USD,2010-12-22 00:00:00,4.72M,worse,High,Existing Home Sales,4.43M,,11:00am
81,0.7%,USD,2010-12-22 00:00:00,-0.1%,better,Low,HPI m/m,-1.2%,worse,11:00am
82,-5.3M,USD,2010-12-22 00:00:00,-1.1M,,Medium,Crude Oil Inventories,-9.9M,,11:30am
83,-0.2%,NZD,2010-12-22 00:00:00,0.1%,worse,High,GDP q/q,0.1%,worse,5:45pm
84,,JPY,2010-12-22 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
85,2.8%,EUR,2010-12-23 00:00:00,0.5%,better,Medium,French Consumer Spending m/m,-0.6%,better,3:45am
86,30.0K,GBP,2010-12-23 00:00:00,31.3K,worse,Medium,High Street Lending,30.7K,,5:30am
87,0.6%,GBP,2010-12-23 00:00:00,0.4%,better,Low,Index of Services 3m/3m,0.5%,worse,5:30am
88,0.2%,CAD,2010-12-23 00:00:00,0.3%,worse,High,GDP m/m,-0.1%,,9:30am
89,2.4%,USD,2010-12-23 00:00:00,1.7%,better,High,Core Durable Goods Orders m/m,-1.9%,better,9:30am
90,420K,USD,2010-12-23 00:00:00,421K,,High,Unemployment Claims,423K,,9:30am
91,0.1%,USD,2010-12-23 00:00:00,0.1%,,Medium,Core PCE Price Index m/m,0.0%,,9:30am
92,-1.3%,USD,2010-12-23 00:00:00,-0.5%,worse,Medium,Durable Goods Orders m/m,-3.1%,better,9:30am
93,0.4%,USD,2010-12-23 00:00:00,0.5%,worse,Medium,Personal Spending m/m,0.7%,better,9:30am
94,0.3%,USD,2010-12-23 00:00:00,0.3%,,Low,Personal Income m/m,0.4%,worse,9:30am
95,74.5,USD,2010-12-23 00:00:00,74.7,,Medium,Revised UoM Consumer Sentiment,74.2,,10:55am
96,3.0%,USD,2010-12-23 00:00:00,,,Low,Revised UoM Inflation Expectations,2.9%,,10:55am
97,290K,USD,2010-12-23 00:00:00,301K,worse,High,New Home Sales,275K,worse,11:00am
98,-184B,USD,2010-12-23 00:00:00,-170B,,Low,Natural Gas Storage,-164B,,11:30am
99,,EUR,2010-12-24 00:00:00,,,Non-Economic,German Bank Holiday,,,12:00am
100,,CHF,2010-12-24 00:00:00,,,Low,SNB Quarterly Bulletin,,,6:00am
101,,AUD,2010-12-12 00:00:00,,,High,RBA Gov Stevens Speaks,,,5:45pm
102,-0.6%,NZD,2010-12-12 00:00:00,,,Low,FPI m/m,2.2%,,5:49pm
103,-3.0%,GBP,2010-12-12 00:00:00,,,Medium,Rightmove HPI m/m,-3.2%,,7:15pm
104,,GBP,2010-12-12 00:00:00,,,Low,BOE Quarterly Bulletin,,,8:01pm
105,-0.2%,CHF,2010-12-13 00:00:00,0.1%,worse,Medium,PPI m/m,-0.4%,,4:15am
106,0.9%,GBP,2010-12-13 00:00:00,0.7%,better,High,PPI Input m/m,2.2%,,5:30am
107,,GBP,2010-12-13 00:00:00,,,Medium,MPC Member Bean Speaks,,,7:30am
108,78.1%,CAD,2010-12-13 00:00:00,76.6%,better,Low,Capacity Utilization Rate,76.9%,better,9:30am
109,,CAD,2010-12-13 00:00:00,,,Medium,BOC Gov Carney Speaks,,,1:10pm
110,,EUR,2010-12-13 00:00:00,,,Medium,ECB President Trichet Speaks,,,2:30pm
111,1.9%,NZD,2010-12-13 00:00:00,,,Medium,REINZ HPI m/m,-0.9%,,5:00pm
112,-1.6%,NZD,2010-12-13 00:00:00,-1.0%,worse,High,Core Retail Sales m/m,1.7%,better,5:45pm
113,-2.5%,NZD,2010-12-13 00:00:00,-0.8%,worse,Medium,Retail Sales m/m,1.7%,better,5:45pm
114,-44%,GBP,2010-12-13 00:00:00,-49%,better,Medium,RICS House Price Balance,-49%,,8:01pm
115,6,AUD,2010-12-13 00:00:00,,,Medium,NAB Business Confidence,8,,8:30pm
116,-13.2%,AUD,2010-12-13 00:00:00,-5.0%,worse,Low,Housing Starts q/q,2.1%,better,8:30pm
117,-2.0%,JPY,2010-12-14 00:00:00,-1.8%,worse,Low,Revised Industrial Production m/m,-1.8%,,12:30am
118,0.1%,EUR,2010-12-14 00:00:00,0.2%,worse,Low,French Final CPI m/m,0.1%,,2:30am
119,,CHF,2010-12-14 00:00:00,,,Medium,SECO Economic Forecasts,,,2:45am
120,3.3%,GBP,2010-12-14 00:00:00,3.1%,better,High,CPI y/y,3.2%,,5:30am
121,2.7%,GBP,2010-12-14 00:00:00,2.6%,better,Medium,Core CPI y/y,2.7%,,5:30am
122,5.5%,GBP,2010-12-14 00:00:00,5.8%,worse,Low,ONS HPI y/y,6.1%,,5:30am
123,4.7%,GBP,2010-12-14 00:00:00,4.4%,better,Low,RPI y/y,4.5%,,5:30am
124,4.3,EUR,2010-12-14 00:00:00,3.8,better,High,German ZEW Economic Sentiment,1.8,,6:00am
125,0.7%,EUR,2010-12-14 00:00:00,1.4%,worse,Medium,Industrial Production m/m,-0.7%,better,6:00am
126,15.5,EUR,2010-12-14 00:00:00,10.3,better,Medium,ZEW Economic Sentiment,13.8,,6:00am
127,93.2,USD,2010-12-14 00:00:00,92.3,,Low,NFIB Small Business Index,91.7,,8:30am
128,0.1%,CAD,2010-12-14 00:00:00,0.3%,better,Medium,Labor Productivity q/q,-0.6%,worse,9:30am
129,0.3%,CAD,2010-12-14 00:00:00,0.4%,worse,Medium,Leading Index m/m,0.3%,better,9:30am
130,1.2%,USD,2010-12-14 00:00:00,0.7%,better,High,Core Retail Sales m/m,0.8%,better,9:30am
131,0.8%,USD,2010-12-14 00:00:00,0.6%,better,High,PPI m/m,0.4%,,9:30am
132,0.8%,USD,2010-12-14 00:00:00,0.6%,better,High,Retail Sales m/m,1.7%,better,9:30am
133,0.3%,USD,2010-12-14 00:00:00,0.2%,better,Medium,Core PPI m/m,-0.6%,,9:30am
134,-0.3%,CAD,2010-12-14 00:00:00,3.3%,worse,Low,New Motor Vehicle Sales m/m,4.2%,,9:34am
135,0.7%,USD,2010-12-14 00:00:00,0.9%,better,Medium,Business Inventories m/m,1.3%,worse,11:00am
136,,USD,2010-12-14 00:00:00,,,High,FOMC Statement,,,3:15pm
137,<0.25%,USD,2010-12-14 00:00:00,<0.25%,,High,Federal Funds Rate,<0.25%,,3:15pm
138,0.2%,AUD,2010-12-14 00:00:00,,,Medium,Westpac Consumer Sentiment,-5.3%,,7:30pm
139,5,JPY,2010-12-14 00:00:00,4,better,High,Tankan Manufacturing Index,8,,7:50pm
140,1,JPY,2010-12-14 00:00:00,0,better,Medium,Tankan Non-Manufacturing Index,2,,7:50pm
141,0.5%,JPY,2010-12-14 00:00:00,0.4%,,Medium,Tertiary Industry Activity m/m,-0.8%,,7:50pm
142,,AUD,2010-12-14 00:00:00,,,Medium,RBA Assist Gov Debelle Speaks,,,8:00pm
143,0.2%,AUD,2010-12-14 00:00:00,,,Medium,New Motor Vehicle Sales m/m,-0.5%,,8:30pm
144,0.9%,CNY,2010-12-14 00:00:00,,,Low,CB Leading Index m/m,0.6%,,10:00pm
145,17.7%,CNY,2010-12-14 00:00:00,,,Low,Foreign Direct Investment ytd/y,15.7%,,10:03pm
146,-2.01B,EUR,2010-12-15 00:00:00,-1.97B,,Low,Italian Trade Balance,-3.16B,,5:00am
147,-1.2K,GBP,2010-12-15 00:00:00,-2.9K,worse,High,Claimant Count Change,-5.2K,better,5:30am
148,2.2%,GBP,2010-12-15 00:00:00,2.2%,,Medium,Average Earnings Index 3m/y,2.1%,better,5:30am
149,7.9%,GBP,2010-12-15 00:00:00,7.7%,worse,Low,Unemployment Rate,7.7%,,5:30am
150,-12.5,CHF,2010-12-15 00:00:00,,,Medium,Credit Suisse Economic Expectations,-30.9,,6:00am
151,0.0%,EUR,2010-12-15 00:00:00,0.2%,worse,Low,Employment Change q/q,0.1%,better,6:00am
152,56,GBP,2010-12-15 00:00:00,38,better,Medium,CBI Realized Sales,43,,7:00am
153,1.7%,CAD,2010-12-15 00:00:00,0.9%,better,Medium,Manufacturing Sales m/m,-0.5%,,9:30am
154,2.3%,NZD,2010-12-15 00:00:00,,,Low,GDT Price Index,1.9%,,9:30am
155,0.1%,USD,2010-12-15 00:00:00,0.1%,,High,Core CPI m/m,0.0%,,9:30am
156,0.1%,USD,2010-12-15 00:00:00,0.2%,worse,Medium,CPI m/m,0.2%,,9:30am
157,10.6,USD,2010-12-15 00:00:00,4.7,better,Medium,Empire State Manufacturing Index,-11.1,,9:30am
158,27.6B,USD,2010-12-15 00:00:00,82.3B,worse,High,TIC Long-Term Purchases,77.2B,worse,10:00am
159,75.2%,USD,2010-12-15 00:00:00,75.1%,,Medium,Capacity Utilization Rate,74.9%,,10:15am
160,0.4%,USD,2010-12-15 00:00:00,0.4%,,Medium,Industrial Production m/m,-0.2%,worse,10:15am
161,16,USD,2010-12-15 00:00:00,16,,Low,NAHB Housing Market Index,16,,11:00am
162,-9.9M,USD,2010-12-15 00:00:00,-2.7M,,Medium,Crude Oil Inventories,-3.8M,,11:30am
163,108.3,NZD,2010-12-15 00:00:00,,,Low,Westpac Consumer Sentiment,114.1,,5:00pm
164,52.7,NZD,2010-12-15 00:00:00,,,Low,Business NZ Manufacturing Index,50.0,,5:29pm
165,2.8%,AUD,2010-12-15 00:00:00,,,Medium,MI Inflation Expectations,3.1%,,8:00pm
166,,AUD,2010-12-15 00:00:00,,,Low,RBA Bulletin,,,8:30pm
167,29.5,NZD,2010-12-15 00:00:00,,,High,ANZ Business Confidence,33.2,,10:00pm
168,56.3,EUR,2010-12-16 00:00:00,57.8,worse,Medium,French Flash Manufacturing PMI,57.9,better,4:00am
169,54.1,EUR,2010-12-16 00:00:00,55.4,worse,Medium,French Flash Services PMI,55.0,worse,4:00am
170,1.8%,CHF,2010-12-16 00:00:00,1.1%,better,Medium,Industrial Production q/q,5.8%,,4:19am
171,,GBP,2010-12-16 00:00:00,,,High,MPC Member Posen Speaks,,,4:20am
172,0.25%,CHF,2010-12-16 00:00:00,0.25%,,High,Libor Rate,0.25%,,4:30am
173,,CHF,2010-12-16 00:00:00,,,High,SNB Monetary Policy Assessment,,,4:30am
174,,CHF,2010-12-16 00:00:00,,,High,SNB Press Conference,,,4:30am
175,60.9,EUR,2010-12-16 00:00:00,58.2,better,Medium,German Flash Manufacturing PMI,58.1,worse,4:30am
176,58.3,EUR,2010-12-16 00:00:00,59.1,worse,Medium,German Flash Services PMI,59.2,better,4:30am
177,56.8,EUR,2010-12-16 00:00:00,55.3,better,Medium,Flash Manufacturing PMI,55.3,,5:00am
178,53.7,EUR,2010-12-16 00:00:00,55.3,worse,Medium,Flash Services PMI,55.4,,5:00am
179,,EUR,2010-12-16 00:00:00,,,High,EU Economic Summit,,,12:00am
180,,EUR,2010-12-16 00:00:00,,,Medium,ECOFIN Meetings,,,12:00am
181,0.3%,GBP,2010-12-16 00:00:00,0.5%,worse,High,Retail Sales m/m,0.7%,better,5:30am
182,3.9%,GBP,2010-12-16 00:00:00,,,Medium,Consumer Inflation Expectations,3.4%,,5:30am
183,5.45|1.7,EUR,2010-12-16 00:00:00,,,Medium,Spanish 10-y Bond Auction,4.62|1.8,,5:40am
184,1.9%,EUR,2010-12-16 00:00:00,1.9%,,Medium,Final CPI y/y,1.9%,,6:00am
185,1.1%,EUR,2010-12-16 00:00:00,1.2%,worse,Medium,Final Core CPI y/y,1.1%,,6:00am
186,9.51B,CAD,2010-12-16 00:00:00,10.97B,worse,Medium,Foreign Securities Purchases,13.36B,better,9:30am
187,0.53M,USD,2010-12-16 00:00:00,0.57M,worse,High,Building Permits,0.55M,,9:30am
188,420K,USD,2010-12-16 00:00:00,421K,,High,Unemployment Claims,423K,,9:30am
189,-127B,USD,2010-12-16 00:00:00,-126B,,Medium,Current Account,-123B,,9:30am
190,0.56M,USD,2010-12-16 00:00:00,0.55M,,Medium,Housing Starts,0.53M,,9:30am
191,24.3,USD,2010-12-16 00:00:00,14.8,better,High,Philly Fed Manufacturing Index,22.5,,11:00am
192,-164B,USD,2010-12-16 00:00:00,-166B,,Low,Natural Gas Storage,-89B,,11:30am
193,45,GBP,2010-12-16 00:00:00,53,worse,Medium,Nationwide Consumer Confidence,52,,8:01pm
194,,GBP,2010-12-16 00:00:00,,,Low,BOE Financial Stability Report,,,8:01pm
195,,EUR,2010-12-17 00:00:00,,,Medium,German Buba President Weber Speaks,,,4:15am
196,109.9,EUR,2010-12-17 00:00:00,109.2,better,High,German Ifo Business Climate,109.3,,5:00am
197,,EUR,2010-12-17 00:00:00,,,High,EU Economic Summit,,,12:00am
198,3.6B,EUR,2010-12-17 00:00:00,2.9B,better,Low,Trade Balance,2.0B,worse,6:00am
199,1.1%,USD,2010-12-17 00:00:00,1.2%,worse,Low,CB Leading Index m/m,0.4%,worse,11:00am
200,0.4%,AUD,2010-12-05 00:00:00,,,Low,MI Inflation Gauge m/m,0.3%,,7:30pm
201,,USD,2010-12-05 00:00:00,,,High,Fed Chairman Bernanke Speaks,,,8:00pm
202,2.9%,AUD,2010-12-05 00:00:00,,,High,ANZ Job Advertisements m/m,0.7%,,8:30pm
203,212B,CHF,2010-12-06 00:00:00,,,High,Foreign Currency Reserves,212B,,4:00am
204,,EUR,2010-12-06 00:00:00,,,Medium,Eurogroup Meetings,,,12:00am
205,9.7,EUR,2010-12-06 00:00:00,13.2,worse,Low,Sentix Investor Confidence,14.0,,5:30am
206,-6.5%,CAD,2010-12-06 00:00:00,-2.9%,worse,High,Building Permits m/m,14.9%,worse,9:30am
207,57.5,CAD,2010-12-06 00:00:00,56.4,better,High,Ivey PMI,56.7,,11:00am
208,42.2,AUD,2010-12-06 00:00:00,,,Low,AIG Construction Index,44.0,,6:29pm
209,0.7%,GBP,2010-12-06 00:00:00,,,Medium,BRC Retail Sales Monitor y/y,0.8%,,8:00pm
210,4.75%,AUD,2010-12-06 00:00:00,4.75%,,High,Cash Rate,4.75%,,11:30pm
211,,AUD,2010-12-06 00:00:00,,,High,RBA Rate Statement,,,11:30pm
212,2.19|3.0,JPY,2010-12-06 00:00:00,,,Low,30-y Bond Auction,1.98|5.4,,11:45pm
213,97.2%,JPY,2010-12-07 00:00:00,97.6%,,Low,Leading Indicators,98.6%,,1:00am
214,3.6%,CHF,2010-12-07 00:00:00,3.6%,,Low,Unemployment Rate,3.6%,,2:45am
215,,EUR,2010-12-07 00:00:00,,,Medium,ECOFIN Meetings,,,12:00am
216,0.6%,GBP,2010-12-07 00:00:00,0.4%,better,High,Manufacturing Production m/m,0.2%,better,5:30am
217,-0.2%,GBP,2010-12-07 00:00:00,0.3%,worse,Low,Industrial Production m/m,0.4%,,5:30am
218,1.6%,EUR,2010-12-07 00:00:00,1.9%,worse,Medium,German Factory Orders m/m,-4.0%,,7:00am
219,,CAD,2010-12-07 00:00:00,,,High,BOC Rate Statement,,,10:00am
220,1.00%,CAD,2010-12-07 00:00:00,1.00%,,High,Overnight Rate,1.00%,,10:00am
221,0.6%,GBP,2010-12-07 00:00:00,,,Medium,NIESR GDP Estimate,0.5%,,11:00am
222,45.8,USD,2010-12-07 00:00:00,48.3,worse,Low,IBD/TIPP Economic Optimism,46.7,,11:00am
223,3.36M,USD,2010-12-07 00:00:00,,,Low,JOLTS Job Openings,3.01M,better,11:00am
224,3.4B,USD,2010-12-07 00:00:00,-0.9B,better,Low,Consumer Credit m/m,1.2B,worse,4:00pm
225,1.3%,NZD,2010-12-07 00:00:00,,,Low,Manufacturing Sales q/q,3.1%,,5:45pm
226,-1.4%,JPY,2010-12-07 00:00:00,0.0%,worse,Medium,Core Machinery Orders m/m,-10.3%,,7:50pm
227,-2.0%,JPY,2010-12-07 00:00:00,,,Low,Bank Lending y/y,-1.9%,,7:50pm
228,1.46T,JPY,2010-12-07 00:00:00,1.55T,worse,Low,Current Account,1.66T,,7:50pm
229,2.6%,JPY,2010-12-07 00:00:00,2.7%,worse,Low,M2 Money Stock y/y,2.8%,better,7:50pm
230,2.0%,GBP,2010-12-07 00:00:00,,,Low,BRC Shop Price Index y/y,2.2%,,8:00pm
231,1.9%,AUD,2010-12-07 00:00:00,0.1%,better,High,Home Loans m/m,-0.5%,worse,8:30pm
232,43.6,JPY,2010-12-08 00:00:00,42.1,better,Low,Economy Watchers Sentiment,40.2,,1:00am
233,,EUR,2010-12-08 00:00:00,,,Non-Economic,Italian Bank Holiday,,,12:00am
234,14.3B,EUR,2010-12-08 00:00:00,15.1B,worse,Low,German Trade Balance,15.4B,,3:00am
235,-133.1B,EUR,2010-12-08 00:00:00,,,Low,French Gov Budget Balance,-124.2B,,3:45am
236,-3.4B,EUR,2010-12-08 00:00:00,-4.2B,better,Low,French Trade Balance,-4.4B,better,3:45am
237,,AUD,2010-12-08 00:00:00,,,Medium,RBA Deputy Gov Lowe Speaks,,,5:20am
238,2.9%,EUR,2010-12-08 00:00:00,1.1%,better,Medium,German Industrial Production m/m,-1.0%,worse,7:00am
239,-3,GBP,2010-12-08 00:00:00,-12,better,Medium,CBI Industrial Order Expectations,-15,,7:00am
240,187K,CAD,2010-12-08 00:00:00,174K,better,High,Housing Starts,168K,,9:15am
241,-3.8M,USD,2010-12-08 00:00:00,-1.3M,,Medium,Crude Oil Inventories,1.1M,,11:30am
242,,EUR,2010-12-08 00:00:00,,,Medium,German Buba President Weber Speaks,,,12:00pm
243,3.34|2.9,USD,2010-12-08 00:00:00,,,Medium,10-y Bond Auction,2.64|2.8,,2:00pm
244,3.00%,NZD,2010-12-08 00:00:00,3.00%,,High,Official Cash Rate,3.00%,,4:00pm
245,,NZD,2010-12-08 00:00:00,,,High,RBNZ Press Conference,,,4:00pm
246,,NZD,2010-12-08 00:00:00,,,High,RBNZ Rate Statement,,,4:00pm
247,,NZD,2010-12-08 00:00:00,,,Medium,RBNZ Monetary Policy Statement,,,4:00pm
248,1.1%,JPY,2010-12-08 00:00:00,1.0%,better,Medium,Final GDP q/q,0.9%,,7:50pm
249,-2.4%,JPY,2010-12-08 00:00:00,-2.0%,worse,Low,Final GDP Price Index y/y,-2.0%,,7:52pm
250,54.6K,AUD,2010-12-08 00:00:00,21.3K,better,High,Employment Change,36.9K,better,8:30pm
251,5.2%,AUD,2010-12-08 00:00:00,5.2%,,High,Unemployment Rate,5.4%,,8:30pm
252,104.2%,JPY,2010-12-09 00:00:00,,,Low,Prelim Machine Tool Orders y/y,71.0%,,2:00am
253,0.1%,EUR,2010-12-09 00:00:00,0.3%,worse,Low,French Final Private Payrolls q/q,0.3%,,2:30am
254,0.1%,EUR,2010-12-09 00:00:00,0.1%,,Low,German Final CPI m/m,0.1%,,3:00am
255,-0.1%,GBP,2010-12-09 00:00:00,0.3%,worse,High,Halifax HPI m/m,1.8%,,4:00am
256,,EUR,2010-12-09 00:00:00,,,Medium,ECB Monthly Bulletin,,,5:00am
257,-8.5B,GBP,2010-12-09 00:00:00,-8.1B,worse,Medium,Goods Trade Balance,-8.4B,worse,5:30am
258,0.4%,GBP,2010-12-09 00:00:00,,,Low,CB Leading Index m/m,0.5%,better,6:00am
259,,EUR,2010-12-09 00:00:00,,,Low,ECB Financial Stability Review,,,7:00am
260,200B,GBP,2010-12-09 00:00:00,200B,,High,Asset Purchase Facility,200B,,8:00am
