,actual,country,date,forecast,forecast_error,impact,new,previous,previous_error,time
44,113.1,NZD,2016-12-18 00:00:00,,,Low,Westpac Consumer Sentiment,108.0,,5:00pm
45,2.6%,NZD,2016-12-18 00:00:00,,,Low,Building Consents m/m,-0.2%,worse,5:45pm
46,0.54T,JPY,2016-12-18 00:00:00,0.59T,worse,Low,Trade Balance,0.47T,,7:50pm
47,21.7,NZD,2016-12-18 00:00:00,,,Medium,ANZ Business Confidence,20.5,,7:58pm
48,,AUD,2016-12-18 00:00:00,,,High,Mid-Year Economic and Fiscal Outlook,,,8:30pm
49,111.0,EUR,2016-12-19 00:00:00,110.7,better,High,German Ifo Business Climate,110.4,,5:00am
50,,EUR,2016-12-19 00:00:00,,,Low,German Buba Monthly Report,,,7:00am
51,53.4,USD,2016-12-19 00:00:00,55.2,worse,Low,Flash Services PMI,54.6,,10:45am
52,-0.4%,AUD,2016-12-19 00:00:00,,,Low,CB Leading Index m/m,0.5%,,11:33am
53,,EUR,2016-12-19 00:00:00,,,Medium,German Buba President Weidmann Speaks,,,12:00pm
54,,USD,2016-12-19 00:00:00,,,High,Fed Chair Yellen Speaks,,,2:30pm
55,-0.1%,NZD,2016-12-19 00:00:00,,,Low,FPI m/m,-0.8%,,5:45pm
56,,AUD,2016-12-19 00:00:00,,,High,Monetary Policy Meeting Minutes,,,8:30pm
57,-0.10%,JPY,2016-12-19 00:00:00,-0.10%,,High,BOJ Policy Rate,-0.10%,,10:51pm
58,,JPY,2016-12-19 00:00:00,,,High,Monetary Policy Statement,,,10:51pm
59,,JPY,2016-12-20 00:00:00,,,High,BOJ Press Conference,,,2:30am
60,3.64B,CHF,2016-12-20 00:00:00,3.57B,better,Low,Trade Balance,2.66B,,3:00am
61,0.3%,EUR,2016-12-20 00:00:00,0.1%,better,Low,German PPI m/m,0.7%,,3:00am
62,28.4B,EUR,2016-12-20 00:00:00,24.2B,better,Low,Current Account,27.7B,better,5:00am
63,35,GBP,2016-12-20 00:00:00,20,better,Low,CBI Realized Sales,26,,7:00am
64,1.1%,CAD,2016-12-20 00:00:00,0.3%,better,Medium,Wholesale Sales m/m,-1.5%,worse,9:30am
65,1.0%,CNY,2016-12-20 00:00:00,,,Low,CB Leading Index m/m,0.8%,,10:00am
66,-0.5%,NZD,2016-12-20 00:00:00,,,High,GDT Price Index,3.5%,,10:05am
67,-705M,NZD,2016-12-20 00:00:00,-500M,worse,Medium,Trade Balance,-815M,better,5:45pm
68,0.5%,NZD,2016-12-20 00:00:00,,,Low,Visitor Arrivals m/m,2.3%,,5:45pm
69,0.0%,AUD,2016-12-20 00:00:00,,,Low,MI Leading Index m/m,0.1%,,7:30pm
70,4.1%,NZD,2016-12-20 00:00:00,,,Low,Credit Card Spending y/y,10.1%,,10:00pm
71,0.2%,JPY,2016-12-21 00:00:00,0.1%,,Low,All Industries Activity m/m,0.0%,worse,12:30am
72,12.2B,GBP,2016-12-21 00:00:00,11.5B,worse,Medium,Public Sector Net Borrowing,4.3B,,5:30am
73,-0.2,EUR,2016-12-21 00:00:00,-1.1,better,Low,Belgian NBB Business Climate,-1.8,,9:56am
74,,CHF,2016-12-21 00:00:00,,,Low,SNB Quarterly Bulletin,,,10:00am
75,-5,EUR,2016-12-21 00:00:00,-6,better,Low,Consumer Confidence,-6,,10:58am
76,5.61M,USD,2016-12-21 00:00:00,5.52M,better,Medium,Existing Home Sales,5.57M,worse,11:00am
77,2.3M,USD,2016-12-21 00:00:00,-2.4M,,High,Crude Oil Inventories,-2.6M,,11:30am
78,1.1%,NZD,2016-12-21 00:00:00,0.8%,better,High,GDP q/q,0.7%,worse,5:45pm
79,-4.89B,NZD,2016-12-21 00:00:00,-4.89B,,Medium,Current Account,-0.93B,,5:45pm
80,-7,GBP,2016-12-21 00:00:00,-8,better,Low,GfK Consumer Confidence,-8,,7:06pm
81,0.7%,EUR,2016-12-22 00:00:00,0.2%,better,Low,German Import Prices m/m,0.9%,,3:00am
82,,EUR,2016-12-22 00:00:00,,,Low,ECB Economic Bulletin,,,5:00am
83,1.2%,EUR,2016-12-22 00:00:00,0.4%,better,Low,Italian Retail Sales m/m,-0.5%,better,6:00am
84,-0.4%,CAD,2016-12-22 00:00:00,-0.1%,worse,High,CPI m/m,0.2%,,9:30am
85,-0.5%,CAD,2016-12-22 00:00:00,-0.1%,worse,High,Core CPI m/m,0.2%,,9:30am
86,1.4%,CAD,2016-12-22 00:00:00,0.7%,better,High,Core Retail Sales m/m,0.3%,better,9:30am
87,1.3%,CAD,2016-12-22 00:00:00,,,Medium,Common CPI y/y,,,9:30am
88,1.9%,CAD,2016-12-22 00:00:00,,,Medium,Median CPI y/y,,,9:30am
89,1.1%,CAD,2016-12-22 00:00:00,0.2%,better,Medium,Retail Sales m/m,0.8%,better,9:30am
90,1.6%,CAD,2016-12-22 00:00:00,,,Medium,Trimmed CPI y/y,,,9:30am
91,0.5%,USD,2016-12-22 00:00:00,0.2%,better,High,Core Durable Goods Orders m/m,0.8%,worse,9:30am
92,3.5%,USD,2016-12-22 00:00:00,3.3%,better,High,Final GDP q/q,3.2%,,9:30am
93,275K,USD,2016-12-22 00:00:00,255K,worse,High,Unemployment Claims,254K,,9:30am
94,-4.6%,USD,2016-12-22 00:00:00,-4.9%,better,Medium,Durable Goods Orders m/m,4.6%,worse,9:30am
95,1.4%,USD,2016-12-22 00:00:00,1.4%,,Low,Final GDP Price Index q/q,1.4%,,9:30am
96,0.4%,USD,2016-12-22 00:00:00,0.4%,,Low,HPI m/m,0.6%,,10:00am
97,0.0%,USD,2016-12-22 00:00:00,0.1%,worse,Medium,Core PCE Price Index m/m,0.1%,,11:00am
98,0.2%,USD,2016-12-22 00:00:00,0.4%,worse,Medium,Personal Spending m/m,0.4%,better,11:00am
99,0.0%,USD,2016-12-22 00:00:00,0.2%,worse,Low,CB Leading Index m/m,0.1%,,11:00am
100,0.0%,USD,2016-12-22 00:00:00,0.3%,worse,Low,Personal Income m/m,0.5%,worse,11:00am
101,-209B,USD,2016-12-22 00:00:00,-201B,,Low,Natural Gas Storage,-147B,,11:30am
102,,JPY,2016-12-22 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
103,9.9,EUR,2016-12-23 00:00:00,9.8,,Low,German GfK Consumer Climate,9.8,,3:00am
104,0.4%,EUR,2016-12-23 00:00:00,0.1%,better,Low,French Consumer Spending m/m,0.8%,worse,3:45am
105,102.2,CHF,2016-12-23 00:00:00,103.1,worse,Medium,KOF Economic Barometer,102.2,,4:00am
106,-25.5B,GBP,2016-12-23 00:00:00,-28.3B,better,High,Current Account,-22.1B,better,5:30am
107,0.6%,GBP,2016-12-23 00:00:00,0.5%,better,Medium,Final GDP q/q,0.5%,,5:30am
108,1.0%,GBP,2016-12-23 00:00:00,0.9%,better,Low,Index of Services 3m/3m,1.0%,better,5:30am
109,0.4%,GBP,2016-12-23 00:00:00,0.9%,worse,Low,Revised Business Investment q/q,0.9%,,5:30am
110,-0.3%,CAD,2016-12-23 00:00:00,0.1%,worse,High,GDP m/m,0.4%,better,9:30am
111,592K,USD,2016-12-23 00:00:00,575K,better,Medium,New Home Sales,563K,,11:00am
112,98.2,USD,2016-12-23 00:00:00,98.2,,Medium,Revised UoM Consumer Sentiment,98.0,,11:00am
113,2.2%,USD,2016-12-23 00:00:00,,,Low,Revised UoM Inflation Expectations,2.3%,,11:00am
114,2.2%,NZD,2016-12-11 00:00:00,,,Low,Visitor Arrivals m/m,3.9%,better,5:45pm
115,4.1%,JPY,2016-12-11 00:00:00,1.3%,better,Low,Core Machinery Orders m/m,-3.3%,,7:50pm
116,-2.2%,JPY,2016-12-11 00:00:00,-2.2%,,Low,PPI y/y,-2.7%,,7:50pm
117,-2.1%,GBP,2016-12-11 00:00:00,,,Low,Rightmove HPI m/m,-1.1%,,8:01pm
118,0.2%,JPY,2016-12-12 00:00:00,0.3%,,Low,Tertiary Industry Activity m/m,-0.3%,worse,12:30am
119,-5.6%,JPY,2016-12-12 00:00:00,,,Low,Prelim Machine Tool Orders y/y,-8.9%,,1:58am
120,0.1%,GBP,2016-12-12 00:00:00,,,Low,CB Leading Index m/m,0.0%,worse,10:30am
121,2.49|2.4,USD,2016-12-12 00:00:00,,,Low,10-y Bond Auction,2.02|2.2,,2:01pm
122,-136.7B,USD,2016-12-12 00:00:00,-99.5B,worse,Low,Federal Budget Balance,-44.2B,,3:00pm
123,0.4%,NZD,2016-12-12 00:00:00,,,Low,Manufacturing Sales q/q,1.8%,worse,5:45pm
124,1.5%,AUD,2016-12-12 00:00:00,2.6%,worse,Medium,HPI q/q,2.0%,,8:30pm
125,5,AUD,2016-12-12 00:00:00,,,Low,NAB Business Confidence,4,,8:30pm
126,6.2%,CNY,2016-12-12 00:00:00,6.1%,,High,Industrial Production y/y,6.1%,,10:00pm
127,8.3%,CNY,2016-12-12 00:00:00,8.3%,,Medium,Fixed Asset Investment ytd/y,8.3%,,10:00pm
128,10.8%,CNY,2016-12-12 00:00:00,10.2%,better,Low,Retail Sales y/y,10.0%,,10:00pm
129,0.1%,EUR,2016-12-13 00:00:00,0.1%,,Low,German Final CPI m/m,0.1%,,3:00am
130,0.1%,EUR,2016-12-13 00:00:00,0.3%,worse,Low,German WPI m/m,0.4%,,3:00am
131,0.0%,EUR,2016-12-13 00:00:00,0.3%,worse,Low,Italian Industrial Production m/m,-0.8%,,5:00am
132,1.2%,GBP,2016-12-13 00:00:00,1.1%,better,High,CPI y/y,0.9%,,5:30am
133,-1.1%,GBP,2016-12-13 00:00:00,-0.4%,worse,Medium,PPI Input m/m,4.5%,,5:30am
134,2.2%,GBP,2016-12-13 00:00:00,2.1%,better,Medium,RPI y/y,2.0%,,5:30am
135,1.4%,GBP,2016-12-13 00:00:00,1.3%,better,Low,Core CPI y/y,1.2%,,5:30am
136,6.9%,GBP,2016-12-13 00:00:00,7.3%,worse,Low,HPI y/y,7.0%,worse,5:30am
137,0.0%,GBP,2016-12-13 00:00:00,0.2%,worse,Low,PPI Output m/m,0.7%,,5:30am
138,13.8,EUR,2016-12-13 00:00:00,14.2,worse,Medium,German ZEW Economic Sentiment,13.8,,6:00am
139,0.2%,EUR,2016-12-13 00:00:00,0.3%,worse,Low,Employment Change q/q,0.4%,,6:00am
140,18.1,EUR,2016-12-13 00:00:00,16.5,better,Low,ZEW Economic Sentiment,15.8,,6:00am
141,98.4,USD,2016-12-13 00:00:00,96.7,better,Low,NFIB Small Business Index,94.9,,7:00am
142,-0.3%,USD,2016-12-13 00:00:00,-0.3%,,Medium,Import Prices m/m,0.4%,,9:30am
143,3.15|2.4,USD,2016-12-13 00:00:00,,,Low,30-y Bond Auction,2.90|2.1,,2:01pm
144,-3.9%,AUD,2016-12-13 00:00:00,,,Low,Westpac Consumer Sentiment,-1.1%,,7:30pm
145,10,JPY,2016-12-13 00:00:00,10,,Medium,Tankan Manufacturing Index,6,,7:50pm
146,18,JPY,2016-12-13 00:00:00,19,worse,Medium,Tankan Non-Manufacturing Index,18,,7:50pm
147,-0.6%,AUD,2016-12-13 00:00:00,,,Low,New Motor Vehicle Sales m/m,-2.4%,,8:30pm
148,0.0%,JPY,2016-12-14 00:00:00,0.1%,worse,Low,Revised Industrial Production m/m,0.1%,,12:30am
149,11.4%,CNY,2016-12-14 00:00:00,11.5%,,Low,M2 Money Supply y/y,11.6%,,3:01am
150,795B,CNY,2016-12-14 00:00:00,720B,better,Low,New Loans,651B,,3:01am
151,0.0%,EUR,2016-12-14 00:00:00,0.0%,,Low,French Final CPI m/m,0.0%,,3:45am
152,0.1%,CHF,2016-12-14 00:00:00,-0.1%,better,Medium,PPI m/m,0.1%,,4:15am
153,2.5%,GBP,2016-12-14 00:00:00,2.3%,better,High,Average Earnings Index 3m/y,2.4%,better,5:30am
154,2.4K,GBP,2016-12-14 00:00:00,6.2K,better,High,Claimant Count Change,13.3K,worse,5:30am
155,4.8%,GBP,2016-12-14 00:00:00,4.8%,,Medium,Unemployment Rate,4.8%,,5:30am
156,12.9,CHF,2016-12-14 00:00:00,,,Low,Credit Suisse Economic Expectations,8.9,,6:00am
157,-0.1%,EUR,2016-12-14 00:00:00,0.2%,worse,Low,Industrial Production m/m,-0.9%,worse,6:00am
158,,GBP,2016-12-14 00:00:00,,,High,BOE Gov Carney Speaks,,,8:15am
159,0.2%,USD,2016-12-14 00:00:00,0.4%,worse,High,Core Retail Sales m/m,0.6%,worse,9:30am
160,0.4%,USD,2016-12-14 00:00:00,0.1%,better,High,PPI m/m,0.0%,,9:30am
161,0.1%,USD,2016-12-14 00:00:00,0.3%,worse,High,Retail Sales m/m,0.6%,worse,9:30am
162,0.4%,USD,2016-12-14 00:00:00,0.2%,better,Medium,Core PPI m/m,-0.2%,,9:30am
163,75.0%,USD,2016-12-14 00:00:00,75.1%,,Medium,Capacity Utilization Rate,75.4%,,10:15am
164,-0.4%,USD,2016-12-14 00:00:00,-0.2%,worse,Medium,Industrial Production m/m,0.1%,better,10:15am
165,-0.2%,USD,2016-12-14 00:00:00,-0.1%,better,Low,Business Inventories m/m,0.1%,,11:00am
166,-2.6M,USD,2016-12-14 00:00:00,-1.4M,,High,Crude Oil Inventories,-2.4M,,11:30am
167,,USD,2016-12-14 00:00:00,,,High,FOMC Economic Projections,,,3:00pm
168,,USD,2016-12-14 00:00:00,,,High,FOMC Statement,,,3:00pm
169,<0.75%,USD,2016-12-14 00:00:00,<0.75%,,High,Federal Funds Rate,<0.50%,,3:00pm
170,,USD,2016-12-14 00:00:00,,,High,FOMC Press Conference,,,3:30pm
171,54.4,NZD,2016-12-14 00:00:00,,,Low,Business NZ Manufacturing Index,55.1,,5:30pm
172,3.4%,AUD,2016-12-14 00:00:00,,,Low,MI Inflation Expectations,3.2%,,8:00pm
173,39.1K,AUD,2016-12-14 00:00:00,17.6K,better,High,Employment Change,15.2K,better,8:30pm
174,5.7%,AUD,2016-12-14 00:00:00,5.6%,worse,High,Unemployment Rate,5.6%,,8:30pm
175,,AUD,2016-12-14 00:00:00,,,Low,RBA Bulletin,,,8:30pm
176,51.9,JPY,2016-12-14 00:00:00,51.5,better,Low,Flash Manufacturing PMI,51.3,,8:30pm
177,3.9%,CNY,2016-12-14 00:00:00,,,Low,Foreign Direct Investment ytd/y,4.2%,,10:27pm
178,,CHF,2016-12-15 00:00:00,,,Low,SECO Economic Forecasts,,,2:45am
179,53.5,EUR,2016-12-15 00:00:00,51.9,better,Medium,French Flash Manufacturing PMI,51.7,,4:00am
180,52.6,EUR,2016-12-15 00:00:00,51.8,better,Medium,French Flash Services PMI,51.6,worse,4:00am
181,-0.75%,CHF,2016-12-15 00:00:00,-0.75%,,High,Libor Rate,-0.75%,,4:30am
182,,CHF,2016-12-15 00:00:00,,,High,SNB Monetary Policy Assessment,,,4:30am
183,,CHF,2016-12-15 00:00:00,,,High,SNB Press Conference,,,4:30am
184,55.5,EUR,2016-12-15 00:00:00,54.6,better,Medium,German Flash Manufacturing PMI,54.3,,4:30am
185,53.8,EUR,2016-12-15 00:00:00,55.0,worse,Medium,German Flash Services PMI,55.1,,4:30am
186,54.9,EUR,2016-12-15 00:00:00,53.9,better,Medium,Flash Manufacturing PMI,53.7,,5:00am
187,53.1,EUR,2016-12-15 00:00:00,53.9,worse,Medium,Flash Services PMI,53.8,,5:00am
188,0.2%,GBP,2016-12-15 00:00:00,0.2%,,High,Retail Sales m/m,1.8%,worse,5:30am
189,62.2B,EUR,2016-12-15 00:00:00,,,Medium,Long Term Refinancing Operation,45.3B,,6:30am
190,0-0-9,GBP,2016-12-15 00:00:00,0-0-9,,High,MPC Official Bank Rate Votes,0-0-9,,8:00am
191,,GBP,2016-12-15 00:00:00,,,High,Monetary Policy Summary,,,8:00am
192,0.25%,GBP,2016-12-15 00:00:00,0.25%,,High,Official Bank Rate,0.25%,,8:00am
193,435B,GBP,2016-12-15 00:00:00,435B,,Medium,Asset Purchase Facility,435B,,8:00am
194,0-0-9,GBP,2016-12-15 00:00:00,0-0-9,,Medium,MPC Asset Purchase Facility Votes,0-0-9,,8:00am
195,-0.8%,CAD,2016-12-15 00:00:00,0.7%,worse,High,Manufacturing Sales m/m,0.3%,,9:30am
196,0.2%,USD,2016-12-15 00:00:00,0.2%,,High,CPI m/m,0.4%,,9:30am
197,0.2%,USD,2016-12-15 00:00:00,0.2%,,High,Core CPI m/m,0.1%,,9:30am
198,21.5,USD,2016-12-15 00:00:00,9.1,better,High,Philly Fed Manufacturing Index,7.6,,9:30am
199,254K,USD,2016-12-15 00:00:00,255K,,High,Unemployment Claims,258K,,9:30am
200,-113B,USD,2016-12-15 00:00:00,-111B,,Medium,Current Account,-118B,,9:30am
201,9.0,USD,2016-12-15 00:00:00,3.2,better,Medium,Empire State Manufacturing Index,1.5,,9:30am
202,54.2,USD,2016-12-15 00:00:00,54.2,,Low,Flash Manufacturing PMI,54.1,,10:45am
203,70,USD,2016-12-15 00:00:00,63,better,Low,NAHB Housing Market Index,63,,11:00am
204,,CAD,2016-12-15 00:00:00,,,Low,BOC Financial System Review,,,11:30am
205,-147B,USD,2016-12-15 00:00:00,-126B,,Low,Natural Gas Storage,-42B,,11:30am
206,,CAD,2016-12-15 00:00:00,,,High,BOC Gov Poloz Speaks,,,12:15pm
207,9.4B,USD,2016-12-15 00:00:00,-32.3B,better,Low,TIC Long-Term Purchases,-26.2B,,5:00pm
208,4.30B,EUR,2016-12-16 00:00:00,4.21B,better,Low,Italian Trade Balance,3.67B,,5:03am
209,0.6%,EUR,2016-12-16 00:00:00,0.6%,,Medium,Final CPI y/y,0.6%,,6:00am
210,0.8%,EUR,2016-12-16 00:00:00,0.8%,,Low,Final Core CPI y/y,0.8%,,6:00am
211,19.7B,EUR,2016-12-16 00:00:00,25.2B,worse,Low,Trade Balance,24.4B,worse,6:00am
212,0,GBP,2016-12-16 00:00:00,-5,better,Low,CBI Industrial Order Expectations,-3,,7:00am
213,,GBP,2016-12-16 00:00:00,,,Low,BOE Quarterly Bulletin,,,8:00am
214,15.75B,CAD,2016-12-16 00:00:00,12.35B,better,Medium,Foreign Securities Purchases,11.79B,,9:30am
215,1.20M,USD,2016-12-16 00:00:00,1.24M,worse,High,Building Permits,1.26M,better,9:30am
216,1.09M,USD,2016-12-16 00:00:00,1.23M,worse,Medium,Housing Starts,1.34M,,9:30am
217,No,EUR,2016-12-04 00:00:00,,,High,Italian Constitution Amendment Vote,,,12:00am
218,51.1,AUD,2016-12-04 00:00:00,,,Low,AIG Services Index,50.5,,6:30pm
219,0.1%,AUD,2016-12-04 00:00:00,,,Low,MI Inflation Gauge m/m,0.2%,,8:00pm
220,2.7%,NZD,2016-12-04 00:00:00,,,Low,ANZ Commodity Prices m/m,0.7%,,8:00pm
221,-1.7%,GBP,2016-12-04 00:00:00,,,Low,BRC Shop Price Index y/y,-1.7%,,8:01pm
222,1.0%,AUD,2016-12-04 00:00:00,3.1%,worse,Medium,Company Operating Profits q/q,6.5%,worse,8:30pm
223,1.7%,AUD,2016-12-04 00:00:00,,,Low,ANZ Job Advertisements m/m,1.0%,,8:30pm
224,53.1,CNY,2016-12-04 00:00:00,52.7,better,Medium,Caixin Services PMI,52.4,,9:45pm
225,40.9,JPY,2016-12-05 00:00:00,43.8,worse,Low,Consumer Confidence,42.3,,1:00am
226,55.1,EUR,2016-12-05 00:00:00,55.1,,Low,Spanish Services PMI,54.6,,4:15am
227,53.3,EUR,2016-12-05 00:00:00,51.4,better,Low,Italian Services PMI,51.0,,4:45am
228,51.6,EUR,2016-12-05 00:00:00,52.6,worse,Low,French Final Services PMI,52.6,,4:50am
229,55.1,EUR,2016-12-05 00:00:00,55.0,,Low,German Final Services PMI,55.0,,4:55am
230,53.8,EUR,2016-12-05 00:00:00,54.1,,Low,Final Services PMI,54.1,,5:00am
231,10.0,EUR,2016-12-05 00:00:00,14.7,worse,Low,Sentix Investor Confidence,13.1,,5:30am
232,55.2,GBP,2016-12-05 00:00:00,54.2,better,High,Services PMI,54.5,,5:30am
233,1.1%,EUR,2016-12-05 00:00:00,0.9%,better,Low,Retail Sales m/m,-0.4%,worse,6:00am
234,,EUR,2016-12-05 00:00:00,,,Medium,Eurogroup Meetings,,,12:00am
235,,USD,2016-12-05 00:00:00,,,Medium,FOMC Member Dudley Speaks,,,9:30am
236,,EUR,2016-12-05 00:00:00,,,High,ECB President Draghi Speaks,,,10:00am
237,54.6,USD,2016-12-05 00:00:00,54.9,,Low,Final Services PMI,54.7,,10:45am
238,57.2,USD,2016-12-05 00:00:00,55.3,better,High,ISM Non-Manufacturing PMI,54.8,,11:00am
239,1.5,USD,2016-12-05 00:00:00,,,Low,Labor Market Conditions Index m/m,1.4,better,11:00am
240,,GBP,2016-12-05 00:00:00,,,High,BOE Gov Carney Speaks,,,1:00pm
241,,USD,2016-12-05 00:00:00,,,Medium,FOMC Member Bullard Speaks,,,3:05pm
242,0.1%,JPY,2016-12-05 00:00:00,0.2%,worse,Low,Average Cash Earnings y/y,0.0%,worse,8:00pm
243,0.6%,GBP,2016-12-05 00:00:00,,,Low,BRC Retail Sales Monitor y/y,1.7%,,8:01pm
244,-11.4B,AUD,2016-12-05 00:00:00,-13.6B,better,Medium,Current Account,-15.9B,worse,8:30pm
245,1.50%,AUD,2016-12-05 00:00:00,1.50%,,High,Cash Rate,1.50%,,11:30pm
246,,AUD,2016-12-05 00:00:00,,,High,RBA Rate Statement,,,11:30pm
247,4.9%,EUR,2016-12-06 00:00:00,0.6%,better,Medium,German Factory Orders m/m,-0.3%,better,3:00am
248,-0.2%,CHF,2016-12-06 00:00:00,-0.1%,worse,Low,CPI m/m,0.1%,,4:15am
249,48.6,EUR,2016-12-06 00:00:00,,,Low,Retail PMI,48.6,,5:10am
250,,GBP,2016-12-06 00:00:00,,,Low,FPC Meeting Minutes,,,5:30am
251,0.3%,EUR,2016-12-06 00:00:00,0.3%,,Low,Revised GDP q/q,0.3%,,6:00am
252,,EUR,2016-12-06 00:00:00,,,Medium,ECOFIN Meetings,,,12:00am
253,1.39|2.0,GBP,2016-12-06 00:00:00,,,Low,10-y Bond Auction,1.38|2.0,,6:40am
254,-1.1B,CAD,2016-12-06 00:00:00,-2.1B,better,High,Trade Balance,-4.4B,worse,9:30am
255,3.1%,USD,2016-12-06 00:00:00,3.2%,,Medium,Revised Nonfarm Productivity q/q,3.1%,,9:30am
256,-42.6B,USD,2016-12-06 00:00:00,-41.5B,worse,Medium,Trade Balance,-36.2B,,9:30am
257,0.7%,USD,2016-12-06 00:00:00,0.4%,better,Low,Revised Unit Labor Costs q/q,0.3%,,9:30am
258,3.5%,NZD,2016-12-06 00:00:00,,,High,GDT Price Index,4.5%,,10:11am
259,56.8,CAD,2016-12-06 00:00:00,59.9,worse,Medium,Ivey PMI,59.7,,11:00am
260,2.7%,USD,2016-12-06 00:00:00,2.5%,better,Medium,Factory Orders m/m,0.6%,better,11:00am
261,54.8,USD,2016-12-06 00:00:00,52.3,better,Low,IBD/TIPP Economic Optimism,51.4,,11:00am
262,,NZD,2016-12-06 00:00:00,,,High,RBNZ Gov Wheeler Speaks,,,6:00pm
