,datetime,new,total_error,pips_candle_max_0_30_after,pips_candle_max_0_60_after,pips_candle_max_0_120_after,pips_candle_max_0_180_after,pips_candle_max_0_240_after
50,2007-02-14 08:30:00,Core Retail Sales m/m_Retail Sales m/m,0,14,14,57,57,57
51,2007-02-14 10:00:00,Business Inventories m/m,4,17,17,17,17,17
52,2007-02-14 10:30:00,Crude Oil Inventories,0,6,6,6,6,6
53,2007-02-15 08:30:00,Unemployment Claims_Import Prices m/m_Empire State Manufacturing Index,-1,18,35,35,35,35
54,2007-02-15 09:00:00,TIC Long-Term Purchases,0,25,25,25,25,25
55,2007-02-15 09:15:00,Capacity Utilization Rate_Industrial Production m/m,-2,8,8,8,8,8
56,2007-02-15 10:30:00,Natural Gas Storage,0,5,5,5,5,5
57,2007-02-15 12:00:00,Philly Fed Manufacturing Index,-2,6,6,6,6,6
58,2007-02-15 13:00:00,NAHB Housing Market Index,1,9,9,19,19,19
59,2007-02-16 08:30:00,PPI m/m_Core PPI m/m_Building Permits_Housing Starts,-2,6,6,6,7,10
60,2007-02-16 10:00:00,Prelim UoM Consumer Sentiment,-6,6,10,27,27,27
61,2007-02-21 08:30:00,Core CPI m/m_CPI m/m,-2,-2,-2,4,4,4
62,2007-02-21 10:00:00,CB Leading Index m/m,0,14,14,14,14,16
63,2007-02-22 08:30:00,Unemployment Claims,-1,4,4,12,37,37
64,2007-02-22 10:30:00,Crude Oil Inventories_Natural Gas Storage,0,2,28,28,28,28
65,2007-02-27 08:30:00,Core Durable Goods Orders m/m_Durable Goods Orders m/m,-4,6,6,10,10,20
66,2007-02-27 09:00:00,S&P/CS Composite-20 HPI y/y,-1,2,12,12,14,22
67,2007-02-27 10:00:00,Richmond Manufacturing Index_Existing Home Sales_CB Consumer Confidence,8,3,15,20,28,28
68,2007-02-28 08:30:00,Prelim GDP q/q_Prelim GDP Price Index q/q,-2,16,16,16,16,24
69,2007-02-28 09:45:00,Chicago PMI,-2,11,11,21,28,28
70,2007-02-28 10:00:00,New Home Sales,0,1,1,21,21,21
71,2007-02-28 10:30:00,Crude Oil Inventories,0,21,30,43,43,43
72,2007-03-01 00:00:00,Total Vehicle Sales,1,5,5,5,14,18
73,2007-03-01 08:30:00,Unemployment Claims_Core PCE Price Index m/m_Personal Spending m/m_Personal Income m/m,5,7,9,9,9,9
74,2007-03-01 09:30:00,Natural Gas Storage,0,3,3,3,3,3
75,2007-03-01 10:00:00,Construction Spending m/m_ISM Manufacturing PMI_ISM Manufacturing Prices,4,6,6,6,6,6
76,2007-03-02 10:00:00,Revised UoM Consumer Sentiment,-2,7,7,12,26,26
77,2007-03-05 10:00:00,ISM Non-Manufacturing PMI,-3,5,5,5,5,5
78,2007-03-06 08:30:00,Revised Nonfarm Productivity q/q_Revised Unit Labor Costs q/q,1,3,3,9,16,17
79,2007-03-06 10:00:00,Pending Home Sales m/m_Factory Orders m/m,-6,4,10,12,13,13
80,2007-03-07 08:15:00,ADP Non-Farm Employment Change,-4,2,4,13,16,16
81,2007-03-07 10:30:00,Crude Oil Inventories,0,2,2,2,5,26
82,2007-03-07 15:00:00,Consumer Credit m/m,-2,2,2,2,2,2
83,2007-03-08 08:30:00,Unemployment Claims,0,15,15,15,15,15
84,2007-03-08 09:30:00,Natural Gas Storage,0,7,8,14,14,14
85,2007-03-09 08:30:00,Trade Balance_Non-Farm Employment Change_Unemployment Rate_Average Hourly Earnings m/m,8,-2,-2,-2,-2,-2
86,2007-03-09 10:00:00,Final Wholesale Inventories m/m,-1,2,7,14,14,14
87,2007-03-12 15:00:00,Federal Budget Balance,2,5,7,7,7,8
88,2007-03-13 08:30:00,Core Retail Sales m/m_Retail Sales m/m,-9,18,21,21,21,21
89,2007-03-13 10:00:00,Business Inventories m/m,-2,2,2,2,9,10
90,2007-03-13 11:00:00,IBD/TIPP Economic Optimism,0,3,6,20,21,23
91,2007-03-14 08:30:00,Import Prices m/m_Current Account,0,9,10,30,41,58
92,2007-03-14 10:30:00,Crude Oil Inventories,0,15,15,32,32,32
93,2007-03-15 08:30:00,Unemployment Claims_Empire State Manufacturing Index_PPI m/m_Core PPI m/m,4,2,14,14,21,26
94,2007-03-15 09:00:00,TIC Long-Term Purchases,3,17,17,20,26,29
95,2007-03-15 10:30:00,Natural Gas Storage,0,18,22,27,27,27
96,2007-03-15 12:00:00,Philly Fed Manufacturing Index,-2,14,14,14,14,14
97,2007-03-16 08:30:00,Core CPI m/m_CPI m/m,2,9,9,10,10,10
98,2007-03-16 09:15:00,Capacity Utilization Rate_Industrial Production m/m,8,18,18,18,18,18
99,2007-03-16 10:00:00,Prelim UoM Consumer Sentiment,-6,4,4,4,4,4
100,2007-03-19 13:00:00,NAHB Housing Market Index,-2,2,2,7,9,9
101,2007-03-20 08:30:00,Building Permits_Housing Starts,2,26,26,26,26,26
102,2007-03-21 10:30:00,Crude Oil Inventories,0,4,6,8,8,79
103,2007-03-21 14:15:00,Federal Funds Rate,0,51,55,59,59,60
104,2007-03-22 08:30:00,Unemployment Claims,0,7,13,23,23,23
105,2007-03-22 10:00:00,CB Leading Index m/m,-2,7,7,7,7,7
106,2007-03-22 10:30:00,Natural Gas Storage,0,1,1,1,1,1
107,2007-03-23 10:00:00,Existing Home Sales,3,7,7,7,7,7
108,2007-03-26 10:00:00,New Home Sales,-6,29,29,29,29,29
109,2007-03-27 09:00:00,S&P/CS Composite-20 HPI y/y,-1,1,5,19,19,19
110,2007-03-27 10:00:00,Richmond Manufacturing Index_CB Consumer Confidence,-7,26,26,26,26,26
111,2007-03-28 08:30:00,Core Durable Goods Orders m/m_Durable Goods Orders m/m,-10,5,5,17,18,18
112,2007-03-28 10:30:00,Crude Oil Inventories,0,6,6,6,6,6
113,2007-03-29 08:30:00,Unemployment Claims_Final GDP q/q_Final GDP Price Index q/q,3,5,6,12,12,18
114,2007-03-29 10:30:00,Natural Gas Storage,0,7,7,14,14,14
115,2007-03-30 08:30:00,Core PCE Price Index m/m_Personal Spending m/m_Personal Income m/m,3,-2,-2,-2,71,77
116,2007-03-30 09:45:00,Chicago PMI,2,6,6,92,92,92
117,2007-03-30 10:00:00,Construction Spending m/m_Revised UoM Consumer Sentiment,2,6,15,102,102,102
118,2007-04-02 10:00:00,ISM Manufacturing PMI_ISM Manufacturing Prices,-2,2,2,2,3,3
119,2007-04-03 01:00:00,Total Vehicle Sales,0,0,0,4,15,15
120,2007-04-03 10:00:00,Pending Home Sales m/m,3,11,11,11,11,11
121,2007-04-04 08:15:00,ADP Non-Farm Employment Change,0,2,5,13,26,26
122,2007-04-04 10:00:00,Factory Orders m/m_ISM Non-Manufacturing PMI,-5,11,19,19,19,19
123,2007-04-04 10:30:00,Crude Oil Inventories,0,8,8,8,8,8
124,2007-04-05 08:30:00,Unemployment Claims,-1,12,59,65,65,65
125,2007-04-05 10:30:00,Natural Gas Storage,0,5,5,5,5,5
126,2007-04-06 08:30:00,Non-Farm Employment Change_Unemployment Rate_Average Hourly Earnings m/m,9,17,17,17,17,17
127,2007-04-06 10:00:00,Final Wholesale Inventories m/m,0,5,10,10,10,10
128,2007-04-06 15:00:00,Consumer Credit m/m,-1,0,0,3,3,3
129,2007-04-10 10:00:00,IBD/TIPP Economic Optimism,-1,9,18,25,25,25
130,2007-04-11 10:30:00,Crude Oil Inventories,0,11,11,11,11,11
131,2007-04-11 14:00:00,Federal Budget Balance,-2,5,14,14,15,17
132,2007-04-12 08:30:00,Unemployment Claims_Import Prices m/m,1,5,7,27,39,39
133,2007-04-12 10:30:00,Natural Gas Storage,0,19,19,19,19,19
134,2007-04-13 08:30:00,Trade Balance_PPI m/m_Core PPI m/m,4,3,6,14,14,14
135,2007-04-13 10:00:00,Prelim UoM Consumer Sentiment,-3,3,3,3,3,3
136,2007-04-16 08:30:00,Core Retail Sales m/m_Retail Sales m/m_Empire State Manufacturing Index,7,12,12,12,12,12
137,2007-04-16 09:00:00,TIC Long-Term Purchases,-3,4,4,6,6,6
138,2007-04-16 10:00:00,Business Inventories m/m,-2,10,12,12,12,12
139,2007-04-16 13:00:00,NAHB Housing Market Index,-1,6,6,6,6,6
140,2007-04-17 08:30:00,Core CPI m/m_Building Permits_CPI m/m_Housing Starts,-1,34,34,34,34,34
141,2007-04-17 09:15:00,Capacity Utilization Rate_Industrial Production m/m,-8,6,6,6,6,6
142,2007-04-18 10:30:00,Crude Oil Inventories,0,0,0,0,0,0
143,2007-04-19 08:30:00,Unemployment Claims,-1,12,12,12,12,12
144,2007-04-19 10:00:00,CB Leading Index m/m,-2,12,12,17,17,17
145,2007-04-19 10:30:00,Natural Gas Storage,0,6,11,11,11,11
146,2007-04-19 12:00:00,Philly Fed Manufacturing Index,-2,2,7,7,7,8
147,2007-04-24 09:00:00,S&P/CS Composite-20 HPI y/y,0,2,24,52,52,52
148,2007-04-24 10:00:00,Richmond Manufacturing Index_Existing Home Sales_CB Consumer Confidence,-4,31,31,31,31,31
149,2007-04-25 08:30:00,Core Durable Goods Orders m/m_Durable Goods Orders m/m,2,4,4,27,27,27
150,2007-04-25 10:00:00,New Home Sales,-6,10,10,10,10,10
151,2007-04-25 10:30:00,Crude Oil Inventories,0,2,2,2,2,2
152,2007-04-26 08:30:00,Unemployment Claims,0,13,13,13,13,13
153,2007-04-26 10:30:00,Natural Gas Storage,0,4,4,4,4,5
154,2007-04-27 08:30:00,Advance GDP q/q_Advance GDP Price Index q/q_Employment Cost Index q/q,-4,2,2,2,2,2
155,2007-04-27 10:00:00,Revised UoM Consumer Sentiment,2,4,7,7,7,7
156,2007-04-30 08:30:00,Core PCE Price Index m/m_Personal Spending m/m_Personal Income m/m,-1,13,22,29,63,63
157,2007-04-30 09:45:00,Chicago PMI,-2,10,12,44,44,44
158,2007-04-30 10:00:00,Construction Spending m/m,1,3,13,41,41,41
159,2007-05-01 01:00:00,Total Vehicle Sales,0,1,6,13,13,13
160,2007-05-01 10:00:00,ISM Manufacturing PMI_Pending Home Sales m/m_ISM Manufacturing Prices,4,-1,-1,-1,-1,-1
161,2007-05-02 08:15:00,ADP Non-Farm Employment Change,-6,1,11,11,23,23
162,2007-05-02 10:00:00,Factory Orders m/m,4,28,28,28,28,28
163,2007-05-02 10:30:00,Crude Oil Inventories,0,1,1,1,1,1
164,2007-05-03 08:30:00,Unemployment Claims_Prelim Nonfarm Productivity q/q_Prelim Unit Labor Costs q/q,0,3,3,3,3,3
165,2007-05-03 10:00:00,ISM Non-Manufacturing PMI,3,5,7,8,12,12
166,2007-05-03 10:30:00,Natural Gas Storage,0,10,10,15,15,15
167,2007-05-04 08:30:00,Non-Farm Employment Change_Unemployment Rate_Average Hourly Earnings m/m,-5,32,32,44,44,44
168,2007-05-07 15:00:00,Consumer Credit m/m,2,0,2,2,2,2
169,2007-05-08 10:00:00,Final Wholesale Inventories m/m,2,0,0,0,0,0
170,2007-05-09 10:30:00,Crude Oil Inventories,0,3,3,3,3,6
171,2007-05-09 14:15:00,Federal Funds Rate,0,9,9,9,9,9
172,2007-05-10 08:30:00,Trade Balance_Unemployment Claims_Import Prices m/m,-2,2,2,2,2,2
173,2007-05-10 10:30:00,Natural Gas Storage,0,3,5,5,5,5
174,2007-05-10 14:00:00,Federal Budget Balance,2,3,6,11,11,11
175,2007-05-11 08:30:00,Core Retail Sales m/m_Retail Sales m/m_PPI m/m_Core PPI m/m,1,6,13,28,32,32
176,2007-05-11 10:00:00,Business Inventories m/m,4,14,18,18,18,18
177,2007-05-15 08:30:00,Empire State Manufacturing Index_Core CPI m/m_CPI m/m,-4,2,2,19,48,48
178,2007-05-15 09:00:00,TIC Long-Term Purchases,-3,2,3,60,60,60
179,2007-05-15 10:00:00,IBD/TIPP Economic Optimism,1,30,59,59,59,59
180,2007-05-15 13:00:00,NAHB Housing Market Index,-1,1,1,1,1,1
181,2007-05-16 08:30:00,Building Permits_Housing Starts,0,8,8,8,8,8
182,2007-05-16 09:15:00,Capacity Utilization Rate_Industrial Production m/m,0,5,6,6,6,6
183,2007-05-16 10:30:00,Crude Oil Inventories,0,4,4,4,4,4
184,2007-05-17 08:30:00,Unemployment Claims,1,4,4,4,4,10
185,2007-05-17 10:00:00,CB Leading Index m/m,0,8,8,11,17,17
186,2007-05-17 10:30:00,Natural Gas Storage,0,1,5,11,11,11
187,2007-05-17 12:00:00,Philly Fed Manufacturing Index,2,11,11,11,11,11
188,2007-05-18 10:00:00,Prelim UoM Consumer Sentiment,6,22,28,44,44,44
189,2007-05-22 10:00:00,Richmond Manufacturing Index,-1,19,19,19,19,19
190,2007-05-23 10:30:00,Crude Oil Inventories,0,8,8,8,8,8
191,2007-05-24 08:30:00,Unemployment Claims_Core Durable Goods Orders m/m_Durable Goods Orders m/m,-2,9,18,18,18,18
192,2007-05-24 10:00:00,New Home Sales,0,2,9,9,11,19
193,2007-05-24 10:30:00,Natural Gas Storage,0,16,16,18,23,26
194,2007-05-25 10:00:00,Existing Home Sales,0,19,19,19,19,19
195,2007-05-29 09:00:00,S&P/CS Composite-20 HPI y/y,0,1,1,1,1,1
196,2007-05-29 10:00:00,CB Consumer Confidence,6,3,3,3,3,3
197,2007-05-30 08:15:00,ADP Non-Farm Employment Change,-3,2,5,17,17,17
198,2007-05-31 08:30:00,Unemployment Claims_Prelim GDP q/q_Prelim GDP Price Index q/q,-3,3,3,3,3,3
199,2007-05-31 09:45:00,Chicago PMI,2,4,4,14,14,14
200,2007-05-31 10:00:00,Construction Spending m/m,1,2,13,23,23,23
201,2007-05-31 10:30:00,Crude Oil Inventories_Natural Gas Storage,0,20,30,30,30,30
202,2007-06-01 01:00:00,Total Vehicle Sales,0,0,0,0,0,0
203,2007-06-01 08:30:00,Core PCE Price Index m/m_Personal Spending m/m_Personal Income m/m_Non-Farm Employment Change_Unemployment Rate_Average Hourly Earnings m/m,1,3,3,3,3,3
204,2007-06-01 10:00:00,ISM Manufacturing PMI_Pending Home Sales m/m_ISM Manufacturing Prices_Revised UoM Consumer Sentiment,2,1,18,24,30,30
205,2007-06-04 10:00:00,Factory Orders m/m,0,2,2,8,8,8
206,2007-06-05 10:00:00,ISM Non-Manufacturing PMI,3,4,4,6,10,10
207,2007-06-06 08:30:00,Revised Nonfarm Productivity q/q_Revised Unit Labor Costs q/q,1,-1,-1,-1,-1,-1
208,2007-06-06 10:30:00,Crude Oil Inventories,0,1,1,1,1,1
209,2007-06-07 08:30:00,Unemployment Claims,2,6,7,9,9,9
210,2007-06-07 10:00:00,Final Wholesale Inventories m/m,-1,1,1,1,1,1
211,2007-06-07 10:30:00,Natural Gas Storage,0,4,7,7,7,7
212,2007-06-07 15:00:00,Consumer Credit m/m,0,0,0,1,2,2
213,2007-06-08 08:30:00,Trade Balance,6,4,15,15,15,15
214,2007-06-12 10:00:00,IBD/TIPP Economic Optimism,1,1,7,8,8,13
215,2007-06-12 14:00:00,Federal Budget Balance,0,1,1,1,1,1
216,2007-06-13 08:30:00,Core Retail Sales m/m_Retail Sales m/m_Import Prices m/m,14,31,31,35,35,35
217,2007-06-13 10:00:00,Business Inventories m/m,-4,15,15,15,15,15
218,2007-06-13 10:30:00,Crude Oil Inventories,0,7,7,7,7,7
219,2007-06-14 08:30:00,Unemployment Claims_PPI m/m_Core PPI m/m,3,32,32,42,42,42
220,2007-06-14 10:30:00,Natural Gas Storage,0,3,3,3,3,3
221,2007-06-15 08:30:00,Empire State Manufacturing Index_Core CPI m/m_CPI m/m_Current Account,5,26,41,41,56,56
222,2007-06-15 09:00:00,TIC Long-Term Purchases,0,22,22,27,37,41
223,2007-06-15 09:15:00,Capacity Utilization Rate_Industrial Production m/m,-6,3,3,16,18,22
224,2007-06-15 10:00:00,Prelim UoM Consumer Sentiment,-3,6,20,30,34,42
225,2007-06-18 13:00:00,NAHB Housing Market Index,-1,4,4,5,5,7
226,2007-06-19 08:30:00,Building Permits_Housing Starts,4,-1,-1,4,5,14
227,2007-06-20 10:30:00,Crude Oil Inventories,0,1,1,1,1,1
228,2007-06-21 08:30:00,Unemployment Claims,-2,0,0,0,1,1
229,2007-06-21 10:00:00,CB Leading Index m/m,2,4,5,9,9,9
230,2007-06-21 10:30:00,Natural Gas Storage,0,3,7,7,7,7
231,2007-06-21 12:00:00,Philly Fed Manufacturing Index,2,6,6,6,6,6
232,2007-06-25 10:00:00,Existing Home Sales,3,2,2,2,2,2
233,2007-06-26 09:00:00,S&P/CS Composite-20 HPI y/y,0,9,9,9,9,9
234,2007-06-26 10:00:00,Richmond Manufacturing Index_New Home Sales_CB Consumer Confidence,-5,5,5,7,8,9
235,2007-06-27 08:30:00,Core Durable Goods Orders m/m_Durable Goods Orders m/m,0,0,0,0,0,0
236,2007-06-27 10:30:00,Crude Oil Inventories,0,1,1,1,7,7
237,2007-06-28 08:30:00,Unemployment Claims_Final GDP q/q_Final GDP Price Index q/q,-1,4,5,5,5,5
238,2007-06-28 10:30:00,Natural Gas Storage,0,2,4,5,5,5
239,2007-06-28 14:15:00,Federal Funds Rate,0,9,9,9,9,9
240,2007-06-29 08:30:00,Core PCE Price Index m/m_Personal Spending m/m_Personal Income m/m,-4,16,17,17,17,25
241,2007-06-29 09:45:00,Chicago PMI,2,3,3,6,17,25
242,2007-06-29 10:00:00,Construction Spending m/m_Revised UoM Consumer Sentiment,3,6,6,16,29,29
243,2007-07-02 10:00:00,ISM Manufacturing PMI_ISM Manufacturing Prices,2,24,32,36,39,39
244,2007-07-03 01:00:00,Total Vehicle Sales,-1,8,11,13,13,13
245,2007-07-03 10:00:00,Pending Home Sales m/m_Factory Orders m/m,-2,-1,4,7,11,11
246,2007-07-05 08:15:00,ADP Non-Farm Employment Change,2,7,7,7,7,7
247,2007-07-05 08:30:00,Unemployment Claims,0,3,3,3,3,3
248,2007-07-05 10:00:00,ISM Non-Manufacturing PMI,3,8,8,8,8,8
249,2007-07-05 10:30:00,Crude Oil Inventories,0,13,20,20,20,20
250,2007-07-06 08:30:00,Non-Farm Employment Change_Unemployment Rate_Average Hourly Earnings m/m,6,28,46,70,70,70
251,2007-07-06 10:30:00,Natural Gas Storage,0,0,1,1,1,1
252,2007-07-09 15:00:00,Consumer Credit m/m,0,1,1,4,10,10
253,2007-07-10 10:00:00,Final Wholesale Inventories m/m,-1,19,25,25,25,25
254,2007-07-11 10:30:00,Crude Oil Inventories,0,6,6,6,6,6
255,2007-07-12 08:30:00,Trade Balance_Unemployment Claims,1,2,2,2,2,2
256,2007-07-12 10:30:00,Natural Gas Storage,0,7,10,20,21,21
257,2007-07-12 14:00:00,Federal Budget Balance,0,2,2,2,5,9
258,2007-07-13 08:30:00,Core Retail Sales m/m_Retail Sales m/m_Import Prices m/m,4,16,18,18,18,18
259,2007-07-13 10:00:00,Business Inventories m/m_Prelim UoM Consumer Sentiment,4,11,11,11,11,11
260,2007-07-16 08:30:00,Empire State Manufacturing Index,2,7,7,10,10,10
261,2007-07-17 08:30:00,PPI m/m_Core PPI m/m,-1,13,13,13,13,13
262,2007-07-17 09:00:00,TIC Long-Term Purchases,0,5,8,9,9,9
263,2007-07-17 09:15:00,Capacity Utilization Rate_Industrial Production m/m,2,9,9,10,10,10
264,2007-07-17 10:00:00,IBD/TIPP Economic Optimism,-1,2,5,5,5,5
265,2007-07-17 13:00:00,NAHB Housing Market Index,-1,1,2,2,2,2
266,2007-07-18 08:30:00,Core CPI m/m_Building Permits_CPI m/m_Housing Starts,-2,2,3,31,43,43
267,2007-07-18 10:30:00,Crude Oil Inventories,0,13,13,13,13,13
268,2007-07-19 08:30:00,Unemployment Claims,2,15,15,15,15,15
269,2007-07-19 10:00:00,CB Leading Index m/m,-2,1,6,6,6,6
270,2007-07-19 10:30:00,Natural Gas Storage,0,11,11,11,11,11
271,2007-07-19 12:00:00,Philly Fed Manufacturing Index,-2,0,8,8,8,8
272,2007-07-24 10:00:00,Richmond Manufacturing Index,0,7,7,7,7,7
273,2007-07-25 10:00:00,Existing Home Sales,-3,3,3,3,3,3
274,2007-07-25 10:30:00,Crude Oil Inventories,0,6,6,6,6,6
275,2007-07-26 08:30:00,Unemployment Claims_Core Durable Goods Orders m/m_Durable Goods Orders m/m,1,2,6,21,21,48
276,2007-07-26 10:00:00,New Home Sales,-6,3,3,3,35,35
277,2007-07-26 10:30:00,Natural Gas Storage,0,8,8,44,44,44
278,2007-07-27 08:30:00,Advance GDP q/q_Advance GDP Price Index q/q,0,17,17,17,17,17
279,2007-07-27 10:00:00,Revised UoM Consumer Sentiment,-2,10,16,16,16,16
280,2007-07-31 08:30:00,Employment Cost Index q/q_Core PCE Price Index m/m_Personal Spending m/m_Personal Income m/m,-4,4,4,4,4,4
281,2007-07-31 09:00:00,S&P/CS Composite-20 HPI y/y,-1,3,9,9,9,9
282,2007-07-31 09:45:00,Chicago PMI,-2,3,3,3,7,7
283,2007-07-31 10:00:00,CB Consumer Confidence_Construction Spending m/m,5,4,4,12,12,12
284,2007-08-01 01:00:00,Total Vehicle Sales,-1,4,7,10,14,14
285,2007-08-01 08:15:00,ADP Non-Farm Employment Change,-4,33,33,41,45,45
286,2007-08-01 10:00:00,ISM Manufacturing PMI_Pending Home Sales m/m_ISM Manufacturing Prices,-4,21,21,21,21,21
287,2007-08-01 10:30:00,Crude Oil Inventories,0,6,6,6,6,6
288,2007-08-02 08:30:00,Unemployment Claims,2,6,13,13,36,43
289,2007-08-02 10:00:00,Factory Orders m/m,-2,3,11,33,40,40
290,2007-08-02 10:30:00,Natural Gas Storage,0,12,34,41,41,41
291,2007-08-03 08:30:00,Non-Farm Employment Change_Unemployment Rate_Average Hourly Earnings m/m,-4,5,22,61,73,77
292,2007-08-03 10:00:00,ISM Non-Manufacturing PMI,-3,34,34,48,50,50
293,2007-08-07 08:30:00,Prelim Nonfarm Productivity q/q_Prelim Unit Labor Costs q/q,8,3,3,3,3,3
294,2007-08-07 14:15:00,Federal Funds Rate,0,34,34,34,34,34
295,2007-08-07 15:00:00,Consumer Credit m/m,2,7,7,7,7,7
296,2007-08-08 10:00:00,Final Wholesale Inventories m/m,-1,5,5,5,5,5
297,2007-08-08 10:30:00,Crude Oil Inventories,0,16,16,16,16,16
298,2007-08-09 08:30:00,Unemployment Claims,-2,10,10,10,10,10
299,2007-08-09 10:30:00,Natural Gas Storage,0,2,7,7,7,7
300,2007-08-10 08:30:00,Import Prices m/m,2,4,12,14,14,26
301,2007-08-10 14:00:00,Federal Budget Balance,0,12,12,12,12,12
302,2007-08-13 08:30:00,Core Retail Sales m/m_Retail Sales m/m,9,3,6,6,6,6
303,2007-08-13 10:00:00,Business Inventories m/m,0,3,3,3,3,3
304,2007-08-14 08:30:00,Trade Balance_PPI m/m_Core PPI m/m,7,7,7,9,9,9
305,2007-08-14 10:00:00,IBD/TIPP Economic Optimism,1,9,9,10,10,10
306,2007-08-15 08:30:00,Empire State Manufacturing Index_Core CPI m/m_CPI m/m,0,4,4,30,30,30
307,2007-08-15 09:00:00,TIC Long-Term Purchases,3,17,38,44,44,44
308,2007-08-15 09:15:00,Capacity Utilization Rate_Industrial Production m/m,2,3,24,30,30,30
309,2007-08-15 10:30:00,Crude Oil Inventories,0,0,0,0,0,0
310,2007-08-15 13:00:00,NAHB Housing Market Index,0,12,15,15,15,15
311,2007-08-16 08:30:00,Unemployment Claims_Building Permits_Housing Starts,-5,7,7,13,13,13
