,actual,country,date,forecast,forecast_error,impact,new,previous,previous_error,time
41,0.3%,EUR,2018-10-02 00:00:00,0.2%,better,Low,PPI m/m,0.7%,better,5:00am
42,,EUR,2018-10-02 00:00:00,,,Low,ECOFIN Meetings,,,12:00am
43,,USD,2018-10-02 00:00:00,,,Medium,FOMC Member Quarles Speaks,,,10:00am
44,-1.9%,NZD,2018-10-02 00:00:00,,,Medium,GDT Price Index,-1.3%,,10:50am
45,17.4M,USD,2018-10-02 00:00:00,16.8M,better,Low,Total Vehicle Sales,16.7M,,12:00am
46,,USD,2018-10-02 00:00:00,,,High,Fed Chair Powell Speaks,,,12:45pm
47,52.5,AUD,2018-10-02 00:00:00,,,Low,AIG Services Index,52.2,,6:30pm
48,0.2%,GBP,2018-10-02 00:00:00,,,Low,BRC Shop Price Index y/y,0.1%,,7:01pm
49,-1.8%,NZD,2018-10-02 00:00:00,,,Low,ANZ Commodity Prices m/m,-1.1%,,8:00pm
50,,CNY,2018-10-02 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
51,-9.4%,AUD,2018-10-02 00:00:00,1.0%,worse,Medium,Building Approvals m/m,-4.6%,better,9:30pm
52,,EUR,2018-10-03 00:00:00,,,Non-Economic,German Bank Holiday,,,12:00am
53,52.5,EUR,2018-10-03 00:00:00,52.9,worse,Low,Spanish Services PMI,52.7,,3:15am
54,53.3,EUR,2018-10-03 00:00:00,52.8,better,Low,Italian Services PMI,52.6,,3:45am
55,54.8,EUR,2018-10-03 00:00:00,54.3,better,Low,French Final Services PMI,54.3,,3:50am
56,55.9,EUR,2018-10-03 00:00:00,56.5,worse,Low,German Final Services PMI,56.5,,3:55am
57,54.7,EUR,2018-10-03 00:00:00,54.7,,Low,Final Services PMI,54.7,,4:00am
58,53.9,GBP,2018-10-03 00:00:00,54.0,,High,Services PMI,54.3,,4:30am
59,-0.2%,EUR,2018-10-03 00:00:00,0.2%,worse,Low,Retail Sales m/m,-0.6%,worse,5:00am
60,,USD,2018-10-03 00:00:00,,,Medium,FOMC Member Barkin Speaks,,,8:05am
61,230K,USD,2018-10-03 00:00:00,185K,better,Medium,ADP Non-Farm Employment Change,168K,,8:15am
62,53.5,USD,2018-10-03 00:00:00,52.9,better,Low,Final Services PMI,52.9,,9:45am
63,61.6,USD,2018-10-03 00:00:00,58.0,better,High,ISM Non-Manufacturing PMI,58.5,,10:00am
64,8.0M,USD,2018-10-03 00:00:00,1.1M,,Medium,Crude Oil Inventories,1.9M,,10:30am
65,,USD,2018-10-03 00:00:00,,,Medium,FOMC Member Brainard Speaks,,,2:00pm
66,,USD,2018-10-03 00:00:00,,,Medium,FOMC Member Mester Speaks,,,2:15pm
67,,USD,2018-10-03 00:00:00,,,High,Fed Chair Powell Speaks,,,4:00pm
68,,CNY,2018-10-03 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
69,-2.9%,AUD,2018-10-03 00:00:00,,,Low,HIA New Home Sales m/m,-3.1%,,9:15pm
70,1.60B,AUD,2018-10-03 00:00:00,1.43B,better,Medium,Trade Balance,1.55B,,9:30pm
71,1.54|2.4,EUR,2018-10-04 00:00:00,,,Low,Spanish 10-y Bond Auction,1.49|1.5,,4:46am
72,0.86|1.6,EUR,2018-10-04 00:00:00,,,Low,French 10-y Bond Auction,0.71|1.9,,5:02am
73,70.9%,USD,2018-10-04 00:00:00,,,Low,Challenger Job Cuts y/y,13.7%,,7:30am
74,-6.3B,GBP,2018-10-04 00:00:00,-6.5B,,Low,Housing Equity Withdrawal q/q,-7.1B,worse,8:00am
75,207K,USD,2018-10-04 00:00:00,214K,better,Low,Unemployment Claims,215K,,8:30am
76,,USD,2018-10-04 00:00:00,,,Medium,FOMC Member Quarles Speaks,,,9:15am
77,50.4,CAD,2018-10-04 00:00:00,62.3,worse,Medium,Ivey PMI,61.9,,10:00am
78,2.3%,USD,2018-10-04 00:00:00,2.2%,,Low,Factory Orders m/m,-0.5%,better,10:00am
79,98B,USD,2018-10-04 00:00:00,47B,,Low,Natural Gas Storage,46B,,10:30am
80,49.3,AUD,2018-10-04 00:00:00,,,Low,AIG Construction Index,51.8,,6:30pm
81,2.8%,JPY,2018-10-04 00:00:00,0.0%,better,Low,Household Spending y/y,0.1%,,7:30pm
82,0.9%,JPY,2018-10-04 00:00:00,1.3%,worse,Medium,Average Cash Earnings y/y,1.6%,better,8:00pm
83,,CNY,2018-10-04 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
84,0.3%,AUD,2018-10-04 00:00:00,0.3%,,High,Retail Sales m/m,0.0%,,9:30pm
85,104.4%,JPY,2018-10-05 00:00:00,104.3%,,Low,Leading Indicators,103.9%,,1:00am
86,2.0%,EUR,2018-10-05 00:00:00,0.7%,better,Low,German Factory Orders m/m,-0.9%,,2:00am
87,0.3%,EUR,2018-10-05 00:00:00,0.2%,better,Low,German PPI m/m,0.2%,,2:00am
88,-97.3B,EUR,2018-10-05 00:00:00,,,Low,French Gov Budget Balance,-82.8B,,2:45am
89,-5.6B,EUR,2018-10-05 00:00:00,-4.5B,worse,Low,French Trade Balance,-3.4B,,2:45am
90,740B,CHF,2018-10-05 00:00:00,,,Low,Foreign Currency Reserves,731B,,3:00am
91,0.1%,CHF,2018-10-05 00:00:00,0.2%,worse,Low,CPI m/m,0.0%,,3:15am
92,-1.4%,GBP,2018-10-05 00:00:00,0.2%,worse,Low,Halifax HPI m/m,-0.2%,worse,3:30am
93,0.7%,EUR,2018-10-05 00:00:00,0.2%,better,Low,Italian Retail Sales m/m,0.0%,better,4:00am
94,63.3K,CAD,2018-10-05 00:00:00,25.0K,better,High,Employment Change,-51.6K,,8:30am
95,5.9%,CAD,2018-10-05 00:00:00,5.9%,,High,Unemployment Rate,6.0%,,8:30am
96,0.5B,CAD,2018-10-05 00:00:00,-0.5B,better,Medium,Trade Balance,-0.2B,,8:30am
97,0.3%,USD,2018-10-05 00:00:00,0.3%,,High,Average Hourly Earnings m/m,0.3%,worse,8:30am
98,134K,USD,2018-10-05 00:00:00,185K,worse,High,Non-Farm Employment Change,270K,better,8:30am
99,3.7%,USD,2018-10-05 00:00:00,3.8%,better,High,Unemployment Rate,3.9%,,8:30am
100,-53.2B,USD,2018-10-05 00:00:00,-53.4B,,Low,Trade Balance,-50.0B,,8:30am
101,,USD,2018-10-05 00:00:00,,,Low,FOMC Member Bostic Speaks,,,12:40pm
102,20.1B,USD,2018-10-05 00:00:00,14.9B,better,Low,Consumer Credit m/m,16.6B,,3:00pm
103,,AUD,2018-10-06 00:00:00,,,Non-Economic,Daylight Saving Time Shift,,,12:00pm
104,,All,2018-09-23 00:00:00,,,Medium,OPEC-JMMC Meetings,,,12:00am
105,,JPY,2018-09-23 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
106,,CNY,2018-09-23 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
107,103.7,EUR,2018-09-24 00:00:00,103.2,better,Medium,German Ifo Business Climate,103.9,,4:00am
108,-1,GBP,2018-09-24 00:00:00,5,worse,Low,CBI Industrial Order Expectations,7,,6:00am
109,1.5%,CAD,2018-09-24 00:00:00,0.4%,better,Low,Wholesale Sales m/m,-0.9%,,8:30am
110,1.2,EUR,2018-09-24 00:00:00,-0.5,better,Low,Belgian NBB Business Climate,-0.3,,8:58am
111,,EUR,2018-09-24 00:00:00,,,High,ECB President Draghi Speaks,,,9:00am
112,,JPY,2018-09-24 00:00:00,,,Low,Monetary Policy Meeting Minutes,,,7:50pm
113,1.3%,JPY,2018-09-24 00:00:00,1.1%,better,Low,SPPI y/y,1.1%,,7:50pm
114,,JPY,2018-09-25 00:00:00,,,High,BOJ Gov Kuroda Speaks,,,1:35am
115,0.3%,EUR,2018-09-25 00:00:00,0.2%,,Low,German WPI m/m,0.1%,,2:00am
116,,GBP,2018-09-25 00:00:00,,,Medium,MPC Member Vlieghe Speaks,,,4:40am
117,0.2%,USD,2018-09-25 00:00:00,0.2%,,Low,HPI m/m,0.3%,better,9:00am
118,5.9%,USD,2018-09-25 00:00:00,6.2%,worse,Low,S&P/CS Composite-20 HPI y/y,6.4%,,9:00am
119,138.4,USD,2018-09-25 00:00:00,132.2,better,High,CB Consumer Confidence,134.7,better,10:00am
120,29,USD,2018-09-25 00:00:00,22,better,Low,Richmond Manufacturing Index,24,,10:00am
121,-1484M,NZD,2018-09-25 00:00:00,-930M,worse,Medium,Trade Balance,-196M,worse,6:45pm
122,-38.3,NZD,2018-09-25 00:00:00,,,High,ANZ Business Confidence,-50.3,,9:00pm
123,0.5%,JPY,2018-09-26 00:00:00,0.6%,worse,Low,BOJ Core CPI y/y,0.5%,,1:00am
124,-30.8,CHF,2018-09-26 00:00:00,,,Low,Credit Suisse Economic Expectations,-14.3,,4:00am
125,39.4K,GBP,2018-09-26 00:00:00,39.7K,,Low,High Street Lending,39.6K,,4:30am
126,23,GBP,2018-09-26 00:00:00,18,better,Low,CBI Realized Sales,29,,6:00am
127,,CHF,2018-09-26 00:00:00,,,Low,SNB Quarterly Bulletin,,,9:00am
128,0.7%,CNY,2018-09-26 00:00:00,,,Low,CB Leading Index m/m,1.6%,better,9:00am
129,629K,USD,2018-09-26 00:00:00,630K,,Low,New Home Sales,608K,worse,10:00am
130,1.9M,USD,2018-09-26 00:00:00,-0.7M,,High,Crude Oil Inventories,-2.1M,,10:30am
131,,USD,2018-09-26 00:00:00,,,High,FOMC Economic Projections,,,2:00pm
132,,USD,2018-09-26 00:00:00,,,High,FOMC Statement,,,2:00pm
133,<2.25%,USD,2018-09-26 00:00:00,<2.25%,,High,Federal Funds Rate,<2.00%,,2:00pm
134,,USD,2018-09-26 00:00:00,,,High,FOMC Press Conference,,,2:30pm
135,1.75%,NZD,2018-09-26 00:00:00,1.75%,,High,Official Cash Rate,1.75%,,5:00pm
136,,NZD,2018-09-26 00:00:00,,,High,RBNZ Rate Statement,,,5:00pm
137,10.6,EUR,2018-09-27 00:00:00,10.6,,Low,German GfK Consumer Climate,10.5,,2:00am
138,0.4%,EUR,2018-09-27 00:00:00,0.1%,better,Medium,German Prelim CPI m/m,0.1%,,12:00am
139,3.5%,EUR,2018-09-27 00:00:00,3.8%,worse,Medium,M3 Money Supply y/y,4.0%,,4:00am
140,,EUR,2018-09-27 00:00:00,,,Low,ECB Economic Bulletin,,,4:00am
141,3.1%,EUR,2018-09-27 00:00:00,3.1%,,Low,Private Loans y/y,3.0%,,4:00am
142,2.90|1.4,EUR,2018-09-27 00:00:00,,,Low,Italian 10-y Bond Auction,3.25|1.4,,5:23am
143,0.1%,USD,2018-09-27 00:00:00,0.4%,worse,High,Core Durable Goods Orders m/m,0.1%,,8:30am
144,4.2%,USD,2018-09-27 00:00:00,4.2%,,High,Final GDP q/q,4.2%,,8:30am
145,4.5%,USD,2018-09-27 00:00:00,1.9%,better,Medium,Durable Goods Orders m/m,-1.2%,better,8:30am
146,3.0%,USD,2018-09-27 00:00:00,3.0%,,Low,Final GDP Price Index q/q,3.0%,,8:30am
147,-75.8B,USD,2018-09-27 00:00:00,-70.6B,worse,Low,Goods Trade Balance,-72.0B,,8:30am
148,0.8%,USD,2018-09-27 00:00:00,0.3%,worse,Low,Prelim Wholesale Inventories m/m,0.6%,better,8:30am
149,214K,USD,2018-09-27 00:00:00,208K,worse,Low,Unemployment Claims,202K,,8:30am
150,,EUR,2018-09-27 00:00:00,,,High,ECB President Draghi Speaks,,,9:30am
151,,GBP,2018-09-27 00:00:00,,,High,BOE Gov Carney Speaks,,,10:00am
152,-1.8%,USD,2018-09-27 00:00:00,-0.2%,worse,Low,Pending Home Sales m/m,-0.8%,,10:00am
153,46B,USD,2018-09-27 00:00:00,64B,,Low,Natural Gas Storage,86B,,10:30am
154,,USD,2018-09-27 00:00:00,,,High,Fed Chair Powell Speaks,,,4:30pm
155,,CAD,2018-09-27 00:00:00,,,High,BOC Gov Poloz Speaks,,,5:45pm
156,7.8%,NZD,2018-09-27 00:00:00,,,Low,Building Consents m/m,-10.8%,worse,6:45pm
157,-9,GBP,2018-09-27 00:00:00,-8,worse,Low,GfK Consumer Confidence,-7,,7:01pm
158,1.0%,JPY,2018-09-27 00:00:00,0.9%,better,Low,Tokyo Core CPI y/y,0.9%,,7:30pm
159,2.4%,JPY,2018-09-27 00:00:00,2.5%,better,Low,Unemployment Rate,2.5%,,7:30pm
160,,JPY,2018-09-27 00:00:00,,,Low,BOJ Summary of Opinions,,,7:50pm
161,0.7%,JPY,2018-09-27 00:00:00,1.5%,worse,Low,Prelim Industrial Production m/m,-0.2%,worse,7:50pm
162,2.7%,JPY,2018-09-27 00:00:00,2.2%,better,Low,Retail Sales y/y,1.5%,,7:50pm
163,0.5%,AUD,2018-09-27 00:00:00,0.4%,better,Low,Private Sector Credit m/m,0.4%,,9:30pm
164,1.6%,JPY,2018-09-28 00:00:00,0.4%,better,Low,Housing Starts y/y,-0.7%,,1:00am
165,0.8%,EUR,2018-09-28 00:00:00,0.3%,better,Low,French Consumer Spending m/m,0.0%,worse,2:45am
166,-0.2%,EUR,2018-09-28 00:00:00,-0.1%,worse,Low,French Prelim CPI m/m,0.5%,,2:45am
167,102.2,CHF,2018-09-28 00:00:00,100.1,better,Medium,KOF Economic Barometer,98.9,worse,3:00am
168,2.2%,EUR,2018-09-28 00:00:00,2.2%,,Medium,Spanish Flash CPI y/y,2.2%,,3:00am
169,-23K,EUR,2018-09-28 00:00:00,-9K,better,Low,German Unemployment Change,-10K,better,3:55am
170,-20.3B,GBP,2018-09-28 00:00:00,-19.4B,worse,High,Current Account,-15.7B,better,4:30am
171,0.4%,GBP,2018-09-28 00:00:00,0.4%,,Medium,Final GDP q/q,0.4%,,4:30am
172,-0.7%,GBP,2018-09-28 00:00:00,0.5%,worse,Low,Revised Business Investment q/q,0.5%,,4:30am
173,2.1%,EUR,2018-09-28 00:00:00,2.1%,,Medium,CPI Flash Estimate y/y,2.0%,,5:00am
174,0.9%,EUR,2018-09-28 00:00:00,1.1%,worse,Medium,Core CPI Flash Estimate y/y,1.0%,,5:00am
175,-0.4%,EUR,2018-09-28 00:00:00,-0.2%,worse,Low,Italian Prelim CPI m/m,0.4%,worse,5:00am
176,0.2%,CAD,2018-09-28 00:00:00,0.1%,better,High,GDP m/m,0.0%,,8:30am
177,-4.6%,CAD,2018-09-28 00:00:00,0.8%,worse,Medium,RMPI m/m,0.7%,,8:30am
178,-0.5%,CAD,2018-09-28 00:00:00,0.6%,worse,Low,IPPI m/m,-0.2%,,8:30am
179,0.0%,USD,2018-09-28 00:00:00,0.1%,worse,Medium,Core PCE Price Index m/m,0.2%,,8:30am
180,0.3%,USD,2018-09-28 00:00:00,0.3%,,Medium,Personal Spending m/m,0.4%,,8:30am
181,0.3%,USD,2018-09-28 00:00:00,0.4%,worse,Low,Personal Income m/m,0.3%,,8:30am
182,,GBP,2018-09-28 00:00:00,,,Medium,MPC Member Ramsden Speaks,,,9:20am
183,60.4,USD,2018-09-28 00:00:00,62.3,worse,Medium,Chicago PMI,63.6,,9:45am
184,100.1,USD,2018-09-28 00:00:00,100.5,,Medium,Revised UoM Consumer Sentiment,100.8,,10:00am
185,2.7%,USD,2018-09-28 00:00:00,,,Low,Revised UoM Inflation Expectations,2.8%,,10:00am
186,,NZD,2018-09-29 00:00:00,,,Non-Economic,Daylight Saving Time Shift,,,10:00am
187,50.8,CNY,2018-09-29 00:00:00,51.2,worse,Medium,Manufacturing PMI,51.3,,9:00pm
188,54.9,CNY,2018-09-29 00:00:00,54.1,better,Medium,Non-Manufacturing PMI,54.2,,9:00pm
189,50.0,CNY,2018-09-29 00:00:00,50.5,worse,Low,Caixin Manufacturing PMI,50.6,,9:45pm
190,0.7%,GBP,2018-09-16 00:00:00,,,Low,Rightmove HPI m/m,-2.3%,,7:01pm
191,,JPY,2018-09-16 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
192,5.68B,EUR,2018-09-17 00:00:00,4.82B,better,Low,Italian Trade Balance,5.17B,better,4:00am
193,2.0%,EUR,2018-09-17 00:00:00,2.0%,,Medium,Final CPI y/y,2.0%,,5:00am
194,1.0%,EUR,2018-09-17 00:00:00,1.0%,,Low,Final Core CPI y/y,1.0%,,5:00am
195,,EUR,2018-09-17 00:00:00,,,Low,German Buba Monthly Report,,,6:00am
196,12.65B,CAD,2018-09-17 00:00:00,4.35B,better,Medium,Foreign Securities Purchases,10.30B,worse,8:30am
197,19.0,USD,2018-09-17 00:00:00,23.2,worse,Medium,Empire State Manufacturing Index,25.6,,8:30am
198,-0.2%,GBP,2018-09-17 00:00:00,,,Low,CB Leading Index m/m,-0.2%,,9:30am
199,0.1%,AUD,2018-09-17 00:00:00,,,Low,CB Leading Index m/m,0.1%,worse,10:30am
200,,AUD,2018-09-17 00:00:00,,,High,Monetary Policy Meeting Minutes,,,9:30pm
201,-0.7%,AUD,2018-09-17 00:00:00,-0.7%,,Medium,HPI q/q,-0.7%,,9:30pm
202,,EUR,2018-09-18 00:00:00,,,High,ECB President Draghi Speaks,,,3:15am
203,0.9%,CAD,2018-09-18 00:00:00,1.0%,,Medium,Manufacturing Sales m/m,1.3%,better,8:30am
204,67,USD,2018-09-18 00:00:00,66,better,Low,NAHB Housing Market Index,67,,10:00am
205,-1.3%,NZD,2018-09-18 00:00:00,,,Medium,GDT Price Index,-0.7%,,10:31am
206,74.8B,USD,2018-09-18 00:00:00,65.1B,better,Low,TIC Long-Term Purchases,-36.5B,,4:00pm
207,103.5,NZD,2018-09-18 00:00:00,,,Low,Westpac Consumer Sentiment,108.6,,5:00pm
208,-1.62B,NZD,2018-09-18 00:00:00,-1.23B,worse,Medium,Current Account,0.09B,,6:45pm
209,-0.19T,JPY,2018-09-18 00:00:00,-0.14T,worse,Low,Trade Balance,-0.10T,worse,7:50pm
210,0.1%,AUD,2018-09-18 00:00:00,,,Low,MI Leading Index m/m,0.0%,,8:30pm
211,,AUD,2018-09-18 00:00:00,,,Medium,RBA Assist Gov Kent Speaks,,,9:30pm
212,,JPY,2018-09-18 00:00:00,,,High,Monetary Policy Statement,,,10:47pm
213,-0.10%,JPY,2018-09-18 00:00:00,-0.10%,,Medium,BOJ Policy Rate,-0.10%,,10:47pm
214,,CHF,2018-09-19 00:00:00,,,Low,SECO Economic Forecasts,,,1:45am
215,,JPY,2018-09-19 00:00:00,,,High,BOJ Press Conference,,,2:30am
216,21.3B,EUR,2018-09-19 00:00:00,22.4B,worse,Low,Current Account,23.8B,better,4:00am
217,,GBP,2018-09-19 00:00:00,,,Medium,MPC Member Haldane Speaks,,,4:00am
218,2.7%,GBP,2018-09-19 00:00:00,2.4%,better,High,CPI y/y,2.5%,,4:30am
219,0.5%,GBP,2018-09-19 00:00:00,0.4%,,Medium,PPI Input m/m,0.0%,worse,4:30am
220,3.5%,GBP,2018-09-19 00:00:00,3.2%,better,Medium,RPI y/y,3.2%,,4:30am
221,2.1%,GBP,2018-09-19 00:00:00,1.8%,better,Low,Core CPI y/y,1.9%,,4:30am
222,3.1%,GBP,2018-09-19 00:00:00,2.8%,better,Low,HPI y/y,3.2%,better,4:30am
223,0.2%,GBP,2018-09-19 00:00:00,0.2%,,Low,PPI Output m/m,0.0%,,4:30am
224,0.49|2.5,EUR,2018-09-19 00:00:00,,,Low,German 10-y Bond Auction,0.33|1.2,,5:34am
225,1.23M,USD,2018-09-19 00:00:00,1.31M,worse,Medium,Building Permits,1.30M,,8:30am
226,1.28M,USD,2018-09-19 00:00:00,1.24M,better,Medium,Housing Starts,1.17M,,8:30am
227,-101B,USD,2018-09-19 00:00:00,-104B,better,Low,Current Account,-122B,,8:30am
228,,EUR,2018-09-19 00:00:00,,,High,ECB President Draghi Speaks,,,9:00am
229,-2.1M,USD,2018-09-19 00:00:00,-2.7M,,High,Crude Oil Inventories,-5.3M,,10:30am
230,1.0%,NZD,2018-09-19 00:00:00,0.8%,better,High,GDP q/q,0.5%,,6:45pm
231,,AUD,2018-09-19 00:00:00,,,Low,RBA Annual Report,,,9:00pm
232,,AUD,2018-09-19 00:00:00,,,Low,RBA Bulletin,,,9:30pm
233,2.13B,CHF,2018-09-20 00:00:00,2.41B,worse,Low,Trade Balance,2.21B,worse,2:00am
234,,CHF,2018-09-20 00:00:00,,,High,SNB Monetary Policy Assessment,,,3:30am
235,-0.75%,CHF,2018-09-20 00:00:00,-0.75%,,Medium,Libor Rate,-0.75%,,3:30am
236,0.3%,GBP,2018-09-20 00:00:00,-0.2%,better,High,Retail Sales m/m,0.9%,better,4:30am
237,1.49|1.5,EUR,2018-09-20 00:00:00,,,Low,Spanish 10-y Bond Auction,1.43|1.4,,4:50am
238,1.60|1.9,GBP,2018-09-20 00:00:00,,,Low,10-y Bond Auction,1.46|2.2,,5:35am
239,13.6K,CAD,2018-09-20 00:00:00,,,Low,ADP Non-Farm Employment Change,35.5K,better,8:30am
240,22.9,USD,2018-09-20 00:00:00,17.5,better,Medium,Philly Fed Manufacturing Index,11.9,,8:30am
241,201K,USD,2018-09-20 00:00:00,210K,better,Low,Unemployment Claims,204K,,8:30am
242,-3,EUR,2018-09-20 00:00:00,-2,worse,Low,Consumer Confidence,-2,,9:57am
243,0.4%,USD,2018-09-20 00:00:00,0.5%,worse,Low,CB Leading Index m/m,0.7%,better,10:00am
244,5.34M,USD,2018-09-20 00:00:00,5.36M,,Low,Existing Home Sales,5.34M,,10:00am
245,86B,USD,2018-09-20 00:00:00,81B,,Low,Natural Gas Storage,69B,,10:30am
246,,EUR,2018-09-20 00:00:00,,,Medium,German Buba President Weidmann Speaks,,,11:15am
247,2.8%,NZD,2018-09-20 00:00:00,,,Low,Visitor Arrivals m/m,0.7%,,6:49pm
248,0.9%,JPY,2018-09-20 00:00:00,0.9%,,Low,National Core CPI y/y,0.8%,,7:30pm
249,52.9,JPY,2018-09-20 00:00:00,53.1,,Low,Flash Manufacturing PMI,52.5,,8:30pm
250,7.7%,NZD,2018-09-20 00:00:00,,,Low,Credit Card Spending y/y,3.3%,,11:00pm
251,0.0%,JPY,2018-09-21 00:00:00,0.2%,worse,Low,All Industries Activity m/m,-0.9%,,12:30am
252,52.5,EUR,2018-09-21 00:00:00,53.3,worse,Medium,French Flash Manufacturing PMI,53.5,,3:15am
253,54.3,EUR,2018-09-21 00:00:00,55.2,worse,Medium,French Flash Services PMI,55.4,,3:15am
254,53.7,EUR,2018-09-21 00:00:00,55.7,worse,Medium,German Flash Manufacturing PMI,55.9,,3:30am
255,56.5,EUR,2018-09-21 00:00:00,55.1,better,Medium,German Flash Services PMI,55.0,,3:30am
256,53.3,EUR,2018-09-21 00:00:00,54.4,worse,Medium,Flash Manufacturing PMI,54.6,,4:00am
257,54.7,EUR,2018-09-21 00:00:00,54.5,,Medium,Flash Services PMI,54.4,,4:00am
258,5.9B,GBP,2018-09-21 00:00:00,2.9B,worse,Medium,Public Sector Net Borrowing,-3.9B,better,4:30am
259,,GBP,2018-09-21 00:00:00,,,Low,BOE Quarterly Bulletin,,,7:00am
260,-0.1%,CAD,2018-09-21 00:00:00,-0.1%,,High,CPI m/m,0.5%,,8:30am
261,0.9%,CAD,2018-09-21 00:00:00,0.6%,better,High,Core Retail Sales m/m,0.1%,better,8:30am
262,2.0%,CAD,2018-09-21 00:00:00,,,Medium,Common CPI y/y,1.9%,,8:30am
263,2.1%,CAD,2018-09-21 00:00:00,,,Medium,Median CPI y/y,2.0%,,8:30am
264,0.3%,CAD,2018-09-21 00:00:00,0.3%,,Medium,Retail Sales m/m,-0.1%,better,8:30am
