,actual,country,date,forecast,forecast_error,impact,new,previous,previous_error,time
156,,CHF,2015-12-16 00:00:00,,,Low,SNB Quarterly Bulletin,,,10:00am
157,77.0%,USD,2015-12-16 00:00:00,77.3%,worse,Medium,Capacity Utilization Rate,77.5%,,10:15am
158,-0.6%,USD,2015-12-16 00:00:00,0.0%,worse,Medium,Industrial Production m/m,-0.4%,worse,10:15am
159,51.3,USD,2015-12-16 00:00:00,52.7,worse,Low,Flash Manufacturing PMI,52.8,,10:45am
160,4.8M,USD,2015-12-16 00:00:00,-0.3M,,Medium,Crude Oil Inventories,-3.6M,,11:30am
161,,USD,2015-12-16 00:00:00,,,High,FOMC Economic Projections,,,3:00pm
162,,USD,2015-12-16 00:00:00,,,High,FOMC Statement,,,3:00pm
163,<0.50%,USD,2015-12-16 00:00:00,<0.50%,,High,Federal Funds Rate,<0.25%,,3:00pm
164,,USD,2015-12-16 00:00:00,,,High,FOMC Press Conference,,,3:30pm
165,0.9%,NZD,2015-12-16 00:00:00,0.8%,better,High,GDP q/q,0.3%,worse,5:45pm
166,0.00T,JPY,2015-12-16 00:00:00,-0.21T,better,Low,Trade Balance,-0.17T,,7:50pm
167,,AUD,2015-12-16 00:00:00,,,Low,RBA Bulletin,,,8:30pm
168,,CHF,2015-12-17 00:00:00,,,Low,SECO Economic Forecasts,,,2:45am
169,108.7,EUR,2015-12-17 00:00:00,109.2,worse,High,German Ifo Business Climate,109.0,,5:00am
170,,EUR,2015-12-17 00:00:00,,,Low,ECB Economic Bulletin,,,5:00am
171,4.81B,EUR,2015-12-17 00:00:00,2.87B,better,Low,Italian Trade Balance,2.19B,,5:04am
172,1.7%,GBP,2015-12-17 00:00:00,0.6%,better,High,Retail Sales m/m,-0.5%,better,5:30am
173,-7,GBP,2015-12-17 00:00:00,-9,better,Low,CBI Industrial Order Expectations,-11,,7:00am
174,-5.9,USD,2015-12-17 00:00:00,2.1,worse,High,Philly Fed Manufacturing Index,1.9,,9:30am
175,271K,USD,2015-12-17 00:00:00,271K,,High,Unemployment Claims,282K,,9:30am
176,-124B,USD,2015-12-17 00:00:00,-123B,,Medium,Current Account,-111B,,9:30am
177,0.4%,USD,2015-12-17 00:00:00,0.2%,better,Low,CB Leading Index m/m,0.6%,,11:00am
178,-34B,USD,2015-12-17 00:00:00,-58B,,Low,Natural Gas Storage,-76B,,11:30am
179,23.0,NZD,2015-12-17 00:00:00,,,High,ANZ Business Confidence,14.6,,8:00pm
180,,JPY,2015-12-17 00:00:00,,,High,Monetary Policy Statement,,,11:50pm
181,,JPY,2015-12-18 00:00:00,,,High,BOJ Press Conference,,,2:30am
182,20.4B,EUR,2015-12-18 00:00:00,32.2B,worse,Low,Current Account,30.1B,better,5:00am
183,-0.3%,CAD,2015-12-18 00:00:00,0.0%,worse,High,Core CPI m/m,0.3%,,9:30am
184,-0.1%,CAD,2015-12-18 00:00:00,0.1%,worse,Medium,CPI m/m,0.1%,,9:30am
185,-0.6%,CAD,2015-12-18 00:00:00,0.1%,worse,Medium,Wholesale Sales m/m,-0.3%,worse,9:30am
186,53.7,USD,2015-12-18 00:00:00,55.9,worse,Low,Flash Services PMI,56.1,worse,10:45am
187,,USD,2015-12-18 00:00:00,,,Medium,FOMC Member Lacker Speaks,,,2:00pm
188,50.7,AUD,2015-12-06 00:00:00,,,Low,AIG Construction Index,52.1,,6:30pm
189,1.3%,AUD,2015-12-06 00:00:00,,,Medium,ANZ Job Advertisements m/m,0.3%,,8:30pm
190,102.9%,JPY,2015-12-07 00:00:00,102.9%,,Low,Leading Indicators,101.6%,,1:00am
191,0.2%,EUR,2015-12-07 00:00:00,0.8%,worse,Low,German Industrial Production m/m,-1.1%,,3:00am
192,563B,CHF,2015-12-07 00:00:00,,,Medium,Foreign Currency Reserves,552B,,4:00am
193,15.7,EUR,2015-12-07 00:00:00,17.2,worse,Low,Sentix Investor Confidence,15.1,,5:30am
194,,EUR,2015-12-07 00:00:00,,,Medium,Eurogroup Meetings,,,12:00am
195,,JPY,2015-12-07 00:00:00,,,High,BOJ Gov Kuroda Speaks,,,7:45am
196,,GBP,2015-12-07 00:00:00,,,High,BOE Gov Carney Speaks,,,11:00am
197,0.5,USD,2015-12-07 00:00:00,,,Low,Labor Market Conditions Index m/m,2.2,better,11:00am
198,16.0B,USD,2015-12-07 00:00:00,18.3B,worse,Low,Consumer Credit m/m,28.6B,worse,4:00pm
199,4.2%,NZD,2015-12-07 00:00:00,,,Low,Manufacturing Sales q/q,1.0%,better,5:45pm
200,1.49T,JPY,2015-12-07 00:00:00,1.53T,worse,Medium,Current Account,0.78T,,7:50pm
201,0.3%,JPY,2015-12-07 00:00:00,0.1%,better,Medium,Final GDP q/q,-0.2%,,7:50pm
202,2.3%,JPY,2015-12-07 00:00:00,,,Low,Bank Lending y/y,2.5%,,7:50pm
203,1.8%,JPY,2015-12-07 00:00:00,2.0%,worse,Low,Final GDP Price Index y/y,2.0%,,7:50pm
204,-0.4%,GBP,2015-12-07 00:00:00,,,Low,BRC Retail Sales Monitor y/y,-0.2%,,8:01pm
205,5,AUD,2015-12-07 00:00:00,,,High,NAB Business Confidence,3,better,8:30pm
206,343B,CNY,2015-12-07 00:00:00,395B,worse,High,Trade Balance,393B,,9:56pm
207,54.1B,CNY,2015-12-07 00:00:00,64.2B,worse,Low,USD-Denominated Trade Balance,61.6B,,10:52pm
208,1.40|3.9,JPY,2015-12-07 00:00:00,,,Low,30-y Bond Auction,1.39|3.2,,11:45pm
209,46.1,JPY,2015-12-08 00:00:00,48.6,worse,Low,Economy Watchers Sentiment,48.2,,1:00am
210,,EUR,2015-12-08 00:00:00,,,Non-Economic,Italian Bank Holiday,,,12:00am
211,-76.2B,EUR,2015-12-08 00:00:00,,,Low,French Gov Budget Balance,-74.5B,,3:45am
212,-4.6B,EUR,2015-12-08 00:00:00,-3.3B,worse,Low,French Trade Balance,-3.6B,worse,3:45am
213,-0.2%,GBP,2015-12-08 00:00:00,0.3%,worse,Medium,Halifax HPI m/m,1.1%,,4:00am
214,-0.4%,GBP,2015-12-08 00:00:00,-0.1%,worse,High,Manufacturing Production m/m,0.9%,better,5:30am
215,0.1%,GBP,2015-12-08 00:00:00,0.0%,better,Low,Industrial Production m/m,0.0%,better,5:30am
216,0.3%,EUR,2015-12-08 00:00:00,0.3%,,Low,Revised GDP q/q,0.3%,,6:00am
217,,EUR,2015-12-08 00:00:00,,,Medium,ECOFIN Meetings,,,12:00am
218,2.49|1.4,GBP,2015-12-08 00:00:00,,,Low,30-y Bond Auction,2.45|1.4,,6:34am
219,94.8,USD,2015-12-08 00:00:00,96.6,worse,Low,NFIB Small Business Index,96.1,,7:00am
220,212K,CAD,2015-12-08 00:00:00,200K,better,Low,Housing Starts,198K,,9:13am
221,9.1%,CAD,2015-12-08 00:00:00,3.0%,better,High,Building Permits m/m,-6.6%,,9:30am
222,0.6%,GBP,2015-12-08 00:00:00,,,Medium,NIESR GDP Estimate,0.5%,worse,10:58am
223,47.2,USD,2015-12-08 00:00:00,45.2,better,Low,IBD/TIPP Economic Optimism,45.5,,11:00am
224,5.38M,USD,2015-12-08 00:00:00,5.59M,worse,Medium,JOLTS Job Openings,5.53M,,11:02am
225,,CAD,2015-12-08 00:00:00,,,High,BOC Gov Poloz Speaks,,,1:50pm
226,-0.8%,AUD,2015-12-08 00:00:00,,,Medium,Westpac Consumer Sentiment,3.9%,,7:30pm
227,10.7%,JPY,2015-12-08 00:00:00,-1.5%,better,Medium,Core Machinery Orders m/m,7.5%,,7:50pm
228,3.3%,JPY,2015-12-08 00:00:00,3.5%,worse,Low,M2 Money Stock y/y,3.7%,better,7:50pm
229,-0.5%,AUD,2015-12-08 00:00:00,-1.0%,better,Medium,Home Loans m/m,2.1%,,8:30pm
230,1.5%,CNY,2015-12-08 00:00:00,1.4%,better,High,CPI y/y,1.3%,,9:30pm
231,-5.9%,CNY,2015-12-08 00:00:00,-5.9%,,Medium,PPI y/y,-5.9%,,9:30pm
232,-17.9%,JPY,2015-12-09 00:00:00,,,Low,Prelim Machine Tool Orders y/y,-22.9%,,2:00am
233,3.4%,CHF,2015-12-09 00:00:00,3.4%,,Low,Unemployment Rate,3.4%,,2:45am
234,20.8B,EUR,2015-12-09 00:00:00,19.2B,better,Low,German Trade Balance,19.2B,,3:00am
235,,GBP,2015-12-09 00:00:00,,,Low,FPC Meeting Minutes,,,5:30am
236,-0.1%,USD,2015-12-09 00:00:00,0.2%,better,Low,Final Wholesale Inventories m/m,0.2%,better,11:00am
237,-3.6M,USD,2015-12-09 00:00:00,0.7M,,Medium,Crude Oil Inventories,1.2M,,11:30am
238,2.23|2.6,USD,2015-12-09 00:00:00,,,Low,10-y Bond Auction,2.30|2.6,,2:01pm
239,2.50%,NZD,2015-12-09 00:00:00,2.50%,,High,Official Cash Rate,2.75%,,4:00pm
240,,NZD,2015-12-09 00:00:00,,,High,RBNZ Rate Statement,,,4:00pm
241,,NZD,2015-12-09 00:00:00,,,Medium,RBNZ Monetary Policy Statement,,,4:00pm
242,,NZD,2015-12-09 00:00:00,,,High,RBNZ Press Conference,,,4:05pm
243,3.8,JPY,2015-12-09 00:00:00,12.1,worse,Medium,BSI Manufacturing Index,11.0,,7:50pm
244,-3.6%,JPY,2015-12-09 00:00:00,-3.8%,better,Low,PPI y/y,-3.8%,,7:50pm
245,4.0%,AUD,2015-12-09 00:00:00,,,Medium,MI Inflation Expectations,3.5%,,8:00pm
246,49%,GBP,2015-12-09 00:00:00,47%,better,Low,RICS House Price Balance,50%,better,8:01pm
247,,NZD,2015-12-09 00:00:00,,,High,RBNZ Gov Wheeler Speaks,,,8:10pm
248,71.4K,AUD,2015-12-09 00:00:00,-10.0K,better,High,Employment Change,56.1K,worse,8:30pm
249,5.8%,AUD,2015-12-09 00:00:00,6.0%,better,High,Unemployment Rate,5.9%,,8:30pm
250,0.0%,EUR,2015-12-10 00:00:00,0.1%,worse,Low,French Final Private Payrolls q/q,0.1%,,2:30am
251,-0.2%,EUR,2015-12-10 00:00:00,0.0%,worse,Low,French Final CPI m/m,0.1%,,3:45am
252,0.5%,EUR,2015-12-10 00:00:00,-0.1%,better,Low,French Industrial Production m/m,0.0%,worse,3:45am
253,-0.75%,CHF,2015-12-10 00:00:00,-0.75%,,High,Libor Rate,-0.75%,,4:30am
254,,CHF,2015-12-10 00:00:00,,,High,SNB Monetary Policy Assessment,,,4:30am
255,,CHF,2015-12-10 00:00:00,,,High,SNB Press Conference,,,5:00am
256,-11.8B,GBP,2015-12-10 00:00:00,-9.8B,worse,Medium,Goods Trade Balance,-8.8B,better,5:30am
257,1-0-8,GBP,2015-12-10 00:00:00,1-0-8,,High,MPC Official Bank Rate Votes,1-0-8,,8:00am
258,,GBP,2015-12-10 00:00:00,,,High,Monetary Policy Summary,,,8:00am
259,0.50%,GBP,2015-12-10 00:00:00,0.50%,,High,Official Bank Rate,0.50%,,8:00am
260,375B,GBP,2015-12-10 00:00:00,375B,,Medium,Asset Purchase Facility,375B,,8:00am
261,0-0-9,GBP,2015-12-10 00:00:00,0-0-9,,Medium,MPC Asset Purchase Facility Votes,0-0-9,,8:00am
262,0.3%,CAD,2015-12-10 00:00:00,0.1%,better,Medium,NHPI m/m,0.1%,,9:30am
263,82.0%,CAD,2015-12-10 00:00:00,82.1%,,Low,Capacity Utilization Rate,81.4%,,9:30am
264,282K,USD,2015-12-10 00:00:00,266K,worse,High,Unemployment Claims,269K,,9:30am
