,actual,country,date,forecast,forecast_error,impact,new,previous,previous_error,time
38,48.4,EUR,2014-01-02 00:00:00,49.6,worse,Medium,Italian Manufacturing PMI,49.0,,4:45am
39,47.5,EUR,2014-01-02 00:00:00,47.9,worse,Low,French Final Manufacturing PMI,47.9,,4:50am
40,51.2,EUR,2014-01-02 00:00:00,51.2,,Medium,German Final Manufacturing PMI,51.2,,4:55am
41,50.6,EUR,2014-01-02 00:00:00,50.8,,Low,Final Manufacturing PMI,50.8,,5:00am
42,52.5,GBP,2014-01-02 00:00:00,53.7,worse,High,Manufacturing PMI,53.3,,5:30am
43,3.3B,GBP,2014-01-02 00:00:00,2.5B,better,Medium,Net Lending to Individuals m/m,2.7B,,5:30am
44,0.0%,GBP,2014-01-02 00:00:00,0.2%,worse,Low,M4 Money Supply m/m,0.0%,,5:30am
45,59K,GBP,2014-01-02 00:00:00,59K,,Low,Mortgage Approvals,60K,,5:30am
46,53.9,CAD,2014-01-02 00:00:00,,,Low,Manufacturing PMI,55.3,,10:30am
47,53.9,USD,2014-01-02 00:00:00,54.1,,Low,Final Manufacturing PMI,53.7,,10:45am
48,55.5,USD,2014-01-02 00:00:00,57.6,worse,High,ISM Manufacturing PMI,58.7,,11:00am
49,-0.3%,USD,2014-01-02 00:00:00,0.4%,worse,Low,Construction Spending m/m,1.2%,,11:00am
50,38.5,USD,2014-01-02 00:00:00,43.1,worse,Low,ISM Manufacturing Prices,44.5,,11:00am
51,114.8,NZD,2014-12-21 00:00:00,,,Low,Westpac Consumer Sentiment,116.7,,5:00pm
52,,JPY,2014-12-22 00:00:00,,,Low,BOJ Monthly Report,,,1:00am
53,-0.8%,EUR,2014-12-22 00:00:00,-0.6%,worse,Low,German Import Prices m/m,-0.3%,,3:00am
54,,GBP,2014-12-22 00:00:00,,,Low,FPC Meeting Minutes,,,5:30am
55,-11,EUR,2014-12-22 00:00:00,-11,,Low,Consumer Confidence,-12,,11:00am
56,4.93M,USD,2014-12-22 00:00:00,5.21M,worse,Medium,Existing Home Sales,5.25M,,11:00am
57,-213M,NZD,2014-12-22 00:00:00,-550M,better,High,Trade Balance,-911M,,5:45pm
58,,JPY,2014-12-22 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
59,0.9%,CNY,2014-12-22 00:00:00,,,Low,CB Leading Index m/m,0.8%,worse,10:00pm
60,0.4%,EUR,2014-12-23 00:00:00,0.2%,better,Medium,French Consumer Spending m/m,-0.8%,better,3:45am
61,0.0%,EUR,2014-12-23 00:00:00,0.2%,worse,Low,Italian Retail Sales m/m,0.0%,better,5:00am
62,-27.0B,GBP,2014-12-23 00:00:00,-21.1B,worse,High,Current Account,-24.3B,worse,5:30am
63,0.7%,GBP,2014-12-23 00:00:00,0.7%,,Medium,Final GDP q/q,0.7%,,5:30am
64,36.7K,GBP,2014-12-23 00:00:00,37.3K,worse,Medium,High Street Lending,37.2K,,5:30am
65,0.7%,GBP,2014-12-23 00:00:00,0.7%,,Low,Index of Services 3m/3m,0.8%,,5:30am
66,-1.4%,GBP,2014-12-23 00:00:00,-0.7%,worse,Low,Revised Business Investment q/q,-0.7%,,5:30am
67,,EUR,2014-12-23 00:00:00,,,Low,Greek Presidential Elections,,,12:00am
68,0.3%,CAD,2014-12-23 00:00:00,0.1%,better,High,GDP m/m,0.4%,,9:30am
69,-0.4%,USD,2014-12-23 00:00:00,1.1%,worse,High,Core Durable Goods Orders m/m,-1.1%,worse,9:30am
70,5.0%,USD,2014-12-23 00:00:00,4.3%,better,High,Final GDP q/q,3.9%,,9:30am
71,-0.7%,USD,2014-12-23 00:00:00,3.0%,worse,Medium,Durable Goods Orders m/m,0.3%,,9:30am
72,1.4%,USD,2014-12-23 00:00:00,1.4%,,Low,Final GDP Price Index q/q,1.4%,,9:30am
73,-6.9,EUR,2014-12-23 00:00:00,-5.8,worse,Low,Belgian NBB Business Climate,-6.1,,10:00am
74,0.6%,USD,2014-12-23 00:00:00,0.3%,better,Low,HPI m/m,0.0%,,10:00am
75,93.6,USD,2014-12-23 00:00:00,93.5,,Medium,Revised UoM Consumer Sentiment,93.8,,10:55am
76,2.8%,USD,2014-12-23 00:00:00,,,Low,Revised UoM Inflation Expectations,2.9%,,10:55am
77,7,USD,2014-12-23 00:00:00,8,worse,Low,Richmond Manufacturing Index,4,,10:59am
78,438K,USD,2014-12-23 00:00:00,461K,worse,High,New Home Sales,445K,worse,11:00am
79,0.0%,USD,2014-12-23 00:00:00,0.1%,worse,Medium,Core PCE Price Index m/m,0.2%,,11:00am
80,0.6%,USD,2014-12-23 00:00:00,0.5%,better,Medium,Personal Spending m/m,0.3%,better,11:00am
81,0.4%,USD,2014-12-23 00:00:00,0.6%,worse,Low,Personal Income m/m,0.3%,better,11:00am
82,-0.2%,AUD,2014-12-23 00:00:00,,,Low,CB Leading Index m/m,-0.6%,worse,7:00pm
83,,EUR,2014-12-24 00:00:00,,,Non-Economic,German Bank Holiday,,,12:00am
84,98.7,CHF,2014-12-24 00:00:00,99.2,worse,Medium,KOF Economic Barometer,98.9,better,4:00am
85,280K,USD,2014-12-24 00:00:00,291K,better,High,Unemployment Claims,289K,,9:30am
86,7.3M,USD,2014-12-24 00:00:00,-2.4M,,Medium,Crude Oil Inventories,-0.8M,,11:30am
87,-49B,USD,2014-12-24 00:00:00,-81B,,Low,Natural Gas Storage,-64B,,1:00pm
88,,NZD,2014-12-24 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
89,,AUD,2014-12-24 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
90,,JPY,2014-12-24 00:00:00,,,Medium,Monetary Policy Meeting Minutes,,,7:50pm
91,3.6%,JPY,2014-12-24 00:00:00,3.5%,better,Low,SPPI y/y,3.6%,,7:50pm
92,,JPY,2014-12-24 00:00:00,,,High,BOJ Gov Kuroda Speaks,,,11:45pm
93,-14.3%,JPY,2014-12-25 00:00:00,-12.6%,worse,Low,Housing Starts y/y,-12.3%,,1:00am
94,,CHF,2014-12-25 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
95,,EUR,2014-12-25 00:00:00,,,Non-Economic,Italian Bank Holiday,,,12:00am
96,,EUR,2014-12-25 00:00:00,,,Non-Economic,French Bank Holiday,,,12:00am
97,,EUR,2014-12-25 00:00:00,,,Non-Economic,German Bank Holiday,,,12:00am
98,,GBP,2014-12-25 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
99,,CAD,2014-12-25 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
100,,USD,2014-12-25 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
101,,NZD,2014-12-25 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
102,,AUD,2014-12-25 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
103,-2.5%,JPY,2014-12-25 00:00:00,-3.5%,better,Medium,Household Spending y/y,-4.0%,,7:30pm
104,2.3%,JPY,2014-12-25 00:00:00,2.3%,,Medium,Tokyo Core CPI y/y,2.4%,,7:30pm
105,2.7%,JPY,2014-12-25 00:00:00,2.7%,,Low,National Core CPI y/y,2.9%,,7:30pm
106,3.5%,JPY,2014-12-25 00:00:00,3.5%,,Low,Unemployment Rate,3.5%,,7:30pm
107,-0.6%,JPY,2014-12-25 00:00:00,1.0%,worse,Medium,Prelim Industrial Production m/m,0.4%,better,7:50pm
108,0.4%,JPY,2014-12-25 00:00:00,1.2%,worse,Medium,Retail Sales y/y,1.4%,,7:50pm
109,-1.5%,JPY,2014-12-25 00:00:00,0.5%,worse,Medium,Average Cash Earnings y/y,0.2%,worse,9:30pm
110,,CHF,2014-12-26 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
111,,EUR,2014-12-26 00:00:00,,,Non-Economic,Italian Bank Holiday,,,12:00am
112,,EUR,2014-12-26 00:00:00,,,Non-Economic,German Bank Holiday,,,12:00am
113,,GBP,2014-12-26 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
114,,CAD,2014-12-26 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
115,,JPY,2014-12-14 00:00:00,,,High,Lower House Elections,,,12:00am
116,-3.3%,GBP,2014-12-14 00:00:00,,,Low,Rightmove HPI m/m,-1.7%,,7:16pm
117,12,JPY,2014-12-14 00:00:00,13,worse,Medium,Tankan Manufacturing Index,13,,7:50pm
118,16,JPY,2014-12-14 00:00:00,14,better,Medium,Tankan Non-Manufacturing Index,13,,7:50pm
119,-0.6%,AUD,2014-12-14 00:00:00,,,Medium,New Motor Vehicle Sales m/m,-1.8%,worse,8:30pm
120,,AUD,2014-12-14 00:00:00,,,High,Mid-Year Economic and Fiscal Outlook,,,10:24pm
121,-0.7%,CHF,2014-12-15 00:00:00,0.2%,worse,Medium,PPI m/m,-0.1%,,4:15am
122,,EUR,2014-12-15 00:00:00,,,Medium,German Buba Monthly Report,,,7:00am
123,5,GBP,2014-12-15 00:00:00,3,better,Medium,CBI Industrial Order Expectations,3,,7:00am
124,-3.6,USD,2014-12-15 00:00:00,12.1,worse,Medium,Empire State Manufacturing Index,10.2,,9:30am
125,80.1%,USD,2014-12-15 00:00:00,79.4%,better,Medium,Capacity Utilization Rate,79.3%,better,10:15am
126,1.3%,USD,2014-12-15 00:00:00,0.8%,better,Medium,Industrial Production m/m,0.1%,better,10:15am
127,57,USD,2014-12-15 00:00:00,59,worse,Medium,NAHB Housing Market Index,58,,11:00am
128,-1.4B,USD,2014-12-15 00:00:00,72.8B,worse,Low,TIC Long-Term Purchases,164.3B,,5:00pm
129,,AUD,2014-12-15 00:00:00,,,Medium,RBA Assist Gov Debelle Speaks,,,8:15pm
130,,AUD,2014-12-15 00:00:00,,,High,Monetary Policy Meeting Minutes,,,8:30pm
131,52.1,JPY,2014-12-15 00:00:00,52.3,,Low,Flash Manufacturing PMI,52.0,,9:35pm
132,49.5,CNY,2014-12-15 00:00:00,49.8,,High,Caixin Flash Manufacturing PMI,50.0,,9:45pm
133,0.7%,CNY,2014-12-15 00:00:00,,,Low,Foreign Direct Investment ytd/y,-1.2%,,10:00pm
134,,GBP,2014-12-16 00:00:00,,,High,Bank Stress Test Results,,,3:00am
135,,GBP,2014-12-16 00:00:00,,,Medium,BOE Financial Stability Report,,,3:00am
136,,GBP,2014-12-16 00:00:00,,,Medium,FPC Statement,,,3:00am
137,47.9,EUR,2014-12-16 00:00:00,48.7,worse,High,French Flash Manufacturing PMI,48.4,better,4:00am
138,49.8,EUR,2014-12-16 00:00:00,48.6,better,Medium,French Flash Services PMI,47.9,worse,4:00am
139,51.2,EUR,2014-12-16 00:00:00,50.4,better,High,German Flash Manufacturing PMI,49.5,worse,4:30am
140,51.4,EUR,2014-12-16 00:00:00,52.6,worse,Medium,German Flash Services PMI,52.1,,4:30am
141,50.8,EUR,2014-12-16 00:00:00,50.5,,Medium,Flash Manufacturing PMI,50.1,,5:00am
142,51.9,EUR,2014-12-16 00:00:00,51.6,,Medium,Flash Services PMI,51.1,,5:00am
143,5.40B,EUR,2014-12-16 00:00:00,1.97B,better,Low,Italian Trade Balance,2.02B,,5:00am
144,,GBP,2014-12-16 00:00:00,,,High,BOE Gov Carney Speaks,,,5:15am
145,1.0%,GBP,2014-12-16 00:00:00,1.2%,worse,High,CPI y/y,1.3%,,5:30am
146,-1.0%,GBP,2014-12-16 00:00:00,-1.1%,,Medium,PPI Input m/m,-1.5%,,5:30am
147,2.0%,GBP,2014-12-16 00:00:00,2.2%,worse,Medium,RPI y/y,2.3%,,5:30am
148,1.2%,GBP,2014-12-16 00:00:00,1.5%,worse,Low,Core CPI y/y,1.5%,,5:30am
149,10.4%,GBP,2014-12-16 00:00:00,13.2%,worse,Low,ONS HPI y/y,12.1%,,5:30am
150,0.2%,GBP,2014-12-16 00:00:00,-0.3%,better,Low,PPI Output m/m,-0.3%,,5:30am
151,34.9,EUR,2014-12-16 00:00:00,19.8,better,High,German ZEW Economic Sentiment,11.5,,6:00am
152,31.8,EUR,2014-12-16 00:00:00,20.1,better,Medium,ZEW Economic Sentiment,11.0,,6:00am
153,19.4B,EUR,2014-12-16 00:00:00,18.2B,better,Low,Trade Balance,17.9B,,6:00am
154,-0.6%,CAD,2014-12-16 00:00:00,-0.4%,worse,High,Manufacturing Sales m/m,2.2%,,9:30am
155,9.53B,CAD,2014-12-16 00:00:00,5.21B,better,Medium,Foreign Securities Purchases,4.64B,better,9:30am
156,1.04M,USD,2014-12-16 00:00:00,1.06M,,High,Building Permits,1.09M,,9:30am
157,1.03M,USD,2014-12-16 00:00:00,1.04M,,Medium,Housing Starts,1.05M,better,9:30am
158,53.7,USD,2014-12-16 00:00:00,56.1,worse,Medium,Flash Manufacturing PMI,54.8,,10:45am
159,2.4%,NZD,2014-12-16 00:00:00,,,High,GDT Price Index,-1.1%,,10:48am
160,-5.01B,NZD,2014-12-16 00:00:00,-5.32B,better,Medium,Current Account,-1.08B,,5:45pm
161,-0.1%,AUD,2014-12-16 00:00:00,,,Low,MI Leading Index m/m,0.1%,better,7:30pm
162,-0.93T,JPY,2014-12-16 00:00:00,-0.99T,better,Medium,Trade Balance,-0.99T,,7:50pm
163,1.4%,GBP,2014-12-17 00:00:00,1.3%,better,High,Average Earnings Index 3m/y,1.0%,,5:30am
164,-26.9K,GBP,2014-12-17 00:00:00,-19.8K,better,High,Claimant Count Change,-25.1K,better,5:30am
165,2-0-7,GBP,2014-12-17 00:00:00,2-0-7,,High,MPC Official Bank Rate Votes,2-0-7,,5:30am
166,0-0-9,GBP,2014-12-17 00:00:00,0-0-9,,Medium,MPC Asset Purchase Facility Votes,0-0-9,,5:30am
167,6.0%,GBP,2014-12-17 00:00:00,5.9%,worse,Medium,Unemployment Rate,6.0%,,5:30am
168,-4.9,CHF,2014-12-17 00:00:00,,,Low,Credit Suisse Economic Expectations,-7.6,,6:00am
169,0.3%,EUR,2014-12-17 00:00:00,0.3%,,Medium,Final CPI y/y,0.3%,,6:00am
170,0.7%,EUR,2014-12-17 00:00:00,0.7%,,Low,Final Core CPI y/y,0.7%,,6:00am
171,,EUR,2014-12-17 00:00:00,,,Low,Greek Presidential Elections,,,12:00am
172,0.1%,CAD,2014-12-17 00:00:00,0.9%,worse,High,Wholesale Sales m/m,2.3%,better,9:30am
173,-0.3%,USD,2014-12-17 00:00:00,-0.1%,worse,High,CPI m/m,0.0%,,9:30am
174,0.1%,USD,2014-12-17 00:00:00,0.1%,,High,Core CPI m/m,0.2%,,9:30am
175,-100B,USD,2014-12-17 00:00:00,-98B,,Medium,Current Account,-98B,,9:30am
176,,CHF,2014-12-17 00:00:00,,,Low,SNB Quarterly Bulletin,,,10:00am
177,-0.8M,USD,2014-12-17 00:00:00,-2.6M,,Medium,Crude Oil Inventories,1.5M,,11:30am
178,,USD,2014-12-17 00:00:00,,,High,FOMC Economic Projections,,,3:00pm
179,,USD,2014-12-17 00:00:00,,,High,FOMC Statement,,,3:00pm
180,<0.25%,USD,2014-12-17 00:00:00,<0.25%,,High,Federal Funds Rate,<0.25%,,3:00pm
181,,USD,2014-12-17 00:00:00,,,High,FOMC Press Conference,,,3:30pm
182,1.0%,NZD,2014-12-17 00:00:00,0.7%,better,High,GDP q/q,0.7%,,5:45pm
183,,AUD,2014-12-17 00:00:00,,,Low,RBA Bulletin,,,8:30pm
184,,CHF,2014-12-18 00:00:00,,,Low,SECO Economic Forecasts,,,2:45am
185,-0.25%,CHF,2014-12-18 00:00:00,,,High,Libor Rate,<0.25%,,3:00am
186,3.87B,CHF,2014-12-18 00:00:00,2.41B,better,Medium,Trade Balance,3.23B,,3:00am
187,105.5,EUR,2014-12-18 00:00:00,105.6,,High,German Ifo Business Climate,104.7,,5:00am
188,,EUR,2014-12-18 00:00:00,,,Medium,EU Economic Summit,,,12:00am
189,1.6%,GBP,2014-12-18 00:00:00,0.3%,better,High,Retail Sales m/m,1.0%,better,5:30am
190,1.73|1.8,EUR,2014-12-18 00:00:00,,,Low,Spanish 10-y Bond Auction,1.84|2.2,,5:46am
191,289K,USD,2014-12-18 00:00:00,297K,better,High,Unemployment Claims,295K,,9:30am
192,53.6,USD,2014-12-18 00:00:00,57.1,worse,Low,Flash Services PMI,56.2,,10:45am
193,24.5,USD,2014-12-18 00:00:00,26.3,worse,High,Philly Fed Manufacturing Index,40.8,,11:00am
194,0.6%,USD,2014-12-18 00:00:00,0.6%,,Low,CB Leading Index m/m,0.6%,worse,11:00am
195,-64B,USD,2014-12-18 00:00:00,-61B,,Low,Natural Gas Storage,-51B,,11:30am
196,3.1%,NZD,2014-12-18 00:00:00,,,Low,Visitor Arrivals m/m,3.5%,better,5:45pm
197,-4,GBP,2014-12-18 00:00:00,-1,worse,Low,GfK Consumer Confidence,-2,,7:37pm
198,30.4,NZD,2014-12-18 00:00:00,,,Medium,ANZ Business Confidence,31.5,,8:00pm
199,5.2%,NZD,2014-12-18 00:00:00,,,Low,Credit Card Spending y/y,6.8%,,10:00pm
200,,JPY,2014-12-18 00:00:00,,,High,Monetary Policy Statement,,,11:28pm
201,-0.1%,JPY,2014-12-19 00:00:00,0.2%,worse,Low,All Industries Activity m/m,1.4%,better,12:30am
202,,JPY,2014-12-19 00:00:00,,,High,BOJ Press Conference,,,2:30am
203,9.0,EUR,2014-12-19 00:00:00,8.9,,Medium,German GfK Consumer Climate,8.7,,3:00am
204,0.0%,EUR,2014-12-19 00:00:00,-0.2%,better,Low,German PPI m/m,-0.2%,,3:00am
205,20.5B,EUR,2014-12-19 00:00:00,27.8B,worse,Low,Current Account,32.0B,better,5:00am
206,,EUR,2014-12-19 00:00:00,,,Medium,EU Economic Summit,,,12:00am
207,13.4B,GBP,2014-12-19 00:00:00,14.8B,better,Medium,Public Sector Net Borrowing,6.4B,better,5:30am
208,61,GBP,2014-12-19 00:00:00,30,better,Medium,CBI Realized Sales,27,,7:00am
209,-0.2%,CAD,2014-12-19 00:00:00,0.1%,worse,High,Core CPI m/m,0.3%,,9:30am
210,0.2%,CAD,2014-12-19 00:00:00,0.2%,,High,Core Retail Sales m/m,0.0%,,9:30am
211,-0.4%,CAD,2014-12-19 00:00:00,-0.2%,worse,Medium,CPI m/m,0.1%,,9:30am
212,0.0%,CAD,2014-12-19 00:00:00,-0.4%,better,Medium,Retail Sales m/m,0.8%,,9:30am
213,-1.2%,NZD,2014-12-07 00:00:00,,,Low,Manufacturing Sales q/q,-2.3%,worse,5:45pm
214,0.95T,JPY,2014-12-07 00:00:00,0.46T,better,Medium,Current Account,0.41T,,7:50pm
215,-0.5%,JPY,2014-12-07 00:00:00,-0.1%,worse,Medium,Final GDP q/q,-0.4%,,7:50pm
216,2.7%,JPY,2014-12-07 00:00:00,,,Low,Bank Lending y/y,2.3%,worse,7:50pm
217,2.0%,JPY,2014-12-07 00:00:00,2.1%,worse,Low,Final GDP Price Index y/y,2.1%,,7:54pm
218,,GBP,2014-12-07 00:00:00,,,Low,BOE Quarterly Bulletin,,,8:01pm
219,0.7%,AUD,2014-12-07 00:00:00,,,Medium,ANZ Job Advertisements m/m,0.2%,,8:30pm
220,54.5B,CNY,2014-12-07 00:00:00,44.3B,better,High,USD-Denominated Trade Balance,45.4B,,10:07pm
221,41.5,JPY,2014-12-08 00:00:00,45.9,worse,Low,Economy Watchers Sentiment,44.0,,1:00am
222,,EUR,2014-12-08 00:00:00,,,Non-Economic,Italian Bank Holiday,,,12:00am
223,0.2%,EUR,2014-12-08 00:00:00,0.2%,,Low,German Industrial Production m/m,1.1%,worse,3:00am
224,0.0%,CHF,2014-12-08 00:00:00,0.0%,,Medium,CPI m/m,0.0%,,4:15am
225,0.3%,CHF,2014-12-08 00:00:00,0.9%,worse,Medium,Retail Sales y/y,0.5%,better,4:15am
226,-2.5,EUR,2014-12-08 00:00:00,-9.9,better,Low,Sentix Investor Confidence,-11.9,,5:30am
227,,EUR,2014-12-08 00:00:00,,,Medium,Eurogroup Meetings,,,12:00am
228,196K,CAD,2014-12-08 00:00:00,201K,worse,Medium,Housing Starts,184K,,9:13am
229,0.7%,CAD,2014-12-08 00:00:00,2.1%,worse,High,Building Permits m/m,12.5%,worse,9:30am
230,2.9,USD,2014-12-08 00:00:00,,,Low,Labor Market Conditions Index m/m,3.9,worse,11:00am
231,3.6%,JPY,2014-12-08 00:00:00,3.2%,better,Low,M2 Money Stock y/y,3.2%,,7:50pm
232,0.9%,GBP,2014-12-08 00:00:00,,,Low,BRC Retail Sales Monitor y/y,0.0%,,8:01pm
233,1,AUD,2014-12-08 00:00:00,,,High,NAB Business Confidence,5,better,8:30pm
234,1.46|3.1,JPY,2014-12-08 00:00:00,,,Low,30-y Bond Auction,1.48|3.0,,11:45pm
235,36.6%,JPY,2014-12-09 00:00:00,,,Low,Prelim Machine Tool Orders y/y,30.8%,worse,2:00am
236,3.1%,CHF,2014-12-09 00:00:00,3.2%,better,Low,Unemployment Rate,3.1%,better,2:45am
237,20.6B,EUR,2014-12-09 00:00:00,18.1B,better,Low,German Trade Balance,18.6B,,3:00am
238,-84.7B,EUR,2014-12-09 00:00:00,,,Low,French Gov Budget Balance,-80.5B,,3:45am
239,-4.6B,EUR,2014-12-09 00:00:00,-4.5B,,Low,French Trade Balance,-4.7B,,3:45am
240,-0.7%,GBP,2014-12-09 00:00:00,0.2%,worse,High,Manufacturing Production m/m,0.6%,better,5:30am
241,-0.1%,GBP,2014-12-09 00:00:00,0.3%,worse,Low,Industrial Production m/m,0.7%,better,5:30am
242,,EUR,2014-12-09 00:00:00,,,Medium,ECOFIN Meetings,,,12:00am
243,2.70|1.8,GBP,2014-12-09 00:00:00,,,Low,30-y Bond Auction,3.04|2.0,,6:34am
244,98.1,USD,2014-12-09 00:00:00,96.6,better,Low,NFIB Small Business Index,96.1,,8:30am
245,0.7%,GBP,2014-12-09 00:00:00,,,Medium,NIESR GDP Estimate,0.7%,,11:00am
246,4.83M,USD,2014-12-09 00:00:00,4.81M,,Medium,JOLTS Job Openings,4.69M,,11:00am
247,0.4%,USD,2014-12-09 00:00:00,0.1%,worse,Low,Final Wholesale Inventories m/m,0.4%,worse,11:00am
248,48.4,USD,2014-12-09 00:00:00,47.2,better,Low,IBD/TIPP Economic Optimism,46.4,,11:00am
249,3.3%,NZD,2014-12-09 00:00:00,,,Low,REINZ HPI m/m,1.4%,,5:05pm
250,-5.7%,AUD,2014-12-09 00:00:00,,,Medium,Westpac Consumer Sentiment,1.9%,,7:30pm
251,8.1,JPY,2014-12-09 00:00:00,13.1,worse,Medium,BSI Manufacturing Index,12.7,,7:50pm
252,2.7%,JPY,2014-12-09 00:00:00,2.7%,,Low,PPI y/y,2.9%,,7:50pm
253,0.3%,AUD,2014-12-09 00:00:00,0.1%,better,Medium,Home Loans m/m,-0.4%,better,8:30pm
254,1.4%,CNY,2014-12-09 00:00:00,1.6%,worse,High,CPI y/y,1.6%,,9:30pm
255,-2.7%,CNY,2014-12-09 00:00:00,-2.3%,worse,Medium,PPI y/y,-2.2%,,9:30pm
256,37.7,JPY,2014-12-10 00:00:00,39.6,worse,Low,Consumer Confidence,38.9,,1:00am
257,-0.3%,EUR,2014-12-10 00:00:00,-0.2%,worse,Low,French Final Private Payrolls q/q,0.0%,better,2:30am
258,-0.8%,EUR,2014-12-10 00:00:00,0.2%,worse,Medium,French Industrial Production m/m,0.0%,,3:45am
259,-9.6B,GBP,2014-12-10 00:00:00,-9.5B,,Medium,Goods Trade Balance,-10.5B,worse,5:30am
260,,CAD,2014-12-10 00:00:00,,,Low,BOC Financial System Review,,,11:30am
261,1.5M,USD,2014-12-10 00:00:00,-2.6M,,Medium,Crude Oil Inventories,-3.7M,,11:30am
262,,CAD,2014-12-10 00:00:00,,,Medium,Gov Council Member Wilkins Speaks,,,12:15pm
263,2.21|3.0,USD,2014-12-10 00:00:00,,,Medium,10-y Bond Auction,2.37|2.5,,2:01pm
264,-56.8B,USD,2014-12-10 00:00:00,-68.3B,better,Low,Federal Budget Balance,-121.7B,,3:00pm
