,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,year,week,weekday,num_news,volatility_0_5_after,pips_agg_0_5_after,pips_candle_0_5_after,volatility_5_10_after,pips_agg_5_10_after,pips_candle_5_10_after,volatility_10_15_after,pips_agg_10_15_after,pips_candle_10_15_after,volatility_15_20_after,pips_agg_15_20_after,pips_candle_15_20_after,volatility_20_25_after,pips_agg_20_25_after,pips_candle_20_25_after,volatility_25_30_after,pips_agg_25_30_after,pips_candle_25_30_after,volatility_0_30_after,pips_agg_0_30_after,volatility_60_0_before,pips_agg_60_0_before,pips_agg_0_60_after,direction_agg_0_60_after
391,2009-06-15 09:00:00,30,-1.03,1,-0.23,0,0,0,1,1,0,0,1,2009,25,0,1,4,-2,-2,8,-6,-2,5,-9,-1,8,-16,-6,8,-8,8,5,-8,0,20,-8,42,32,-32,0
392,2009-06-17 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,25,2,1,9,7,7,7,3,-4,9,12,8,14,26,13,17,43,17,6,47,4,49,43,44,-25,30,2
393,2009-06-18 08:30:00,32,0.0,0,-2.7,1,1,0,0,1,0,0,1,2009,25,3,1,14,14,14,16,30,16,8,24,-6,8,20,-4,11,26,8,9,27,1,32,26,26,-12,42,2
394,2009-06-18 09:59:00,25,1.38,1,0.0,0,0,1,0,1,0,0,1,2009,25,3,1,12,13,12,7,12,-2,8,17,5,5,16,-1,7,13,-4,9,7,-6,19,12,39,23,-10,1
395,2009-06-23 10:00:00,14,-0.99,0,-1.2,0,0,0,1,1,0,0,1,2009,26,1,1,22,7,8,16,2,-5,18,-15,-17,12,-10,6,15,-7,3,20,-23,-15,39,-7,40,10,-24,0
396,2009-06-24 08:30:00,8,1.5,1,-0.39,0,0,1,0,0,0,1,1,2009,26,2,1,29,18,18,16,8,-10,12,13,5,10,15,1,16,27,12,15,35,9,40,26,65,7,13,2
397,2009-06-24 10:00:00,21,-0.48,0,-0.49,0,0,0,1,0,0,1,1,2009,26,2,1,15,-8,-8,13,-8,0,9,-5,3,12,0,5,21,-15,-15,8,-15,1,24,-16,55,-33,10,1
398,2009-06-24 14:18:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,26,2,1,45,19,20,44,16,-4,28,-10,-25,39,-29,-19,22,-14,15,25,-34,-20,85,-13,75,-52,-28,0
399,2009-06-25 08:30:00,32,-4.16,1,-2.7,1,0,0,1,1,0,0,1,2009,26,3,1,22,-11,-11,12,-13,-2,21,-27,-14,10,-24,3,14,-31,-7,13,-34,-3,41,-31,43,-14,-21,0
400,2009-06-30 10:00:00,4,-0.66,1,-0.12,0,0,0,1,1,0,0,1,2009,27,1,1,2,-1,-1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,2,-1,2,0,0,1
401,2009-07-01 08:15:00,0,-0.9,1,17.52,3,0,0,1,0,1,0,1,2009,27,2,1,31,-13,-10,18,-9,1,38,20,27,11,18,-3,18,9,-8,14,13,6,51,10,57,46,33,2
402,2009-07-06 10:00:00,18,0.54,0,0.0,0,0,1,0,1,0,0,1,2009,28,0,1,16,-4,-7,10,-4,-3,15,-15,-10,13,-22,-7,11,-26,-3,9,-26,0,42,-29,42,26,-20,0
403,2009-07-10 08:30:00,31,1.97,1,-0.75,0,0,1,0,1,0,0,1,2009,28,4,1,21,10,11,14,9,-2,19,25,15,12,23,-3,14,25,2,13,30,5,45,26,43,-17,11,1
404,2009-07-15 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,29,2,1,19,-5,-7,16,5,11,11,2,-2,15,10,7,15,9,0,13,8,-3,26,9,35,19,-3,1
405,2009-07-16 09:00:00,30,-0.77,1,-0.18,0,0,0,1,1,0,0,1,2009,29,3,1,18,2,2,14,-4,-4,10,-4,2,11,-10,-4,16,-22,-13,13,-16,6,37,-22,43,4,-10,1
406,2009-07-17 08:30:00,3,1.07,1,0.0,0,0,1,0,1,0,0,1,2009,29,4,1,12,1,4,18,6,5,9,4,-3,11,7,2,14,4,0,23,21,16,32,8,44,-21,42,2
407,2009-07-23 08:30:00,32,-0.16,0,-3.65,0,1,0,0,1,0,0,1,2009,30,3,1,16,4,2,11,8,5,12,11,0,10,9,-1,13,4,-5,14,2,-1,20,1,28,4,-23,0
408,2009-07-23 10:00:00,14,1.36,1,-1.05,1,0,1,0,0,0,1,1,2009,30,3,1,11,-4,-5,18,4,8,11,4,1,28,24,21,8,26,2,12,23,-2,42,24,41,15,18,2
409,2009-07-27 10:00:00,21,1.33,1,0.32,1,0,1,0,0,1,0,1,2009,31,0,1,24,11,10,14,3,-6,20,-12,-16,13,-15,-4,13,-19,-6,12,-23,-4,50,-20,30,-18,-26,0
410,2009-07-28 10:00:00,4,-0.25,0,0.0,0,0,0,1,1,0,0,1,2009,31,1,1,26,-17,-16,27,-29,-9,21,-41,-11,13,-39,2,7,-40,-2,11,-38,1,49,-38,54,-27,-28,0
411,2009-07-29 08:30:00,8,1.28,0,-0.32,0,0,1,0,0,0,1,1,2009,31,2,1,19,2,2,26,-15,-18,15,-24,-7,17,-12,10,10,-12,-1,7,-14,-3,37,-11,35,-4,-5,1
412,2009-07-30 08:30:00,32,-0.58,0,-5.98,1,0,0,1,0,0,1,1,2009,31,3,1,18,-6,-4,16,-14,-7,14,-7,5,15,3,10,10,-1,1,13,0,2,24,0,25,-4,10,1
413,2009-07-31 08:30:00,1,0.38,0,1.42,1,0,1,0,0,1,0,1,2009,31,4,1,23,-8,-7,23,-24,-14,16,-15,10,10,-12,2,14,-13,-1,10,-17,-3,41,-13,27,-8,-14,0
414,2009-08-03 10:00:00,17,2.83,1,0.0,0,0,1,0,1,0,0,1,2009,32,0,1,35,34,33,21,38,3,23,54,16,20,64,7,21,69,6,30,81,12,91,68,51,8,92,2
415,2009-08-04 10:00:00,24,0.73,1,3.5,1,0,1,0,0,1,0,1,2009,32,1,1,22,9,7,15,4,-3,17,14,9,14,8,-6,16,-1,-11,12,-1,-1,31,-2,42,5,-4,1
416,2009-08-05 08:15:00,0,-0.2,0,3.73,1,0,0,1,0,1,0,1,2009,32,2,1,21,-5,-5,19,-12,-5,14,-18,-8,16,-24,-6,13,-21,3,10,-21,-1,30,-20,46,0,-17,0
417,2009-08-05 10:00:00,18,-1.49,1,0.0,0,0,0,1,1,0,0,1,2009,32,2,1,25,-12,-11,12,-12,0,23,-20,-8,15,-24,-5,21,-9,14,10,-6,2,31,-7,41,-9,-6,1
418,2009-08-06 08:30:00,32,2.46,1,-3.51,1,0,1,0,1,0,0,1,2009,32,3,1,13,1,1,19,15,10,22,21,10,15,22,1,16,13,-10,12,9,-5,38,14,21,1,16,2
419,2009-08-12 08:30:00,31,0.76,0,0.0,0,0,1,0,1,0,0,1,2009,33,2,1,18,-10,-8,11,-10,0,15,-5,4,15,3,9,13,2,-1,12,-10,-8,27,0,42,-1,3,1
420,2009-08-12 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,33,2,1,63,-47,-44,32,-58,-8,44,-88,-30,24,-89,-1,14,-88,3,20,-76,14,115,-87,63,7,-15,0
421,2009-08-14 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,33,4,1,16,3,5,15,-6,-8,10,-7,0,9,-5,2,11,-9,-4,18,-20,-9,32,-9,27,-6,-13,0
422,2009-08-17 09:00:00,30,1.68,1,-2.43,0,0,1,0,1,0,0,1,2009,34,0,1,18,8,8,13,3,-5,10,6,3,11,9,1,8,7,-2,11,-1,-8,19,7,29,10,-3,1
423,2009-08-20 08:30:00,32,-1.2,1,-2.74,0,0,0,1,1,0,0,1,2009,34,3,1,16,-7,-6,12,-13,-6,17,-3,9,11,-1,4,14,-6,-3,11,-9,-3,21,-5,24,11,-25,0
424,2009-08-21 10:00:00,14,3.01,1,0.0,0,0,1,0,1,0,0,1,2009,34,4,1,51,41,41,20,29,-12,13,36,8,25,12,-22,20,-3,-15,30,-15,-12,80,-3,57,-2,-44,0
425,2009-08-25 10:00:00,4,0.74,1,0.99,0,0,1,0,0,1,0,1,2009,35,1,1,21,-7,-5,24,-13,-8,17,-22,-10,17,-31,-10,16,-26,8,12,-31,-5,50,-24,28,9,-21,0
426,2009-08-26 08:30:00,8,-0.33,0,1.46,1,0,0,1,0,1,0,1,2009,35,2,1,32,-21,-22,18,-16,4,10,-16,0,16,-8,8,17,-1,11,7,-4,-4,35,-1,32,18,-20,0
427,2009-08-26 10:00:00,21,1.66,1,0.91,1,0,1,0,0,1,0,1,2009,35,2,1,20,15,15,12,14,0,13,24,9,18,15,-9,16,20,6,16,8,-12,30,20,66,-61,10,1
428,2009-09-02 08:15:00,0,-0.5,1,1.57,1,0,0,1,0,1,0,1,2009,36,2,1,23,-7,-9,18,-22,-15,17,-11,12,20,-6,4,15,-3,4,17,-13,-9,30,-6,36,-11,-18,0
429,2009-09-03 08:30:00,32,-0.29,0,-5.66,1,0,0,1,1,0,0,1,2009,36,3,1,23,-15,-15,25,-24,-8,17,-22,2,10,-28,-5,12,-32,-4,13,-35,-2,41,-33,45,-10,-41,0
430,2009-09-03 10:00:00,18,-0.07,0,0.0,0,1,0,0,1,0,0,1,2009,36,3,1,27,-11,-14,19,-12,-1,15,-17,-3,18,-26,-12,10,-21,4,17,-22,-1,52,-24,33,-13,-17,0
431,2009-09-16 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,38,2,1,21,-14,-13,17,-8,6,10,-14,-5,21,-5,12,19,9,13,11,7,-3,37,11,25,-2,12,2
432,2009-09-16 09:00:00,30,-1.04,1,-2.75,0,0,0,1,1,0,0,1,2009,38,2,1,20,10,8,13,19,8,15,8,-11,17,3,-5,8,3,-1,11,-3,-7,29,2,51,20,-29,0
433,2009-09-23 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,39,2,1,65,39,42,32,38,-3,21,48,12,25,58,9,17,42,-14,15,35,-5,75,43,71,-2,15,2
434,2009-09-24 08:30:00,32,1.16,1,-3.65,1,0,1,0,0,0,1,1,2009,39,3,1,28,13,12,10,11,-3,11,14,4,13,19,5,13,20,1,11,14,-6,33,19,38,8,-4,1
435,2009-09-24 10:00:00,14,-2.12,1,0.0,0,0,0,1,1,0,0,1,2009,39,3,1,30,-25,-27,14,-33,-9,14,-39,-6,19,-48,-8,16,-41,6,13,-39,2,58,-43,62,-30,-45,0
436,2009-09-25 08:30:00,8,-1.48,0,-0.07,0,0,0,1,1,0,0,1,2009,39,4,1,33,-32,-31,17,-35,-3,14,-30,3,15,-22,9,16,-29,-6,14,-23,7,44,-29,59,-25,1,1
437,2009-09-25 10:00:00,21,-0.51,0,-0.59,0,0,0,1,0,0,1,1,2009,39,4,1,36,14,15,24,30,16,20,15,-14,19,25,9,16,24,-4,13,20,-3,54,24,57,32,15,2
438,2009-09-29 10:00:00,4,-0.5,0,0.57,0,0,0,1,0,1,0,1,2009,40,1,1,16,-4,-4,23,9,14,14,10,-1,11,9,-1,17,1,-12,15,9,8,33,1,53,-17,3,1
439,2009-09-30 08:15:00,0,-0.59,1,2.84,1,0,0,1,0,1,0,1,2009,40,2,1,26,17,18,35,-7,-21,26,-23,-16,20,-15,11,18,-22,-5,19,-37,-13,61,-23,41,-24,-38,0
440,2009-10-01 08:30:00,32,-1.66,1,-2.98,0,0,0,1,1,0,0,1,2009,40,3,1,36,-9,-7,26,8,16,13,9,2,15,19,11,12,20,2,18,27,6,54,23,36,1,32,2
441,2009-10-05 10:00:00,18,0.7,0,0.0,0,0,1,0,1,0,0,1,2009,41,0,1,13,-3,-4,16,-10,-5,12,-8,1,14,1,7,15,6,6,12,4,-2,25,5,32,21,3,1
442,2009-10-08 08:30:00,32,1.47,1,-2.24,0,0,1,0,1,0,0,1,2009,41,3,1,15,3,1,23,17,10,7,15,-1,17,8,-8,31,12,6,35,40,26,56,12,21,-6,1,1
443,2009-10-09 08:30:00,31,0.63,0,-0.28,0,0,1,0,1,0,0,1,2009,41,4,1,11,-5,-5,12,1,6,13,-8,-11,11,-8,0,9,-10,-1,13,-11,0,22,-11,33,-23,-23,0
444,2009-10-16 09:00:00,30,-0.03,0,0.0,0,1,0,0,1,0,0,1,2009,42,4,1,19,13,13,15,9,-3,9,6,-1,10,7,0,13,9,3,12,5,-4,23,9,40,-20,24,2
445,2009-10-22 08:30:00,32,-0.93,1,-3.3,1,0,0,1,0,0,1,1,2009,43,3,1,15,-9,-8,12,-8,1,14,-11,-2,9,-13,-2,12,-15,-1,11,-15,1,25,-15,29,15,0,1
446,2009-10-23 10:00:00,14,1.15,1,-0.49,0,0,1,0,1,0,0,1,2009,43,4,1,15,-4,-6,14,-9,-4,16,-12,-4,13,-5,6,11,-6,-1,15,-3,4,31,-9,32,-18,0,1
447,2009-10-27 10:00:00,4,-0.78,1,-0.43,1,0,0,1,1,0,0,1,2009,44,1,1,39,-33,-31,30,-48,-14,22,-36,10,22,-50,-15,11,-43,6,22,-29,15,59,-42,81,-40,-33,0
448,2009-10-28 08:30:00,8,0.31,0,-0.32,0,0,1,0,0,0,1,1,2009,44,2,1,15,0,2,13,0,-1,13,4,4,9,4,0,9,5,1,14,10,5,27,7,46,32,3,1
449,2009-10-28 10:00:00,21,-1.5,1,-1.46,0,0,0,1,0,0,1,1,2009,44,2,1,29,-24,-23,11,-17,7,15,-11,6,10,-7,2,13,-2,4,12,-4,-2,32,-1,42,10,-33,0
450,2009-11-04 08:15:00,0,-0.49,0,2.63,2,0,0,1,0,1,0,1,2009,45,2,1,19,7,9,15,10,4,25,28,17,9,23,-4,10,19,-5,14,23,2,42,23,33,2,32,2
451,2009-11-04 10:00:00,18,-0.82,0,0.0,0,0,0,1,1,0,0,1,2009,45,2,1,33,15,17,10,17,1,18,28,14,14,21,-7,7,19,-3,8,17,-2,44,21,48,17,28,2
452,2009-11-04 14:19:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,45,2,1,51,-19,-17,34,-45,-25,38,-21,24,16,-21,-3,54,8,30,16,15,9,81,8,58,43,-5,1
453,2009-11-05 08:30:00,32,0.63,1,-0.92,0,0,1,0,1,0,0,1,2009,45,3,1,19,17,16,20,20,4,33,49,29,17,38,-11,19,26,-12,13,32,5,55,26,25,-3,9,1
454,2009-11-12 08:30:00,32,0.66,1,-0.92,0,0,1,0,1,0,0,1,2009,46,3,1,15,-4,-4,11,-1,5,20,10,11,12,6,-5,8,5,0,9,5,-1,25,6,33,11,-1,1
455,2009-11-13 08:30:00,31,-1.39,1,-0.28,0,0,0,1,1,0,0,1,2009,46,4,1,19,12,11,14,14,1,17,3,-13,13,1,-1,8,3,2,11,5,3,28,1,38,-2,-28,0
456,2009-11-13 09:55:00,28,-1.29,1,1.24,0,0,0,1,0,1,0,1,2009,46,4,1,21,-21,-20,18,-10,12,19,-4,6,16,-6,-1,12,0,6,12,2,2,34,1,53,-30,21,2
457,2009-11-17 08:30:00,23,-0.37,1,0.0,0,0,0,1,1,0,0,1,2009,47,1,1,17,4,2,18,15,12,11,17,1,15,8,-10,10,7,-1,13,2,-3,27,3,34,13,0,1
458,2009-11-17 09:00:00,30,0.26,0,29.11,3,0,1,0,0,1,0,1,2009,47,1,1,13,6,4,11,1,-6,12,2,3,15,-7,-7,17,0,7,17,-8,-8,25,-2,32,1,-6,1
459,2009-11-19 08:30:00,32,-0.16,0,-1.37,0,1,0,0,1,0,0,1,2009,47,3,1,21,11,10,14,7,-4,9,8,0,9,9,2,17,16,6,10,14,-2,32,15,34,15,22,2
460,2009-11-23 10:00:00,14,1.99,2,-1.45,1,0,1,0,0,0,1,1,2009,48,0,1,19,-6,-5,9,-1,4,18,-4,-3,7,-4,-1,14,-13,-8,9,-14,-2,28,-11,19,4,-15,0
461,2009-11-24 08:30:00,26,-1.12,0,-2.35,1,0,0,1,1,0,0,1,2009,48,1,1,14,-11,-11,9,-13,-2,24,7,21,14,11,4,13,2,-7,9,1,-1,30,2,19,0,0,1
462,2009-11-24 10:00:00,4,0.38,0,2.28,1,0,1,0,0,1,0,1,2009,48,1,1,28,-2,-1,24,-11,-8,7,-10,1,2,-10,1,1,-11,-1,2,-10,0,42,-9,41,-31,3,1
463,2009-11-25 10:00:00,21,0.64,1,0.31,0,0,1,0,0,1,0,1,2009,48,2,1,17,1,2,12,-1,0,10,-4,-1,14,1,6,11,-4,-5,12,-9,-6,19,-2,34,-4,-11,1
464,2009-11-30 09:45:00,6,0.64,1,0.0,0,0,1,0,1,0,0,1,2009,49,0,1,13,-6,-6,10,-8,-2,15,-1,3,12,-1,0,13,9,6,11,13,5,28,8,34,-7,14,2
465,2009-12-02 08:15:00,0,-0.71,0,0.78,1,0,0,1,0,1,0,1,2009,49,2,1,15,-3,-7,15,7,10,11,0,-5,13,-2,-4,10,-3,-1,9,-2,2,20,-8,18,3,-21,0
466,2009-12-03 08:30:00,32,1.36,1,-2.7,0,0,1,0,1,0,0,1,2009,49,3,1,18,-8,-10,58,13,22,33,-6,-20,18,-11,-4,21,-24,-13,14,-30,-5,60,-27,21,-2,-36,0
467,2009-12-03 10:00:00,18,-2.41,1,0.0,0,0,0,1,1,0,0,1,2009,49,3,1,18,-9,-9,12,-3,6,9,-5,-4,9,-9,-5,9,-7,4,15,2,9,20,-7,48,-14,4,1
468,2009-12-11 09:55:00,28,1.25,1,1.62,1,0,1,0,0,1,0,1,2009,50,4,1,10,-8,-7,20,-2,5,23,-20,-16,12,-17,2,23,-32,-14,14,-26,6,53,-31,80,-64,-42,0
469,2009-12-15 08:30:00,23,1.26,1,0.0,0,0,1,0,1,0,0,1,2009,51,1,1,18,-2,-2,11,-3,-1,14,-4,-3,12,1,3,16,13,13,15,7,-6,28,13,22,1,27,2
470,2009-12-15 09:00:00,30,-0.36,0,0.0,0,0,0,1,1,0,0,1,2009,51,1,1,17,6,7,11,11,5,14,7,-4,21,18,12,11,21,3,12,17,-3,29,21,33,-3,14,2
471,2009-12-16 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,51,2,1,44,-4,-7,34,-33,-26,21,-30,4,15,-34,-5,13,-25,8,13,-26,-1,63,-28,44,6,-34,0
472,2009-12-17 08:30:00,32,-0.78,1,-0.6,0,0,0,1,1,0,0,1,2009,51,3,1,17,2,1,12,-1,-2,17,-13,-9,15,-2,8,9,-3,-1,11,1,2,30,-2,39,-24,22,2
473,2009-12-17 10:00:00,25,1.04,0,0.0,0,0,1,0,1,0,0,1,2009,51,3,1,17,14,14,15,8,-7,11,5,-3,9,5,0,7,6,1,11,-1,-7,19,6,27,2,5,1
474,2009-12-22 10:00:00,14,1.3,1,-0.46,0,0,1,0,1,0,0,1,2009,52,1,1,25,-8,-5,16,-2,6,15,-13,-11,11,-16,-2,24,-1,16,12,-5,-4,28,2,53,-31,-39,0
475,2009-12-23 10:00:00,21,-2.57,1,-3.26,1,0,0,1,0,0,1,1,2009,52,2,1,42,36,34,13,33,-2,13,39,6,10,41,0,11,42,-1,9,40,-1,50,39,46,2,52,2
476,2009-12-29 10:00:00,4,-0.02,0,2.04,1,1,0,0,0,1,0,1,2009,52,1,1,18,-10,-9,17,0,10,10,-3,-4,14,0,3,9,0,0,9,-3,-4,23,2,38,-12,-13,0
477,2009-12-30 09:45:00,6,1.12,1,0.0,0,0,1,0,1,0,0,1,2009,52,2,1,15,-7,-8,17,2,8,15,-2,-5,9,-5,-4,9,0,2,9,3,3,20,-1,46,-31,-1,1
478,2009-12-31 08:30:00,32,1.31,1,-0.98,0,0,1,0,1,0,0,1,2009,52,3,1,31,-25,-23,15,-17,7,8,-20,-2,9,-22,-3,7,-20,2,24,-4,15,31,-17,43,-11,-13,0
479,2010-01-04 10:00:00,17,0.88,1,0.0,0,0,1,0,1,0,0,1,2010,2,0,1,18,-2,1,21,9,11,15,-4,-12,24,-20,-16,12,-16,2,13,-7,8,36,-12,37,-15,22,2
480,2010-01-05 10:00:00,24,-7.56,2,0.61,0,0,0,1,0,1,0,1,2010,2,1,1,23,17,16,15,7,-11,9,9,3,16,20,9,11,12,-5,19,21,9,34,11,41,-5,7,1
481,2010-01-06 08:15:00,0,-0.55,0,2.8,1,0,0,1,0,1,0,1,2010,2,2,1,22,19,17,13,11,-8,11,14,4,11,13,-1,17,21,10,10,23,2,30,19,24,0,14,2
482,2010-01-06 10:00:00,18,-0.27,0,0.0,0,0,0,1,1,0,0,1,2010,2,2,1,28,21,22,23,34,14,11,29,-4,12,28,-1,10,24,-5,17,33,10,44,24,34,-7,24,2
483,2010-01-07 08:30:00,32,0.76,1,-0.6,0,0,1,0,1,0,0,1,2010,2,3,1,18,11,10,11,11,1,11,9,-3,9,13,4,10,20,7,8,21,2,28,18,42,-20,26,2
484,2010-01-12 08:30:00,31,-0.36,0,-1.56,0,0,0,1,1,0,0,1,2010,3,1,1,18,-6,-8,13,0,6,10,0,1,18,8,7,13,0,-7,20,-13,-12,27,-3,40,-6,1,1
485,2010-01-15 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2010,3,4,1,17,0,0,17,-2,-2,14,1,4,15,-1,-3,14,3,4,14,3,-1,30,4,26,-17,14,2
486,2010-01-15 09:55:00,28,-0.2,0,-0.99,1,0,0,1,0,0,1,1,2010,3,4,1,13,-1,-2,23,-16,-14,17,-26,-10,10,-19,7,10,-19,-1,12,-16,4,33,-21,34,14,-20,0
487,2010-01-19 09:00:00,30,2.12,1,-5.97,0,0,1,0,1,0,0,1,2010,4,1,1,21,-8,-10,16,-18,-9,14,-8,9,10,-11,-3,16,-1,11,8,2,2,23,-2,32,10,10,1
488,2010-01-21 08:30:00,32,-2.32,1,-2.83,0,0,0,1,1,0,0,1,2010,4,3,1,18,7,9,19,21,12,12,14,-5,9,10,-6,13,12,2,12,6,-5,33,13,28,-7,27,2
489,2010-01-21 10:00:00,25,-1.03,0,0.0,0,0,0,1,1,0,0,1,2010,4,3,1,9,4,6,12,6,3,10,1,-5,16,-6,-8,29,-31,-26,18,-44,-13,59,-29,30,15,-53,0
490,2010-01-25 10:00:00,14,-2.32,2,0.0,0,0,0,1,1,0,0,1,2010,5,0,1,13,-8,-5,17,-17,-8,10,-17,0,10,-13,3,12,-8,4,14,-4,4,28,-5,23,0,0,1
491,2010-01-26 10:00:00,4,0.49,0,1.23,0,0,1,0,0,1,0,1,2010,5,1,1,13,5,3,17,15,10,15,19,5,14,16,-3,10,10,-6,16,2,-8,24,8,22,-8,2,1
492,2010-01-27 10:00:00,21,-0.59,0,0.96,1,0,0,1,0,1,0,1,2010,5,2,1,15,5,2,14,14,8,18,1,-11,13,-7,-7,11,-2,5,12,3,4,26,-4,33,9,-9,1
493,2010-01-27 14:16:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2010,5,2,1,31,-18,-14,30,-31,-18,14,-39,-9,15,-41,-1,25,-23,19,31,-9,13,50,-18,37,13,-23,0
494,2010-01-29 08:30:00,1,1.16,1,-3.13,1,0,1,0,0,0,1,1,2010,5,4,1,35,-19,-18,12,-19,-2,16,-10,8,11,-5,1,16,-15,-9,12,-16,-1,35,-14,37,6,-28,0
495,2010-02-01 10:00:00,17,1.5,1,0.0,0,0,1,0,1,0,0,1,2010,6,0,1,26,-20,-19,14,-17,3,11,-13,5,11,-11,1,15,-5,6,13,-14,-11,29,-2,37,8,-20,0
496,2010-02-02 10:00:00,24,0.23,0,-3.65,1,0,1,0,0,0,1,1,2010,6,1,1,15,-7,-10,9,-10,-3,17,-19,-8,10,-11,7,10,-5,5,19,2,7,35,-8,23,15,7,1
497,2010-02-03 08:15:00,0,0.45,0,2.13,1,0,1,0,0,1,0,1,2010,6,2,1,7,-4,-4,11,-9,-6,11,-21,-11,4,-19,2,5,-19,-1,13,-28,-9,31,-19,21,-12,-41,0
498,2010-02-03 10:00:00,18,-0.43,0,0.0,0,0,0,1,1,0,0,1,2010,6,2,1,12,-6,-5,11,-3,3,11,-7,-3,17,-14,-7,11,-21,-6,14,-30,-8,34,-21,20,1,-38,0
499,2010-02-04 08:30:00,32,-0.7,1,-1.63,0,0,0,1,1,0,0,1,2010,6,3,1,14,-2,-1,12,-7,-5,13,-9,-1,20,-13,-5,13,-13,0,19,-24,-11,36,-12,14,-6,-29,0
500,2010-02-10 08:30:00,31,-1.1,1,0.0,0,0,0,1,1,0,0,1,2010,7,2,1,16,-6,-7,10,-4,3,17,-16,-12,19,-19,-4,12,-18,3,15,-14,2,38,-17,56,-21,-24,0
501,2010-02-11 08:30:00,32,0.97,1,-2.45,0,0,1,0,1,0,0,1,2010,7,3,1,18,-9,-7,16,-19,-7,23,-29,-9,14,-32,-4,19,-17,14,11,-21,-4,38,-15,34,2,-42,0
502,2010-02-12 09:55:00,28,-0.25,0,1.01,1,0,0,1,0,1,0,1,2010,7,4,1,45,34,34,27,16,-18,39,50,34,14,43,-8,17,48,3,20,34,-13,61,47,77,0,34,2
503,2010-02-16 09:00:00,30,0.24,0,-0.67,0,0,1,0,1,0,0,1,2010,8,1,1,10,-1,-2,21,-11,-10,14,-14,-3,10,-16,-2,10,-18,-2,11,-15,6,30,-22,37,28,-16,0
504,2010-02-17 08:30:00,3,-0.27,0,0.0,0,1,0,0,1,0,0,1,2010,8,2,1,15,2,2,14,1,-1,14,8,8,19,-1,-9,10,1,1,11,7,9,20,-2,34,-18,-15,0
505,2010-02-18 10:00:00,25,0.1,0,0.0,0,0,1,0,1,0,0,1,2010,8,3,1,14,5,7,16,-3,-8,18,5,10,13,-4,-8,12,-15,-8,13,-21,-5,35,-14,89,50,-3,1
506,2010-02-19 08:30:00,7,-3.59,2,0.0,0,0,0,1,1,0,0,1,2010,8,4,1,22,0,0,26,-14,-14,16,-10,7,16,-5,4,14,0,6,23,-12,-11,43,-1,38,12,-9,1
507,2010-02-23 10:00:00,4,-2.46,1,1.07,0,0,0,1,0,1,0,1,2010,9,1,1,23,-17,-16,26,3,20,20,-12,-15,16,-9,2,15,-17,-8,12,-14,5,29,-18,34,8,-8,1
508,2010-02-24 10:00:00,21,-1.13,1,0.36,1,0,0,1,0,1,0,1,2010,9,2,1,50,22,23,23,9,-12,22,-2,-8,17,-10,-9,12,-10,-1,12,-2,6,50,-7,58,23,53,2
509,2010-02-26 08:30:00,26,3.35,2,-1.57,0,0,1,0,1,0,0,1,2010,9,4,1,21,-8,-9,21,2,10,13,7,5,13,15,8,20,16,0,8,14,-2,44,15,46,-26,4,1
510,2010-02-26 10:00:00,14,-2.26,2,-0.82,0,0,0,1,1,0,0,1,2010,9,4,1,28,-22,-22,17,-12,9,14,-8,5,10,-3,4,16,3,6,16,14,13,44,1,35,12,40,2
511,2010-03-01 10:00:00,17,-0.58,1,0.0,0,0,0,1,1,0,0,1,2010,10,0,1,21,15,14,12,22,7,15,22,-1,13,15,-6,35,-11,-25,33,-35,-24,71,-12,43,-35,-25,0
512,2010-03-03 08:15:00,0,-0.22,0,-3.23,1,1,0,0,0,0,1,1,2010,10,2,1,19,6,8,15,10,4,13,16,8,14,11,-5,18,7,-2,15,15,7,36,10,48,5,-6,1
513,2010-03-03 10:00:00,18,1.46,1,0.0,0,0,1,0,1,0,0,1,2010,10,2,1,24,-10,-13,18,-11,0,12,-14,-4,16,-2,10,17,-1,3,12,2,3,37,-4,32,10,11,1
514,2010-03-04 08:30:00,32,-0.14,0,-1.75,0,1,0,0,1,0,0,1,2010,10,3,1,18,-3,-4,26,6,11,17,0,-5,11,4,3,11,6,3,20,17,11,43,5,34,-16,-10,1
515,2010-03-04 10:00:00,24,-3.2,1,-0.91,1,0,0,1,0,0,1,1,2010,10,3,1,14,2,2,27,-21,-20,11,-20,2,20,-32,-12,17,-34,-4,13,-34,-2,53,-32,47,-28,-37,0
