,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,year,week,weekday,num_news,volatility_0_5_after,pips_agg_0_5_after,volatility_5_10_after,pips_agg_5_10_after,volatility_10_15_after,pips_agg_10_15_after,volatility_15_20_after,pips_agg_15_20_after,volatility_20_25_after,pips_agg_20_25_after,volatility_25_30_after,pips_agg_25_30_after,volatility_0_30_after,pips_agg_0_30_after,volatility_0_60_after,pips_agg_0_60_after,volatility_60_0_before,pips_agg_60_0_before,pips_agg_0_180_after,direction_agg_0_180_after
362,2009-04-15 09:00:00,30,0.1,0,3.83,2,0,1,0,0,1,0,1,2009,16,2,1,6,-4,7,-8,9,0,14,-9,10,-17,17,-23,33,-19,41,-1,34,-3,-6,1
363,2009-04-23 08:30:00,32,0.42,0,0.98,0,0,0,1,1,0,0,1,2009,17,3,1,17,-1,6,-4,16,-15,9,-7,7,-7,16,-2,29,-8,39,-23,46,-36,3,1
364,2009-04-23 10:00:00,14,-0.11,1,-0.56,0,0,0,1,1,0,0,1,2009,17,3,1,16,6,24,20,6,16,16,26,8,26,9,30,35,25,58,40,33,-14,64,2
365,2009-04-24 08:30:00,8,0.23,0,-2.03,1,0,1,0,0,0,1,1,2009,17,4,1,21,-9,26,-18,13,-22,25,0,14,13,13,10,44,14,80,48,33,-3,27,2
366,2009-04-24 10:00:00,21,0.46,1,1.4,1,0,1,0,0,1,0,1,2009,17,4,1,19,-6,11,-9,10,-10,10,-4,13,-11,9,-3,30,-11,30,-14,49,16,8,1
367,2009-04-28 10:00:00,4,1.44,1,1.86,0,0,1,0,0,1,0,1,2009,18,1,1,28,24,9,24,13,18,7,22,11,24,17,12,33,24,34,26,35,-11,36,2
368,2009-04-29 08:30:00,1,-1.53,1,-4.71,3,0,0,1,0,0,1,1,2009,18,2,1,17,-12,14,-9,12,-15,15,-31,21,-12,15,-17,32,-12,41,-33,30,8,43,2
369,2009-04-29 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,18,2,1,66,-54,40,-64,29,-65,35,-59,25,-45,13,-46,82,-45,82,-47,67,17,-67,0
370,2009-04-30 08:30:00,32,-0.71,0,1.69,1,0,1,0,0,0,1,1,2009,18,3,1,31,-16,15,-19,24,-32,15,-38,18,-51,13,-40,53,-50,73,-56,53,-19,-4,1
371,2009-05-01 10:00:00,17,0.69,1,0.0,0,0,1,0,1,0,0,1,2009,18,4,1,19,3,14,-8,19,-4,27,-23,11,-15,9,-13,36,-15,36,-6,40,15,-3,1
372,2009-05-04 10:00:00,24,0.7,1,-0.61,0,0,1,0,1,0,0,1,2009,19,0,1,32,28,10,23,12,31,16,39,15,52,8,48,53,51,56,42,77,40,84,2
373,2009-05-05 10:00:00,18,0.32,0,0.0,0,0,1,0,1,0,0,1,2009,19,1,1,19,9,17,0,25,-20,16,-20,17,-35,14,-27,57,-35,71,-47,48,-34,-31,0
374,2009-05-06 08:15:00,0,3.61,1,3.91,2,0,1,0,0,1,0,1,2009,19,2,1,36,25,24,35,13,34,14,38,11,36,18,46,48,36,55,44,72,34,-23,0
375,2009-05-07 08:30:00,32,-3.09,1,2.24,1,0,1,0,1,0,0,1,2009,19,3,1,20,-14,75,-34,35,-16,56,16,23,24,46,27,106,25,155,55,88,46,40,2
376,2009-05-12 08:30:00,31,0.66,0,-0.37,0,0,1,0,1,0,0,1,2009,20,1,1,36,21,13,17,24,2,10,-7,25,-23,11,-22,54,-22,66,-21,53,23,-50,0
377,2009-05-15 08:30:00,7,1.83,1,0.0,0,0,1,0,1,0,0,1,2009,20,4,1,17,7,23,21,12,16,19,28,10,30,13,25,35,27,45,31,49,-23,51,2
378,2009-05-15 09:00:00,30,0.56,1,1.62,0,0,1,0,1,0,0,1,2009,20,4,1,19,-3,12,-10,9,-11,25,8,12,9,5,11,36,9,63,40,52,38,6,1
379,2009-05-19 08:30:00,3,-0.8,0,0.0,0,0,0,1,1,0,0,1,2009,21,1,1,21,-21,15,-29,12,-32,15,-28,10,-28,7,-29,43,-28,51,-29,32,-11,-23,0
380,2009-05-21 08:30:00,32,0.04,0,3.96,1,1,0,0,0,0,1,1,2009,21,3,1,11,-4,13,-1,12,-9,29,-19,16,-32,19,-29,38,-34,46,-24,28,0,-7,1
381,2009-05-26 10:00:00,4,1.59,1,3.12,1,0,1,0,0,1,0,1,2009,22,1,1,27,16,9,16,24,39,15,51,16,41,11,42,53,41,66,62,75,17,48,2
382,2009-05-27 10:00:00,14,0.75,0,-1.15,1,0,1,0,1,0,0,1,2009,22,2,1,32,-23,16,-31,15,-27,27,-53,20,-56,11,-51,81,-55,83,-43,67,24,-30,0
383,2009-05-28 10:00:00,21,-0.29,0,-0.28,0,0,0,1,0,0,1,1,2009,22,3,1,26,-22,13,-22,14,-29,15,-24,12,-29,15,-24,36,-28,40,-6,94,67,-25,0
384,2009-05-29 08:30:00,26,-4.47,1,0.05,1,0,0,1,1,0,0,1,2009,22,4,1,24,13,19,4,11,-3,14,12,7,7,5,10,26,7,44,13,44,-19,39,2
385,2009-06-01 10:00:00,17,0.25,0,0.0,0,0,1,0,1,0,0,1,2009,23,0,1,27,16,35,-16,16,-2,13,-2,14,-11,31,-42,68,-10,70,-19,54,11,-7,1
386,2009-06-02 10:00:00,24,1.39,1,0.15,0,0,1,0,1,0,0,1,2009,23,1,1,17,13,18,3,8,-4,14,6,9,5,21,6,30,5,55,30,67,18,38,2
387,2009-06-03 08:15:00,0,-0.07,0,-17.25,2,0,0,1,0,0,1,1,2009,23,2,1,21,0,25,-16,16,-1,18,10,13,-1,17,-13,33,0,68,-32,45,-11,-30,0
388,2009-06-03 10:00:00,18,-0.52,0,0.0,0,0,0,1,1,0,0,1,2009,23,2,1,29,4,21,17,14,10,19,0,19,14,20,24,50,13,52,7,50,1,-43,0
389,2009-06-04 08:30:00,32,0.04,0,2.39,0,1,0,0,1,0,0,1,2009,23,3,1,23,11,32,13,23,17,27,25,35,54,29,67,73,56,85,41,89,-57,110,2
390,2009-06-10 08:30:00,31,-0.2,0,-3.33,1,1,0,0,0,0,1,1,2009,24,2,1,19,3,21,-9,7,-8,15,-5,13,-12,20,-30,38,-12,47,-20,62,-23,-111,0
391,2009-06-15 09:00:00,30,-1.03,1,-0.23,0,0,0,1,1,0,0,1,2009,25,0,1,4,-2,8,-6,5,-9,8,-16,8,-8,5,-8,20,-8,43,-32,42,32,-94,0
392,2009-06-17 08:30:00,7,-0.11,0,0.0,0,1,0,0,1,0,0,1,2009,25,2,1,9,7,7,3,9,12,14,26,17,43,6,47,49,43,49,30,44,-25,20,2
393,2009-06-18 08:30:00,32,-15.84,0,2.7,1,1,0,0,1,0,0,1,2009,25,3,1,14,14,16,30,8,24,8,20,11,26,9,27,32,26,50,42,26,-12,62,2
394,2009-06-18 09:59:00,25,1.38,1,0.0,0,0,1,0,1,0,0,1,2009,25,3,1,12,13,7,12,8,17,5,16,7,13,9,7,19,12,38,-10,39,23,-2,1
395,2009-06-23 10:00:00,14,-0.99,0,-1.2,1,0,0,1,1,0,0,1,2009,26,1,1,22,7,16,2,18,-15,12,-10,15,-7,20,-23,39,-7,50,-24,40,10,75,2
396,2009-06-24 08:30:00,8,1.5,1,-0.35,0,0,1,0,0,0,1,1,2009,26,2,1,29,18,16,8,12,13,10,15,16,27,15,35,40,26,40,13,65,7,-17,1
397,2009-06-24 10:00:00,21,-0.48,0,-0.49,0,0,0,1,0,0,1,1,2009,26,2,1,15,-8,13,-8,9,-5,12,0,21,-15,8,-15,24,-16,36,10,55,-33,-56,0
398,2009-06-24 14:18:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,26,2,1,45,19,44,16,28,-10,39,-29,22,-14,25,-34,85,-13,85,-28,75,-52,-7,1
399,2009-06-25 08:30:00,32,4.16,1,2.7,1,0,0,1,1,0,0,1,2009,26,3,1,22,-11,12,-13,21,-27,10,-24,14,-31,13,-34,41,-31,41,-21,43,-14,-28,0
400,2009-06-30 10:00:00,4,-0.66,1,-0.14,0,0,0,1,1,0,0,1,2009,27,1,1,2,-1,1,0,1,0,1,0,1,0,1,0,2,-1,2,0,2,0,-1,1
401,2009-07-01 08:15:00,0,-0.89,1,15.01,2,0,0,1,0,1,0,1,2009,27,2,1,31,-13,18,-9,38,20,11,18,18,9,14,13,51,10,66,33,57,46,46,2
402,2009-07-06 10:00:00,18,0.54,0,0.0,0,0,1,0,1,0,0,1,2009,28,0,1,16,-4,10,-4,15,-15,13,-22,11,-26,9,-26,42,-29,42,-20,42,26,-5,1
403,2009-07-10 08:30:00,31,1.98,1,1.01,0,0,1,0,1,0,0,1,2009,28,4,1,21,10,14,9,19,25,12,23,14,25,13,30,45,26,45,11,43,-17,22,2
404,2009-07-15 08:30:00,7,0.07,0,0.0,0,1,0,0,1,0,0,1,2009,29,2,1,19,-5,16,5,11,2,15,10,15,9,13,8,26,9,28,-3,35,19,15,1
405,2009-07-16 09:00:00,30,-0.77,1,0.18,1,0,0,1,1,0,0,1,2009,29,3,1,18,2,14,-4,10,-4,11,-10,16,-22,13,-16,37,-22,37,-10,43,4,-29,0
406,2009-07-17 08:30:00,3,1.03,1,0.0,0,0,1,0,1,0,0,1,2009,29,4,1,12,1,18,6,9,4,11,7,14,4,23,21,32,8,55,42,44,-21,40,2
407,2009-07-23 08:30:00,32,0.16,0,3.65,0,1,0,0,1,0,0,1,2009,30,3,1,16,4,11,8,12,11,10,9,13,4,14,2,20,1,53,-23,28,4,58,2
408,2009-07-23 10:00:00,14,1.36,1,-0.05,2,0,1,0,0,0,1,1,2009,30,3,1,11,-4,18,4,11,4,28,24,8,26,12,23,42,24,51,18,41,15,27,2
409,2009-07-27 10:00:00,21,1.33,1,0.32,1,0,1,0,0,1,0,1,2009,31,0,1,24,11,14,3,20,-12,13,-15,13,-19,12,-23,50,-20,62,-26,30,-18,-29,0
410,2009-07-28 10:00:00,4,-0.25,0,-0.78,0,0,0,1,1,0,0,1,2009,31,1,1,26,-17,27,-29,21,-41,13,-39,7,-40,11,-38,49,-38,49,-28,54,-27,-46,0
411,2009-07-29 08:30:00,8,1.28,0,-0.3,0,0,1,0,0,0,1,1,2009,31,2,1,19,2,26,-15,15,-24,17,-12,10,-12,7,-14,37,-11,39,-5,35,-4,-82,0
412,2009-07-30 08:30:00,32,0.58,0,5.98,1,0,0,1,0,0,1,1,2009,31,3,1,18,-6,16,-14,14,-7,15,3,10,-1,13,0,24,0,32,10,25,-4,18,2
413,2009-07-31 08:30:00,1,0.38,0,1.42,1,0,1,0,0,1,0,1,2009,31,4,1,23,-8,23,-24,16,-15,10,-12,14,-13,10,-17,41,-13,51,-14,27,-8,77,2
414,2009-08-03 10:00:00,17,3.51,1,0.0,0,0,1,0,1,0,0,1,2009,32,0,1,35,34,21,38,23,54,20,64,21,69,30,81,91,68,102,92,51,8,85,2
415,2009-08-04 10:00:00,24,0.73,1,3.59,1,0,1,0,0,1,0,1,2009,32,1,1,22,9,15,4,17,14,14,8,16,-1,12,-1,31,-2,42,-4,42,5,13,1
416,2009-08-05 08:15:00,0,-0.2,0,3.19,1,0,0,1,0,1,0,1,2009,32,2,1,21,-5,19,-12,14,-18,16,-24,13,-21,10,-21,30,-20,30,-17,46,0,-17,1
417,2009-08-05 10:00:00,18,-1.49,1,0.0,0,0,0,1,1,0,0,1,2009,32,2,1,25,-12,12,-12,23,-20,15,-24,21,-9,10,-6,31,-7,32,-6,41,-9,36,2
418,2009-08-06 08:30:00,32,-2.49,1,3.51,1,0,1,0,1,0,0,1,2009,32,3,1,13,1,19,15,22,21,15,22,16,13,12,9,38,14,38,16,21,1,-9,1
419,2009-08-12 08:30:00,31,0.79,0,0.47,0,0,1,0,1,0,0,1,2009,33,2,1,18,-10,11,-10,15,-5,15,3,13,2,12,-10,27,0,30,3,42,-1,42,2
420,2009-08-12 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,33,2,1,63,-47,32,-58,44,-88,24,-89,14,-88,20,-76,115,-87,115,-15,63,7,-36,0
421,2009-08-14 08:30:00,7,0.08,0,0.0,0,1,0,0,1,0,0,1,2009,33,4,1,16,3,15,-6,10,-7,9,-5,11,-9,18,-20,32,-9,35,-13,27,-6,-56,0
422,2009-08-17 09:00:00,30,1.68,1,1.59,1,0,1,0,1,0,0,1,2009,34,0,1,18,8,13,3,10,6,11,9,8,7,11,-1,19,7,25,-3,29,10,10,1
423,2009-08-20 08:30:00,32,1.2,1,2.74,0,0,0,1,1,0,0,1,2009,34,3,1,16,-7,12,-13,17,-3,11,-1,14,-6,11,-9,21,-5,38,-25,24,11,-4,1
424,2009-08-21 10:00:00,14,3.01,1,0.0,0,0,1,0,1,0,0,1,2009,34,4,1,51,41,20,29,13,36,25,12,20,-3,30,-15,80,-3,99,-44,57,-2,-9,1
425,2009-08-25 10:00:00,4,0.74,1,1.13,0,0,1,0,0,1,0,1,2009,35,1,1,21,-7,24,-13,17,-22,17,-31,16,-26,12,-31,50,-24,50,-21,28,9,-17,1
426,2009-08-26 08:30:00,8,-0.33,0,1.39,1,0,0,1,0,1,0,1,2009,35,2,1,32,-21,18,-16,10,-16,16,-8,17,-1,7,-4,35,-1,45,-20,32,18,-68,0
427,2009-08-26 10:00:00,21,1.66,1,0.91,1,0,1,0,0,1,0,1,2009,35,2,1,20,15,12,14,13,24,18,15,16,20,16,8,30,20,34,10,66,-61,17,1
428,2009-09-02 08:15:00,0,-0.5,1,1.6,1,0,0,1,0,1,0,1,2009,36,2,1,23,-7,18,-22,17,-11,20,-6,15,-3,17,-13,30,-6,33,-18,36,-11,9,1
429,2009-09-03 08:30:00,32,0.29,0,5.66,1,0,0,1,1,0,0,1,2009,36,3,1,23,-15,25,-24,17,-22,10,-28,12,-32,13,-35,41,-33,52,-41,45,-10,-62,0
430,2009-09-03 10:00:00,18,0.07,0,0.0,0,1,0,0,1,0,0,1,2009,36,3,1,27,-11,19,-12,15,-17,18,-26,10,-21,17,-22,52,-24,52,-17,33,-13,-16,1
431,2009-09-16 08:30:00,7,0.09,0,0.0,0,1,0,0,1,0,0,1,2009,38,2,1,21,-14,17,-8,10,-14,21,-5,19,9,11,7,37,11,55,12,25,-2,9,1
432,2009-09-16 09:00:00,30,-1.04,1,-1.6,0,0,0,1,1,0,0,1,2009,38,2,1,20,10,13,19,15,8,17,3,8,3,11,-3,29,2,58,-29,51,20,9,1
433,2009-09-23 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,39,2,1,65,39,32,38,21,48,25,58,17,42,15,35,75,43,75,15,71,-2,-37,0
434,2009-09-24 08:30:00,32,-1.16,1,3.65,1,0,1,0,0,0,1,1,2009,39,3,1,28,13,10,11,11,14,13,19,13,20,11,14,33,19,38,-4,38,8,-86,0
435,2009-09-24 10:00:00,14,-2.12,1,0.0,0,0,0,1,1,0,0,1,2009,39,3,1,30,-25,14,-33,14,-39,19,-48,16,-41,13,-39,58,-43,84,-45,62,-30,-65,0
436,2009-09-25 08:30:00,8,-1.48,0,0.07,0,0,0,1,1,0,0,1,2009,39,4,1,33,-32,17,-35,14,-30,15,-22,16,-29,14,-23,44,-29,47,1,59,-25,25,2
437,2009-09-25 10:00:00,21,-0.51,0,-0.59,0,0,0,1,0,0,1,1,2009,39,4,1,36,14,24,30,20,15,19,25,16,24,13,20,54,24,54,15,57,32,-7,1
438,2009-09-29 10:00:00,4,-0.5,0,0.57,0,0,0,1,0,1,0,1,2009,40,1,1,16,-4,23,9,14,10,11,9,17,1,15,9,33,1,43,3,53,-17,34,2
439,2009-09-30 08:15:00,0,-0.59,1,3.06,1,0,0,1,0,1,0,1,2009,40,2,1,26,17,35,-7,26,-23,20,-15,18,-22,19,-37,61,-23,79,-38,41,-24,-17,1
440,2009-10-01 08:30:00,32,1.66,1,2.98,0,0,0,1,1,0,0,1,2009,40,3,1,36,-9,26,8,13,9,15,19,12,20,18,27,54,23,55,32,36,1,4,1
441,2009-10-05 10:00:00,18,0.69,0,0.0,0,0,1,0,1,0,0,1,2009,41,0,1,13,-3,16,-10,12,-8,14,1,15,6,12,4,25,5,27,3,32,21,31,2
442,2009-10-08 08:30:00,32,-1.47,1,2.24,0,0,1,0,1,0,0,1,2009,41,3,1,15,3,23,17,7,15,17,8,31,12,35,40,56,12,66,1,21,-6,30,2
443,2009-10-09 08:30:00,31,0.63,0,0.2,0,0,1,0,1,0,0,1,2009,41,4,1,11,-5,12,1,13,-8,11,-8,9,-10,13,-11,22,-11,42,-23,33,-23,7,1
444,2009-10-16 09:00:00,30,-0.03,0,0.4,0,1,0,0,1,0,0,1,2009,42,4,1,19,13,15,9,9,6,10,7,13,9,12,5,23,9,41,24,40,-20,19,2
445,2009-10-22 08:30:00,32,0.93,1,3.3,1,0,0,1,0,0,1,1,2009,43,3,1,15,-9,12,-8,14,-11,9,-13,12,-15,11,-15,25,-15,43,0,29,15,-11,1
446,2009-10-23 10:00:00,14,1.15,1,-0.91,0,0,1,0,1,0,0,1,2009,43,4,1,15,-4,14,-9,16,-12,13,-5,11,-6,15,-3,31,-9,31,0,32,-18,16,1
447,2009-10-27 10:00:00,4,-0.78,1,0.43,0,0,0,1,1,0,0,1,2009,44,1,1,39,-33,30,-48,22,-36,22,-50,11,-43,22,-29,59,-42,59,-33,81,-40,-57,0
448,2009-10-28 08:30:00,8,0.31,0,-0.32,0,0,1,0,0,0,1,1,2009,44,2,1,15,0,13,0,13,4,9,4,9,5,14,10,27,7,28,3,46,32,-20,0
449,2009-10-28 10:00:00,21,-1.5,1,-1.46,0,0,0,1,0,0,1,1,2009,44,2,1,29,-24,11,-17,15,-11,10,-7,13,-2,12,-4,32,-1,43,-33,42,10,-87,0
450,2009-11-04 08:15:00,0,-0.49,0,2.77,1,0,0,1,0,1,0,1,2009,45,2,1,19,7,15,10,25,28,9,23,10,19,14,23,42,23,48,32,33,2,79,2
451,2009-11-04 10:00:00,18,-0.81,0,0.0,0,0,0,1,1,0,0,1,2009,45,2,1,33,15,10,17,18,28,14,21,7,19,8,17,44,21,47,28,48,17,33,2
452,2009-11-04 14:19:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,45,2,1,51,-19,34,-45,38,-21,16,-21,54,8,16,15,81,8,81,-5,58,43,-9,1
453,2009-11-05 08:30:00,32,-0.63,1,0.92,0,0,1,0,1,0,0,1,2009,45,3,1,19,17,20,20,33,49,17,38,19,26,13,32,55,26,55,9,25,-3,15,1
454,2009-11-12 08:30:00,32,-0.66,1,0.92,0,0,1,0,1,0,0,1,2009,46,3,1,15,-4,11,-1,20,10,12,6,8,5,9,5,25,6,28,-1,33,11,-60,0
455,2009-11-13 08:30:00,31,-1.39,1,-0.19,0,0,0,1,1,0,0,1,2009,46,4,1,19,12,14,14,17,3,13,1,8,3,11,5,28,1,59,-28,38,-2,14,1
456,2009-11-13 09:55:00,28,-1.29,1,1.24,0,0,0,1,0,1,0,1,2009,46,4,1,21,-21,18,-10,19,-4,16,-6,12,0,12,2,34,1,63,21,53,-30,74,2
457,2009-11-17 08:30:00,23,-0.37,1,0.0,0,0,0,1,1,0,0,1,2009,47,1,1,17,4,18,15,11,17,15,8,10,7,13,2,27,3,35,0,34,13,-46,0
458,2009-11-17 09:00:00,30,0.26,0,13.87,3,0,1,0,0,1,0,1,2009,47,1,1,13,6,11,1,12,2,15,-7,17,0,17,-8,25,-2,32,-6,32,1,-60,0
459,2009-11-19 08:30:00,32,0.16,0,1.37,0,1,0,0,1,0,0,1,2009,47,3,1,21,11,14,7,9,8,9,9,17,16,10,14,32,15,40,22,34,15,1,1
460,2009-11-23 10:00:00,14,1.99,2,-0.03,2,0,1,0,0,0,1,1,2009,48,0,1,19,-6,9,-1,18,-4,7,-4,14,-13,9,-14,28,-11,29,-15,19,4,-8,1
461,2009-11-24 08:30:00,26,-1.12,0,3.16,1,0,0,1,1,0,0,1,2009,48,1,1,14,-11,9,-13,24,7,14,11,13,2,9,1,30,2,31,0,19,0,-43,0
462,2009-11-24 10:00:00,4,0.38,0,2.81,1,0,1,0,0,1,0,1,2009,48,1,1,28,-2,24,-11,7,-10,2,-10,1,-11,2,-10,42,-9,42,3,41,-31,2,1
463,2009-11-25 10:00:00,21,0.64,1,0.31,0,0,1,0,0,1,0,1,2009,48,2,1,17,1,12,-1,10,-4,14,1,11,-4,12,-9,19,-2,32,-11,34,-4,19,2
464,2009-11-30 09:45:00,6,0.64,1,0.0,0,0,1,0,1,0,0,1,2009,49,0,1,13,-6,10,-8,15,-1,12,-1,13,9,11,13,28,8,40,14,34,-7,-31,0
465,2009-12-02 08:15:00,0,-0.71,0,0.72,1,0,0,1,0,1,0,1,2009,49,2,1,15,-3,15,7,11,0,13,-2,10,-3,9,-2,20,-8,36,-21,18,3,-36,0
466,2009-12-03 08:30:00,32,-1.36,1,-3.51,2,0,1,0,1,0,0,1,2009,49,3,1,18,-8,58,13,33,-6,18,-11,21,-24,14,-30,60,-27,78,-36,21,-2,-24,0
467,2009-12-03 10:00:00,18,-2.4,1,0.0,0,0,0,1,1,0,0,1,2009,49,3,1,18,-9,12,-3,9,-5,9,-9,9,-7,15,2,20,-7,30,4,48,-14,5,1
468,2009-12-11 09:55:00,28,1.25,1,1.62,1,0,1,0,0,1,0,1,2009,50,4,1,10,-8,20,-2,23,-20,12,-17,23,-32,14,-26,53,-31,63,-42,80,-64,-37,0
469,2009-12-15 08:30:00,23,1.26,1,0.0,0,0,1,0,1,0,0,1,2009,51,1,1,18,-2,11,-3,14,-4,12,1,16,13,15,7,28,13,45,27,22,1,3,1
470,2009-12-15 09:00:00,30,-0.36,0,0.35,0,0,0,1,1,0,0,1,2009,51,1,1,17,6,11,11,14,7,21,18,11,21,12,17,29,21,29,14,33,-3,-25,0
471,2009-12-16 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,51,2,1,44,-4,34,-33,21,-30,15,-34,13,-25,13,-26,63,-28,66,-34,44,6,-19,0
472,2009-12-17 08:30:00,32,0.78,1,-0.88,1,0,0,1,1,0,0,1,2009,51,3,1,17,2,12,-1,17,-13,15,-2,9,-3,11,1,30,-2,43,22,39,-24,0,1
473,2009-12-17 10:00:00,25,1.04,0,0.0,0,0,1,0,1,0,0,1,2009,51,3,1,17,14,15,8,11,5,9,5,7,6,11,-1,19,6,29,5,27,2,-34,0
474,2009-12-22 10:00:00,14,1.3,1,-0.01,0,0,1,0,1,0,0,1,2009,52,1,1,25,-8,16,-2,15,-13,11,-16,24,-1,12,-5,28,2,58,-39,53,-31,-12,1
475,2009-12-23 10:00:00,21,-2.57,1,-3.26,1,0,0,1,0,0,1,1,2009,52,2,1,42,36,13,33,13,39,10,41,11,42,9,40,50,39,69,52,46,2,74,2
476,2009-12-29 10:00:00,4,-0.02,0,2.75,1,1,0,0,0,1,0,1,2009,52,1,1,18,-10,17,0,10,-3,14,0,9,0,9,-3,23,2,28,-13,38,-12,-73,0
477,2009-12-30 09:45:00,6,1.12,1,0.0,0,0,1,0,1,0,0,1,2009,52,2,1,15,-7,17,2,15,-2,9,-5,9,0,9,3,20,-1,44,-1,46,-31,38,2
478,2009-12-31 08:30:00,32,-1.31,1,2.39,0,0,1,0,1,0,0,1,2009,52,3,1,31,-25,15,-17,8,-20,9,-22,7,-20,24,-4,31,-17,33,-13,43,-11,-66,0
479,2010-01-04 10:00:00,17,0.88,1,0.0,0,0,1,0,1,0,0,1,2010,2,0,1,18,-2,21,9,15,-4,24,-20,12,-16,13,-7,36,-12,55,22,37,-15,-7,1
480,2010-01-05 10:00:00,24,-7.56,2,0.61,0,0,0,1,0,1,0,1,2010,2,1,1,23,17,15,7,9,9,16,20,11,12,19,21,34,11,34,7,41,-5,-12,1
481,2010-01-06 08:15:00,0,-0.55,0,2.93,1,0,0,1,0,1,0,1,2010,2,2,1,22,19,13,11,11,14,11,13,17,21,10,23,30,19,31,14,24,0,43,2
482,2010-01-06 10:00:00,18,-0.27,0,0.0,0,0,0,1,1,0,0,1,2010,2,2,1,28,21,23,34,11,29,12,28,10,24,17,33,44,24,44,24,34,-7,46,2
483,2010-01-07 08:30:00,32,-0.76,1,0.88,0,0,1,0,1,0,0,1,2010,2,3,1,18,11,11,11,11,9,9,13,10,20,8,21,28,18,38,26,42,-20,-1,1
484,2010-01-12 08:30:00,31,-0.36,0,-0.64,1,0,0,1,1,0,0,1,2010,3,1,1,18,-6,13,0,10,0,18,8,13,0,20,-13,27,-3,36,1,40,-6,52,2
485,2010-01-15 08:30:00,7,0.08,0,0.0,0,1,0,0,1,0,0,1,2010,3,4,1,17,0,17,-2,14,1,15,-1,14,3,14,3,30,4,40,14,26,-17,6,1
486,2010-01-15 09:55:00,28,-0.2,0,-0.99,1,0,0,1,0,0,1,1,2010,3,4,1,13,-1,23,-16,17,-26,10,-19,10,-19,12,-16,33,-21,37,-20,34,14,-16,1
487,2010-01-19 09:00:00,30,2.12,1,-4.38,0,0,1,0,1,0,0,1,2010,4,1,1,21,-8,16,-18,14,-8,10,-11,16,-1,8,2,23,-2,44,10,32,10,-23,0
488,2010-01-21 08:30:00,32,2.32,1,1.53,0,0,0,1,1,0,0,1,2010,4,3,1,18,7,19,21,12,14,9,10,13,12,12,6,33,13,39,27,28,-7,-21,0
489,2010-01-21 10:00:00,25,-1.03,0,0.0,0,0,0,1,1,0,0,1,2010,4,3,1,9,4,12,6,10,1,16,-6,29,-31,18,-44,59,-29,71,-53,30,15,-2,1
490,2010-01-25 10:00:00,14,-2.32,2,0.0,0,0,0,1,1,0,0,1,2010,5,0,1,13,-8,17,-17,10,-17,10,-13,12,-8,14,-4,28,-5,33,0,23,0,1,1
491,2010-01-26 10:00:00,4,0.49,0,1.96,0,0,1,0,0,1,0,1,2010,5,1,1,13,5,17,15,15,19,14,16,10,10,16,2,24,8,35,2,22,-8,43,2
492,2010-01-27 10:00:00,21,-0.59,0,0.96,1,0,0,1,0,1,0,1,2010,5,2,1,15,5,14,14,18,1,13,-7,11,-2,12,3,26,-4,35,-9,33,9,-13,1
493,2010-01-27 14:16:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2010,5,2,1,31,-18,30,-31,14,-39,15,-41,25,-23,31,-9,50,-18,58,-23,37,13,-22,0
494,2010-01-29 08:30:00,1,1.16,1,-3.13,1,0,1,0,0,0,1,1,2010,5,4,1,35,-19,12,-19,16,-10,11,-5,16,-15,12,-16,35,-14,47,-28,37,6,-68,0
495,2010-02-01 10:00:00,17,1.5,1,0.0,0,0,1,0,1,0,0,1,2010,6,0,1,26,-20,14,-17,11,-13,11,-11,15,-5,13,-14,29,-2,31,-20,37,8,-6,1
496,2010-02-02 10:00:00,24,0.23,0,-3.65,1,0,1,0,0,0,1,1,2010,6,1,1,15,-7,9,-10,17,-19,10,-11,10,-5,19,2,35,-8,41,7,23,15,8,1
497,2010-02-03 08:15:00,0,0.45,0,2.77,1,0,1,0,0,1,0,1,2010,6,2,1,7,-4,11,-9,11,-21,4,-19,5,-19,13,-28,31,-19,48,-41,21,-12,-68,0
498,2010-02-03 10:00:00,18,-0.42,0,0.0,0,0,0,1,1,0,0,1,2010,6,2,1,12,-6,11,-3,11,-7,17,-14,11,-21,14,-30,34,-21,51,-38,20,1,-40,0
499,2010-02-04 08:30:00,32,0.7,1,1.63,0,0,0,1,1,0,0,1,2010,6,3,1,14,-2,12,-7,13,-9,20,-13,13,-13,19,-24,36,-12,45,-29,14,-6,-80,0
500,2010-02-10 08:30:00,31,-1.1,1,0.5,0,0,0,1,1,0,0,1,2010,7,2,1,16,-6,10,-4,17,-16,19,-19,12,-18,15,-14,38,-17,44,-24,56,-21,-66,0
