,model_type,model,direction,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_below_TH,recall_below_TH,precision_above_TH,recall_above_TH,support_below_TH,support_above_TH,report,elapsed_time
3,reg,rforest,max,basic,High_YES_1_1_1,0_30,included,basic,12.98,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 100}",,,,,,,,,14.32,2.95
4,reg,xgb,max,basic,High_YES_1_1_1,0_30,included,basic,13.51,{'n_estimators': 50},,,,,,,,,14.69,0.02
5,reg,gboosting,max,basic,High_YES_1_1_1,0_30,included,basic,13.51,{'n_estimators': 50},,,,,,,,,14.76,0.03
6,reg,ada,max,basic,High_YES_1_1_1,0_30,included,basic,14.46,{'n_estimators': 10},,,,,,,,,14.83,0.07
0,clf,kn,min,basic,High_YES_1_1_1,0_30,included,basic,0.73,{'n_neighbors': 21},0.72,0.71,0.74,0.88,0.64,0.40,255.00,134.00,"{'0': {'precision': 0.7377049180327869, 'recall': 0.8823529411764706, 'f1-score': 0.8035714285714285, 'support': 255}, '1': {'precision': 0.6428571428571429, 'recall': 0.40298507462686567, 'f1-score': 0.49541284403669733, 'support': 134}, 'micro avg': {'precision': 0.7172236503856041, 'recall': 0.7172236503856041, 'f1-score': 0.7172236503856041, 'support': 389}, 'macro avg': {'precision': 0.6902810304449649, 'recall': 0.6426690079016681, 'f1-score': 0.6494921363040629, 'support': 389}, 'weighted avg': {'precision': 0.7050324196432335, 'recall': 0.7172236503856041, 'f1-score': 0.6974191141044518, 'support': 389}}",0.13
1,clf,svc-rbf,min,basic,High_YES_1_1_1,0_30,included,basic,0.65,"{'C': 1, 'gamma': 1}",0.66,0.43,0.66,1.00,0.00,0.00,255.00,134.00,"{'0': {'precision': 0.6555269922879178, 'recall': 1.0, 'f1-score': 0.7919254658385094, 'support': 255}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 134}, 'micro avg': {'precision': 0.6555269922879178, 'recall': 0.6555269922879178, 'f1-score': 0.6555269922879178, 'support': 389}, 'macro avg': {'precision': 0.3277634961439589, 'recall': 0.5, 'f1-score': 0.3959627329192547, 'support': 389}, 'weighted avg': {'precision': 0.42971563761804377, 'recall': 0.6555269922879178, 'f1-score': 0.5191285187373262, 'support': 389}}",0.15
2,clf,dtree,min,basic,High_YES_1_1_1,0_30,included,basic,0.72,"{'max_depth': 5, 'min_samples_leaf': 10}",0.72,0.72,0.79,0.79,0.60,0.59,255.00,134.00,"{'0': {'precision': 0.7859922178988327, 'recall': 0.792156862745098, 'f1-score': 0.7890625, 'support': 255}, '1': {'precision': 0.5984848484848485, 'recall': 0.5895522388059702, 'f1-score': 0.5939849624060152, 'support': 134}, 'micro avg': {'precision': 0.7223650385604113, 'recall': 0.7223650385604113, 'f1-score': 0.7223650385604113, 'support': 389}, 'macro avg': {'precision': 0.6922385331918406, 'recall': 0.6908545507755341, 'f1-score': 0.6915237312030076, 'support': 389}, 'weighted avg': {'precision': 0.721400990388617, 'recall': 0.7223650385604113, 'f1-score': 0.7218635538879332, 'support': 389}}",0.03
3,clf,rforest,min,basic,High_YES_1_1_1,0_30,included,basic,0.73,"{'max_depth': 6, 'min_samples_leaf': 10, 'n_estimators': 100}",0.75,0.75,0.78,0.88,0.69,0.51,255.00,134.00,"{'0': {'precision': 0.7750865051903114, 'recall': 0.8784313725490196, 'f1-score': 0.8235294117647058, 'support': 255}, '1': {'precision': 0.69, 'recall': 0.5149253731343284, 'f1-score': 0.5897435897435898, 'support': 134}, 'micro avg': {'precision': 0.7532133676092545, 'recall': 0.7532133676092545, 'f1-score': 0.7532133676092546, 'support': 389}, 'macro avg': {'precision': 0.7325432525951556, 'recall': 0.696678372841674, 'f1-score': 0.7066365007541477, 'support': 389}, 'weighted avg': {'precision': 0.7457765008316952, 'recall': 0.7532133676092545, 'f1-score': 0.7429965064926504, 'support': 389}}",2.43
4,clf,xgb,min,basic,High_YES_1_1_1,0_30,included,basic,0.74,{'n_estimators': 50},0.75,0.74,0.77,0.87,0.68,0.51,255.00,134.00,"{'0': {'precision': 0.7716262975778547, 'recall': 0.8745098039215686, 'f1-score': 0.8198529411764706, 'support': 255}, '1': {'precision': 0.68, 'recall': 0.5074626865671642, 'f1-score': 0.5811965811965812, 'support': 134}, 'micro avg': {'precision': 0.7480719794344473, 'recall': 0.7480719794344473, 'f1-score': 0.7480719794344473, 'support': 389}, 'macro avg': {'precision': 0.7258131487889274, 'recall': 0.6909862452443665, 'f1-score': 0.700524761186526, 'support': 389}, 'weighted avg': {'precision': 0.7400635112656888, 'recall': 0.7480719794344473, 'f1-score': 0.7376422670445808, 'support': 389}}",0.02
5,clf,gboosting,min,basic,High_YES_1_1_1,0_30,included,basic,0.73,{'n_estimators': 10},0.71,0.70,0.73,0.89,0.64,0.36,255.00,134.00,"{'0': {'precision': 0.7261146496815286, 'recall': 0.8941176470588236, 'f1-score': 0.8014059753954306, 'support': 255}, '1': {'precision': 0.64, 'recall': 0.3582089552238806, 'f1-score': 0.45933014354066987, 'support': 134}, 'micro avg': {'precision': 0.7095115681233933, 'recall': 0.7095115681233933, 'f1-score': 0.7095115681233933, 'support': 389}, 'macro avg': {'precision': 0.6830573248407643, 'recall': 0.6261633011413521, 'f1-score': 0.6303680594680502, 'support': 389}, 'weighted avg': {'precision': 0.6964504772976601, 'recall': 0.7095115681233933, 'f1-score': 0.6835700847308086, 'support': 389}}",0.05
6,clf,ada,min,basic,High_YES_1_1_1,0_30,included,basic,0.72,{'n_estimators': 10},0.76,0.75,0.80,0.84,0.66,0.59,255.00,134.00,"{'0': {'precision': 0.7962962962962963, 'recall': 0.8431372549019608, 'f1-score': 0.8190476190476189, 'support': 255}, '1': {'precision': 0.6638655462184874, 'recall': 0.5895522388059702, 'f1-score': 0.6245059288537549, 'support': 134}, 'micro avg': {'precision': 0.7557840616966581, 'recall': 0.7557840616966581, 'f1-score': 0.7557840616966581, 'support': 389}, 'macro avg': {'precision': 0.7300809212573918, 'recall': 0.7163447468539654, 'f1-score': 0.7217767739506868, 'support': 389}, 'weighted avg': {'precision': 0.7506774775034263, 'recall': 0.7557840616966581, 'f1-score': 0.7520332579011466, 'support': 389}}",0.48
0,reg,kn,min,basic,High_YES_1_1_1,0_30,included,basic,13.80,{'n_neighbors': 41},,,,,,,,,12.35,0.64
1,reg,svr-rbf,min,basic,High_YES_1_1_1,0_30,included,basic,16.14,"{'C': 5, 'gamma': 1}",,,,,,,,,15.14,0.80
2,reg,dtree,min,basic,High_YES_1_1_1,0_30,included,basic,13.93,"{'max_depth': 4, 'min_samples_leaf': 30}",,,,,,,,,12.96,0.14
3,reg,rforest,min,basic,High_YES_1_1_1,0_30,included,basic,13.30,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 50}",,,,,,,,,12.25,17.91
4,reg,xgb,min,basic,High_YES_1_1_1,0_30,included,basic,13.65,{'n_estimators': 50},,,,,,,,,12.32,0.10
5,reg,gboosting,min,basic,High_YES_1_1_1,0_30,included,basic,13.42,{'n_estimators': 50},,,,,,,,,12.35,0.21
6,reg,ada,min,basic,High_YES_1_1_1,0_30,included,basic,14.58,{'n_estimators': 10},,,,,,,,,13.95,0.19
0,clf,kn,max,basic,High_YES_1_1_1,0_60,included,basic,0.75,{'n_neighbors': 61},0.72,0.73,0.72,0.96,0.75,0.23,261.00,128.00,"{'0': {'precision': 0.7191977077363897, 'recall': 0.9616858237547893, 'f1-score': 0.8229508196721311, 'support': 261}, '1': {'precision': 0.75, 'recall': 0.234375, 'f1-score': 0.35714285714285715, 'support': 128}, 'micro avg': {'precision': 0.7223650385604113, 'recall': 0.7223650385604113, 'f1-score': 0.7223650385604113, 'support': 389}, 'macro avg': {'precision': 0.7345988538681949, 'recall': 0.5980304118773947, 'f1-score': 0.5900468384074942, 'support': 389}, 'weighted avg': {'precision': 0.7293331663732588, 'recall': 0.7223650385604113, 'f1-score': 0.6696772484542723, 'support': 389}}",0.69
1,clf,svc-rbf,max,basic,High_YES_1_1_1,0_60,included,basic,0.71,"{'C': 1, 'gamma': 1}",0.67,0.45,0.67,1.00,0.00,0.00,261.00,128.00,"{'0': {'precision': 0.6709511568123393, 'recall': 1.0, 'f1-score': 0.8030769230769231, 'support': 261}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 128}, 'micro avg': {'precision': 0.6709511568123393, 'recall': 0.6709511568123393, 'f1-score': 0.6709511568123393, 'support': 389}, 'macro avg': {'precision': 0.33547557840616965, 'recall': 0.5, 'f1-score': 0.40153846153846157, 'support': 389}, 'weighted avg': {'precision': 0.45017545482781635, 'recall': 0.6709511568123393, 'f1-score': 0.5388253905477556, 'support': 389}}",0.83
2,clf,dtree,max,basic,High_YES_1_1_1,0_60,included,basic,0.74,"{'max_depth': 2, 'min_samples_leaf': 150}",0.72,0.72,0.73,0.94,0.70,0.29,261.00,128.00,"{'0': {'precision': 0.7291666666666666, 'recall': 0.9386973180076629, 'f1-score': 0.8207705192629815, 'support': 261}, '1': {'precision': 0.6981132075471698, 'recall': 0.2890625, 'f1-score': 0.4088397790055249, 'support': 128}, 'micro avg': {'precision': 0.7249357326478149, 'recall': 0.7249357326478149, 'f1-score': 0.7249357326478149, 'support': 389}, 'macro avg': {'precision': 0.7136399371069182, 'recall': 0.6138799090038314, 'f1-score': 0.6148051491342532, 'support': 389}, 'weighted avg': {'precision': 0.718948561866421, 'recall': 0.7249357326478149, 'f1-score': 0.6852251857078286, 'support': 389}}",0.17
3,clf,rforest,max,basic,High_YES_1_1_1,0_60,included,basic,0.74,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 10}",0.71,0.71,0.72,0.95,0.70,0.23,261.00,128.00,"{'0': {'precision': 0.7167630057803468, 'recall': 0.9501915708812261, 'f1-score': 0.8171334431630972, 'support': 261}, '1': {'precision': 0.6976744186046512, 'recall': 0.234375, 'f1-score': 0.3508771929824562, 'support': 128}, 'micro avg': {'precision': 0.7146529562982005, 'recall': 0.7146529562982005, 'f1-score': 0.7146529562982006, 'support': 389}, 'macro avg': {'precision': 0.707218712192499, 'recall': 0.592283285440613, 'f1-score': 0.5840053180727767, 'support': 389}, 'weighted avg': {'precision': 0.7104819282520973, 'recall': 0.7146529562982005, 'f1-score': 0.6637123634121408, 'support': 389}}",14.18
4,clf,xgb,max,basic,High_YES_1_1_1,0_60,included,basic,0.73,{'n_estimators': 10},0.72,0.71,0.73,0.93,0.69,0.29,261.00,128.00,"{'0': {'precision': 0.7283582089552239, 'recall': 0.9348659003831418, 'f1-score': 0.8187919463087249, 'support': 261}, '1': {'precision': 0.6851851851851852, 'recall': 0.2890625, 'f1-score': 0.40659340659340665, 'support': 128}, 'micro avg': {'precision': 0.7223650385604113, 'recall': 0.7223650385604113, 'f1-score': 0.7223650385604113, 'support': 389}, 'macro avg': {'precision': 0.7067716970702045, 'recall': 0.6119642001915708, 'f1-score': 0.6126926764510657, 'support': 389}, 'weighted avg': {'precision': 0.7141521754267793, 'recall': 0.7223650385604113, 'f1-score': 0.6831584936517564, 'support': 389}}",0.09
5,clf,gboosting,max,basic,High_YES_1_1_1,0_60,included,basic,0.73,{'n_estimators': 10},0.72,0.76,0.71,0.98,0.85,0.18,261.00,128.00,"{'0': {'precision': 0.7099447513812155, 'recall': 0.9846743295019157, 'f1-score': 0.825040128410915, 'support': 261}, '1': {'precision': 0.8518518518518519, 'recall': 0.1796875, 'f1-score': 0.2967741935483871, 'support': 128}, 'micro avg': {'precision': 0.7197943444730077, 'recall': 0.7197943444730077, 'f1-score': 0.7197943444730077, 'support': 389}, 'macro avg': {'precision': 0.7808983016165336, 'recall': 0.5821809147509578, 'f1-score': 0.560907160979651, 'support': 389}, 'weighted avg': {'precision': 0.7566391186311935, 'recall': 0.7197943444730077, 'f1-score': 0.651214833648952, 'support': 389}}",0.28
6,clf,ada,max,basic,High_YES_1_1_1,0_60,included,basic,0.73,{'n_estimators': 50},0.70,0.68,0.73,0.90,0.60,0.30,261.00,128.00,"{'0': {'precision': 0.7253086419753086, 'recall': 0.9003831417624522, 'f1-score': 0.8034188034188035, 'support': 261}, '1': {'precision': 0.6, 'recall': 0.3046875, 'f1-score': 0.40414507772020725, 'support': 128}, 'micro avg': {'precision': 0.7043701799485861, 'recall': 0.7043701799485861, 'f1-score': 0.7043701799485861, 'support': 389}, 'macro avg': {'precision': 0.6626543209876543, 'recall': 0.6025353208812261, 'f1-score': 0.6037819405695053, 'support': 389}, 'weighted avg': {'precision': 0.6840759782919166, 'recall': 0.7043701799485861, 'f1-score': 0.672038245862453, 'support': 389}}",0.43
0,reg,kn,max,basic,High_YES_1_1_1,0_60,included,basic,17.54,{'n_neighbors': 31},,,,,,,,,18.72,0.60
1,reg,svr-rbf,max,basic,High_YES_1_1_1,0_60,included,basic,20.35,"{'C': 5, 'gamma': 1}",,,,,,,,,21.78,0.74
2,reg,dtree,max,basic,High_YES_1_1_1,0_60,included,basic,17.78,"{'max_depth': 6, 'min_samples_leaf': 30}",,,,,,,,,19.04,0.14
3,reg,rforest,max,basic,High_YES_1_1_1,0_60,included,basic,17.17,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 50}",,,,,,,,,18.77,15.89
4,reg,xgb,max,basic,High_YES_1_1_1,0_60,included,basic,17.99,{'n_estimators': 50},,,,,,,,,18.95,0.10
5,reg,gboosting,max,basic,High_YES_1_1_1,0_60,included,basic,18.14,{'n_estimators': 50},,,,,,,,,18.75,0.18
6,reg,ada,max,basic,High_YES_1_1_1,0_60,included,basic,19.35,{'n_estimators': 10},,,,,,,,,19.62,0.28
0,clf,kn,min,basic,High_YES_1_1_1,0_60,included,basic,0.72,{'n_neighbors': 71},0.70,0.67,0.73,0.90,0.53,0.26,270.00,119.00,"{'0': {'precision': 0.7341389728096677, 'recall': 0.9, 'f1-score': 0.8086522462562398, 'support': 270}, '1': {'precision': 0.5344827586206896, 'recall': 0.2605042016806723, 'f1-score': 0.3502824858757062, 'support': 119}, 'micro avg': {'precision': 0.7043701799485861, 'recall': 0.7043701799485861, 'f1-score': 0.7043701799485861, 'support': 389}, 'macro avg': {'precision': 0.6343108657151786, 'recall': 0.5802521008403362, 'f1-score': 0.579467366065973, 'support': 389}, 'weighted avg': {'precision': 0.6730616219395177, 'recall': 0.7043701799485861, 'f1-score': 0.6684311627465136, 'support': 389}}",0.64
1,clf,svc-rbf,min,basic,High_YES_1_1_1,0_60,included,basic,0.68,"{'C': 1, 'gamma': 1}",0.69,0.48,0.69,1.00,0.00,0.00,270.00,119.00,"{'0': {'precision': 0.6940874035989717, 'recall': 1.0, 'f1-score': 0.8194233687405159, 'support': 270}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 119}, 'micro avg': {'precision': 0.6940874035989717, 'recall': 0.6940874035989717, 'f1-score': 0.6940874035989717, 'support': 389}, 'macro avg': {'precision': 0.34704370179948585, 'recall': 0.5, 'f1-score': 0.40971168437025796, 'support': 389}, 'weighted avg': {'precision': 0.48175732383476183, 'recall': 0.6940874035989717, 'f1-score': 0.5687514384574275, 'support': 389}}",0.79
2,clf,dtree,min,basic,High_YES_1_1_1,0_60,included,basic,0.72,"{'max_depth': 5, 'min_samples_leaf': 30}",0.71,0.68,0.75,0.87,0.53,0.33,270.00,119.00,"{'0': {'precision': 0.7468354430379747, 'recall': 0.8740740740740741, 'f1-score': 0.8054607508532422, 'support': 270}, '1': {'precision': 0.5342465753424658, 'recall': 0.3277310924369748, 'f1-score': 0.40625, 'support': 119}, 'micro avg': {'precision': 0.7069408740359897, 'recall': 0.7069408740359897, 'f1-score': 0.7069408740359897, 'support': 389}, 'macro avg': {'precision': 0.6405410091902202, 'recall': 0.6009025832555245, 'f1-score': 0.6058553754266212, 'support': 389}, 'weighted avg': {'precision': 0.6818018305552869, 'recall': 0.7069408740359897, 'f1-score': 0.6833371535485229, 'support': 389}}",0.15
3,clf,rforest,min,basic,High_YES_1_1_1,0_60,included,basic,0.72,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 50}",0.71,0.68,0.74,0.91,0.56,0.26,270.00,119.00,"{'0': {'precision': 0.7365269461077845, 'recall': 0.9111111111111111, 'f1-score': 0.814569536423841, 'support': 270}, '1': {'precision': 0.5636363636363636, 'recall': 0.2605042016806723, 'f1-score': 0.3563218390804598, 'support': 119}, 'micro avg': {'precision': 0.712082262210797, 'recall': 0.712082262210797, 'f1-score': 0.712082262210797, 'support': 389}, 'macro avg': {'precision': 0.650081654872074, 'recall': 0.5858076563958917, 'f1-score': 0.5854456877521503, 'support': 389}, 'weighted avg': {'precision': 0.6836375391306659, 'recall': 0.712082262210797, 'f1-score': 0.6743857935347347, 'support': 389}}",14.81
4,clf,xgb,min,basic,High_YES_1_1_1,0_60,included,basic,0.72,{'n_estimators': 10},0.72,0.69,0.74,0.91,0.58,0.28,270.00,119.00,"{'0': {'precision': 0.7409638554216867, 'recall': 0.9111111111111111, 'f1-score': 0.8172757475083057, 'support': 270}, '1': {'precision': 0.5789473684210527, 'recall': 0.2773109243697479, 'f1-score': 0.375, 'support': 119}, 'micro avg': {'precision': 0.7172236503856041, 'recall': 0.7172236503856041, 'f1-score': 0.7172236503856041, 'support': 389}, 'macro avg': {'precision': 0.6599556119213696, 'recall': 0.5942110177404295, 'f1-score': 0.5961378737541528, 'support': 389}, 'weighted avg': {'precision': 0.6914009712235493, 'recall': 0.7172236503856041, 'f1-score': 0.6819780252628344, 'support': 389}}",0.10
5,clf,gboosting,min,basic,High_YES_1_1_1,0_60,included,basic,0.71,{'n_estimators': 50},0.73,0.71,0.76,0.90,0.61,0.34,270.00,119.00,"{'0': {'precision': 0.7554179566563467, 'recall': 0.9037037037037037, 'f1-score': 0.8229342327150083, 'support': 270}, '1': {'precision': 0.6060606060606061, 'recall': 0.33613445378151263, 'f1-score': 0.4324324324324325, 'support': 119}, 'micro avg': {'precision': 0.7300771208226221, 'recall': 0.7300771208226221, 'f1-score': 0.7300771208226221, 'support': 389}, 'macro avg': {'precision': 0.6807392813584764, 'recall': 0.6199190787426081, 'f1-score': 0.6276833325737204, 'support': 389}, 'weighted avg': {'precision': 0.709727661744025, 'recall': 0.7300771208226221, 'f1-score': 0.7034748130912897, 'support': 389}}",0.31
6,clf,ada,min,basic,High_YES_1_1_1,0_60,included,basic,0.71,{'n_estimators': 200},0.73,0.72,0.78,0.86,0.58,0.44,270.00,119.00,"{'0': {'precision': 0.7766666666666666, 'recall': 0.8629629629629629, 'f1-score': 0.8175438596491228, 'support': 270}, '1': {'precision': 0.5842696629213483, 'recall': 0.4369747899159664, 'f1-score': 0.5, 'support': 119}, 'micro avg': {'precision': 0.7326478149100257, 'recall': 0.7326478149100257, 'f1-score': 0.7326478149100258, 'support': 389}, 'macro avg': {'precision': 0.6804681647940074, 'recall': 0.6499688764394647, 'f1-score': 0.6587719298245613, 'support': 389}, 'weighted avg': {'precision': 0.7178099997111579, 'recall': 0.7326478149100257, 'f1-score': 0.7204031930726559, 'support': 389}}",0.53
0,reg,kn,min,basic,High_YES_1_1_1,0_60,included,basic,17.90,{'n_neighbors': 51},,,,,,,,,15.35,0.64
1,reg,svr-rbf,min,basic,High_YES_1_1_1,0_60,included,basic,20.47,"{'C': 5, 'gamma': 1}",,,,,,,,,18.15,0.75
2,reg,dtree,min,basic,High_YES_1_1_1,0_60,included,basic,17.95,"{'max_depth': 4, 'min_samples_leaf': 150}",,,,,,,,,15.85,0.15
3,reg,rforest,min,basic,High_YES_1_1_1,0_60,included,basic,17.40,"{'max_depth': 6, 'min_samples_leaf': 20, 'n_estimators': 50}",,,,,,,,,15.08,15.25
4,reg,xgb,min,basic,High_YES_1_1_1,0_60,included,basic,17.88,{'n_estimators': 50},,,,,,,,,15.12,0.09
5,reg,gboosting,min,basic,High_YES_1_1_1,0_60,included,basic,17.87,{'n_estimators': 50},,,,,,,,,15.22,0.18
6,reg,ada,min,basic,High_YES_1_1_1,0_60,included,basic,18.93,{'n_estimators': 10},,,,,,,,,17.74,0.19
