,actual,country,date,forecast,forecast_error,impact,new,previous,previous_error,time
120,6.3%,NZD,2018-01-23 00:00:00,,,Low,Credit Card Spending y/y,9.1%,,9:00pm
121,58.1,EUR,2018-01-24 00:00:00,58.7,worse,Medium,French Flash Manufacturing PMI,58.8,worse,3:00am
122,59.3,EUR,2018-01-24 00:00:00,58.9,better,Medium,French Flash Services PMI,59.1,,3:00am
123,61.2,EUR,2018-01-24 00:00:00,63.2,worse,Medium,German Flash Manufacturing PMI,63.3,,3:30am
124,57.0,EUR,2018-01-24 00:00:00,55.6,better,Medium,German Flash Services PMI,55.8,,3:30am
125,59.6,EUR,2018-01-24 00:00:00,60.4,worse,Medium,Flash Manufacturing PMI,60.6,,4:00am
126,57.6,EUR,2018-01-24 00:00:00,56.5,better,Medium,Flash Services PMI,56.6,,4:00am
127,,All,2018-01-24 00:00:00,,,Medium,WEF Annual Meetings,,,12:00am
128,2.5%,GBP,2018-01-24 00:00:00,2.5%,,High,Average Earnings Index 3m/y,2.5%,,4:30am
129,8.6K,GBP,2018-01-24 00:00:00,2.3K,worse,Medium,Claimant Count Change,12.2K,worse,4:30am
130,4.3%,GBP,2018-01-24 00:00:00,4.3%,,Medium,Unemployment Rate,4.3%,,4:30am
131,0.4%,USD,2018-01-24 00:00:00,0.4%,,Low,HPI m/m,0.6%,better,9:00am
132,55.5,USD,2018-01-24 00:00:00,55.2,,Low,Flash Manufacturing PMI,55.1,,9:45am
133,53.3,USD,2018-01-24 00:00:00,54.5,worse,Low,Flash Services PMI,53.7,better,9:45am
134,5.57M,USD,2018-01-24 00:00:00,5.72M,worse,Medium,Existing Home Sales,5.78M,worse,10:00am
135,0.3%,AUD,2018-01-24 00:00:00,,,Low,CB Leading Index m/m,0.3%,,10:30am
136,-1.1M,USD,2018-01-24 00:00:00,-1.0M,,High,Crude Oil Inventories,-6.9M,,10:30am
137,0.1%,NZD,2018-01-24 00:00:00,0.4%,worse,High,CPI q/q,0.5%,,4:45pm
138,11.0,EUR,2018-01-25 00:00:00,10.8,better,Low,German GfK Consumer Climate,10.8,,2:00am
139,16.6%,EUR,2018-01-25 00:00:00,16.1%,worse,Medium,Spanish Unemployment Rate,16.4%,,3:00am
140,117.6,EUR,2018-01-25 00:00:00,117.1,better,Medium,German Ifo Business Climate,117.2,,4:00am
141,,All,2018-01-25 00:00:00,,,Medium,WEF Annual Meetings,,,12:00am
142,36.1K,GBP,2018-01-25 00:00:00,39.9K,worse,Low,High Street Lending,39.0K,worse,4:30am
143,12,GBP,2018-01-25 00:00:00,12,,Low,CBI Realized Sales,20,,6:00am
144,0.00%,EUR,2018-01-25 00:00:00,0.00%,,High,Main Refinancing Rate,0.00%,,7:45am
145,1.6%,CAD,2018-01-25 00:00:00,0.8%,better,High,Core Retail Sales m/m,0.8%,,8:30am
146,0.2%,CAD,2018-01-25 00:00:00,0.7%,worse,Medium,Retail Sales m/m,1.6%,better,8:30am
147,,EUR,2018-01-25 00:00:00,,,High,ECB Press Conference,,,8:30am
148,233K,USD,2018-01-25 00:00:00,239K,better,Medium,Unemployment Claims,216K,,8:30am
149,1.8,EUR,2018-01-25 00:00:00,0.4,better,Low,Belgian NBB Business Climate,0.1,,9:00am
150,625K,USD,2018-01-25 00:00:00,679K,worse,Medium,New Home Sales,689K,worse,10:00am
151,0.6%,USD,2018-01-25 00:00:00,0.5%,better,Low,CB Leading Index m/m,0.4%,,10:00am
152,-288B,USD,2018-01-25 00:00:00,-270B,,Low,Natural Gas Storage,-183B,,10:30am
153,,AUD,2018-01-25 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
154,0.9%,JPY,2018-01-25 00:00:00,0.9%,,Low,National Core CPI y/y,0.9%,,6:30pm
155,0.7%,JPY,2018-01-25 00:00:00,0.8%,worse,Low,Tokyo Core CPI y/y,0.8%,,6:30pm
156,,JPY,2018-01-25 00:00:00,,,Low,Monetary Policy Meeting Minutes,,,6:50pm
157,0.8%,JPY,2018-01-25 00:00:00,0.8%,,Low,SPPI y/y,0.8%,,6:50pm
158,4.6%,EUR,2018-01-26 00:00:00,4.9%,worse,Medium,M3 Money Supply y/y,4.9%,,4:00am
159,2.8%,EUR,2018-01-26 00:00:00,2.9%,worse,Low,Private Loans y/y,2.8%,,4:00am
160,,All,2018-01-26 00:00:00,,,Medium,WEF Annual Meetings,,,12:00am
161,0.5%,GBP,2018-01-26 00:00:00,0.4%,better,High,Prelim GDP q/q,0.4%,,4:30am
162,0.4%,GBP,2018-01-26 00:00:00,0.4%,,Low,Index of Services 3m/3m,0.3%,,4:30am
163,,USD,2018-01-26 00:00:00,,,High,President Trump Speaks,,,8:07am
164,-0.4%,CAD,2018-01-26 00:00:00,-0.3%,worse,High,CPI m/m,0.3%,,8:30am
165,1.6%,CAD,2018-01-26 00:00:00,,,Medium,Common CPI y/y,1.5%,,8:30am
166,1.9%,CAD,2018-01-26 00:00:00,,,Medium,Median CPI y/y,1.9%,,8:30am
167,1.9%,CAD,2018-01-26 00:00:00,,,Medium,Trimmed CPI y/y,1.8%,,8:30am
168,2.6%,USD,2018-01-26 00:00:00,3.0%,worse,High,Advance GDP q/q,3.2%,better,8:30am
169,0.6%,USD,2018-01-26 00:00:00,0.5%,,High,Core Durable Goods Orders m/m,0.3%,better,8:30am
170,2.4%,USD,2018-01-26 00:00:00,2.3%,,Medium,Advance GDP Price Index q/q,2.1%,,8:30am
171,2.9%,USD,2018-01-26 00:00:00,0.9%,better,Medium,Durable Goods Orders m/m,1.7%,better,8:30am
172,-71.6B,USD,2018-01-26 00:00:00,-68.6B,worse,Low,Goods Trade Balance,-70.0B,,8:30am
173,0.2%,USD,2018-01-26 00:00:00,0.4%,better,Low,Prelim Wholesale Inventories m/m,0.8%,worse,8:30am
174,-0.5%,CAD,2018-01-26 00:00:00,,,Low,Core CPI m/m,-0.1%,,8:33am
175,1.7%,CNY,2018-01-26 00:00:00,,,Low,CB Leading Index m/m,1.9%,better,9:00am
176,,GBP,2018-01-26 00:00:00,,,High,BOE Gov Carney Speaks,,,9:00am
177,,JPY,2018-01-26 00:00:00,,,High,BOJ Gov Kuroda Speaks,,,9:00am
178,-0.8%,NZD,2018-01-14 00:00:00,,,Low,FPI m/m,-0.4%,,4:45pm
179,3.6%,JPY,2018-01-14 00:00:00,4.0%,worse,Low,M2 Money Stock y/y,4.0%,,6:50pm
180,0.7%,GBP,2018-01-14 00:00:00,,,Low,Rightmove HPI m/m,-2.6%,,7:01pm
181,0.1%,AUD,2018-01-14 00:00:00,,,Low,MI Inflation Gauge m/m,0.2%,,7:29pm
182,48.3%,JPY,2018-01-15 00:00:00,,,Low,Prelim Machine Tool Orders y/y,46.8%,,1:00am
183,22.5B,EUR,2018-01-15 00:00:00,22.4B,,Low,Trade Balance,19.0B,,5:00am
184,,USD,2018-01-15 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
185,,GBP,2018-01-15 00:00:00,,,Medium,MPC Member Tenreyro Speaks,,,1:15pm
186,-12,NZD,2018-01-15 00:00:00,,,Medium,NZIER Business Confidence,5,,4:00pm
187,3.1%,JPY,2018-01-15 00:00:00,3.3%,worse,Low,PPI y/y,3.6%,,6:50pm
188,4.5%,AUD,2018-01-15 00:00:00,,,Low,New Motor Vehicle Sales m/m,0.2%,,7:30pm
189,1.1%,JPY,2018-01-15 00:00:00,0.4%,better,Low,Tertiary Industry Activity m/m,0.2%,,11:30pm
190,0.6%,EUR,2018-01-16 00:00:00,0.6%,,Low,German Final CPI m/m,0.6%,,2:00am
191,-0.3%,EUR,2018-01-16 00:00:00,0.3%,worse,Low,German WPI m/m,0.5%,,2:00am
192,7.9%,CNY,2018-01-16 00:00:00,,,Low,Foreign Direct Investment ytd/y,9.8%,,2:16am
193,-84.7B,EUR,2018-01-16 00:00:00,,,Low,French Gov Budget Balance,-77.1B,,3:00am
194,3.0%,GBP,2018-01-16 00:00:00,3.0%,,High,CPI y/y,3.1%,,4:30am
195,0.1%,GBP,2018-01-16 00:00:00,0.5%,worse,Medium,PPI Input m/m,1.6%,worse,4:30am
196,4.1%,GBP,2018-01-16 00:00:00,3.9%,better,Medium,RPI y/y,3.9%,,4:30am
197,2.5%,GBP,2018-01-16 00:00:00,2.6%,worse,Low,Core CPI y/y,2.7%,,4:30am
198,5.1%,GBP,2018-01-16 00:00:00,4.2%,better,Low,HPI y/y,5.4%,better,4:30am
199,0.4%,GBP,2018-01-16 00:00:00,0.2%,better,Low,PPI Output m/m,0.4%,,4:30am
200,4.83B,EUR,2018-01-16 00:00:00,5.22B,worse,Low,Italian Trade Balance,4.99B,,5:07am
201,17.7,USD,2018-01-16 00:00:00,18.5,worse,Medium,Empire State Manufacturing Index,18.0,,8:30am
202,4.9%,NZD,2018-01-16 00:00:00,,,Medium,GDT Price Index,2.2%,,9:21am
203,-0.2%,GBP,2018-01-16 00:00:00,,,Low,CB Leading Index m/m,-0.2%,,9:30am
204,,CHF,2018-01-16 00:00:00,,,High,SNB Chairman Jordan Speaks,,,12:00pm
205,1.8%,AUD,2018-01-16 00:00:00,,,Low,Westpac Consumer Sentiment,3.6%,,6:30pm
206,5.7%,JPY,2018-01-16 00:00:00,-1.3%,better,Low,Core Machinery Orders m/m,5.0%,,6:50pm
207,-2.2%,NZD,2018-01-16 00:00:00,,,Low,ANZ Commodity Prices m/m,-0.9%,,7:00pm
208,2.1%,AUD,2018-01-16 00:00:00,-0.1%,better,Low,Home Loans m/m,-0.3%,better,7:30pm
209,1.4%,EUR,2018-01-17 00:00:00,1.4%,,Medium,Final CPI y/y,1.5%,,5:00am
210,0.9%,EUR,2018-01-17 00:00:00,0.9%,,Low,Final Core CPI y/y,0.9%,,5:00am
211,1.28|1.4,EUR,2018-01-17 00:00:00,,,Low,German 30-y Bond Auction,1.20|1.7,,5:32am
212,,GBP,2018-01-17 00:00:00,,,Medium,MPC Member Saunders Speaks,,,6:45am
213,77.9%,USD,2018-01-17 00:00:00,77.3%,better,Medium,Capacity Utilization Rate,77.2%,,9:15am
214,0.9%,USD,2018-01-17 00:00:00,0.4%,better,Medium,Industrial Production m/m,-0.1%,worse,9:15am
215,,CAD,2018-01-17 00:00:00,,,High,BOC Monetary Policy Report,,,10:00am
216,,CAD,2018-01-17 00:00:00,,,High,BOC Rate Statement,,,10:00am
217,1.25%,CAD,2018-01-17 00:00:00,1.25%,,High,Overnight Rate,1.00%,,10:00am
218,72,USD,2018-01-17 00:00:00,73,worse,Low,NAHB Housing Market Index,74,,10:00am
219,,CAD,2018-01-17 00:00:00,,,High,BOC Press Conference,,,11:15am
220,,USD,2018-01-17 00:00:00,,,Low,Beige Book,,,2:00pm
221,57.5B,USD,2018-01-17 00:00:00,50.1B,better,Low,TIC Long-Term Purchases,26.2B,better,4:00pm
222,,USD,2018-01-17 00:00:00,,,Medium,FOMC Member Mester Speaks,,,4:30pm
223,3.7%,AUD,2018-01-17 00:00:00,,,Low,MI Inflation Expectations,3.7%,,7:00pm
224,8%,GBP,2018-01-17 00:00:00,-1%,better,Low,RICS House Price Balance,0%,,7:01pm
225,0.7%,AUD,2018-01-17 00:00:00,,,Low,HIA New Home Sales m/m,1.6%,,7:18pm
226,34.7K,AUD,2018-01-17 00:00:00,13.2K,better,High,Employment Change,63.6K,better,7:30pm
227,5.5%,AUD,2018-01-17 00:00:00,5.4%,worse,High,Unemployment Rate,5.4%,,7:30pm
228,0.83|3.8,JPY,2018-01-17 00:00:00,,,Low,30-y Bond Auction,0.85|4.4,,10:45pm
229,0.5%,JPY,2018-01-17 00:00:00,0.6%,worse,Low,Revised Industrial Production m/m,0.6%,,11:30pm
230,6.8%,CNY,2018-01-18 00:00:00,6.7%,better,High,GDP q/y,6.8%,,2:00am
231,7.2%,CNY,2018-01-18 00:00:00,7.1%,,Medium,Fixed Asset Investment ytd/y,7.2%,,2:00am
232,6.2%,CNY,2018-01-18 00:00:00,6.1%,,Medium,Industrial Production y/y,6.1%,,2:00am
233,,CNY,2018-01-18 00:00:00,,,Medium,NBS Press Conference,,,2:00am
234,9.4%,CNY,2018-01-18 00:00:00,10.1%,worse,Low,Retail Sales y/y,10.2%,,2:00am
235,,EUR,2018-01-18 00:00:00,,,Medium,German Buba President Weidmann Speaks,,,3:00am
236,1.30M,USD,2018-01-18 00:00:00,1.29M,,High,Building Permits,1.30M,,8:30am
237,1.19M,USD,2018-01-18 00:00:00,1.28M,worse,Medium,Housing Starts,1.30M,,8:30am
238,22.2,USD,2018-01-18 00:00:00,24.9,worse,Medium,Philly Fed Manufacturing Index,26.2,,8:30am
239,220K,USD,2018-01-18 00:00:00,250K,better,Medium,Unemployment Claims,261K,,8:30am
240,-7.1K,CAD,2018-01-18 00:00:00,,,Low,ADP Non-Farm Employment Change,59.2K,,8:32am
241,-183B,USD,2018-01-18 00:00:00,-201B,,Low,Natural Gas Storage,-359B,,10:30am
242,-6.9M,USD,2018-01-18 00:00:00,-1.4M,,High,Crude Oil Inventories,-4.9M,,11:00am
243,51.2,NZD,2018-01-18 00:00:00,,,Medium,Business NZ Manufacturing Index,57.7,,4:30pm
244,0.2%,EUR,2018-01-19 00:00:00,0.2%,,Low,German PPI m/m,0.1%,,2:00am
245,0.2%,CHF,2018-01-19 00:00:00,0.4%,worse,Medium,PPI m/m,0.6%,,3:15am
246,32.5B,EUR,2018-01-19 00:00:00,31.3B,better,Low,Current Account,30.3B,worse,4:00am
247,-1.5%,GBP,2018-01-19 00:00:00,-0.8%,worse,High,Retail Sales m/m,1.0%,worse,4:29am
248,19.56B,CAD,2018-01-19 00:00:00,15.76B,better,Medium,Foreign Securities Purchases,20.77B,,8:30am
249,3.4%,CAD,2018-01-19 00:00:00,1.9%,better,Medium,Manufacturing Sales m/m,-0.6%,worse,8:30am
250,,USD,2018-01-19 00:00:00,,,Medium,FOMC Member Bostic Speaks,,,8:55am
251,94.4,USD,2018-01-19 00:00:00,97.0,worse,Medium,Prelim UoM Consumer Sentiment,95.9,worse,10:00am
252,2.8%,USD,2018-01-19 00:00:00,,,Low,Prelim UoM Inflation Expectations,2.7%,,10:00am
253,,USD,2018-01-19 00:00:00,,,Medium,FOMC Member Quarles Speaks,,,12:15pm
254,,USD,2018-01-19 00:00:00,,,Medium,FOMC Member Williams Speaks,,,1:30pm
255,,USD,2018-01-07 00:00:00,,,Medium,FOMC Member Williams Speaks,,,8:00am
256,52.8,AUD,2018-01-07 00:00:00,,,Low,AIG Construction Index,57.5,,5:30pm
257,,JPY,2018-01-07 00:00:00,,,Non-Economic,Bank Holiday,,,12:00am
258,-0.4%,EUR,2018-01-08 00:00:00,0.1%,worse,Low,German Factory Orders m/m,0.7%,better,2:00am
259,0.0%,CHF,2018-01-08 00:00:00,-0.1%,better,Low,CPI m/m,-0.1%,,3:15am
