,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,year,week,weekday,num_news,volatility_0_5_after,pips_agg_0_5_after,pips_candle_0_5_after,volatility_5_10_after,pips_agg_5_10_after,pips_candle_5_10_after,volatility_10_15_after,pips_agg_10_15_after,pips_candle_10_15_after,volatility_15_20_after,pips_agg_15_20_after,pips_candle_15_20_after,volatility_20_25_after,pips_agg_20_25_after,pips_candle_20_25_after,volatility_25_30_after,pips_agg_25_30_after,pips_candle_25_30_after,volatility_0_30_after,pips_agg_0_30_after,volatility_0_60_after,pips_agg_0_60_after,volatility_60_0_before,pips_agg_60_0_before,pips_agg_0_240_after,direction_agg_0_240_after
314,2008-12-30 10:00:00,4,-0.84,0,-0.29,0,0,0,1,1,0,0,1,2008,52,1,1,23,10,12,12,18,8,12,11,-7,15,19,7,18,5,-15,22,8,2,35,8,35,1,55,-8,-27,0
315,2008-12-31 08:30:00,32,-2.72,2,-2.07,0,0,1,0,1,0,0,1,2008,52,2,1,30,26,26,19,42,15,20,24,-19,8,26,1,28,44,18,25,22,-22,54,44,118,109,112,-103,70,2
316,2009-01-02 10:00:00,17,-1.17,0,0.0,0,0,0,1,1,0,0,1,2009,1,4,1,33,28,29,14,29,1,16,44,15,30,56,12,18,68,12,17,57,-11,73,69,73,51,51,16,-66,0
317,2009-01-07 08:15:00,0,-3.55,1,-22.83,2,0,0,1,0,0,1,1,2009,2,2,1,40,29,29,21,31,2,62,84,52,28,107,22,49,135,27,22,121,-14,148,135,156,82,49,-24,102,2
318,2009-01-08 08:30:00,32,-1.52,2,-0.44,0,0,1,0,1,0,0,1,2009,2,3,1,74,63,63,21,57,-6,17,56,0,34,77,21,44,102,24,20,93,-9,127,102,176,120,101,33,90,2
319,2009-01-13 08:30:00,31,2.96,1,0.44,0,0,1,0,1,0,0,1,2009,3,1,1,30,2,1,24,12,11,58,-13,-26,19,-22,-9,41,-45,-22,26,-51,-8,93,-44,95,-46,63,-9,-71,0
320,2009-01-16 08:30:00,7,-0.88,0,0.0,0,0,0,1,1,0,0,1,2009,3,4,1,24,19,18,15,8,-12,36,36,28,22,29,-7,19,21,-8,21,37,16,46,20,69,29,40,15,-56,0
321,2009-01-16 09:00:00,30,-0.86,0,-0.27,0,0,0,1,1,0,0,1,2009,3,4,1,28,3,3,21,21,18,25,5,-16,31,-8,-13,16,-6,2,17,4,11,46,-7,69,-33,76,36,-60,0
322,2009-01-16 09:55:00,28,0.42,0,0.33,0,0,1,0,0,1,0,1,2009,3,4,1,10,1,1,16,-7,-8,24,-22,-14,32,-40,-19,27,-61,-21,20,-50,11,73,-61,73,-34,69,-33,-32,0
323,2009-01-26 09:59:00,14,1.4,1,-1.13,0,0,1,0,0,0,1,1,2009,5,0,1,40,22,22,17,13,-9,20,15,2,12,11,-4,28,24,13,17,14,-9,40,23,54,-6,112,60,-2,1
324,2009-01-27 10:00:00,4,-0.11,0,0.7,0,0,0,1,0,1,0,1,2009,5,1,1,55,-47,-46,34,-77,-31,22,-58,19,19,-61,-3,24,-52,9,16,-56,-4,80,-51,85,-37,98,-5,-15,1
325,2009-01-28 14:15:00,15,0.11,0,0.22,0,1,0,0,1,0,0,1,2009,5,2,1,48,-32,-32,89,-92,-60,49,-125,-33,30,-130,-5,30,-118,11,10,-121,-3,166,-118,173,-144,54,22,-108,0
326,2009-01-29 10:00:00,21,-2.87,0,-1.63,0,0,0,1,0,0,1,1,2009,5,3,1,27,-10,-8,13,-12,-3,15,-8,5,36,-35,-27,18,-38,-3,16,-37,1,52,-36,52,-21,95,-66,-156,0
327,2009-01-30 08:30:00,1,2.87,0,-0.49,0,0,1,0,0,0,1,1,2009,5,4,1,34,-6,-6,26,-11,-5,29,11,20,30,25,14,24,11,-13,11,10,-2,62,12,89,37,59,16,-33,0
328,2009-02-02 10:00:00,17,1.39,0,0.0,0,0,1,0,1,0,0,1,2009,6,0,1,20,5,5,48,37,32,18,39,1,20,51,12,22,42,-10,12,32,-10,67,42,67,10,49,18,66,2
329,2009-02-03 10:00:00,24,1.29,0,0.17,0,0,1,0,0,1,0,1,2009,6,1,1,30,10,10,57,66,56,23,77,12,24,56,-20,22,67,11,12,60,-7,81,67,81,38,65,23,31,2
330,2009-02-04 08:15:00,0,0.07,0,0.36,1,1,0,0,0,1,0,1,2009,6,2,1,26,18,18,29,36,17,18,51,15,16,58,8,22,39,-19,9,35,-3,65,38,80,60,48,-44,38,2
331,2009-02-04 10:00:00,18,1.09,0,0.0,0,0,1,0,1,0,0,1,2009,6,2,1,30,25,23,18,37,12,21,51,14,22,44,-7,21,38,-6,13,35,-4,66,37,66,21,57,0,-23,0
332,2009-02-05 08:30:00,32,0.71,0,1.02,0,0,0,1,1,0,0,1,2009,6,3,1,35,-25,-25,36,-47,-22,20,-30,17,21,-26,4,21,-18,9,22,-15,3,56,-18,56,-8,85,-49,48,2
333,2009-02-11 08:30:00,31,-0.47,0,-1.08,1,0,0,1,0,0,1,1,2009,7,2,1,30,25,25,22,30,5,14,23,-7,30,46,23,9,44,-3,36,14,-30,56,44,64,0,57,-9,-80,0
334,2009-02-13 09:55:00,28,-0.68,0,-0.36,0,0,0,1,0,0,1,1,2009,7,4,1,17,10,11,11,18,8,17,31,12,15,29,-1,13,24,-5,27,50,26,53,25,77,60,31,-3,80,2
335,2009-02-17 09:00:00,30,0.38,0,-1.1,0,0,1,0,0,0,1,1,2009,8,1,1,18,14,14,29,-7,-21,19,4,10,17,0,-4,14,-1,-2,15,9,10,31,-1,45,1,53,-41,-15,1
336,2009-02-18 08:30:00,3,0.02,0,0.01,0,1,0,0,1,0,0,1,2009,8,2,1,16,-11,-11,22,7,18,11,4,-2,15,5,1,18,-9,-14,8,-11,-2,29,-9,31,-6,37,30,-55,0
337,2009-02-20 08:30:00,7,1.41,0,0.0,0,0,1,0,1,0,0,1,2009,8,4,1,21,-2,-2,13,0,2,14,-3,-3,8,1,4,10,3,2,9,-1,-4,28,3,55,-24,41,-29,179,2
338,2009-02-24 10:00:00,4,-1.2,0,-0.4,0,0,0,1,1,0,0,1,2009,9,1,1,40,-24,-24,15,-28,-5,18,-23,4,19,-24,-1,11,-23,1,21,-7,15,49,-22,64,16,46,-5,89,2
339,2009-02-25 10:00:00,14,-0.99,1,0.04,0,0,0,1,1,0,0,1,2009,9,2,1,28,-19,-19,27,-36,-17,18,-48,-12,16,-53,-5,14,-43,9,14,-44,-1,70,-43,109,-85,61,-24,-41,0
340,2009-02-26 10:00:00,21,-0.51,0,1.44,0,0,0,1,0,1,0,1,2009,9,3,1,16,1,-1,32,-15,-16,11,-20,-5,18,-27,-7,19,-10,18,15,-22,-12,49,-12,49,-15,52,-4,8,1
341,2009-02-27 08:30:00,26,-2.45,2,-1.39,0,0,0,1,1,0,0,1,2009,9,4,1,22,11,12,24,6,-6,15,9,2,10,18,9,12,19,0,29,2,-17,37,20,44,27,71,-46,73,2
342,2009-03-02 10:00:00,17,0.53,0,0.0,0,0,1,0,1,0,0,1,2009,10,0,1,28,26,26,14,21,-4,29,1,-20,17,-4,-5,21,11,15,15,6,-5,46,11,46,-8,33,-12,-7,1
343,2009-03-03 10:00:00,24,-0.94,0,-0.88,1,0,0,1,0,0,1,1,2009,10,1,1,20,-3,-3,10,-4,0,14,-12,-9,14,-5,7,7,-7,-2,7,0,7,20,-7,41,-25,77,-45,-23,0
344,2009-03-04 08:15:00,0,-0.83,0,-0.9,2,0,0,1,0,0,1,1,2009,10,2,1,24,-20,-20,14,-7,13,10,-6,1,20,3,9,14,-3,-7,5,-4,-1,34,-3,48,24,30,19,46,2
345,2009-03-04 10:00:00,18,0.1,0,0.0,0,0,1,0,1,0,0,1,2009,10,2,1,17,2,2,9,1,-1,21,-15,-16,13,-22,-7,9,-21,2,11,-17,4,44,-21,44,-2,28,-1,38,2
346,2009-03-05 08:30:00,32,-0.47,0,0.82,0,0,1,0,1,0,0,1,2009,10,3,1,8,7,7,41,-30,-35,21,-38,-9,9,-45,-7,16,-39,5,26,-59,-20,73,-39,81,-53,33,0,4,1
347,2009-03-13 08:30:00,31,0.39,0,0.79,0,0,1,0,1,0,0,1,2009,11,4,1,23,18,19,13,22,4,4,18,-3,13,10,-8,13,0,-10,12,-3,-3,31,1,45,4,55,29,-21,0
348,2009-03-13 09:55:00,28,0.29,0,0.06,0,0,1,0,1,0,0,1,2009,11,4,1,7,-2,-2,18,11,13,14,19,8,11,18,-2,9,19,1,11,13,-6,30,19,37,7,35,3,-23,0
349,2009-03-16 09:00:00,30,-2.42,0,-0.02,0,0,0,1,1,0,0,1,2009,12,0,1,22,16,18,11,10,-6,10,4,-6,13,7,3,23,-7,-14,13,3,9,30,-4,41,-5,40,5,-12,1
350,2009-03-18 08:30:00,7,0.91,0,0.0,0,0,1,0,1,0,0,1,2009,12,2,1,41,27,26,24,32,4,18,30,-2,36,63,33,16,58,-5,15,44,-14,67,57,67,55,89,37,41,2
351,2009-03-18 14:17:00,15,0.11,0,0.22,0,1,0,0,1,0,0,1,2009,12,2,1,105,104,102,122,193,88,52,223,32,95,288,64,29,274,-16,44,294,20,320,272,384,354,111,-7,383,2
352,2009-03-19 08:30:00,32,-0.35,0,3.51,0,0,1,0,1,0,0,1,2009,12,3,1,15,-7,-8,24,-16,-9,16,-8,8,18,-7,1,14,-13,-6,17,-7,6,38,-14,69,27,180,141,27,2
353,2009-03-23 10:00:00,14,0.83,1,0.03,0,0,1,0,1,0,0,1,2009,13,0,1,28,25,24,15,34,9,13,30,-4,23,43,14,15,32,-11,11,28,-4,54,31,54,15,104,-87,126,2
354,2009-03-25 08:30:00,8,2.23,1,-4.41,1,0,1,0,0,0,1,1,2009,13,2,1,21,20,20,16,11,-8,15,17,6,13,12,-5,16,13,1,13,8,-5,27,13,73,-38,51,-25,50,2
355,2009-03-25 10:00:00,21,1.25,0,1.07,0,0,1,0,0,1,0,1,2009,13,2,1,58,25,24,43,-4,-29,32,-16,-12,58,-38,-22,32,-52,-15,27,-57,-6,128,-52,128,-33,201,100,-24,0
356,2009-03-26 08:30:00,32,0.16,0,-1.83,0,1,0,0,1,0,0,1,2009,13,3,1,16,-7,-7,7,-7,0,17,7,15,12,14,7,24,33,19,13,27,-6,51,33,51,-4,48,24,-29,0
357,2009-03-31 10:00:00,4,-0.22,0,0.38,0,0,0,1,1,0,0,1,2009,14,1,1,16,-6,-6,15,-4,2,16,-14,-9,21,-2,12,8,-4,-2,10,-1,3,28,-4,50,-30,35,-5,-53,0
358,2009-04-01 08:15:00,0,-1.09,0,-0.09,0,0,0,1,0,0,1,1,2009,14,2,1,15,-2,-1,24,20,22,15,5,-15,22,17,12,13,15,-2,12,22,6,37,17,49,33,41,-26,-29,0
359,2009-04-02 08:30:00,32,1.05,0,1.67,0,0,0,1,0,0,1,1,2009,14,3,1,29,-24,-23,40,6,30,67,70,64,44,58,-12,53,11,-47,29,35,24,115,12,115,11,99,70,75,2
360,2009-04-03 10:00:00,18,-0.28,0,0.0,0,0,0,1,1,0,0,1,2009,14,4,1,18,-15,-13,20,0,15,15,2,2,23,16,14,13,14,-2,13,23,9,47,16,47,11,55,35,29,2
361,2009-04-15 08:30:00,7,0.75,0,0.0,0,0,1,0,1,0,0,1,2009,16,2,1,31,-15,-16,16,-15,-2,14,-8,8,7,-7,1,7,-7,-1,6,-3,5,34,-9,40,-22,68,-38,13,1
362,2009-04-15 09:00:00,30,0.1,0,1.5,1,0,1,0,0,1,0,1,2009,16,2,1,6,-4,-5,7,-8,-4,9,0,6,14,-9,-9,10,-17,-9,17,-23,-5,33,-19,41,-1,34,-3,43,2
363,2009-04-23 08:30:00,32,0.2,0,0.76,0,0,0,1,1,0,0,1,2009,17,3,1,17,-1,-1,6,-4,-3,16,-15,-11,9,-7,9,7,-7,1,16,-2,6,29,-8,39,-23,46,-36,28,2
364,2009-04-23 10:00:00,14,-0.33,0,-0.33,0,0,0,1,1,0,0,1,2009,17,3,1,16,6,5,24,20,14,6,16,-4,16,26,11,8,26,1,9,30,4,35,25,58,40,33,-14,87,2
365,2009-04-24 08:30:00,8,0.16,0,-2.22,0,0,1,0,0,0,1,1,2009,17,4,1,21,-9,-8,26,-18,-9,13,-22,-4,25,0,22,14,13,13,13,10,-3,44,14,80,48,33,-3,48,2
366,2009-04-24 10:00:00,21,0.46,0,1.4,0,0,1,0,0,1,0,1,2009,17,4,1,19,-6,-6,11,-9,-4,10,-10,-1,10,-4,6,13,-11,-7,9,-3,8,30,-11,30,-14,49,16,-9,1
367,2009-04-28 10:00:00,4,1.44,0,1.86,0,0,1,0,0,1,0,1,2009,18,1,1,28,24,24,9,24,0,13,18,-6,7,22,4,11,24,1,17,12,-12,33,24,34,26,35,-11,76,2
368,2009-04-29 08:30:00,1,-1.53,0,-4.71,2,0,0,1,0,0,1,1,2009,18,2,1,17,-12,-11,14,-9,3,12,-15,-6,15,-31,-15,21,-12,19,15,-17,-4,32,-12,41,-33,30,8,58,2
369,2009-04-29 14:15:00,15,0.11,0,0.22,0,1,0,0,1,0,0,1,2009,18,2,1,66,-54,-53,40,-64,-10,29,-65,-1,35,-59,6,25,-45,13,13,-46,0,82,-45,82,-47,67,17,-79,0
370,2009-04-30 08:30:00,32,-0.31,0,1.25,0,0,1,0,0,0,1,1,2009,18,3,1,31,-16,-15,15,-19,-3,24,-32,-13,15,-38,-6,18,-51,-13,13,-40,11,53,-50,73,-56,53,-19,-18,1
371,2009-05-01 10:00:00,17,0.69,0,0.0,0,0,1,0,1,0,0,1,2009,18,4,1,19,3,3,14,-8,-11,19,-4,6,27,-23,-20,11,-15,7,9,-13,2,36,-15,36,-6,40,15,-7,1
372,2009-05-04 10:00:00,24,0.7,0,-0.06,0,0,1,0,1,0,0,1,2009,19,0,1,32,28,27,10,23,-6,12,31,8,16,39,9,15,52,13,8,48,-4,53,51,56,42,77,40,96,2
373,2009-05-05 10:00:00,18,0.32,0,0.0,0,0,1,0,1,0,0,1,2009,19,1,1,19,9,8,17,0,-9,25,-20,-20,16,-20,1,17,-35,-15,14,-27,7,57,-35,71,-47,48,-34,-52,0
374,2009-05-06 08:15:00,0,2.05,0,0.33,1,0,1,0,0,1,0,1,2009,19,2,1,36,25,25,24,35,10,13,34,-2,14,38,4,11,36,-2,18,46,10,48,36,55,44,72,34,-5,1
375,2009-05-07 08:30:00,32,-1.53,0,1.83,0,0,1,0,1,0,0,1,2009,19,3,1,20,-14,-13,75,-34,-22,35,-16,18,56,16,34,23,24,8,46,27,3,106,25,155,55,88,46,53,2
376,2009-05-12 08:30:00,31,0.23,0,-0.16,0,0,1,0,1,0,0,1,2009,20,1,1,36,21,22,13,17,-5,24,2,-15,10,-7,-9,25,-23,-17,11,-22,1,54,-22,66,-21,53,23,-75,0
377,2009-05-15 08:30:00,7,1.83,0,0.0,0,0,1,0,1,0,0,1,2009,20,4,1,17,7,4,23,21,14,12,16,-5,19,28,12,10,30,2,13,25,-5,35,27,45,31,49,-23,21,2
378,2009-05-15 09:00:00,30,0.56,0,3.8,0,0,1,0,1,0,0,1,2009,20,4,1,19,-3,-3,12,-10,-7,9,-11,-2,25,8,19,12,9,1,5,11,2,36,9,63,40,52,38,-18,1
379,2009-05-19 08:30:00,3,-0.8,0,0.0,0,0,0,1,1,0,0,1,2009,21,1,1,21,-21,-21,15,-29,-8,12,-32,-3,15,-28,3,10,-28,1,7,-29,-1,43,-28,51,-29,32,-11,-5,1
380,2009-05-21 08:30:00,32,0.03,0,2.56,0,1,0,0,0,0,1,1,2009,21,3,1,11,-4,-6,13,-1,4,12,-9,-8,29,-19,-10,16,-32,-14,19,-29,3,38,-34,46,-24,28,0,45,2
381,2009-05-26 10:00:00,4,1.59,0,3.12,0,0,1,0,0,1,0,1,2009,22,1,1,27,16,16,9,16,1,24,39,23,15,51,12,16,41,-11,11,42,1,53,41,66,62,75,17,48,2
382,2009-05-27 10:00:00,14,0.09,0,-0.66,0,0,1,0,1,0,0,1,2009,22,2,1,32,-23,-23,16,-31,-8,15,-27,3,27,-53,-26,20,-56,-4,11,-51,4,81,-55,83,-43,67,24,-74,0
383,2009-05-28 10:00:00,21,-0.29,0,-0.28,0,0,0,1,0,0,1,1,2009,22,3,1,26,-22,-22,13,-22,1,14,-29,-7,15,-24,4,12,-29,-6,15,-24,4,36,-28,40,-6,94,67,-12,1
384,2009-05-29 08:30:00,26,-0.38,0,0.04,0,0,0,1,1,0,0,1,2009,22,4,1,24,13,13,19,4,-9,11,-3,-7,14,12,14,7,7,-5,5,10,3,26,7,44,13,44,-19,25,2
385,2009-06-01 10:00:00,17,0.25,0,0.0,0,0,1,0,1,0,0,1,2009,23,0,1,27,16,17,35,-16,-32,16,-2,13,13,-2,0,14,-11,-9,31,-42,-31,68,-10,70,-19,54,11,19,1
386,2009-06-02 10:00:00,24,1.39,0,1.58,0,0,1,0,1,0,0,1,2009,23,1,1,17,13,13,18,3,-10,8,-4,-6,14,6,10,9,5,-1,21,6,1,30,5,55,30,67,18,47,2
387,2009-06-03 08:15:00,0,-0.05,0,-0.49,1,0,0,1,0,0,1,1,2009,23,2,1,21,0,1,25,-16,-16,16,-1,15,18,10,10,13,-1,-11,17,-13,-12,33,0,68,-32,45,-11,-13,1
388,2009-06-03 10:00:00,18,-0.52,0,0.0,0,0,0,1,1,0,0,1,2009,23,2,1,29,4,3,21,17,13,14,10,-7,19,0,-10,19,14,14,20,24,10,50,13,52,7,50,1,-45,0
389,2009-06-04 08:30:00,32,0.04,0,2.39,0,1,0,0,1,0,0,1,2009,23,3,1,23,11,12,32,13,3,23,17,5,27,25,8,35,54,29,29,67,12,73,56,85,41,89,-57,62,2
390,2009-06-10 08:30:00,31,-0.07,0,-1.45,0,1,0,0,0,0,1,1,2009,24,2,1,19,3,3,21,-9,-12,7,-8,1,15,-5,3,13,-12,-7,20,-30,-18,38,-12,47,-20,62,-23,-95,0
391,2009-06-15 09:00:00,30,-1.03,0,-0.11,0,0,0,1,1,0,0,1,2009,25,0,1,4,-2,-2,8,-6,-2,5,-9,-1,8,-16,-6,8,-8,8,5,-8,0,20,-8,43,-32,42,32,-110,0
392,2009-06-17 08:30:00,7,-0.11,0,0.0,0,1,0,0,1,0,0,1,2009,25,2,1,9,7,7,7,3,-4,9,12,8,14,26,13,17,43,17,6,47,4,49,43,49,30,44,-25,29,2
393,2009-06-18 08:30:00,32,-15.84,0,2.7,0,1,0,0,1,0,0,1,2009,25,3,1,14,14,14,16,30,16,8,24,-6,8,20,-4,11,26,8,9,27,1,32,26,50,42,26,-12,46,2
394,2009-06-18 09:59:00,25,1.38,0,0.0,0,0,1,0,1,0,0,1,2009,25,3,1,12,13,12,7,12,-2,8,17,5,5,16,-1,7,13,-4,9,7,-6,19,12,38,-10,39,23,-34,0
395,2009-06-23 10:00:00,14,-0.19,0,-1.2,0,0,0,1,1,0,0,1,2009,26,1,1,22,7,8,16,2,-5,18,-15,-17,12,-10,6,15,-7,3,20,-23,-15,39,-7,50,-24,40,10,69,2
396,2009-06-24 08:30:00,8,0.48,0,-0.59,0,0,1,0,0,0,1,1,2009,26,2,1,29,18,18,16,8,-10,12,13,5,10,15,1,16,27,12,15,35,9,40,26,40,13,65,7,-78,0
397,2009-06-24 10:00:00,21,-0.48,0,-0.49,0,0,0,1,0,0,1,1,2009,26,2,1,15,-8,-8,13,-8,0,9,-5,3,12,0,5,21,-15,-15,8,-15,1,24,-16,36,10,55,-33,-46,0
398,2009-06-24 14:18:00,15,0.11,0,0.22,0,1,0,0,1,0,0,1,2009,26,2,1,45,19,20,44,16,-4,28,-10,-25,39,-29,-19,22,-14,15,25,-34,-20,85,-13,85,-28,75,-52,-2,1
399,2009-06-25 08:30:00,32,4.16,0,2.7,0,0,0,1,1,0,0,1,2009,26,3,1,22,-11,-11,12,-13,-2,21,-27,-14,10,-24,3,14,-31,-7,13,-34,-3,41,-31,41,-21,43,-14,8,1
400,2009-06-30 10:00:00,4,-0.66,0,-0.14,0,0,0,1,1,0,0,1,2009,27,1,1,2,-1,-1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,2,-1,2,0,2,0,0,1
401,2009-07-01 08:15:00,0,-0.89,0,0.85,1,0,0,1,0,1,0,1,2009,27,2,1,31,-13,-10,18,-9,1,38,20,27,11,18,-3,18,9,-8,14,13,6,51,10,66,33,57,46,84,2
402,2009-07-06 10:00:00,18,0.54,0,0.0,0,0,1,0,1,0,0,1,2009,28,0,1,16,-4,-7,10,-4,-3,15,-15,-10,13,-22,-7,11,-26,-3,9,-26,0,42,-29,42,-20,42,26,27,2
403,2009-07-10 08:30:00,31,0.79,0,0.75,0,0,1,0,1,0,0,1,2009,28,4,1,21,10,11,14,9,-2,19,25,15,12,23,-3,14,25,2,13,30,5,45,26,45,11,43,-17,38,2
404,2009-07-15 08:30:00,7,0.07,0,0.0,0,1,0,0,1,0,0,1,2009,29,2,1,19,-5,-7,16,5,11,11,2,-2,15,10,7,15,9,0,13,8,-3,26,9,28,-3,35,19,14,1
405,2009-07-16 09:00:00,30,-0.77,0,0.08,0,0,0,1,1,0,0,1,2009,29,3,1,18,2,2,14,-4,-4,10,-4,2,11,-10,-4,16,-22,-13,13,-16,6,37,-22,37,-10,43,4,-17,1
406,2009-07-17 08:30:00,3,1.03,0,0.0,0,0,1,0,1,0,0,1,2009,29,4,1,12,1,4,18,6,5,9,4,-3,11,7,2,14,4,0,23,21,16,32,8,55,42,44,-21,44,2
407,2009-07-23 08:30:00,32,0.11,0,3.65,0,1,0,0,1,0,0,1,2009,30,3,1,16,4,2,11,8,5,12,11,0,10,9,-1,13,4,-5,14,2,-1,20,1,53,-23,28,4,41,2
408,2009-07-23 10:00:00,14,0.34,0,-0.05,1,0,1,0,0,0,1,1,2009,30,3,1,11,-4,-5,18,4,8,11,4,1,28,24,21,8,26,2,12,23,-2,42,24,51,18,41,15,-18,1
409,2009-07-27 10:00:00,21,1.33,0,0.32,0,0,1,0,0,1,0,1,2009,31,0,1,24,11,10,14,3,-6,20,-12,-16,13,-15,-4,13,-19,-6,12,-23,-4,50,-20,62,-26,30,-18,-29,0
410,2009-07-28 10:00:00,4,-0.25,0,-0.78,0,0,0,1,1,0,0,1,2009,31,1,1,26,-17,-16,27,-29,-9,21,-41,-11,13,-39,2,7,-40,-2,11,-38,1,49,-38,49,-28,54,-27,-41,0
411,2009-07-29 08:30:00,8,0.41,0,-0.28,0,0,1,0,0,0,1,1,2009,31,2,1,19,2,2,26,-15,-18,15,-24,-7,17,-12,10,10,-12,-1,7,-14,-3,37,-11,39,-5,35,-4,-84,0
412,2009-07-30 08:30:00,32,0.41,0,5.98,0,0,0,1,0,0,1,1,2009,31,3,1,18,-6,-4,16,-14,-7,14,-7,5,15,3,10,10,-1,1,13,0,2,24,0,32,10,25,-4,15,1
413,2009-07-31 08:30:00,1,0.38,0,0.46,0,0,1,0,0,1,0,1,2009,31,4,1,23,-8,-7,23,-24,-14,16,-15,10,10,-12,2,14,-13,-1,10,-17,-3,41,-13,51,-14,27,-8,129,2
414,2009-08-03 10:00:00,17,3.51,0,0.0,0,0,1,0,1,0,0,1,2009,32,0,1,35,34,33,21,38,3,23,54,16,20,64,7,21,69,6,30,81,12,91,68,102,92,51,8,99,2
415,2009-08-04 10:00:00,24,0.73,0,0.96,0,0,1,0,0,1,0,1,2009,32,1,1,22,9,7,15,4,-3,17,14,9,14,8,-6,16,-1,-11,12,-1,-1,31,-2,42,-4,42,5,-8,1
416,2009-08-05 08:15:00,0,-0.2,0,0.17,0,0,0,1,0,1,0,1,2009,32,2,1,21,-5,-5,19,-12,-5,14,-18,-8,16,-24,-6,13,-21,3,10,-21,-1,30,-20,30,-17,46,0,-24,0
417,2009-08-05 10:00:00,18,-1.49,0,0.0,0,0,0,1,1,0,0,1,2009,32,2,1,25,-12,-11,12,-12,0,23,-20,-8,15,-24,-5,21,-9,14,10,-6,2,31,-7,32,-6,41,-9,40,2
418,2009-08-06 08:30:00,32,-1.59,0,3.51,0,0,1,0,1,0,0,1,2009,32,3,1,13,1,1,19,15,10,22,21,10,15,22,1,16,13,-10,12,9,-5,38,14,38,16,21,1,-20,0
419,2009-08-12 08:30:00,31,0.33,0,0.47,0,0,1,0,1,0,0,1,2009,33,2,1,18,-10,-8,11,-10,0,15,-5,4,15,3,9,13,2,-1,12,-10,-8,27,0,30,3,42,-1,68,2
420,2009-08-12 14:15:00,15,0.11,0,0.0,0,1,0,0,1,0,0,1,2009,33,2,1,63,-47,-44,32,-58,-8,44,-88,-30,24,-89,-1,14,-88,3,20,-76,14,115,-87,115,-15,63,7,-26,0
421,2009-08-14 08:30:00,7,0.08,0,0.0,0,1,0,0,1,0,0,1,2009,33,4,1,16,3,5,15,-6,-8,10,-7,0,9,-5,2,11,-9,-4,18,-20,-9,32,-9,35,-13,27,-6,-73,0
422,2009-08-17 09:00:00,30,1.68,0,0.14,0,0,1,0,1,0,0,1,2009,34,0,1,18,8,8,13,3,-5,10,6,3,11,9,1,8,7,-2,11,-1,-8,19,7,25,-3,29,10,-3,1
423,2009-08-20 08:30:00,32,1.2,0,2.74,0,0,0,1,1,0,0,1,2009,34,3,1,16,-7,-6,12,-13,-6,17,-3,9,11,-1,4,14,-6,-3,11,-9,-3,21,-5,38,-25,24,11,-12,1
424,2009-08-21 10:00:00,14,1.45,0,0.02,0,0,1,0,1,0,0,1,2009,34,4,1,51,41,41,20,29,-12,13,36,8,25,12,-22,20,-3,-15,30,-15,-12,80,-3,99,-44,57,-2,-2,1
425,2009-08-25 10:00:00,4,0.74,0,1.13,0,0,1,0,0,1,0,1,2009,35,1,1,21,-7,-5,24,-13,-8,17,-22,-10,17,-31,-10,16,-26,8,12,-31,-5,50,-24,50,-21,28,9,-33,0
426,2009-08-26 08:30:00,8,-0.09,0,1.08,0,0,0,1,0,1,0,1,2009,35,2,1,32,-21,-22,18,-16,4,10,-16,0,16,-8,8,17,-1,11,7,-4,-4,35,-1,45,-20,32,18,-53,0
427,2009-08-26 10:00:00,21,1.66,0,0.91,0,0,1,0,0,1,0,1,2009,35,2,1,20,15,15,12,14,0,13,24,9,18,15,-9,16,20,6,16,8,-12,30,20,34,10,66,-61,15,1
428,2009-09-02 08:15:00,0,-0.5,0,0.28,0,0,0,1,0,1,0,1,2009,36,2,1,23,-7,-9,18,-22,-15,17,-11,12,20,-6,4,15,-3,4,17,-13,-9,30,-6,33,-18,36,-11,25,2
429,2009-09-03 08:30:00,32,0.29,0,5.66,0,0,0,1,1,0,0,1,2009,36,3,1,23,-15,-15,25,-24,-8,17,-22,2,10,-28,-5,12,-32,-4,13,-35,-2,41,-33,52,-41,45,-10,-50,0
430,2009-09-03 10:00:00,18,0.07,0,0.0,0,1,0,0,1,0,0,1,2009,36,3,1,27,-11,-14,19,-12,-1,15,-17,-3,18,-26,-12,10,-21,4,17,-22,-1,52,-24,52,-17,33,-13,-23,0
431,2009-09-16 08:30:00,7,0.09,0,0.0,0,1,0,0,1,0,0,1,2009,38,2,1,21,-14,-13,17,-8,6,10,-14,-5,21,-5,12,19,9,13,11,7,-3,37,11,55,12,25,-2,45,2
432,2009-09-16 09:00:00,30,-1.04,0,-0.18,0,0,0,1,1,0,0,1,2009,38,2,1,20,10,8,13,19,8,15,8,-11,17,3,-5,8,3,-1,11,-3,-7,29,2,58,-29,51,20,19,1
433,2009-09-23 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,39,2,1,65,39,42,32,38,-3,21,48,12,25,58,9,17,42,-14,15,35,-5,75,43,75,15,71,-2,-71,0
